episode,minibatches,minibatches_possible,first_mb_kl,policy_loss,value_loss,mean_V,std_V,std_barrier,lyap_violation_rate,lyap_in_ball_rate,lyap_mean_dV,lyap_worst_slack,lyap_v_rmse,grad_norm_control,grad_norm_aux,lr_scale,certifiable_frac,cert_violation,cert_mean_dV,cert_mean_V,cert_worst_slack,cert_in_ball_rate,cert_certifiable_frac,cert_alpha_q05,cert_alpha_q25,cert_alpha_q50,cert_alpha_used,cert_alpha_next,cert_alpha_nonpos_frac,cert_nstep,cert_n_samples,v_critic_violation,v_critic_mean,v_critic_min,v_agreement,v_critic_alpha_q05,v_critic_alpha_q25,v_critic_alpha_q50,v_critic_alpha_nonpos_frac,v_critic_violation_direct,v_critic_nonpos_direct,v_bellman_delta_mean,v_bellman_delta_std,v_bellman_delta_q95,softplus_beta,lyap_penalty,dynamics_loss,barrier_loss,approx_kl,clip_fraction,mean_std,mean_raw_log_std,mean_abs_action,alpha,attn_entropy,critic_ev,critic_rmse_norm,critic_rmse_abs,returns_std,returns_mean,xv_true_corr,xv_true_rank,xv_true_flat_frac,ood_v_min,ood_v_mean,ood_nonneg_frac,ood_monotone_frac,ood_slope_corr,ood_range
8,36,36,0.0,0.011862068243014315,0.029269128740351234,,,,,,,,,8.866066926055485,0.0,0.15716392865456894,,0.5598220328489939,-0.15021215462022358,0.3209567409422662,0.5719821299426258,0.06493055323759715,0.8890625006622739,-0.01246699494852995,0.0015365112986829546,0.008208349347114563,0.010000000000000009,0.009500000000000008,0.19607244514756733,150.0,111.11111111111111,0.9998748749494553,1.4313582347498999,0.9091211126910316,0.902386819322904,-0.005774620661718978,-0.0025651285040011215,-0.0001539364759284783,0.536742027848959,0.9855556123786502,0.5254153360923132,-0.0009398518535211527,0.010985019474497272,0.01686041044174797,0.30486800709452927,,,,0.0031202082075954727,0.028537326388888888,0.10543359215888712,0.0001862934397852061,0.005834237297272516,0.9524170478708179,0.9992087781429291,0.5322794914245605,0.7094444036483765,0.3216552436351776,0.45339033007621765,-1.4229354858398438,0.8417650461196899,0.8505001664161682,0.0,0.5685280561447144,1.27426016330719,1.0,0.9930555820465088,0.8168486952781677,0.714707612991333
21,32,32,0.0,-0.010371659853262827,0.23213108477648348,,,,,,,,,12.521823182702065,0.0,0.20707067521787997,,0.3302848294377327,-0.2731016220835348,0.4402400744147599,0.4922184717608616,0.11452636681497097,0.7601074231788516,0.0012973423034660905,0.006503102680047353,0.021519065896670023,0.009500000000000008,0.009500000000000008,0.052481984905898574,150.0,47.375,0.8960435353219509,1.5738268345594406,0.9174581379629672,0.7957636239007115,-0.003960783155889658,0.0010401939221083012,0.002713043534981807,0.32082807389087975,0.9572460167109966,0.4860212570056319,-0.0034225302847517014,0.01614144780614879,0.019738893519388512,0.32052041002972437,,,,0.003948144934838638,0.041430664248764515,0.10550431441515684,0.0005694704868801637,0.00540255172381876,0.9127240751458328,0.9985893666744232,0.720653772354126,0.6044244170188904,0.33027905225753784,0.5464356541633606,-1.7012165784835815,0.809732973575592,0.6849059462547302,0.0869140625,0.8538479804992676,1.4194835424423218,1.0,0.991319477558136,0.7536793351173401,0.7274336814880371
25,28,28,0.0,-0.0034129512163677384,0.029225164858092154,,,,,,,,,7.965734660625458,0.0,0.2536347373595271,,0.3238097546356065,-0.22611998607005393,0.332623439175742,0.3427454243813242,0.29300832961286816,0.9210943388087409,0.0007702491488349292,0.006350665220192501,0.021423235535621643,0.009500000000000008,0.008491877670892706,0.027701963171628968,150.0,97.28571428571429,0.99915540431227,1.1711527875491552,0.6669499341930661,0.8160506252731595,-0.006640920232582305,-0.002611113396207137,-0.00035520325403532685,0.5552133768796921,0.9358066107545581,0.4701936202389853,0.0008862101221893681,0.010220865037159197,0.016365463845431805,0.3184861644871433,,,,0.00416371048075754,0.057854649145156145,0.10558478214911052,0.0010051151870616845,0.0047503706882707775,0.8771753518797591,0.9998821020126343,0.8511689305305481,0.4008105397224426,0.191524937748909,0.4778440594673157,-1.1829487085342407,0.8162859082221985,0.8239458203315735,0.2119140625,0.7501651048660278,1.2938469648361206,1.0,0.9921875,0.695624828338623,0.717966616153717
35,24,24,0.0,0.0005237104875656465,0.025274573476053774,,,,,,,,,5.708454559246699,0.0,0.29596714351268,,0.5617244703074297,-0.1837296582137545,0.3740970554451148,0.5642926804721355,0.05051021029551824,0.8138107135891914,-0.017958094482310116,0.00014746375381946564,0.006674480934937795,0.00849187767089271,0.00806728378734807,0.23625686764717102,150.0,80.0,0.9997659176588058,1.6936943878730137,0.6291724294424057,0.8283211042483648,-0.0047790273383725435,-0.0017902242519388285,-0.00013470524984408408,0.535447247326374,0.9272712270418803,0.5569715934495131,-0.0014618386970444892,0.015407057479023933,0.019616040323550504,0.31885778273922605,,,,0.0008648603319064326,0.0024633290595375,0.10566991753876209,0.0014656835313265522,0.0029360293507731208,0.8460521225347968,0.9994760155677795,0.8623542189598083,0.4327871799468994,0.2546708285808563,0.5884435772895813,-1.7182714939117432,0.8244863748550415,0.6897060871124268,0.0068359375,0.6726614236831665,1.4635869264602661,1.0,0.99609375,0.560876190662384,0.7149612307548523
37,24,24,0.0,-0.0059479754806185765,0.014987381621419141,,,,,,,,,6.290349672238032,0.0,0.3359280002402531,,0.597364908705155,-0.12847769167274237,0.30725039293368656,0.5114171244204044,0.12952473759651184,0.9754882827401161,-0.022390685509890318,0.0013156837473313014,0.006225988268852234,0.008067283787348065,0.007663919597980667,0.19226831570267677,150.0,153.83333333333334,1.0,1.233802209297816,0.6762185394763947,0.6019486685593923,-0.006834287623253961,-0.0032153402474553636,-0.0011799679674974566,0.6461791569987932,0.9151057799657186,0.48785828550656635,0.0014822474749962566,0.007872230935997019,0.016259827030201752,0.3203287045671462,,,,0.005298566392108721,0.06998697916666667,0.10576412671556075,0.0019749039978099367,0.006765097476697217,0.8176779840130305,0.9997490644454956,0.8422845602035522,0.4379269778728485,0.16470658779144287,0.3761051297187805,-1.2287464141845703,0.5519849061965942,0.5812061429023743,0.0830078125,0.6181387901306152,1.3795021772384644,1.0,0.9986979365348816,0.5655940771102905,0.7167407274246216
41,28,28,0.0,-0.009443340823054314,0.010742052192134517,,,,,,,,,5.85366691010339,0.0,0.38039590816683777,,0.3684441037476063,-0.2068992741405964,0.35243947484663557,0.43500465154647827,0.2212861499616078,0.9118719973734447,-0.006451404811481812,0.003917585526193891,0.01608204628740038,0.007663919597980664,0.007280723618081633,0.15750640723854303,150.0,107.28571428571429,0.9997935593128204,1.189288160630635,0.48061607778072357,0.7946209928819111,-0.0064486690098419785,-0.0028163058034676525,-0.0008494927888023085,0.6271775918347495,0.8452960678509304,0.4698089616639273,0.0012952235946223872,0.010099411576188036,0.01805538877046534,0.31640680298548685,,,,0.0019085518392135523,0.006202941727159279,0.10587647876569203,0.0025816013304782765,0.0037955950247123837,0.7872098779001032,0.9997108578681946,0.909400224685669,0.3122917115688324,0.1599036455154419,0.5120329260826111,-1.2299327850341797,0.8241301774978638,0.8462135791778564,0.1015625,0.5756075978279114,1.283460021018982,1.0,0.9947916865348816,0.5652990937232971,0.7171275615692139
47,32,32,0.0,-0.008676887082401663,0.019579390514991246,,,,,,,,,6.9020871222019196,0.0,0.4319957060297543,,0.580705295316875,-0.17374459793791175,0.3916789283975959,0.5618670592084527,0.11197562515735626,0.8727142810821533,-0.0004954490668751532,0.00225495221093297,0.004914484918117523,0.007280723618081631,0.006916687437177551,0.09788501367438585,150.0,117.375,0.9983662273734808,1.356966644525528,0.5300851464271545,0.7717644777148962,-0.005638998714857735,-0.0018440912062942516,3.4028934123853105e-06,0.5027612233534455,0.8569445163011551,0.4798545176163316,-0.00019407625768508296,0.011925393104320392,0.01958364201709628,0.31414940897342764,,,,0.003801551948527049,0.04078386852052063,0.10601881192997098,0.0033492503134766594,0.006492087399237789,0.753259199603434,0.9997387528419495,0.8648829460144043,0.3724238872528076,0.1956157237291336,0.5252501964569092,-1.371023178100586,0.7233743667602539,0.7411015629768372,0.0556640625,0.5834066271781921,1.3275270462036133,1.0,0.9839409589767456,0.543883204460144,0.70721435546875
51,28,28,0.0,0.004691138730517456,0.010514689592777618,,,,,,,,,5.438677779265812,0.0,0.476333986282885,,0.36338294350675177,-0.18005078924553736,0.2810534637953554,0.3642325502421175,0.14299665178571427,0.8893694196428571,-0.019990087619849613,0.0042589908199650904,0.013460178460393633,0.00691668743717755,0.006570853065318673,0.16158028266259603,150.0,131.28571428571428,0.9957712931292397,1.2097916219915663,0.5539217069745064,0.7367744467088154,-0.005354355887642929,-0.0028816639678552747,-0.0007549614747404121,0.5891183731811387,0.8205677100590297,0.44844443776777815,0.0011343823617997778,0.00916315008154405,0.01601314265280962,0.3113194764203777,,,,0.005832181474293715,0.072265625,0.10617283465606826,0.0041788272792473435,0.0053585321459520075,0.7252429889497983,0.9997307658195496,0.9066592454910278,0.3112751245498657,0.15982164442539215,0.5134417414665222,-1.2034376859664917,0.7500213384628296,0.711095929145813,0.068359375,0.5662229061126709,1.2263027429580688,1.0,0.9887152910232544,0.5572795271873474,0.7063077688217163
56,28,28,0.0,-0.004072907181190593,0.017650821595452726,,,,,,,,,6.202763548919132,0.0,0.5254913750627277,,0.40443842645202366,-0.19849711337259837,0.32774659459080013,0.4395221024751663,0.2103304330791746,0.9206024876662663,-0.013413983771377909,0.003257240035704204,0.00936801518712725,0.006570853065318675,0.006242310412052739,0.18934890627861023,150.0,120.28571428571429,0.980883355651583,1.2130743648324693,0.4387527374284608,0.8065383796180997,-0.005488343220869345,-0.0018744106346275657,-0.00016478479626260065,0.5183258003422192,0.7698105233056205,0.4482265593750136,0.00035429957487005074,0.01176707074046135,0.019634440341698273,0.3063394718175338,,,,0.0037336096533441116,0.037616043318329115,0.10633473337760993,0.00504952624240624,0.00616395115918879,0.6953800425091238,0.9997507333755493,0.910505473613739,0.3009333312511444,0.17600657045841217,0.5848689675331116,-1.2200744152069092,0.8148093223571777,0.792339026927948,0.13671875,0.5180559754371643,1.2726885080337524,1.0,0.9930555820465088,0.4879555106163025,0.7098809480667114
60,28,28,0.0,-0.00578819983638823,0.017447490211842314,,,,,,,,,6.221892603806087,0.0,0.5696611477914876,,0.25136336631008555,-0.22250713567648614,0.31909128384930746,0.276829612574407,0.37644158942358835,0.9123511953013284,0.0009562775909606509,0.007023423910140991,0.024763624582971846,0.006242310412052736,0.005930194891450102,0.030647481192967722,150.0,88.57142857142857,0.9768026769161224,1.0473813222987312,0.4715937705976622,0.8304803201130458,-0.0069500996032729745,-0.0036876945274083744,-0.0015861548922008037,0.669870097722326,0.7345012298652104,0.3762302132589476,0.0018682400857090084,0.011377912264184229,0.019988734907071506,0.30285228081368587,,,,0.004065452183047975,0.037481399053441625,0.10650039171533925,0.005939103879167565,0.010022288670630328,0.6695799939918124,0.9997404217720032,0.8974387049674988,0.33108386397361755,0.17805215716362,0.5377856492996216,-1.044083595275879,0.8550738096237183,0.8199604153633118,0.26171875,0.5466564893722534,1.1933952569961548,1.0,0.9965277910232544,0.5433765053749084,0.7121891379356384
