episode,avg_reward,best_avg_reward,reward_above_threshold,avg_lyap,avg_barrier,avg_std,avg_abs_action,avg_mean_V,avg_std_V,avg_std_barrier,lyap_collapsed,barrier_collapsed,exploration_cleared,reward_trend_per_window,reward_trend_t,plateau_streak,plateaued,stable,checks_since_best
348,198.79517660264472,198.79517660264472,True,0.021646219145299656,0.035866721706568364,0.34373768439723384,0.24967241707361404,0.39342958444936404,0.09775952532007876,0.10203017347699239,False,False,True,39.05184587506572,5.486834396532618,0,False,False,0
350,200.3720638311161,200.3720638311161,True,0.02158374836694242,0.03534820783210711,0.34310819502505996,0.24645986663591524,0.3906011636886332,0.0956527536165797,0.10138890591656995,False,False,True,40.24139427179399,5.663866560202795,0,False,False,0
352,202.18061019590013,202.18061019590013,True,0.021391853048569626,0.03613129240564174,0.34245959745926996,0.2434866035460598,0.38718994677894647,0.09564722568934989,0.10242689950909052,False,False,True,39.69540772211235,5.59660458195818,0,False,False,0
354,203.19908179791324,203.19908179791324,True,0.02137813589716744,0.036452164041757995,0.3417733966269427,0.23959284242656498,0.38728626745028627,0.09712528645888797,0.10298919446973338,False,False,True,41.03086407044099,5.80415846561869,0,False,False,0
356,203.41280654274794,203.41280654274794,True,0.02121638090660175,0.03666062982520089,0.34107522380848726,0.23848066259589462,0.38539254955119556,0.09680232067282,0.10152232375306387,False,False,True,41.154101981651834,5.900624251430947,0,False,False,0
358,204.8814304539631,204.8814304539631,True,0.021095344466933362,0.03785071085051944,0.3403629343956709,0.2366727966608273,0.3810577239013381,0.09482663846574722,0.10076889675110579,False,False,True,39.63137114560176,5.70204501704696,0,False,False,0
360,204.2986418978389,204.8814304539631,True,0.02104229614293824,0.0375687931237432,0.3396325131878257,0.2318479257118371,0.38161913179275064,0.09378865049220621,0.0999498763276885,False,False,True,39.33189896056501,5.723743566189742,0,False,False,1
362,204.49987569981818,204.8814304539631,True,0.021029846315893035,0.038431545866963776,0.33887604940682653,0.22955936225545076,0.3824530832883385,0.09161360271585484,0.09815079161586861,False,False,True,40.166641755941406,5.891406402260474,0,False,False,2
364,203.9787016052445,204.8814304539631,True,0.02109067678813719,0.03868126886017208,0.33814119315809676,0.2265404199870924,0.3855078420498305,0.08989579147762723,0.09849055702798068,False,False,True,39.489203828704184,5.814331238590918,0,False,False,3
366,204.93406814173704,204.93406814173704,True,0.0209910970646888,0.039219100762986486,0.3374281416336695,0.22582176974457174,0.3856975527687206,0.08757231724965904,0.09581531466295322,False,False,True,37.89855232295545,5.590092962983267,0,False,False,0
368,206.12841941138538,206.12841941138538,True,0.020932075096708202,0.040910422257406445,0.33675305085877577,0.22244690764281488,0.38546900755415364,0.08405289454385638,0.09406786693467034,False,False,True,38.455776973444934,5.678715004401847,0,False,False,0
370,207.08321070018008,207.08321070018008,True,0.02069029987970781,0.04153736883955491,0.3360989023620884,0.22001405039595237,0.38345937511573236,0.081562601790453,0.0937017272433473,False,False,True,40.85921346102304,6.087109807722721,0,False,False,0
372,206.68119540451428,207.08321070018008,True,0.020526223275293076,0.04048492545520681,0.33546707450101776,0.21613057259884147,0.3819534999628862,0.07943865746880571,0.0927804286333008,False,False,True,44.302018962331054,6.6779964196918655,0,False,False,1
374,206.7129538582629,207.08321070018008,True,0.02059745809787677,0.04046662670896492,0.33491226801027857,0.21266927313473488,0.38275822047144176,0.07787180587959787,0.09149472361637487,False,False,True,43.05261629355269,6.513564248716689,0,False,False,2
376,205.94425846457008,207.08321070018008,True,0.0208039317616365,0.040866268587867835,0.33439556465794645,0.2096094846518503,0.38150757011026143,0.07913186169850331,0.09169512340385053,False,False,True,42.41516996771352,6.377380823492453,0,False,False,3
378,206.22323093138624,207.08321070018008,True,0.020989250087748386,0.041506264349704405,0.3339156517138084,0.20440406151529808,0.38184774375210206,0.08048713542521001,0.09352803320830895,False,False,True,39.81549059520024,6.068733140354806,0,False,False,4
380,206.86390530060885,207.08321070018008,True,0.021052091699352283,0.0416037670090898,0.33343687591453397,0.20143945860779944,0.3804778767128785,0.0829607965812708,0.09559384462320142,False,False,True,38.8200196034688,5.916467156741106,0,False,False,5
382,204.9160036231933,207.08321070018008,True,0.02110035835584212,0.04126145924674347,0.3329100540528695,0.19853842599938312,0.38193090529077584,0.08608409711935869,0.09564694301742646,False,False,True,36.79777109660199,5.56681377904072,0,False,False,6
384,204.32717968548968,207.08321070018008,True,0.021396445497197828,0.04134701719740405,0.332375891879201,0.1977998039167788,0.38747349493205546,0.08952164796129285,0.09627059792271918,False,False,True,35.34736361670376,5.335942455977541,0,False,False,7
386,205.06704327733908,207.08321070018008,True,0.021589356597461223,0.043331829475290656,0.33185120849973637,0.19548677593055697,0.39388510497907797,0.0912503290636879,0.09681931780651211,False,False,True,36.66572968188179,5.534086350985625,0,False,False,8
388,206.54758027247007,207.08321070018008,True,0.021586886295376143,0.04453890801071085,0.33130454940514437,0.19331218869321873,0.3921252854789297,0.09079254210874854,0.09746931727665166,False,False,True,34.42641905201447,5.240971560501079,0,False,False,9
390,206.76231604016783,207.08321070018008,True,0.021601232097277216,0.04445490160853498,0.33073099470800826,0.1919661338958475,0.3920888538161914,0.09194239171014892,0.09811980078617732,False,False,True,32.88140180239346,5.117138576171392,0,False,False,10
392,207.47286334629135,207.47286334629135,True,0.021753775866495243,0.04420161600121193,0.3301747334914075,0.19167934832059672,0.3946723847960432,0.0924965330813494,0.09781583729200066,False,False,True,33.50061152845275,5.136344606837151,0,False,False,0
394,207.56562462632562,207.56562462632562,True,0.021768385038659396,0.04431167601271428,0.3296122366355525,0.1910646763526731,0.39356580314536893,0.09271651966911224,0.09894358253416916,False,False,True,36.5194151531896,5.61623790173819,0,False,False,0
396,209.00412866865588,209.00412866865588,True,0.02181409543199051,0.044066177044684685,0.3290469140435259,0.19041396651623976,0.39221469298419026,0.09360184605854253,0.10035835013000502,False,False,True,36.992196742726605,5.686337301080745,0,False,False,0
398,207.91930764710926,209.00412866865588,True,0.02185758386040107,0.04293175753619935,0.3285247915113966,0.19125947028191553,0.39132951731897064,0.09519287337962952,0.10059683060066568,False,False,True,34.526568930957694,5.31818499062207,0,False,False,1
400,207.81896300626806,209.00412866865588,True,0.02192550443837213,0.04334062741060431,0.32799624243958125,0.19190189738033545,0.39021404515951874,0.09705025844482912,0.10167989602519409,False,False,True,35.65548104799958,5.511242076705825,0,False,False,2
402,207.53891524302398,209.00412866865588,True,0.021955562005233437,0.043344589268478256,0.32745064977142546,0.19068021621141168,0.3893387938539187,0.09890518407854769,0.10327044302183722,False,False,True,36.850913970834824,5.723823679241483,0,False,False,3
404,209.35734159163476,209.35734159163476,True,0.021915818290371036,0.04363997398823914,0.326874431139893,0.1882140465080738,0.3891081433329317,0.10023456629779603,0.10325392682312265,False,False,True,39.14630089185871,6.071239982751726,0,False,False,0
406,209.21331844743224,209.35734159163476,True,0.02211198273839222,0.04291166398777731,0.32628952571087416,0.18630207487278516,0.3871656549059682,0.10294934523602325,0.10439299946236942,False,False,True,38.445666138307026,5.9667250284266355,0,False,False,1
408,210.3644472858181,210.3644472858181,True,0.02227745596319437,0.04054132449802839,0.32571399499558745,0.18630887457273076,0.38566710990336206,0.1057818426957561,0.10417270509836576,False,False,True,38.54880647325217,5.979572638463434,0,False,False,0
410,211.49482631997137,211.49482631997137,True,0.0223897935434555,0.039861643979222414,0.325143746058974,0.184892927410288,0.3840247882944014,0.10811764918164246,0.10425555786738791,False,False,True,36.057524074013024,5.73893042895473,0,False,False,0
412,210.80262274569816,211.49482631997137,True,0.022608523381253083,0.04006966049524231,0.3245048438095385,0.18655728774352207,0.38618175161795476,0.11045103055011067,0.10479896453519662,False,False,True,34.75476352940544,5.526736761543164,0,False,False,1
414,210.50738705347518,211.49482631997137,True,0.022605415763488658,0.04014020560749082,0.32383511962576045,0.18529186045957938,0.38737766883439484,0.11143398369248543,0.10530664509472747,False,False,True,33.26622194324099,5.270971407269054,0,False,False,2
416,212.1910676830343,212.1910676830343,True,0.02242425607206921,0.04067037295834679,0.3231278686059846,0.1854445555454327,0.3847172594732708,0.1105816528873725,0.10461300813282529,False,False,True,34.890410079307536,5.509728106028171,0,False,False,0
418,213.4173059692588,213.4173059692588,True,0.022484961959222956,0.042846280407522704,0.3223149530796541,0.18564569945964549,0.3830364371753401,0.1115742948423657,0.10588309035326042,False,False,True,36.02790938841514,5.680825516727452,0,False,False,0
420,213.63220670917505,213.63220670917505,True,0.02263102981184299,0.043701917485385725,0.3214491517800423,0.18576037811322346,0.38303664070036675,0.11290279138419361,0.10703487116843462,False,False,True,35.488945930358156,5.609595458572623,0,False,False,0
422,212.83303472961944,213.63220670917505,True,0.022718908538162295,0.0431134784865814,0.32056483901623223,0.18683541323989628,0.38249956626031134,0.11320297985544633,0.10761456720841427,False,False,True,34.56023532643873,5.560249126665196,0,False,False,1
424,213.29999592484648,213.63220670917505,True,0.022839965543244033,0.04427235608842845,0.31967642690158554,0.1881792528140876,0.37776205903953974,0.11447256009301376,0.1100983184400118,False,False,True,33.885657701814964,5.439112172782143,0,False,False,2
426,214.95140368641486,214.95140368641486,True,0.022801300852249066,0.04243335266752789,0.3187577799376514,0.18960099650753864,0.3720290613464183,0.11558567200683885,0.11096392084016568,False,False,True,32.886927848709924,5.302719961920959,0,False,False,0
428,215.14773444208632,215.14773444208632,True,0.022940011361303424,0.04015968996100128,0.317821878919171,0.1912935186694893,0.3720226695554124,0.11764664462664061,0.11137778080172007,False,False,True,32.00193653015168,5.170687518015485,0,False,False,0
430,216.10243011162027,216.10243011162027,True,0.02300190737781425,0.039589257868162045,0.316936498735514,0.19186447314504115,0.37174701210525296,0.11946789419485462,0.11112816763213937,False,False,True,34.85812146968965,5.7166614368706234,0,False,False,0
432,217.2669873494186,217.2669873494186,True,0.022957601324499897,0.03777940379610906,0.316088788314826,0.19053834498756458,0.3715190347077118,0.12089888419852488,0.1107866503867424,False,False,True,33.69243535188686,5.56595501089327,0,False,False,0
434,217.1694457800772,217.2669873494186,True,0.02313673892058432,0.0372469666491573,0.31530486492233145,0.19107379595645596,0.373951737748252,0.12234549240416123,0.11085864769087898,False,False,True,31.50691738855198,5.128863645828498,0,False,False,1
436,217.14582914001107,217.2669873494186,True,0.0231987560284324,0.03753961225350697,0.31454278296894495,0.19127048560314705,0.37382351257320906,0.12298412922666306,0.11115687512275245,False,False,True,33.214470087613336,5.435384848625596,0,False,False,2
438,217.10576582848094,217.2669873494186,True,0.02319319978899633,0.037496112845838064,0.31375189994772273,0.19248836673796174,0.37258339017215697,0.1227648998041534,0.11021700460049841,False,False,True,33.01177297795986,5.41951045376628,0,False,False,3
440,216.28726592232186,217.2669873494186,True,0.023277964661570477,0.03826942430395218,0.31298851230078273,0.19337638244032856,0.37368826309425957,0.1239749771801548,0.10931361901263396,False,False,True,30.542187793576932,5.053827509798179,0,False,False,4
442,216.23426613311585,217.2669873494186,True,0.02328573563265511,0.03790063007553625,0.3122554264548752,0.1950120547165473,0.37287208023998464,0.1237153486452169,0.10811244837629297,False,False,True,29.220337834058054,4.801473790535236,0,False,False,5
444,215.9285168840813,217.2669873494186,True,0.023286268574237413,0.03808189368315247,0.31155946238173376,0.1969329568867882,0.37275608562760876,0.1242201276227004,0.10906908861361445,False,False,True,28.311169234196026,4.726601724861921,0,False,False,6
446,216.42048200951146,217.2669873494186,True,0.023201592803363584,0.03717812224575835,0.3108853990419044,0.198118182644248,0.37177508332663106,0.12401434659130044,0.1092805889279892,False,False,True,30.607060843538797,5.120999683529923,0,False,False,7
448,217.99524437957055,217.99524437957055,True,0.023137385991867633,0.039355655910912904,0.3102149330700438,0.198700310734825,0.37056998167600896,0.12373474939829773,0.10950002566807801,False,False,True,31.475079969385064,5.2383474140680795,0,False,False,0
450,217.30461213713195,217.99524437957055,True,0.023323033490063,0.04146885717830932,0.3095294712111355,0.2016079877917137,0.36903416288809643,0.12431695737048157,0.11110035246755515,False,False,True,28.91495217454249,4.87498153671656,0,False,False,1
452,218.08323994343937,218.08323994343937,True,0.023344819278766707,0.04259614873832713,0.3088771005471548,0.20173679333594113,0.36695018805977375,0.1246987204015669,0.11129700261064701,False,False,True,30.603104676311162,5.168506340917409,0,False,False,0
454,216.52594165493116,218.08323994343937,True,0.02333642160131906,0.04223823945891733,0.30822162721306096,0.20445175193664103,0.36416158580945596,0.12659497763444152,0.11265549284612966,False,False,True,30.789176974573124,5.206023008336792,0,False,False,1
456,215.1061330640322,218.08323994343937,True,0.023438294363828997,0.04378353681337709,0.3075673381487528,0.20739508650989996,0.3650208102953103,0.12796804952538676,0.11383563693509331,False,False,True,25.256461060938555,4.200118972028719,0,False,False,2
458,214.41844263880137,218.08323994343937,True,0.023466939893772916,0.04397965488522978,0.3070074976998426,0.20951794166531826,0.36770311082816787,0.1287633301727178,0.11548870281789392,False,False,True,25.644446484638358,4.2617380941747545,0,False,False,3
460,214.13220910533215,218.08323994343937,True,0.023282093743032344,0.04213552738314434,0.30648642834867273,0.2112283857539296,0.3663584571952621,0.1283732878909047,0.11570483875933975,False,False,True,25.67782704464922,4.273591851159284,0,False,False,4
462,215.25579228122245,218.08323994343937,True,0.023086331623776386,0.042201580373489006,0.30595997640833494,0.21093519134446978,0.3648316440482934,0.12804756455699956,0.11541093094126573,False,False,True,25.810865094389673,4.303767891925224,0,False,False,5
464,216.1594309320838,218.08323994343937,True,0.02272485824401623,0.039011941006636276,0.30541585626464984,0.21075636034624443,0.361114055953092,0.12694845125966128,0.11363046748622778,False,False,True,26.88396039192257,4.496747613522472,0,False,False,6
466,215.44853525107465,218.08323994343937,True,0.02262980090786836,0.040251317696409335,0.3048554206740052,0.21167585236123868,0.3612451944914129,0.12733667180208222,0.11419831527145727,False,False,True,26.709999597101554,4.472323934349282,0,False,False,7
468,215.5025571288813,218.08323994343937,True,0.022509537601754774,0.0419102484578385,0.3043222690474182,0.2118271203815109,0.36010088378356564,0.1275728696425046,0.1159898678498668,False,False,True,28.350956544428378,4.729354499665343,0,False,False,8
470,214.62063219917295,218.08323994343937,True,0.022464333322741798,0.04246265448404417,0.3037716253823231,0.210962894724475,0.3583194377935595,0.12828535581273692,0.11705654647260433,False,False,True,26.075322133949307,4.33804263021642,0,False,False,9
472,215.94799095994597,218.08323994343937,True,0.02245048023704883,0.04481566305279673,0.30313806867611315,0.2096352303504116,0.3566332126450208,0.12861316616292157,0.11660085659222827,False,False,True,27.248456785013584,4.572235181161937,0,False,False,10
474,216.86453192603275,218.08323994343937,True,0.0223481014831036,0.04502492952400759,0.30242715184650726,0.20787799204182292,0.3528742247054146,0.12919451090773304,0.11646624532276914,False,False,True,27.970948054577907,4.697972471373793,0,False,False,11
476,217.08022166457664,218.08323994343937,True,0.022251175098963787,0.04530270160028031,0.3017092862949958,0.20600932198059224,0.35252607745221914,0.1287756508149739,0.11547279487112687,False,False,True,29.889732639519053,5.0082354140425,0,False,False,12
478,217.11466303328427,218.08323994343937,True,0.022225952001717234,0.04515996836107372,0.30100034738757786,0.20353972509296403,0.3525048952239255,0.12846762140444112,0.11637023181713646,False,False,True,29.355200914430732,4.908662236206457,0,False,False,13
480,216.63474911667862,218.08323994343937,True,0.02203682866797501,0.04358850652333497,0.30025359639040533,0.20138471514607464,0.3499894517266916,0.12766306021413396,0.11637182899395981,False,False,True,28.293600813478434,4.75756704808909,0,False,False,14
482,217.07408860349295,218.08323994343937,True,0.021949367357846642,0.04409252854511289,0.2994657862783661,0.19998408677056428,0.3480553832008607,0.1287864006109654,0.11677110441295165,False,False,True,28.544072638236166,4.8038147342760436,0,False,False,15
484,219.24299118935775,219.24299118935775,True,0.021924312223332916,0.04293977842104458,0.2986157975322198,0.1985230279775957,0.3459368888392217,0.1306273155210037,0.11757599928061521,False,False,True,31.096402482250383,5.259771607629205,0,False,False,0
486,219.25149018587896,219.25149018587896,True,0.021905870398780003,0.04430702561882161,0.29773051867645883,0.19719188402717308,0.34957522850276695,0.13302741140600235,0.11818099806661764,False,False,True,30.453429718917224,5.179302599397814,0,False,False,0
488,219.78712149784818,219.78712149784818,True,0.02180219699133424,0.04310115914281812,0.296850839449418,0.19872692487099103,0.34889892152407104,0.13474474781976334,0.1190857150939308,False,False,True,29.025135615979007,4.950125800934769,0,False,False,0
490,219.05296842954817,219.78712149784818,True,0.021633264075203367,0.04073797769877793,0.2959841596642657,0.19765298005400428,0.3515719557698402,0.13530280710981477,0.11747314248914047,False,False,True,27.593403063991452,4.711720740625896,0,False,False,1
492,219.7726184517304,219.78712149784818,True,0.0214807219552024,0.039381098635827325,0.2951008495002513,0.19617744366534878,0.3536006391565833,0.13438249487902912,0.11708555687588477,False,False,True,28.830070575049692,4.947731971818391,0,False,False,2
494,220.43510781486842,220.43510781486842,True,0.021364752348837633,0.03936785174153065,0.2942185871776135,0.19177949143987563,0.3520231822402113,0.13264473592714657,0.11639804033311232,False,False,True,29.51681489098479,5.067921780652506,0,False,False,0
496,220.3170928185272,220.43510781486842,True,0.021234156841426967,0.03940835953930334,0.2933593148217788,0.18749710906090009,0.34767389383373987,0.13256408427694133,0.11600457425598824,False,False,True,28.61724961712495,5.002534845222017,0,False,False,1
498,217.4493859867136,220.43510781486842,True,0.021039672035516967,0.03780653226551496,0.2925131691826714,0.18945091591320104,0.3439253292874329,0.1319133909005258,0.11396051700640883,False,False,True,25.462051844345176,4.283016004347784,0,False,False,2
500,217.53755715587167,220.43510781486842,True,0.021078836234907312,0.03789817288052291,0.2916863607035743,0.19092168121909103,0.3470451314312716,0.1328848872954647,0.11193964934080011,False,False,True,23.6873321006529,3.997744652547447,0,False,False,3
502,216.61105832162954,220.43510781486842,True,0.021074310612554353,0.037890816573053605,0.2909025347895092,0.18939126714443166,0.34729921448354917,0.13397805676795543,0.11282325737281806,False,False,True,21.011635636031958,3.5711986685594366,0,False,False,4
504,217.13537216945565,220.43510781486842,True,0.021129599737469106,0.03948483699156592,0.29010397454516756,0.188346482347697,0.34874668310706813,0.13449968622686964,0.11436223225771551,False,False,True,19.326304111046163,3.3050436487820227,0,False,False,5
506,217.83956146768466,220.43510781486842,True,0.021322213016295187,0.04014466680431118,0.28933475052730906,0.18852707600841917,0.3501190561490754,0.13484355496863526,0.11517276488658452,False,False,True,18.67032654652654,3.1914162746831667,0,False,False,6
508,218.22541680249986,220.43510781486842,True,0.021365935483481736,0.03874060277594254,0.28858185340132975,0.18781226609523094,0.3511530045730372,0.13567552973205843,0.11428851900725727,False,False,True,17.561782175551766,3.0580517808827468,0,False,False,7
510,218.53229891912622,220.43510781486842,True,0.021365373197477312,0.03900173248257489,0.28782211527642276,0.18859781355907518,0.35110519581163924,0.13621867572267848,0.11543823804499373,False,False,True,19.0600689713976,3.3155944993389856,0,False,False,8
512,218.79151471747784,220.43510781486842,True,0.02151990180524687,0.036714933185915774,0.2871102021179265,0.18946428373455998,0.35127092702314255,0.13710109312087296,0.11696407994669342,False,False,True,19.38573137230988,3.3727536199451387,0,False,False,9
514,218.47602069419668,220.43510781486842,True,0.02147717106854543,0.0363480838384324,0.28642429732200164,0.1926332761843999,0.3506699106345574,0.13714206892376143,0.1168853412951446,False,False,True,19.517654434246822,3.403711399219924,0,False,False,10
516,219.75085629013577,220.43510781486842,True,0.02151310850943749,0.03653790655080229,0.2857176633965638,0.19280451449255148,0.34954159613698726,0.13908983514023324,0.11835596640076902,False,False,True,19.337765435630622,3.3782610946266605,0,False,False,11
518,217.63909893348344,220.43510781486842,True,0.02184482343727723,0.04013291047497962,0.2849675270832247,0.19550515692681075,0.3532559412221114,0.1417084900351862,0.12083726115007368,False,False,True,15.375239217496931,2.6609285434080694,0,False,False,12
520,218.85949054297802,220.43510781486842,True,0.022069381928950964,0.0407354013231169,0.284259286067552,0.19778199549764394,0.35401026076740694,0.14301740801375776,0.12183405417017638,False,False,True,14.829237271357306,2.569442938724372,0,False,False,13
522,217.99519265529017,220.43510781486842,True,0.022167258886879107,0.0398822372016083,0.28361126461790664,0.20088107449313006,0.3543934401538637,0.1431681311171916,0.12158935569847626,False,False,True,17.271733210016404,3.0205742121242554,0,False,False,14
524,217.679110094968,220.43510781486842,True,0.022305182315823107,0.039907127565756026,0.28306041922834185,0.20527333760013183,0.35577034358349113,0.144177824144976,0.12109397759971521,False,False,True,16.79904127271013,2.939797521626791,0,False,False,15
526,217.3481817985599,220.43510781486842,True,0.022462006979104547,0.03869308507354516,0.28255380805995733,0.20981609101096796,0.35607524630096227,0.14445836184960276,0.12037980042708418,False,False,True,16.922701282570813,2.9544467566876973,0,False,False,16
528,218.85862529085324,220.43510781486842,True,0.02249089352812412,0.03740699468051187,0.2820404363382194,0.21182835371130046,0.355320288385782,0.14545057926120028,0.12009033096643787,False,False,True,18.186119850442957,3.1600322817136632,0,False,False,17
530,218.909260654273,220.43510781486842,True,0.02261042222639339,0.03853813784145233,0.2815094844334656,0.21480598619414706,0.35342860633714335,0.14666931186285284,0.12078743530437352,False,False,True,16.262299135759175,2.8208780454724414,0,False,False,18
532,219.4335800336829,220.43510781486842,True,0.022727973478484074,0.03996038663770176,0.2809922619619304,0.21406943908789094,0.35216214472634927,0.14914647211424176,0.12205461952835324,False,False,True,18.14923859772321,3.157213955922558,0,False,False,19
534,218.74320580290893,220.43510781486842,True,0.022870154858618562,0.042806031997315586,0.2804537559342054,0.216496200269709,0.35230809257676204,0.1510993343364033,0.12410709828966196,False,False,True,17.541370255058474,3.0532014403401835,0,False,False,20
536,218.98129688750282,220.43510781486842,True,0.02283363957863508,0.041747024810562534,0.27987419811801784,0.22240775590762496,0.35197032696257036,0.15174102772855091,0.12530936101037593,False,False,True,17.66057806102359,3.107055149106281,0,False,False,21
538,218.0052511360679,220.43510781486842,True,0.023070788342091773,0.04059713695508739,0.2792673370904393,0.2214215249133607,0.35197695195674894,0.15294572332770456,0.12504466412485474,False,False,True,13.93552050493654,2.467082630423449,0,False,False,22
540,219.2232088914093,220.43510781486842,True,0.02313998157882856,0.03977650612230517,0.2786478162639671,0.2211661541937954,0.35102074965834623,0.153679982598664,0.12509439482560586,False,False,True,14.58739740026763,2.5880851426568063,0,False,False,23
