episode,policy_loss,value_loss,lyap_penalty,dynamics_loss,barrier_loss,approx_kl,clip_fraction,mean_std,mean_raw_log_std,alpha
2,0.05246119201183319,429.3477478027344,0.01953240856528282,1.2016844749450684,2.2834479808807373,0.08272497355937958,0.4583333432674408,0.472366601228714,0.0,0.9802265618354915
4,0.044642094522714615,420.4362487792969,0.02476237155497074,1.104725956916809,1.705291509628296,0.07590985298156738,0.44236111640930176,0.47254377603530884,0.00029999157413840294,0.9608441125278288
6,0.024596866220235825,429.8324890136719,0.025944137945771217,1.1923595666885376,1.7148373126983643,0.03803872689604759,0.36944445967674255,0.47271913290023804,0.0005968404584564269,0.9418449208830277
8,0.026417506858706474,401.4810791015625,0.025900276377797127,1.2703542709350586,1.7356014251708984,0.03233593702316284,0.3604166805744171,0.47289082407951355,0.0008873924962244928,0.9232214085793908
10,0.02309153415262699,416.2056579589844,0.023987287655472755,1.357896327972412,1.5950652360916138,0.03666431084275246,0.3152777850627899,0.47306519746780396,0.0011823795503005385,0.9049661471446958
12,0.02318849042057991,415.28582763671875,0.023875121027231216,1.4501675367355347,1.4741754531860352,0.030630843713879585,0.2708333432674408,0.47324129939079285,0.0014800807693973184,0.8870718549931568
14,0.019275562837719917,403.7138977050781,0.023102639243006706,1.5250552892684937,1.4082361459732056,0.027646958827972412,0.24236111342906952,0.4734191298484802,0.001780652324669063,0.8695313945209737
16,0.01366033498197794,390.5595703125,0.022964000701904297,1.5844379663467407,1.4308723211288452,0.016518879681825638,0.21250000596046448,0.47359585762023926,0.002079281024634838,0.8523377692593145
18,0.014123944565653801,375.8660583496094,0.02246019057929516,1.6211751699447632,1.4426217079162598,0.015654968097805977,0.1979166716337204,0.4737739562988281,0.00238007097505033,0.8354841210835904
20,0.005194072145968676,359.58013916015625,0.022007426247000694,1.645161509513855,1.4646550416946411,0.012991261668503284,0.18194444477558136,0.47395384311676025,0.002683686325326562,0.8189637274779153
22,0.012042178772389889,354.3833312988281,0.02004874311387539,1.6629130840301514,1.4284684658050537,0.012201015837490559,0.1666666716337204,0.47413262724876404,0.0029854848980903625,0.8027699988536554
24,0.004251061473041773,340.10198974609375,0.020984597504138947,1.679013967514038,1.4496917724609375,0.0039640455506742,0.15138889849185944,0.47430968284606934,0.0032841418869793415,0.7868964759210001
26,0.007521783001720905,339.876708984375,0.020166298374533653,1.6948517560958862,1.4525315761566162,0.008098169229924679,0.12291666865348816,0.4744884967803955,0.003585742088034749,0.7713368271125066
28,0.0070588416419923306,324.8724365234375,0.020585067570209503,1.7084767818450928,1.4625164270401,0.009841538965702057,0.12638889253139496,0.47466784715652466,0.0038879644125699997,0.7560848460575893
30,0.006830091122537851,306.7344970703125,0.020301546901464462,1.7220489978790283,1.4726098775863647,0.009333985857665539,0.10138889402151108,0.4748484492301941,0.0041923620738089085,0.7411344491069477
32,0.0024189248215407133,305.3639831542969,0.020062308758497238,1.732912540435791,1.505048394203186,-0.0008915138314478099,0.09097222238779068,0.4750307500362396,0.00449949549511075,0.7264796729059444
34,0.0012488339561969042,282.6401062011719,0.02023988403379917,1.7444982528686523,1.5466530323028564,0.0074168178252875805,0.09791667014360428,0.4752102792263031,0.004801830276846886,0.7121146720159665
36,0.0006738225929439068,275.6340637207031,0.020005740225315094,1.7450259923934937,1.6044650077819824,0.0040430184453725815,0.08263888955116272,0.47539079189300537,0.0051056393422186375,0.6980337165828195
38,0.005831750575453043,307.2603454589844,0.020202679559588432,1.751306414604187,1.663179636001587,0.0013817347353324294,0.0763888880610466,0.47556957602500916,0.0054063391871750355,0.6842311900512271
40,0.0028068542014807463,286.4725646972656,0.019332362338900566,1.7640082836151123,1.7145897150039673,0.010208272375166416,0.07222222536802292,0.4757492244243622,0.0057084388099610806,0.6707015869245212
42,0.0020869679283350706,280.4991760253906,0.019472749903798103,1.775179386138916,1.7335983514785767,0.005001113750040531,0.07361111044883728,0.4759293496608734,0.006011399440467358,0.6574395105686315
44,0.00011668404476949945,292.3938903808594,0.01929680071771145,1.7815150022506714,1.7598364353179932,0.005770524498075247,0.07083333283662796,0.47610458731651306,0.006305844988673925,0.644439671059498
46,-0.0009256707271561027,271.85443115234375,0.019940122961997986,1.792266845703125,1.7929054498672485,0.006666373927146196,0.07152777910232544,0.47627830505371094,0.006597789470106363,0.6316968830730468
48,0.002979747485369444,268.74554443359375,0.01991855539381504,1.799780011177063,1.8051682710647583,0.00717543251812458,0.0763888880610466,0.4764512777328491,0.006888243835419416,0.6192060638168891
50,0.006031608674675226,268.9583740234375,0.020703256130218506,1.8089473247528076,1.8107542991638184,0.0023085216525942087,0.0729166716337204,0.4766244888305664,0.007179109379649162,0.6069622310029172
52,0.0011764924274757504,265.1816101074219,0.019692305475473404,1.8131749629974365,1.834599256515503,0.004161059856414795,0.07777778059244156,0.4767971932888031,0.007468933705240488,0.594960500859989
54,0.005747087765485048,253.04579162597656,0.020309992134571075,1.8205339908599854,1.8453185558319092,0.004805522505193949,0.06875000149011612,0.4769689440727234,0.007757050450891256,0.583196086185909
