episode,avg_reward,best_avg_reward,reward_above_threshold,avg_lyap,avg_barrier,avg_std,exploration_cleared,stable,checks_since_best
300,-106.141075,-106.141075,True,0.012123885424807667,0.019883083272725345,0.48835756331682206,True,True,0
302,-106.35229,-106.141075,True,0.012181409215554596,0.021371900243684648,0.4883675143122673,True,True,1
304,-106.38344,-106.141075,True,0.012222157977521419,0.022827947372570635,0.48837713003158567,True,True,2
306,-106.39271,-106.141075,True,0.012271782848984003,0.02360872831195593,0.4883864298462868,True,True,3
308,-106.417694,-106.141075,True,0.012327524041756988,0.023964630509726702,0.4883954361081123,True,True,4
310,-106.53101,-106.141075,True,0.012386792711913586,0.023980328091420235,0.48840411901474,True,True,5
312,-106.586105,-106.141075,True,0.012423924636095762,0.02380967999342829,0.4884124964475632,True,True,6
314,-106.66573,-106.141075,True,0.012443319335579872,0.023372632323298604,0.4884206160902977,True,True,7
316,-106.827675,-106.141075,True,0.012476226408034563,0.02314437603345141,0.488428495824337,True,True,8
318,-106.83835,-106.141075,True,0.012518533691763877,0.023098308034241198,0.4884361132979393,True,True,9
320,-106.84755,-106.141075,True,0.012525152461603285,0.023072704602964223,0.48844352215528486,True,True,10
322,-106.90593,-106.141075,True,0.012508952617645263,0.022978996578603982,0.48845073133707045,True,True,11
324,-106.9155,-106.141075,True,0.012491452088579536,0.02285071494115982,0.4884577810764313,True,True,12
326,-106.60324,-106.141075,True,0.012475700723007322,0.022616595673025586,0.48846469819545746,True,True,13
328,-106.501465,-106.141075,True,0.012458463711664081,0.022233590990072116,0.4884715050458908,True,True,14
330,-106.47676,-106.141075,True,0.012439122563228011,0.021359359764392138,0.48847814798355105,True,True,15
332,-106.71501,-106.141075,True,0.012390033574774861,0.01987290162614954,0.48848465383052825,True,True,16
334,-106.340576,-106.141075,True,0.012310276878997684,0.01705709777561424,0.488491053879261,True,True,17
336,-106.392555,-106.141075,True,0.012224358832463622,0.012664057070287527,0.48849750459194186,True,True,18
338,-106.34454,-106.141075,True,0.012112990859895945,0.009014001922696479,0.48850404024124144,True,True,19
340,-106.38999,-106.141075,True,0.012002564501017332,0.006505492367796251,0.4885106697678566,True,True,20
342,-106.52151,-106.141075,True,0.011902986047789454,0.00492847354071273,0.48851740062236787,True,True,21
344,-106.557625,-106.141075,True,0.011833946220576763,0.0033115647795057155,0.48852424174547193,True,True,22
346,-106.624725,-106.141075,True,0.011747341696172952,0.002353646554183797,0.488531219959259,True,True,23
348,-106.98292,-106.141075,True,0.011677593551576137,0.002003725892063812,0.4885383307933807,True,True,24
350,-106.89087,-106.141075,True,0.011601988272741438,0.0019036779358430067,0.48854557126760484,True,True,25
352,-106.69716,-106.141075,True,0.011536146327853204,0.0019074792453466216,0.4885529100894928,True,True,26
354,-106.70346,-106.141075,True,0.011501412466168403,0.0020887791706627468,0.48856030851602555,True,True,27
356,-106.70791,-106.141075,True,0.011457270989194513,0.0023569392102217534,0.48856776803731916,True,True,28
358,-106.74671,-106.141075,True,0.01140127219259739,0.002483060473241494,0.4885752722620964,True,True,29
360,-106.6897,-106.141075,True,0.01137019693851471,0.0025777625098271527,0.4885829105973244,True,True,30
362,-106.72066,-106.141075,True,0.011370780877768993,0.0026701831204263725,0.4885906755924225,True,True,31
364,-106.57335,-106.141075,True,0.01136869895271957,0.0028316336018178847,0.4885985717177391,True,True,32
366,-106.6633,-106.141075,True,0.011395001551136374,0.0030124327433441065,0.4886065810918808,True,True,33
368,-106.70801,-106.141075,True,0.011430483870208263,0.0031064668557519324,0.4886147156357765,True,True,34
370,-106.75729,-106.141075,True,0.011446864483878017,0.0031474697025259957,0.4886229410767555,True,True,35
372,-107.0073,-106.141075,True,0.011484534246847034,0.003165066871588351,0.4886312231421471,True,True,36
374,-106.963974,-106.141075,True,0.011516408808529378,0.0031810046297323425,0.4886395752429962,True,True,37
376,-107.008446,-106.141075,True,0.011556271091103553,0.0031997156838770024,0.4886479422450066,True,True,38
378,-107.02759,-106.141075,True,0.011594652058556676,0.0031957377985236237,0.48865619003772737,True,True,39
380,-107.53105,-106.141075,True,0.011624537734314799,0.003180301491920545,0.4886643260717392,True,True,40
382,-107.26842,-106.141075,True,0.011639619246125221,0.0031586701059495683,0.48867241740226747,True,True,41
384,-107.33451,-106.141075,True,0.0116585161536932,0.0031193952205285313,0.48868054151535034,True,True,42
386,-107.50213,-106.141075,True,0.011656065890565514,0.0030378024497196066,0.4886887937784195,True,True,43
388,-107.84169,-106.141075,True,0.011644059512764215,0.002785164402169471,0.4886972814798355,True,True,44
390,-107.864815,-106.141075,True,0.011637392546981573,0.0024541925091881465,0.4887060776352882,True,True,45
392,-107.68991,-106.141075,True,0.011629244266077875,0.0021282934108540984,0.48871522694826125,True,True,46
394,-107.74264,-106.141075,True,0.011599162686616182,0.0017719844979666277,0.48872472494840624,True,True,47
396,-107.839676,-106.141075,True,0.01158450059592724,0.00138247741229236,0.4887346163392067,True,True,48
398,-107.5564,-106.141075,True,0.011570039670914412,0.001135696672511699,0.48874493688344955,True,True,49
400,-107.792854,-106.141075,True,0.011551943141967058,0.0008987434985584742,0.48875569403171537,True,True,50
402,-107.789085,-106.141075,True,0.011520526744425297,0.0006782287974175461,0.48876685202121734,True,True,51
404,-107.64899,-106.141075,True,0.011492312047630548,0.00046992904085811914,0.4887783467769623,True,True,52
406,-107.70055,-106.141075,True,0.011440492235124111,0.00027134314000534234,0.4887901142239571,True,True,53
408,-107.657295,-106.141075,True,0.011384457582607865,0.0001635578144515648,0.48880221098661425,True,True,54
410,-107.672676,-106.141075,True,0.011336350999772548,0.0001217846984246762,0.4888147383928299,True,True,55
412,-107.61917,-106.141075,True,0.011263659875839948,9.513337609234895e-05,0.4888277888298035,True,True,56
414,-107.603386,-106.141075,True,0.01120521635748446,7.352665125210933e-05,0.4888413712382317,True,True,57
416,-107.41982,-106.141075,True,0.011146359890699387,5.114207779399749e-05,0.4888553857803345,True,True,58
418,-107.81541,-106.141075,True,0.011094886343926191,4.0672539401498395e-05,0.4888697311282158,True,True,59
420,-108.013565,-106.141075,True,0.011049602692946792,4.269815017607925e-05,0.4888844728469849,True,True,60
422,-107.92813,-106.141075,True,0.011014406010508538,4.374905493307324e-05,0.4888995185494423,True,True,61
424,-107.9186,-106.141075,True,0.010975950537249446,4.3112671667699944e-05,0.4889149650931358,True,True,62
426,-107.88892,-106.141075,True,0.010955097246915102,4.5481332244889926e-05,0.4889306515455246,True,True,63
428,-107.901634,-106.141075,True,0.010931973438709974,4.9580617042011e-05,0.4889464735984802,True,True,64
430,-107.46538,-106.141075,True,0.010913488734513522,6.870104639347118e-05,0.4889624729752541,True,True,65
432,-107.355804,-106.141075,True,0.010898012155666947,0.00010343974959141633,0.4889787271618843,True,True,66
434,-107.466385,-106.141075,True,0.010893006762489676,0.0001374237227082631,0.48899528831243516,True,True,67
436,-107.48212,-106.141075,True,0.010874554235488176,0.00015917181776785582,0.48901209235191345,True,True,68
438,-107.04067,-106.141075,True,0.01086122365668416,0.0001620960917989578,0.4890292793512344,True,True,69
440,-107.0483,-106.141075,True,0.010845989733934403,0.00015999365191419202,0.4890467032790184,True,True,70
442,-107.014465,-106.141075,True,0.010834457026794553,0.00016205213419198116,0.48906431794166566,True,True,71
444,-106.8952,-106.141075,True,0.0108257494866848,0.0001829687701047078,0.4890821620821953,True,True,72
446,-106.66668,-106.141075,True,0.010817632265388965,0.00019788547847383598,0.4891002655029297,True,True,73
448,-106.511894,-106.141075,True,0.010803203424438834,0.0002185147824093292,0.4891184777021408,True,True,74
450,-106.2927,-106.141075,True,0.010796065721660853,0.0002403752031568729,0.4891366928815842,True,True,75
452,-106.19255,-106.141075,True,0.010794094717130064,0.0002413587720184296,0.4891549825668335,True,True,76
454,-106.07069,-106.07069,True,0.010791526408866048,0.0002390253741396009,0.4891732931137085,True,True,0
456,-105.870285,-105.870285,True,0.010786012699827551,0.00023864982731538475,0.4891915649175644,True,True,0
458,-106.173386,-105.870285,True,0.01078255302272737,0.00023829758747524467,0.4892099693417549,True,True,1
460,-106.43569,-105.870285,True,0.010779424477368594,0.0002353640384399114,0.48922841250896454,True,True,2
462,-106.30148,-105.870285,True,0.010779107175767421,0.00023307111753183561,0.48924688398838045,True,True,3
464,-106.22718,-105.870285,True,0.010776319727301597,0.00022842452542590764,0.48926551192998885,True,True,4
466,-106.58901,-105.870285,True,0.010772070102393626,0.0002267036223429386,0.48928455263376236,True,True,5
468,-106.28157,-105.870285,True,0.010766870295628905,0.00022259042573296027,0.48930399119853973,True,True,6
470,-106.43199,-105.870285,True,0.010757420165464281,0.00020217785724980787,0.489323653280735,True,True,7
472,-106.163185,-105.870285,True,0.010750280506908894,0.00016704630536423792,0.48934358507394793,True,True,8
474,-106.14303,-105.870285,True,0.010743544949218631,0.0001321595664421693,0.48936374485492706,True,True,9
476,-106.05754,-105.870285,True,0.010733053181320429,0.0001096520362125375,0.48938408941030503,True,True,10
478,-106.114334,-105.870285,True,0.010726728290319443,0.00010653632441517402,0.4894043818116188,True,True,11
480,-106.06917,-105.870285,True,0.010723614133894444,0.00010632252549385157,0.4894245997071266,True,True,12
482,-106.009735,-105.870285,True,0.010714379139244556,0.00010444003335123853,0.48944490402936935,True,True,13
484,-105.757645,-105.757645,True,0.010707304952666164,8.462008452170267e-05,0.4894653931260109,True,True,0
486,-105.51723,-105.51723,True,0.01069588721729815,6.904427351628328e-05,0.48948619067668914,True,True,0
488,-105.845955,-105.51723,True,0.010683207493275403,5.137398580927766e-05,0.4895073965191841,True,True,1
490,-106.08265,-105.51723,True,0.010669428808614611,2.7974508850547863e-05,0.4895289272069931,True,True,2
492,-105.99507,-105.51723,True,0.010654982272535562,3.425952451152625e-05,0.48955057114362716,True,True,3
494,-105.918396,-105.51723,True,0.010638894978910685,5.3314784656777193e-05,0.48957223296165464,True,True,4
496,-106.009445,-105.51723,True,0.010625786054879427,6.555671076284853e-05,0.4895940855145454,True,True,5
498,-106.0604,-105.51723,True,0.010611152928322553,6.64092770989555e-05,0.48961625099182127,True,True,6
500,-106.03962,-105.51723,True,0.010596693539991976,6.67667734319366e-05,0.4896386951208115,True,True,7
502,-106.03429,-105.51723,True,0.01058209571056068,6.67285790200367e-05,0.48966144770383835,True,True,8
504,-106.0718,-105.51723,True,0.010570147959515452,7.24805789900529e-05,0.48968415409326554,True,True,9
506,-106.231445,-105.51723,True,0.010560391005128622,7.927310319928438e-05,0.4897066354751587,True,True,10
