step,x_before,y_before,target_x,target_y,x_after,y_after,battery_before,battery_after,battery_delta,reward,directional_reward,battery_reward,movement_penalty,action_dx_norm,action_dy_norm
0,435.82137178311507,505.2771439794644,415.8311087978856,519.9980139974698,417.501378374459,521.7804793586182,100.0,99.85349734253927,-0.14650265746072932,-0.3423199065604464,0.0,-0.29300531492145865,0.04931459163898774,-0.9995131492614746,0.7360435128211975
1,417.501378374459,521.7804793586182,397.51117451703715,536.4744538535523,397.3567194881093,538.4486055953018,99.85349734253927,99.70549254547029,-0.14800479706897818,-0.3483023742854838,0.0,-0.29600959413795636,0.052292780147527425,-0.9995102286338806,0.7346987128257751
2,397.3567194881093,538.4486055953018,377.3654208125722,553.2645226103775,376.16758281698145,551.2530331286924,99.70549254547029,99.55943207705008,-0.1460604684202167,-0.3416358993194896,0.0,-0.2921209368404334,0.04951496247905624,-0.9995649456977844,0.7407958507537842
3,376.16758281698145,551.2530331286924,356.17626125326075,566.1413941058653,355.8546714464422,566.6138516629944,99.55943207705008,99.41282775825275,-0.14660431879732982,-0.34414267785816666,0.0,-0.29320863759465965,0.050934040263507036,-0.9995660781860352,0.7444180250167847
4,355.8546714464422,566.6138516629944,335.8634566942449,581.0151234830628,335.23409141213637,578.8606833309291,99.41282775825275,99.26492180722532,-0.14790595102742543,-0.34377827389404414,0.0,-0.29581190205485086,0.04796637183919329,-0.9995607137680054,0.7200635671615601
5,335.23409141213637,578.8606833309291,315.2423712125514,593.4526871532557,315.54224663341137,595.8891267157709,99.26492180722532,99.11590973121953,-0.14901207600578914,-0.35009090281860145,0.0,-0.2980241520115783,0.052066750807023165,-0.9995860457420349,0.729600191116333
6,315.54224663341137,595.8891267157709,295.5508354243049,610.0616769171869,293.8446020134625,609.485616624085,99.11590973121953,98.97009108220901,-0.145818649010522,-0.3428487154933414,0.0,-0.291637298021044,0.0512114174722974,-0.9995705485343933,0.7086275219917297
7,293.8446020134625,609.485616624085,273.8524717339215,623.8185738918462,276.1807216320611,617.7825272188816,98.97009108220901,98.81800732322648,-0.15208375898252768,-0.34319834657765375,0.0,-0.30416751796505537,0.039030828612598364,-0.9996064901351929,0.7166478633880615
8,276.1807216320611,617.7825272188816,256.1893848095513,632.2751238451633,270.84314121379526,612.6438456310514,98.81800732322648,98.65111009659311,-0.1668972266333668,-0.3486127950339571,0.0,-0.3337944532667336,0.014818341767223462,-0.9995667934417725,0.724629819393158
9,270.84314121379526,612.6438456310514,250.85084118022593,627.0212116970304,261.41927687139764,611.0226446934325,98.65111009659311,98.48497010615611,-0.1661399904370029,-0.35140457358852384,0.0,-0.3322799808740058,0.01912459271451808,-0.9996150135993958,0.7188683152198792
