episode,steps,final_battery,total_reward,total_directional_reward,total_battery_reward,total_movement_penalty,loss
96,720,46.41935970705792,-105.48238,11.078909906226201,-107.16128058588416,9.393010790119996,-0.056706130504608154
97,720,39.57551220085503,-119.922966,10.393684474242589,-120.84897559828994,9.46077033512107,
98,720,44.699843175591496,-109.91015,10.294986291685408,-110.60031364881701,9.598165925902649,-0.01329958438873291
99,720,46.893920044800524,-104.22314,12.365425089161734,-106.21215991039895,10.368749110034727,
100,720,46.75969670741714,-103.96373,12.748153850129077,-106.48060658516572,10.22410062864602,0.07483696937561035
101,720,47.31027674189166,-104.4039,11.752103118570004,-105.37944651621667,10.769590311430184,
102,720,47.01401160135015,-102.9657,13.014325939621447,-105.9719767972997,10.001485645538137,0.062300704419612885
103,720,46.53848519737392,-105.79718,11.927705750597658,-106.92302960525215,10.794525779402031,
104,720,39.728076519131335,-124.4248,6.991755488832242,-120.54384696173733,10.865025573256197,0.08357357233762741
105,720,46.23364725758785,-106.56136,11.414271585068125,-107.5327054848243,10.435669411920218,
106,720,45.03278238942036,-108.96611,11.229730601196424,-109.93443522115928,10.255263613205761,0.06049429625272751
107,720,46.002863156627924,-106.1195,11.856206808066611,-107.99427368674415,9.975882234444528,
108,720,46.13649722555015,-105.679924,11.812289555462813,-107.7270055488997,9.759531009887654,0.05740615725517273
109,720,46.42193198060552,-104.87131,12.242586376419178,-107.15613603878896,9.952551402488789,
110,720,46.226239035876645,-105.84669,11.346547305133859,-107.54752192824671,9.640607379609522,0.054775867611169815
111,720,46.354337814859,-105.24935,11.071272665594908,-107.291324370282,9.024674811308952,
112,720,46.64440066418363,-103.935524,12.445718832449671,-106.71119867163274,9.665093248861293,0.10986548662185669
113,720,44.55359274315607,-109.43362,10.15372287603133,-110.89281451368787,8.69056608063266,
114,720,46.439476922437336,-104.39881,11.736996917809993,-107.12104615512533,9.010849553082892,0.07939507067203522
115,720,45.889427537961524,-103.70162,12.995081951517154,-108.22114492407695,8.471406631768575,
116,720,45.6201223169218,-105.84478,11.380376588616679,-108.7597553661564,8.462163479868984,0.08575756847858429
117,720,45.238444733118904,-106.06203,11.992223072680762,-109.52311053376219,8.527979449169463,
118,720,44.78588522800023,-106.56871,11.663078397191832,-110.42822954399954,7.800908678458616,0.11176368594169617
119,720,45.041557871236925,-107.341125,11.09144204414028,-109.91688425752615,8.511940915140517,
120,720,44.92255935024446,-106.502945,12.083580293631305,-110.15488129951108,8.427969259581563,0.10689082741737366
121,720,40.96550682526016,-115.92149,9.81414596060774,-118.06898634947969,7.662568114195054,
122,720,44.99144451904469,-106.51536,11.919569903141147,-110.01711096191062,8.41392312694387,0.1529397964477539
123,720,44.683293272402395,-106.553246,12.328059339098502,-110.63341345519521,8.243444077124574,
124,720,44.72192840533454,-107.384224,10.89468932209077,-110.55614318933092,7.717952265727616,0.11792995035648346
125,720,44.489930062137084,-106.41047,11.997674616123145,-111.02013987572583,7.383306887394014,
126,720,43.913625861326125,-109.87852,10.081187949128509,-112.17274827734775,7.782667288609149,0.14135724306106567
127,720,44.2385072060451,-106.650055,12.557185984678283,-111.5229855879098,7.679335641920726,
128,720,44.48230499799335,-107.14468,11.23410627777335,-111.0353900040133,7.339034953504347,0.12783491611480713
129,720,44.556817588169686,-106.64142,11.886696406851039,-110.88636482366063,7.636651684149268,
130,720,44.526849353059475,-106.455894,12.398899181158889,-110.94630129388105,7.903463130317889,0.12510435283184052
131,720,44.63891812219319,-107.21118,11.509090003224758,-110.72216375561362,7.992883254601349,
132,720,44.62387594317315,-108.05904,11.12824500232214,-110.7522481136537,8.429943007335314,0.1501031368970871
133,720,41.37574751109518,-116.37115,9.660784781160013,-117.24850497780965,8.77788443492661,
134,720,45.44392097121329,-106.903755,11.70130343804817,-109.11215805757342,9.48752560767425,0.1477154642343521
135,720,44.94390545344167,-109.10085,10.533680744938707,-110.11218909311665,9.516241872961174,
136,720,45.865515259089264,-106.39817,11.206882022311364,-108.26896948182147,9.330359023945796,0.11937575787305832
137,720,46.14248306195174,-105.76268,11.075301380746572,-107.71503387609653,9.116101087945637,
138,720,46.27964159347059,-106.08709,11.272443001779687,-107.44071681305881,9.912369746329166,0.1104133203625679
139,720,45.22965823049325,-107.769,11.109037045052512,-109.5406835390135,9.330563570874823,
140,720,46.242689474305756,-106.021324,11.643101429652374,-107.51462105138849,10.142772299863058,0.12605008482933044
141,720,46.85008813048076,-104.00176,12.303408743074378,-106.29982373903847,9.9976068298585,
142,720,41.46734428898668,-120.41132,7.168291327898764,-117.06531142202664,10.50627617852316,0.116906076669693
143,720,47.176292011616056,-105.06773,11.133691778007753,-105.64741597676789,10.546040448176363,
144,720,47.317804173101344,-104.34535,11.432807205739161,-105.36439165379731,10.405189962158797,0.12524046003818512
145,720,47.86853820638794,-103.5249,12.031144453491637,-104.26292358722412,11.28457160963171,
146,720,47.71901746242154,-103.174706,12.433252048872962,-104.56196507515692,11.036955022364731,0.14149297773838043
147,720,46.43297056807975,-105.90983,12.058563841509683,-107.1340588638405,10.826478679604804,
148,720,44.561918006832066,-113.08071,9.730644838437993,-110.87616398633587,11.925834465820222,0.15061353147029877
149,720,48.14493538382014,-102.109985,12.653095012151669,-103.71012923235972,11.044579877151728,
150,720,48.45321964720004,-101.005684,13.259718854232453,-103.09356070559993,11.163268006958422,0.14555597305297852
151,720,47.29983115590242,-101.855835,12.83329662058069,-105.40033768819517,9.28150309235634,
152,720,40.742320806911216,-118.8473,8.967146395877293,-118.51535838617757,9.29121333121733,0.18401890993118286
153,720,47.09302349593833,-101.666214,13.162657906961694,-105.81395300812333,9.008946029565198,
154,720,46.8465254285485,-103.73578,11.748869271829887,-106.306949142903,9.170735670660388,0.16650092601776123
155,720,45.75016402057717,-108.30011,9.128358029360466,-108.49967195884567,8.923407468020864,
156,720,46.7010923529402,-103.57666,12.159018449777793,-106.5978152941196,9.132626838270316,0.15800164639949799
157,720,36.79083141170159,-127.86335,8.561500762282973,-126.41833717659682,10.000639196992562,
158,720,46.73805531395373,-105.957726,10.034035587937614,-106.52388937209254,9.462341353857113,0.19743700325489044
159,720,46.714371924470534,-105.32507,11.448684604947706,-106.57125615105893,10.196796048767242,
160,720,46.569411874608754,-105.338875,11.707836589406622,-106.86117625078249,10.180009004145742,0.1777050793170929
161,720,47.07850570297151,-105.20097,11.049180596160156,-105.84298859405698,10.400905646088548,
162,720,37.33710856670416,-124.73008,10.290159101270467,-125.32578286659168,9.689085717385472,0.2072743922472
163,720,46.61521501658838,-104.87381,11.220094334339603,-106.76956996682324,9.31903655446555,
164,720,46.834895423443406,-104.3259,12.178562178344968,-106.33020915311319,10.167943022920541,0.18554072082042694
165,720,46.85902623994872,-103.53766,12.421914558238562,-106.28194752010256,9.672189784234417,
166,720,46.72965008924311,-105.9477,10.904115135218252,-106.54069982151378,10.305440417472266,0.1800776571035385
167,720,41.47443011850538,-118.33664,8.854472793051816,-117.05113976298924,10.134642675301098,
168,720,46.72053709645537,-103.93248,12.65601905776439,-106.55892580708927,10.024465122774554,0.21014390885829926
169,720,46.60990343755657,-104.44579,11.770269252921487,-106.78019312488686,9.430121416968905,
170,720,46.770008779551446,-105.5369,11.104379256102177,-106.45998244089711,10.17553353776756,0.18283329904079437
171,720,40.44090996703846,-122.873405,6.4212285194816445,-119.11818006592308,10.17113706436207,
172,720,46.51960408250634,-104.00108,12.654459403195144,-106.96079183498732,9.68875094332879,0.17413103580474854
173,720,46.52150582138974,-104.57674,11.746160745315843,-106.95698835722052,9.3606545163252,
174,720,46.436790081899694,-106.431465,10.090164202615467,-107.12641983620061,9.389614273270379,0.18159285187721252
175,720,46.40889585687083,-105.476906,11.480543262492953,-107.18220828625834,9.769918963080647,
176,720,46.17968294835237,-105.86589,11.936209199882336,-107.64063410329526,10.156037886785647,0.18360599875450134
177,720,46.59759751603299,-104.486496,11.787994972910273,-106.80480496793402,9.463847804078945,
178,720,46.740859112016125,-105.10596,11.137341166677885,-106.51828177596775,9.719424109141606,0.16943295300006866
179,720,42.77546545866974,-113.87743,10.384501755698121,-114.44906908266051,9.807280470693975,
180,720,46.29126241959906,-106.53129,10.727496772035726,-107.41747516080189,9.835405736834566,0.1718544363975525
181,720,39.72429859633253,-120.216805,9.510588917292095,-120.55140280733494,9.171069709085678,
182,720,46.383815573954514,-105.4159,11.61713826477485,-107.23236885209097,9.795300125392403,0.16979677975177765
183,720,37.25293816052806,-125.18754,8.93592680388738,-125.49412367894388,8.62445730685416,
184,720,45.772562654305105,-108.392044,9.330643210896563,-108.45487469138979,9.262410712051128,0.169260635972023
185,720,46.53468309774891,-103.35224,12.876047702114446,-106.93063380450218,9.29281981054274,
186,720,46.229648233066904,-105.2261,11.536871878368824,-107.54070353386619,9.217594720943422,0.07802043855190277
187,720,46.71443479912209,-104.093254,11.725850556449034,-106.57113040175582,9.242948943235087,
188,720,46.72985584236983,-103.31733,12.194004673721208,-106.54028831526034,8.96566247291483,0.11290302127599716
189,720,46.793640291539255,-102.66898,12.222304195299529,-106.41271941692149,8.47393945169447,
190,720,46.312884703299176,-104.89372,11.4317960612803,-107.37423059340165,8.946581545112078,0.052003163844347
191,720,46.40458049785785,-102.69954,12.740164568830425,-107.1908390042843,8.244973579452404,
192,720,46.05632979390269,-104.21959,11.658972419090592,-107.88734041219462,7.98706838690953,0.04651574417948723
193,720,43.48692868057341,-109.624214,10.701838880278057,-113.02614263885317,7.296615243944431,
194,720,45.10858262258987,-107.62428,9.318595239203518,-109.78283475482026,7.15664770708945,0.12482580542564392
195,720,45.37035219190322,-104.0636,12.063036426928788,-109.25929561619355,6.864099007939351,
196,720,45.5415299618355,-104.63029,11.66481249401007,-108.916940076329,7.374799203770152,0.07747112214565277
197,720,45.53480667996273,-104.46989,11.277227984691399,-108.93038664007454,6.8138716746978645,
198,720,45.36609034638935,-103.02589,13.142570421667005,-109.2678193072213,6.897632312312345,0.07473648339509964
199,720,46.101153399950725,-104.55175,10.992098648688529,-107.79769320009855,7.742389468960372,
200,720,45.66210731240268,-103.29821,12.852036969423578,-108.67578537519464,7.4708738739557505,0.06658820807933807
201,720,45.933022596899335,-104.79802,11.059174282253736,-108.13395480620133,7.719344828359849,
202,720,45.900486512153236,-103.69027,12.23793191715334,-108.19902697569353,7.725485179059318,0.052478935569524765
203,720,42.734490767818926,-115.34122,8.464032137342889,-114.53101846436215,9.269283648932381,
204,720,46.66280227267357,-102.51167,12.966263361654637,-106.67439545465287,8.798651951440425,0.05397937446832657
205,720,40.92378389454463,-116.861435,10.811668370030201,-118.15243221091075,9.515039403109554,
206,720,46.7088966183828,-104.21681,11.21681961626037,-106.5822067632344,8.846983045284246,0.07710995525121689
207,720,46.26914414238026,-106.93746,9.869026658904707,-107.46171171523947,9.3396145393501,
208,720,46.65563767194759,-104.91206,11.164578782964975,-106.68872465610482,9.382819340014047,0.07630431652069092
209,720,45.24968029514122,-106.94524,11.728104652222273,-109.50063940971756,9.167810402306888,
210,720,46.319177607851195,-104.77409,12.252816972813227,-107.36164478429761,9.660133166293496,0.08437265455722809
211,720,46.024258182137956,-106.79477,10.374461882693954,-107.95148363572409,9.21262764704794,
212,720,45.3244857396207,-107.45372,11.225182134909954,-109.3510285207586,9.32325083910755,0.053186118602752686
213,720,45.93300627300157,-103.98361,13.390182328197346,-108.13398745399687,9.234695627827643,
214,720,45.59112543274271,-106.56493,11.484393250420545,-108.81774913451459,9.22626135707435,0.05605767294764519
215,720,43.22587101175155,-111.86448,10.580462266220012,-113.5482579764969,8.892473426318167,
216,720,44.908178600829466,-106.3488,12.970846206243488,-110.18364279834107,9.131237210351717,0.10286558419466019
217,720,45.19510051149298,-106.542625,11.703171125582346,-109.60979897701404,8.631654408687341,
218,720,44.90859322931484,-106.71458,11.863276787244677,-110.18281354137032,8.390895183843941,0.10129539668560028
219,720,45.01983949904148,-105.961914,11.951079812475763,-109.96032100191704,7.948863133744249,
220,720,43.86416523957138,-111.33392,9.74911554841343,-112.27166952085724,8.807200788673367,0.12475388497114182
221,720,45.47619292421196,-105.98915,11.200089341396303,-109.04761415157608,8.137054587128594,
222,720,45.347932400801454,-105.52759,12.351017200297894,-109.30413519839709,8.570139824810349,0.08277729153633118
223,720,45.623701679802004,-104.97083,12.846990979650023,-108.75259664039599,9.060582781837107,
224,720,45.50929285731517,-103.92701,13.191772841067662,-108.98141428536967,8.1331989972649,0.056448835879564285
225,720,46.09573549546283,-105.69895,11.260998901855869,-107.80852900907433,9.146423159749737,
226,720,41.200803683750394,-115.7272,11.023090843644725,-117.59839263249921,9.147614610511354,0.06620409339666367
227,720,44.98345061451959,-109.675606,9.553985417226906,-110.03309877096082,9.191518769823547,
228,720,44.58029314187808,-110.02409,10.832183673835072,-110.83941371624384,10.01124435752443,0.05948665365576744
229,720,43.92791098756268,-111.3913,10.378860974719661,-112.14417802487463,9.620984059687892,
230,720,46.033843388301484,-105.996376,11.371249580332828,-107.93231322339703,9.430053871218503,0.06565698236227036
231,720,44.71462782413574,-110.18402,9.314279580804921,-110.57074435172852,8.923135737997587,
232,720,41.92575329452682,-115.12772,10.276632018640544,-116.14849341094636,9.250862368448127,0.07061547785997391
233,720,45.47496801829439,-105.30867,12.806423952618772,-109.05006396341122,9.06024914760537,
234,720,45.333486062327545,-106.47953,11.572406215713736,-109.33302787534491,8.714641916875658,0.10651567578315735
235,720,45.321326534140915,-105.001526,12.662991450589434,-109.35734693171817,8.30306851121976,
236,720,43.72681870136576,-109.73449,11.134057551076767,-112.54636259726848,8.318072551690506,0.0975973978638649
237,720,44.054369821609555,-108.586555,11.873375163952742,-111.89126035678089,8.564658894473562,
238,720,45.23750244575487,-105.657585,12.284254963120775,-109.52499510849026,8.412515214732688,0.07897621393203735
239,720,45.59440447747409,-104.89201,12.139511743739101,-108.81119104505181,8.216007195017108,
240,720,45.45597879498993,-104.73287,12.61529158975489,-109.08804241002014,8.255466762020005,0.04385686293244362
241,720,45.96904931036339,-105.70937,10.959672639062495,-108.06190137927322,8.602634412179489,
242,720,45.163679273216964,-105.8757,12.20180642962804,-109.67264145356607,8.400295948510964,0.05129409581422806
243,720,43.04538708815828,-112.72532,10.365836390175584,-113.90922582368344,9.177384555909969,
244,720,45.69724857988213,-106.12201,11.792095687128791,-108.60550284023574,9.303745986031357,0.08031635731458664
245,720,45.95695360278798,-103.91358,12.262620316010862,-108.08609279442403,8.086121858829328,
246,720,45.8770951275158,-105.593605,11.200239515890075,-108.2458097449684,8.543749132794206,0.059950750321149826
247,720,45.6928782987008,-104.99529,12.215576577334613,-108.6142434025984,8.59196862174174,
248,720,45.70521925034107,-106.60682,11.06322267533104,-108.58956149931787,9.075710398227493,0.03681135177612305
249,720,44.310158873241825,-110.02903,9.373370919175366,-111.37968225351635,8.019106729654665,
250,720,45.47163128869621,-104.733315,12.739857902786605,-109.05673742260758,8.412525485241627,0.08020398020744324
251,720,45.27060030984051,-104.929054,12.52791215188473,-109.45879938031898,7.994337682654074,
252,720,45.152880571788394,-106.352776,11.473920736831266,-109.69423885642321,8.128793260745283,0.13426311314105988
253,720,45.21333245005537,-105.63398,11.555689056978583,-109.57333509988926,7.612240761800021,
254,720,44.3689922782921,-111.354744,7.700859614307818,-111.2620154434158,7.79007878562352,0.15021902322769165
255,720,45.57803070059276,-104.38867,11.93408125469226,-108.84393859881447,7.4755764215816445,
256,720,45.92999251060401,-106.72546,9.446799156989353,-108.14001497879198,8.028629410788357,0.13385826349258423
257,720,45.895036489612416,-103.990524,12.154445459309828,-108.20992702077517,7.931730224534271,
258,720,45.48147428629816,-104.83755,11.562201499804882,-109.03705142740368,7.359081450130179,0.05874653905630112
259,720,46.58992108874162,-104.41659,10.591471626628621,-106.82015782251676,8.184087170485252,
260,720,46.283565110362765,-103.856384,11.008989240880494,-107.43286977927447,7.429280371037503,0.06656487286090851
261,720,45.77016354100384,-107.41247,8.848167481613007,-108.45967291799232,7.797531051892143,
262,720,46.375848828851325,-102.62702,12.837525560039145,-107.24830234229735,8.21245817823075,0.12058962881565094
263,720,46.35980688544903,-104.28898,10.877866925847378,-107.28038622910194,7.882582774770381,
264,720,44.18588299598148,-110.823975,8.224823729755519,-111.62823400803704,7.417096618594512,0.13360066711902618
265,720,46.757107578034464,-102.59312,12.063523480347635,-106.48578484393107,8.167113819405836,
266,720,46.57186875606854,-103.4483,11.465987252842895,-106.85626248786292,8.054035197721692,0.07386618107557297
267,720,46.11974319782551,-102.87457,12.538482410180329,-107.76051360434899,7.6492467358449785,
268,720,45.444559315868375,-106.096664,10.710594825307687,-109.11088136826325,7.692813367905044,0.05849689990282059
269,720,45.97682576555638,-103.332924,11.791692342360681,-108.04634846888725,7.0750615919785975,
270,720,46.0550957449878,-104.37521,10.722531521879374,-107.8898085100244,7.204379965807958,0.06751874089241028
271,720,45.53040286810263,-104.63568,11.036011156404498,-108.93919426379475,6.729701950012157,
272,720,45.50511406862795,-104.93887,11.52264428574711,-108.9897718627441,7.468406981216384,0.09102296084165573
273,720,44.71091182504659,-108.07306,9.718972010694198,-110.57817634990683,7.210925374000638,
274,720,45.671810863690936,-104.11035,11.177046487044878,-108.65637827261813,6.628055458526711,0.1365412026643753
275,720,38.40589230466431,-122.69245,7.947364953555401,-123.18821539067137,7.448534240100993,
276,720,46.06685499184287,-104.02908,11.407069313364643,-107.86629001631427,7.566608549304537,0.13006450235843658
277,720,44.64455931077688,-108.608185,9.968081208034608,-110.71088137844625,7.8620288427847775,
278,720,46.162848707911245,-105.19024,10.301377004502303,-107.67430258417751,7.814078734409975,0.059615880250930786
279,720,45.3235413237853,-106.33687,11.371348379349453,-109.3529173524294,8.351295575103862,
280,720,46.22462798666464,-104.06209,11.792926360938937,-107.55074402667071,8.30070244576015,0.06391902267932892
281,720,44.128852852072264,-110.46071,9.239056034254363,-111.74229429585547,7.953317991811259,
282,720,46.58633375773683,-105.529594,9.383082350472474,-106.82733248452634,8.080939022626394,0.08437343686819077
283,720,46.443891979741686,-103.750626,11.800527066751744,-107.11221604051663,8.435053431727166,
284,720,36.48826865279881,-125.667145,9.08611720899099,-127.02346269440238,7.726066323925131,0.17340300977230072
285,720,46.54116159897353,-102.922745,12.199074313418794,-106.91767680205294,8.199907297604703,
286,720,46.17749286959263,-104.031,11.889954441142155,-107.64501426081473,8.272018695125302,0.070271797478199
287,720,46.05315998088299,-104.61997,11.741601332569012,-107.89368003823402,8.463402448288514,
288,720,43.691634517496624,-110.44879,10.535314306478298,-112.61673096500675,8.363295933362425,0.07689044624567032
