episode,steps,final_battery,total_reward,total_directional_reward,total_battery_reward,total_movement_penalty,loss,episode_time,rollout_time,inference_time,env_time,update_time,peak_solar_w,mean_solar_w,start_battery,min_battery,idle_mAh,motion_mAh,path_m,turn_integral,net_displacement_m
1,75,0.0,-17.520531611095706,-0.43441401288284615,-0.8877952298829082,0.04797209668254212,,8.61169933900237,8.36357781291008,0.24015967454761267,8.123418138362467,0.0,7.9559156806434075,1.117539623767754,34.77600697721786,0.0,1213.9333146821282,156.35848590104084,197.33176844870775,136.1113706900058,39.043638709117744
2,88,0.0,-17.522379767270632,-0.6627485128121211,-0.9843323012143124,0.04996064317069784,,11.141667032148689,10.870626935735345,0.135214535985142,10.735412399750203,0.0,7.788254008072669,1.1294708025040876,38.616738763807504,0.0,1423.4182292415855,163.83472031368814,206.4508641370371,159.14392561902326,30.266073961496577
3,158,0.0,-17.245190804906485,-1.0709792101943898,-2.0052763637106277,0.09328731582909534,,13.820610442198813,13.567002630792558,0.2408361230045557,13.326166507788002,0.0,28.41906126415089,7.763018379216446,36.61338394097275,0.0,2564.5584522842237,307.9477616498669,384.50545877304364,272.45961778127656,71.77123748372146
4,720,36.07958438375004,-6.302486377279557,-3.6940165723613294,-2.1903127399236433,0.41499184029099345,,41.582667319104075,41.34966229693964,1.0925874467939138,40.25707485014573,0.0,40.60488050707553,16.85716631236607,37.05550507235382,30.98192067876938,11582.399999999909,1201.646473650467,1714.896577286372,1353.1305262770743,78.37411909484773
5,720,57.27339744177118,-7.118924939860687,-3.5112006379884524,-3.1919554405890076,0.4126678053336197,1.509639024734497,42.19047011062503,41.23875042563304,1.0884526334702969,40.150297792162746,0.6981894914060831,42.22971158840226,17.901214735756074,38.06789828389283,21.837588430853756,11582.746446966255,1219.2410139989947,1707.1278326408126,1391.718332040914,140.50317650919496
6,720,51.468253264649135,-6.179551623804368,-3.3131665761662545,-2.4030624763989064,0.4596976835926134,,38.24414991075173,38.00711771193892,1.0949122603051364,36.91220545163378,0.0,42.2636583618872,20.080623655640824,37.14755083321922,18.782736729314987,11584.59741384155,1307.388594329514,1896.4892078830078,1331.0424021923168,158.8055934450858
7,720,50.331005725421704,-6.699707821295423,-3.2667086907745357,-2.9966387195763264,0.43312118434812946,1.5023014545440674,45.130350882187486,44.36110741831362,1.0941427014768124,43.26696471683681,0.5231997412629426,42.263532632970865,18.798082525656376,35.89622281183469,18.272886128357943,11585.311276939252,1268.6779198344016,1789.7415345538386,1361.765332779202,241.39912854402158
8,78,0.0,-17.61442290772851,-0.5260231147030926,-0.9656950909189304,0.0473986657782325,,8.78221511701122,8.556287646759301,0.12014011712744832,8.436147529631853,0.0,6.412764458628407,2.255590106237828,32.281352570966604,0.0,1264.9374481534064,155.51575297760294,195.13905516543429,132.93639124602865,24.48070011376604
9,720,69.85020520988871,-5.974256604403785,-2.777427158760955,-2.760432029704241,0.4331666647486688,,37.47215136187151,37.23169863130897,1.0956636359915137,36.13603499531746,0.0,42.26375026464056,22.221615223740958,36.83889284436794,19.260767026075097,11583.700438059295,1243.59224420888,1789.2226228047505,1354.8438563406346,240.90326510359696
10,84,0.0,-17.623487377654513,-0.6449068643146176,-1.0016580535521828,0.051531423413598745,,10.481848196592182,10.221728779375553,0.1298828823491931,10.09184589702636,0.0,8.146052346579156,2.255071838549893,34.666091745059525,0.0,1360.6311809280346,169.2138818807397,213.00424571200512,148.96557076549038,21.82179629975805
11,182,0.0,-17.15423723918829,-1.2958071033005003,-2.269468984308541,0.11315160426009128,,17.41377912927419,17.15382159827277,0.2785424096509814,16.87527918862179,0.0,30.830522132337236,8.853026829288584,36.42408273976529,0.0,2950.400538749906,373.02281019513055,466.07129914729967,327.38026533559537,71.20850829017988
12,69,0.0,-17.663913695710136,-0.48551790481076595,-0.8328896520253402,0.04516296650024622,,10.259613217785954,9.987437779083848,0.10700423875823617,9.880433540325612,0.0,4.419877864785792,0.9433576282533032,32.915541442142924,0.0,1117.5165638532196,148.06436260439898,186.0175328909455,125.18560868848522,21.75722786897646
13,63,0.0,-17.604270790107748,-0.3341348070983254,-0.7809360971429236,0.03884620375868127,,9.758422867860645,9.469746308866888,0.09733020281419158,9.372416106052697,0.0,1.935992662305633,0.29078737435822544,31.55616790226351,0.0,1020.9526433009262,128.71665878413657,160.61229523302896,146.531661268292,12.905583385830447
14,67,0.0,-17.710755709265058,-0.48348952249900035,-0.8342781004049503,0.04263676880652047,,8.665544027928263,8.399618482682854,0.10329195531085134,8.296326527372003,0.0,7.863558129691472,1.5427764205932608,30.812282576498575,0.0,1085.56351606564,139.84249597266543,175.63576109022702,137.44803404326225,9.021423326190797
15,720,38.501691230040585,-6.404181970880975,-3.6145313780300787,-2.343953632682765,0.4424311518577016,1.3254660367965698,43.29188834596425,42.326504479628056,1.0957177942618728,41.23078668536618,0.697523825801909,42.26374781306777,17.735865272309994,39.31718067038277,27.28609353459977,11582.399999999889,1269.2318586187073,1825.246357928936,1347.7553305824958,165.98143069357695
16,87,0.0,-17.673861573862542,-0.7319204134959877,-1.0397832134426812,0.051755453308653686,,11.154359983280301,10.872339602094144,0.13328997045755386,10.73904963163659,0.0,7.495084769725192,2.80737340963704,34.73558777430563,0.0,1409.0537803945035,170.65871001611288,213.9350736098399,157.91235666491465,28.03211027889758
17,720,61.22856607976787,-6.394953539201132,-2.882585210998048,-3.081640444658138,0.42741661929304037,,40.43259689118713,40.21248091896996,1.0945888869464397,39.11789203202352,0.0,42.26369660148731,22.08029540370134,31.659152383369715,19.574086480049463,11585.58368298129,1237.1563747709013,1764.5481417841993,1322.3575818838567,125.12987950018676
18,720,21.941848200757498,-8.823028502163899,-4.1440612262344665,-4.26374880499182,0.4121382795226288,1.1859489679336548,36.95998603105545,36.2064148420468,1.09181542461738,35.11459941742942,0.5284447190351784,41.98091550049716,14.895634965699323,31.50572534300936,18.79735659588302,11586.246541570128,1262.8909677158856,1702.797731941832,1355.215634514922,237.24300075323382
19,89,0.0,-17.593541505945442,-0.7156457600538895,-1.01974709140993,0.05775997509832097,,11.432853555772454,11.157760994974524,0.13668314926326275,11.021077845711261,0.0,19.567765158455707,1.8002134088568547,38.37803796535581,0.0,1441.1607092980378,188.13518886972804,238.02685639413676,160.12258370755364,12.731948139246708
20,720,46.4048303384745,-7.271772104295758,-3.6459261454526835,-3.185986163001087,0.4369366614622195,,43.1792534198612,42.953225368633866,1.0946586993522942,41.85856666928157,0.0,42.263594376814765,17.9451591809479,32.37528139800569,12.7794503480913,11600.576033887224,1268.9135071098701,1799.6001677721972,1216.6182056131152,223.59186523940843
