episode,minibatches,minibatches_possible,first_mb_kl,policy_loss,value_loss,mean_V,std_V,std_barrier,lyap_violation_rate,lyap_in_ball_rate,lyap_mean_dV,lyap_worst_slack,lyap_v_rmse,grad_norm_control,grad_norm_aux,lr_scale,certifiable_frac,cert_violation,cert_mean_dV,cert_mean_V,cert_worst_slack,cert_in_ball_rate,cert_certifiable_frac,cert_alpha_q05,cert_alpha_q25,cert_alpha_q50,cert_alpha_used,cert_alpha_next,cert_alpha_nonpos_frac,cert_nstep,cert_n_samples,v_critic_violation,v_critic_mean,v_critic_min,v_agreement,v_critic_alpha_q05,v_critic_alpha_q25,v_critic_alpha_q50,v_critic_alpha_nonpos_frac,v_critic_violation_direct,v_critic_nonpos_direct,v_bellman_delta_mean,v_bellman_delta_std,v_bellman_delta_q95,softplus_beta,lyap_penalty,dynamics_loss,barrier_loss,approx_kl,clip_fraction,mean_std,mean_raw_log_std,mean_abs_action,alpha,lag_lambda,lag_j_c,lag_violation,lag_frozen,attn_entropy,critic_ev,critic_rmse_norm,critic_rmse_abs,returns_std,returns_mean,xv_true_corr,xv_true_rank,xv_true_flat_frac,ood_v_min,ood_v_mean,ood_nonneg_frac,ood_monotone_frac,ood_slope_corr,ood_range
76,32,32,0.0,0.0011907794178114273,322.9263219833374,,,,,,,,,95.52371907234192,0.0,0.634695049658826,,0.29170136665925384,-0.2522973883897066,0.4210830219089985,0.5375748574733734,0.19066515564918518,0.9170702621340752,0.00021738039453467195,0.005129429046064615,0.02031784225255251,0.006347485563924446,0.005587143278837804,0.04422177455853671,150.0,93.75,,,,,,,,,,,,,,,,,,0.00040082862142298836,0.0,0.10643442557193339,0.005585096194408834,0.016965170681942254,0.6332933654574934,0.10000000149011612,8.017540037468132,6.767540037468132,1.0,nan,0.0016494393348693848,1.0000981092453003,17.837541580200195,17.835792541503906,6.114180088043213,0.03561064228415489,-0.00330437277443707,0.095703125,-5.40304708480835,-5.347597599029541,0.0,0.0,-0.05741968750953674,0.003957146778702736
80,28,28,0.0,-0.000491825697411384,267.0222772870745,,,,,,,,,14.142701157501765,0.0,0.6788092200961252,,0.3136872281985624,-0.1991440967789718,0.3356838545628956,0.3982898805822645,0.20500037286962783,0.909607355083738,-0.005102312167374683,0.0036268915448869976,0.013218013303620475,0.005587143278837804,0.005307786114895913,0.12150590494275093,150.0,118.42857142857143,,,,,,,,,,,,,,,,,,0.002204820233081201,0.012471183336206846,0.10656436373080526,0.00628219756098198,0.019533959350415638,0.6097824166303033,0.10000000149011612,8.889114198507881,7.639114198507881,1.0,nan,0.0020392537117004395,1.02863609790802,16.740724563598633,16.274681091308594,9.559826850891113,0.21041283011436462,0.1802278459072113,0.0888671875,-5.63632345199585,-5.569478511810303,0.0,0.0,-0.050851091742515564,0.0029642749577760696
84,28,28,0.0,-0.005071577416466815,361.88565935407365,,,,,,,,,54.802876472473145,0.0,0.7231055893618074,,0.2522185838648251,-0.25768409030778067,0.41215707255261286,0.5730208275573594,0.3850163370370865,0.923601678439549,-0.004625189508910158,0.005529809210981641,0.02626230035509382,0.00530778611489591,0.005042396809151117,0.15043635480105877,150.0,89.57142857142857,,,,,,,,,,,,,,,,,,0.0036349793476152365,0.0380778501608542,0.10679228896541255,0.007503211232168334,0.018015786173886487,0.5870330482373961,0.10000000149011612,9.651083528208757,8.401083528208757,1.0,nan,-0.005013585090637207,1.0444281101226807,19.22114372253418,18.40351104736328,15.88420295715332,-0.11610429733991623,-0.23044584691524506,0.275390625,-11.068923950195312,-10.521771430969238,0.0,0.4518229067325592,0.004103876184672117,0.0044687725603580475
87,28,28,0.0,-0.008489894115232996,275.6211460658482,,,,,,,,,98.5293720790318,0.0,0.7662027615952961,,0.5053872359650475,-0.17971307331962244,0.42861005663871765,0.4388734315122877,0.08884135314396449,0.923569775053433,-0.015979956058020304,-0.0004256804074559893,0.0046194930161748615,0.005042396809151114,0.004790276968693561,0.3160338204886232,150.0,136.42857142857142,,,,,,,,,,,,,,,,,,0.005425463763198682,0.0643652861139604,0.10688710159489087,0.00801039397317384,0.019429705438337157,0.5656949535787734,0.10000000149011612,8.007653642543564,6.7576536425435645,1.0,nan,-0.011201739311218262,1.0112515687942505,16.381195068359375,16.198930740356445,16.213096618652344,0.10098908841609955,0.06300592422485352,0.0,-16.507455825805664,-14.519076347351074,0.0,0.21484375,0.004003383684903383,0.026600822806358337
97,36,36,0.0,0.0016293455329206255,395.552985297309,,,,,,,,,20.98757251103719,0.0,0.8255262386491173,,0.17803106332818666,-0.18660585458079973,0.2650105655193329,0.2370533955593904,0.11569706433349186,0.8245217518674003,-0.007350589691971739,0.006738392015298207,0.012377830843130747,0.00479027696869356,0.004550763120258882,0.07284456931261553,150.0,92.55555555555556,,,,,,,,,,,,,,,,,,0.002719712475987358,0.03030619439151552,0.10702082225018078,0.00872469667552246,0.01980442398538192,0.5375536445860053,0.10000000149011612,10.070689629635648,8.820689629635648,1.0,nan,0.0010253190994262695,1.0755258798599243,20.971633911132812,19.498958587646484,8.137472152709961,-0.06769447028636932,-0.09207092970609665,0.0654296875,-16.3956241607666,-15.882349014282227,0.0,1.0,0.010737077333033085,0.0033505484461784363
107,24,24,0.0,0.003236260381527245,340.36200586954754,,,,,,,,,74.13701661427815,0.0,0.8673368611733374,,0.2498372377206882,-0.1868828497827053,0.30834184524913627,0.29810213173429173,0.07762585828701656,0.7626085157195727,-0.016274037373174604,0.005005350336432457,0.010716374963521957,0.004550763120258885,0.004323224964245938,0.1368365678936243,150.0,72.5,,,,,,,,,,,,,,,,,,0.00876412889920175,0.12486979256694515,0.10728258111824591,0.01012088959881415,0.014039005540932218,0.5185420145756227,0.10000000149011612,11.55187057170313,10.30187057170313,1.0,nan,-0.005775809288024902,1.162153720855713,19.30906867980957,16.614900588989258,-1.4735108613967896,-0.01264062337577343,0.14074313640594482,0.02734375,-8.78054141998291,-8.27283763885498,0.0,1.0,0.02778954990208149,0.004451785236597061
121,24,24,0.0,-0.0008526376914232969,202.55555788675943,,,,,,,,,233.2733014424642,0.0,0.9073717951533983,,1.0,0.3391179069876671,0.45192569941282273,0.5578748375177384,0.0,0.71412925918897,-0.0038690018584020434,-0.0037930846214294434,-0.0037145942449569704,0.004323224964245937,0.004107063716033641,1.0,150.0,2.1666666666666665,,,,,,,,,,,,,,,,,,0.001423284145857906,0.0028046286509682736,0.10736214059094588,0.01054455879299591,0.023451216674099367,0.5009498359076955,0.10000000149011612,12.87443614464463,11.62443614464463,1.0,nan,0.008330583572387695,2.6337881088256836,17.321413040161133,6.576616287231445,-13.470081329345703,-0.1278003603219986,-0.15495480597019196,0.0,-2.991913080215454,-2.566251754760742,0.0,0.999131977558136,0.023159535601735115,0.0046510277315974236
129,24,24,0.0,0.0002702729155619939,194.20947202046713,,,,,,,,,18.68769347667694,0.0,0.946923856867592,,0.5367511585354805,-0.10930766258388758,0.34993379066387814,0.27909474944074947,0.0,0.8592698673407236,-0.007727470384755482,0.00031740528841813404,0.002851185699303945,0.004107063716033642,0.0039017105302319582,0.1882633057733377,150.0,92.83333333333333,,,,,,,,,,,,,,,,,,0.0030325929813746675,0.021089099658032257,0.10746766968319814,0.01110593854294469,0.023114859436949093,0.4841379599155106,0.10000000149011612,13.408268589659814,12.158268589659814,1.0,nan,0.00027436017990112305,1.011664628982544,14.173646926879883,14.010223388671875,-6.6580305099487305,-0.06971636414527893,-0.00094920105766505,0.0,4.338582992553711,4.500453948974609,1.0,1.0,0.013029993511736393,0.0018065012991428375
139,24,24,0.0,-0.000397577843007942,235.01021512349448,,,,,,,,,110.98408309618632,0.0,0.9878008942696789,,0.3828965512414773,-0.16210896552850804,0.3967294941345851,0.43339765444397926,0.0,0.7491167783737183,-0.008344429438390458,-0.00037098055084546405,0.006931935747464498,0.0039017105302319582,0.0037066250037203602,0.2789839878678322,150.0,91.16666666666667,,,,,,,,,,,,,,,,,,0.006061468237021472,0.07372121264537175,0.10766603611409664,0.012159958326568207,0.03188100294210017,0.4673364224514474,0.10000000149011612,14.208152072778839,12.958152072778839,1.0,nan,0.06748241186141968,0.9858409762382507,15.497997283935547,15.720585823059082,-8.532791137695312,0.4948722720146179,0.48954537510871887,0.0,3.69989275932312,5.260865688323975,1.0,0.2096354216337204,-0.004305004142224789,0.005792434327304363
148,24,24,0.0,-0.00014131787853936353,194.02519734700522,,,,,,,,,91.64291032155354,0.0,0.9953568995730949,,0.4984804118673007,-0.08907617349177599,0.17896449752151966,0.16897859641661248,0.07421205441157024,0.803649311264356,-0.015331688278820366,0.0007145473112662634,0.0037549051145712533,0.003706625003720361,0.003521293753534342,0.22570247699817023,150.0,80.16666666666667,,,,,,,,,,,,,,,,,,0.0014053798416474212,0.005106524292690058,0.10774358020474513,0.01257143794403722,0.02597959207681318,0.4507761244077942,0.10000000149011612,15.814556009787928,14.564556009787928,1.0,nan,0.13355308771133423,0.9337401390075684,15.661601066589355,16.77297592163086,-7.780046463012695,0.3841102719306946,0.4116487503051758,0.021484375,-0.9612748026847839,6.587494850158691,0.87890625,0.7938368320465088,0.01584000326693058,0.009525224566459656
151,28,28,0.0,0.01169352516132806,357.80297470092773,,,,,,,,,54.837514128003804,0.0,0.9949227578693155,,0.41301135080201284,-0.14690471493772098,0.32044564969172434,0.3090609088872692,0.10161830271993365,0.933844866497176,-0.021249278070172295,-0.0002934384558882032,0.0071847715548106605,0.0035212937535343413,0.003345229065857625,0.25935829111507963,150.0,133.71428571428572,,,,,,,,,,,,,,,,,,0.0041822243531766745,0.04506138392857143,0.10782140759485108,0.012984101261411394,0.03162903737808977,0.4346172863959131,0.10000000149011612,14.782341063487111,13.532341063487111,1.0,nan,0.223075270652771,0.9444735050201416,17.944232940673828,18.999191284179688,3.90061354637146,0.2626930773258209,0.37127891182899475,0.0234375,-1.877817153930664,2.304631471633911,0.4117187559604645,0.0442708320915699,-0.005430122371762991,0.03758958727121353
153,24,24,0.0,0.0020730372440690794,366.48649342854816,,,,,,,,,55.537188371022545,0.0,0.9944996695320052,,0.2514572286357482,-0.2688187453895807,0.4459552938739459,0.31820515046517056,0.3801432251930237,0.9541341165701548,0.00019067228307297532,0.003781065965692202,0.01930442824959755,0.003345229065857625,0.002979127687344883,0.04030140613516172,150.0,118.16666666666667,,,,,,,,,,,,,,,,,,0.002819741297571454,0.023046875023283064,0.10793068601439397,0.013563041109591722,0.033212329571445785,0.4200414810055726,0.10000000149011612,14.94938353291208,13.69938353291208,1.0,nan,0.17936331033706665,1.0593308210372925,19.39802360534668,18.311582565307617,13.069969177246094,0.3070909082889557,0.3488961458206177,0.291015625,-6.466228485107422,-3.140105962753296,0.203125,0.6219618320465088,0.0035450742579996586,0.044208016246557236
157,28,28,0.0,0.0029688740947416852,223.60447474888392,,,,,,,,,60.97395818574088,0.0,0.9939917359897982,,0.22453708946704865,-0.1802143587597779,0.3139837405511311,0.3518138879111835,0.13006806799343654,0.918437585234642,-0.010393346742992955,0.00424144949231829,0.011336806629385267,0.0029791276873448835,0.002830171302977639,0.13822761683591775,150.0,127.85714285714286,,,,,,,,,,,,,,,,,,0.005929675684975726,0.0654365477551307,0.10804707663399833,0.01417903505664851,0.031104066276124546,0.40386346579781224,0.10000000149011612,14.215230209065105,12.965230209065105,1.0,nan,0.16342699527740479,0.9239213466644287,15.275553703308105,16.53339195251465,11.835944175720215,0.18703188002109528,0.22145995497703552,0.0166015625,-12.701424598693848,-9.572765350341797,0.0859375,0.936631977558136,-0.002830884885042906,0.041710905730724335
162,28,28,0.0,-0.0006655127259104379,326.524545942034,,,,,,,,,65.45742573056903,0.0,0.9934259447958135,,0.2631328765835081,-0.19889998595629418,0.4193332354937281,0.3661855970110212,0.19742687472275325,0.9105017014912197,-0.001988423742919362,0.0025998327348913464,0.010518087872437068,0.0028301713029776367,0.002688662737828757,0.19815678734864509,150.0,127.28571428571429,,,,,,,,,,,,,,,,,,0.0022556983759776422,0.018607833722074116,0.10815613424139363,0.014755660534969397,0.02840769523754716,0.38730718662806873,0.10000000149011612,14.654517152786337,13.404517152786337,1.0,nan,0.20505517721176147,0.8916036486625671,18.39871597290039,20.63553237915039,12.42640495300293,0.32557210326194763,0.2697804868221283,0.1630859375,-16.486642837524414,-12.399693489074707,0.09765625,0.5620659589767456,0.01220529992133379,0.1810804009437561
170,32,32,0.0,0.0031995565914257895,352.83503341674805,,,,,,,,,86.85968208312988,0.0,0.9927413974597608,,0.47473380994051695,-0.11728883092291653,0.35532962158322334,0.5320527199655771,0.007347851991653442,0.8745510932058096,-0.021928251953795552,-0.0037997551262378693,0.0035080602392554283,0.0026886627378287556,0.002554229600937319,0.3571879379451275,150.0,138.625,,,,,,,,,,,,,,,,,,0.004401549667818472,0.0529548890190199,0.10825771582312882,0.01529221615055576,0.03405750752426684,0.3690352921264713,0.10000000149011612,18.365727915092243,17.115727915092243,1.0,nan,0.419245183467865,0.7787744998931885,17.00504493713379,21.835647583007812,4.836141109466553,0.5069324374198914,0.5133548974990845,0.0,-20.03456687927246,-8.8073091506958,0.3480468690395355,0.921875,0.01784299686551094,0.3881063461303711
175,28,28,0.0,-0.0012745400558092765,373.1468963623047,,,,,,,,,64.74852507455009,0.0,0.9921317391761847,,0.08566303910421473,-0.2572255922215326,0.36614104573215756,0.1586411776287215,0.3181024576936449,0.9165860904114587,0.0015354019519041426,0.00884801841207913,0.02708735955613,0.002554229600937319,0.0025593981964335813,0.0,150.0,87.28571428571429,,,,,,,,,,,,,,,,,,0.00438982922267834,0.050842025849436014,0.1083334559308631,0.015691965219697783,0.02719692313777549,0.35414999727957946,0.10000000149011612,18.75519539470219,17.50519539470219,1.0,nan,0.31562668085098267,0.8325674533843994,18.791955947875977,22.571090698242188,8.804546356201172,0.44289571046829224,0.5465044379234314,0.234375,-15.031840324401855,-7.605873107910156,0.22890625894069672,0.9574652910232544,-0.00045093748485669494,0.19568942487239838
183,24,24,0.0,-0.003297238959930837,268.76522000630695,,,,,,,,,61.32185928026835,0.0,0.9915878853556302,,0.333800816287597,-0.13964621940006813,0.3698703919847806,0.42278677225112915,0.0,0.846225472788016,-0.0022030000836821273,0.001706092928846677,0.004394159962733586,0.0025593981964335817,0.002431428286611902,0.1338441725820303,150.0,97.33333333333333,,,,,,,,,,,,,,,,,,0.0057702837996960925,0.0726093143845598,0.10842048469930887,0.016150947893038392,0.033677948250745736,0.34182717383865113,0.10000000149011612,20.240528902746036,18.990528902746036,1.0,nan,0.3593166470527649,0.8276488184928894,16.117036819458008,19.47327995300293,-0.7675948143005371,0.3847001791000366,0.36732494831085205,0.0,-18.498401641845703,-4.026217937469482,0.4175781309604645,0.8875868320465088,0.021438801661133766,0.41730064153671265
192,24,24,0.0,0.0014609408875306447,229.9183807373047,,,,,,,,,50.531341552734375,0.0,0.9910371552260896,,0.35735110255579156,-0.1651752358302474,0.3952898755669594,0.3784346903363864,0.14522604644298553,0.7897782946626345,-0.0029344250603268542,0.0009391562392314275,0.011499481896559397,0.0024314282866119007,0.002309856872281307,0.2136657095203797,150.0,72.33333333333333,,,,,,,,,,,,,,,,,,0.0047241113691901164,0.05614009293882797,0.10851413228859504,0.016644447576254606,0.040963171515613794,0.3301598661752205,0.10000000149011612,17.98520781886255,16.73520781886255,1.0,nan,0.36710691452026367,0.8052076697349548,16.552270889282227,20.5565242767334,-0.9487156271934509,0.5201355218887329,0.5350149869918823,0.12109375,-13.208032608032227,-1.3818047046661377,0.38398438692092896,0.9049479365348816,0.012414544820785522,0.3092200756072998
198,32,32,0.0,0.00042443882557563484,267.97314071655273,,,,,,,,,53.1847357749939,0.0,0.9903259067237729,,0.2400653196964413,-0.1551062020007521,0.2996370568871498,0.360871278680861,0.19270943105220795,0.9044156484305859,-0.017939577423021547,0.002663892228156328,0.010281791910529137,0.0023098568722813074,0.0021943640286672416,0.16271690628491342,150.0,113.25,,,,,,,,,,,,,,,,,,0.005397202585299965,0.06512616144027561,0.10862717404961586,0.01723950303858146,0.03921685344539583,0.3161603527089838,0.10000000149011612,18.30335070222659,17.05335070222659,1.0,nan,0.4572919011116028,0.7491608262062073,16.277645111083984,21.72783851623535,4.654263496398926,0.6732317805290222,0.6545520424842834,0.111328125,-16.5960636138916,-0.361158162355423,0.4339843690395355,0.9348958134651184,0.008802293799817562,0.24051779508590698
208,24,24,0.0,0.0022857416382369897,372.55670674641925,,,,,,,,,112.28984022140503,0.0,0.9897185408287422,,0.2479327985395988,-0.23084835397700468,0.43883994842569035,0.39876750856637955,0.12212834755579631,0.7676389763752619,-0.00024737427520449273,0.002811651056011518,0.013041168451309204,0.002194364028667241,0.0020846458272338795,0.06202902943671992,150.0,65.0,,,,,,,,,,,,,,,,,,0.006844849990253958,0.0943585818943878,0.1087348951647679,0.01780607287461559,0.031077096704393625,0.3050509824219582,0.10000000149011612,19.577227714539053,18.327227714539053,1.0,nan,0.5215402245521545,0.7021401524543762,16.780977249145508,23.89975357055664,-6.150708198547363,0.5184580683708191,0.5046619772911072,0.0908203125,-16.42875099182129,3.5520894527435303,0.52734375,0.8719618320465088,0.013853485696017742,0.623128354549408
211,24,24,0.0,0.0034729315666481853,386.0521291097005,,,,,,,,,49.31299630800883,0.0,0.989094229551796,,0.18378793882826963,-0.22247959673404694,0.39121992389361065,0.4649370349943638,0.21749237676461539,0.9208417882521948,-0.006577840414441501,0.0034884121268987656,0.013068036486705145,0.00208464582723388,0.0019804135358721855,0.1322877456744512,150.0,138.83333333333334,,,,,,,,,,,,,,,,,,0.007601547918360059,0.08455009230722983,0.108807021441559,0.01818507886491716,0.046489694310973086,0.29435289584303265,0.10000000149011612,19.480851744679303,18.230851744679303,1.0,nan,0.5002844333648682,0.7565487623214722,17.095888137817383,22.597206115722656,14.756900787353516,0.5092602968215942,0.45881831645965576,0.0966796875,-20.755842208862305,-8.707572937011719,0.27460938692092896,0.91796875,0.013108354061841965,0.22790184617042542
222,28,28,0.0,0.0016107357888748603,289.64499010358537,,,,,,,,,46.5037567956107,0.0,0.9883682387774793,,0.1971192413142749,-0.2171993316816432,0.3643463339124407,0.38055125198193956,0.10631601299558367,0.8482585166181836,-0.01934490753098674,0.0053269873772348675,0.014718405902385712,0.0019804135358721868,0.001881392859078576,0.15620651694812945,150.0,52.857142857142854,,,,,,,,,,,,,,,,,,0.005927517773151132,0.07177564222365618,0.1089048372315509,0.01869872777855822,0.04440231128994908,0.28273436677287483,0.10000000149011612,19.971372519204518,18.721372519204518,1.0,nan,0.5327410697937012,0.7226942181587219,17.26201057434082,23.885635375976562,-7.280513763427734,0.6273263096809387,0.498898983001709,0.0205078125,-24.7281436920166,0.7387102246284485,0.6441406607627869,0.706163227558136,0.02406534180045128,0.5683318972587585
