episode,steps,final_battery,total_reward,loss
1,720,75.53684396023141,23.834147230621983,N/A (PSO)
2,720,48.03374474007829,-45.457308242595225,N/A (PSO)
3,720,35.55208053954374,-50.75076821346197,N/A (PSO)
4,720,77.7977834050404,33.17256396572127,N/A (PSO)
5,720,78.2789400289743,67.61011922847001,N/A (PSO)
6,720,78.01083191164817,64.23019362591906,N/A (PSO)
7,720,35.29192174365798,-52.09287387195248,N/A (PSO)
8,720,78.04365275844258,59.80518558586901,N/A (PSO)
9,720,57.860010986263156,-24.742526877804934,N/A (PSO)
10,720,37.007400683491646,-63.332992419151374,N/A (PSO)
11,720,73.31580955024202,2.8302376170562824,N/A (PSO)
12,720,78.03854743228361,45.170108015427395,N/A (PSO)
13,720,78.83773825104875,30.63178094395762,N/A (PSO)
14,720,76.60910773829713,24.65922565372241,N/A (PSO)
15,720,77.18858968460694,-13.56195972169098,N/A (PSO)
16,720,78.3362267583266,45.77133053847796,N/A (PSO)
17,720,62.95116500094034,-9.912320778217879,N/A (PSO)
18,720,76.39976934743811,52.68256960033313,N/A (PSO)
19,720,78.27894256790015,54.19887340682736,N/A (PSO)
20,720,77.97915033664722,20.064515351468234,N/A (PSO)
21,720,78.9124744420187,57.982272631699495,N/A (PSO)
22,720,78.9127596996799,55.98751744211113,N/A (PSO)
23,720,78.29313584639112,71.81487645407715,N/A (PSO)
24,720,78.01083002850942,70.075518209566,N/A (PSO)
25,720,74.57995799030408,10.701509398880514,N/A (PSO)
26,720,78.08932151273075,41.55317451703625,N/A (PSO)
27,720,77.57535950124101,65.25178929750862,N/A (PSO)
28,720,78.33042680731653,51.679024804147005,N/A (PSO)
29,720,77.44745446588857,61.84603984425814,N/A (PSO)
30,720,78.33042680731653,52.52339242132802,N/A (PSO)
31,720,78.223413981211,62.42424635596976,N/A (PSO)
32,720,78.29313379157162,74.21024974385483,N/A (PSO)
33,720,77.77609731279644,35.40227495568774,N/A (PSO)
34,720,78.33622495270414,70.74656566728916,N/A (PSO)
35,720,78.54817405382167,48.51645898141888,N/A (PSO)
36,720,78.01406942748017,39.24826764896787,N/A (PSO)
37,720,76.7182078444697,43.82265972849132,N/A (PSO)
38,720,78.29313250713054,70.02133154473903,N/A (PSO)
39,720,78.28680201063368,64.25639533555402,N/A (PSO)
40,720,30.843435552334554,-93.57458990017867,N/A (PSO)
41,720,77.93578694696846,64.87278021301529,N/A (PSO)
42,720,78.33622056237114,65.03457270136214,N/A (PSO)
43,720,35.41676162112791,-47.23475278838425,N/A (PSO)
44,720,78.831306728711,49.95341236337333,N/A (PSO)
45,720,68.23862023106304,-9.745305661407128,N/A (PSO)
46,720,78.63673825774775,44.84061719166926,N/A (PSO)
47,720,37.19521155914751,-63.67382217970053,N/A (PSO)
48,720,19.63288453484102,-110.97708424692172,N/A (PSO)
49,720,77.98248164236634,61.415503607560254,N/A (PSO)
50,720,75.27401652517,12.773859265302361,N/A (PSO)
51,720,78.49443456357926,50.604053968626246,N/A (PSO)
52,720,20.809666598311395,-126.76618055111446,N/A (PSO)
53,720,78.278945688142,64.11842203488258,N/A (PSO)
54,720,78.3322905112477,69.52592803439718,N/A (PSO)
55,720,38.445587512098996,-94.1765285523503,N/A (PSO)
56,720,77.98464804487931,69.66047234431049,N/A (PSO)
57,720,18.632828079010586,-100.49331315099516,N/A (PSO)
58,720,36.21075299843576,-73.05402321094856,N/A (PSO)
59,720,77.98614213896465,19.092736395892732,N/A (PSO)
60,720,35.36596570421091,-50.451156282198575,N/A (PSO)
61,720,28.872145986192894,-127.20539404037865,N/A (PSO)
62,720,36.16910417336378,-64.0961196550788,N/A (PSO)
63,720,78.98465920430219,29.039171080668023,N/A (PSO)
64,720,78.27894422371175,66.02361321657878,N/A (PSO)
65,720,77.93578694696846,68.36074204263811,N/A (PSO)
66,720,20.093033425224842,-119.80227866534183,N/A (PSO)
67,720,35.41676162112791,-51.560663824848874,N/A (PSO)
68,720,79.30228739850787,31.819078472635887,N/A (PSO)
69,720,78.33622291541,65.7314947727709,N/A (PSO)
70,720,33.07516903455605,-96.50766481103503,N/A (PSO)
71,720,78.52084235913273,47.75953122100065,N/A (PSO)
72,720,77.91955173977131,64.7995324696442,N/A (PSO)
73,720,25.697903080934488,-131.71911533787372,N/A (PSO)
74,720,78.29313593337102,65.25598670149063,N/A (PSO)
75,720,77.72515690360964,20.447447158901717,N/A (PSO)
76,720,29.14144419150636,-80.62199372910027,N/A (PSO)
77,720,35.81397317294173,-62.71350482595943,N/A (PSO)
78,720,20.499082647698053,-124.44609885189672,N/A (PSO)
79,720,36.14845127952504,-58.92381469645656,N/A (PSO)
80,720,35.42700263849113,-48.95958682423636,N/A (PSO)
81,720,78.29312961735639,67.70218762787022,N/A (PSO)
82,720,77.98464804487931,70.54420008130117,N/A (PSO)
83,720,78.3362267583266,68.01823895810477,N/A (PSO)
84,720,77.97396246290013,34.82677873749417,N/A (PSO)
