step,x_before,y_before,target_x,target_y,x_after,y_after,battery_before,battery_after,battery_delta,reward,action_dx_norm,action_dy_norm
0,351.3276477902024,620.1655404265634,331.34764824796605,600.1855408843271,332.14320722664235,601.1269970974682,100.0,99.91751166310638,-0.08248833689361845,-0.3456076362263866,-0.9990000128746033,-0.9990000128746033
1,332.14320722664235,601.1269970974682,312.163207684406,581.1469975552319,311.8048103892667,579.5627557879279,99.91751166310638,99.83605572398966,-0.08145593911672222,-0.38022940543843253,-0.9990000128746033,-0.9990000128746033
2,311.8048103892667,579.5627557879279,291.8248108470304,559.5827562456916,291.6488931205276,559.0417837380267,99.83605572398966,99.75503907627873,-0.08101664771092487,-0.36377713737325545,-0.9990000128746033,-0.9990000128746033
3,291.6488931205276,559.0417837380267,271.66889357829126,539.0617841957903,270.65695072206705,539.0883904263637,99.75503907627873,99.6741245806474,-0.08091449563133324,-0.364213208952697,-0.9990000128746033,-0.9990000128746033
4,270.65695072206705,539.0883904263637,250.67695117983072,519.1083908841274,250.39829773194697,518.6468250252119,99.6741245806474,99.59306930974968,-0.08105527089772124,-0.36335905762211984,-0.9990000128746033,-0.9990000128746033
5,250.39829773194697,518.6468250252119,230.41829818971064,498.6668254829756,228.84964993513648,498.3363993431936,99.59306930974968,99.51132269161884,-0.08174661813083617,-0.3800768226975927,-0.9990000128746033,-0.9990000128746033
6,228.84964993513648,498.3363993431936,208.86965039290016,478.35639980095726,208.7530980375414,477.807812206329,99.51132269161884,99.43017868077105,-0.08114401084779388,-0.3682851391186109,-0.9990000128746033,-0.9990000128746033
7,208.7530980375414,477.807812206329,188.77309849530508,457.8278126640927,187.52773586455487,457.25040231161455,99.43017868077105,99.34803368137928,-0.08214499939177244,-0.3854120765653458,-0.9990000128746033,-0.9990000128746033
8,187.52773586455487,457.25040231161455,167.54773632231854,437.2704027693782,166.3268903416995,436.6081199055168,99.34803368137928,99.26590535219685,-0.08212832918242441,-0.38881287603556347,-0.9990000128746033,-0.9990000128746033
9,166.3268903416995,436.6081199055168,146.34689079946318,416.62812036328046,146.00942029292875,415.6777415734116,99.26590535219685,99.18488983103438,-0.08101552116247035,-0.38298066619897364,-0.9990000128746033,-0.9990000128746033
10,146.00942029292875,415.6777415734116,126.02942075069242,395.91174654777683,124.54807055124984,395.7155862318911,99.18488983103438,99.1023953752341,-0.08249445580028691,-0.39088532437315804,-0.9990000128746033,-0.9882997274398804
11,124.54807055124984,395.7155862318911,104.56807100901351,375.74061255330224,104.1414398410897,375.42403937828715,99.1023953752341,99.02112453890786,-0.08127083632624021,-0.3831690812737574,-0.9990000128746033,-0.9987487196922302
12,104.1414398410897,375.42403937828715,84.16144029885338,355.4440398360508,83.81714489080501,353.8665864718944,99.02112453890786,98.93925692495351,-0.08186761395434416,-0.3998081848832635,-0.9990000128746033,-0.9990000128746033
13,83.81714489080501,353.8665864718944,63.83714534856868,333.88658692965805,63.665176132450476,333.3492645092167,98.93925692495351,98.85792270127627,-0.08133422367724563,-0.3883847649339274,-0.9990000128746033,-0.9990000128746033
14,63.665176132450476,333.3492645092167,43.68517659021415,313.3692649669804,43.65722298207284,312.3573045565844,98.85792270127627,98.77670029758005,-0.08122240369621636,-0.3944360423171435,-0.9990000128746033,-0.9990000128746033
15,43.65722298207284,312.3573045565844,23.67722343983651,292.37730501434805,23.26696284953208,291.4181281949353,98.77670029758005,98.69416251527848,-0.08253778230157138,-0.4031860338511321,-0.9990000128746033,-0.9990000128746033
16,23.26696284953208,291.4181281949353,3.2869633072957534,271.438128652699,2.275424838081194,271.465151378853,98.69416251527848,98.61288321921079,-0.08127929606769158,-0.3994705974145933,-0.9990000128746033,-0.9990000128746033
17,2.275424838081194,271.465151378853,0.0,251.4851518366167,-0.06559747341024852,251.64941580403283,98.61288321921079,98.52574745544622,-0.08713576376456444,-0.2765313233069228,-0.945461094379425,-0.9990000128746033
18,-0.06559747341024852,251.64941580403283,0.0,231.6694162617965,1.2110351189843689,230.8762919981096,98.52574745544622,98.43956929102924,-0.08617816441697812,-0.2875107276511163,-0.9666528701782227,-0.9990000128746033
19,1.2110351189843689,230.8762919981096,0.0,210.89629245587327,-0.028078395959764885,210.88478518257114,98.43956929102924,98.3531647378851,-0.08640455314414908,-0.2765543527652327,-0.4625152051448822,-0.9990000128746033
20,-0.028078395959764885,210.88478518257114,0.0,190.9047856403348,1.2115361356907457,190.10827473369318,98.3531647378851,98.26705488393239,-0.08610985395270632,-0.28773621399823507,-0.9746372103691101,-0.9990000128746033
21,1.2115361356907457,190.10827473369318,0.0,170.12827519145685,0.02323307675784319,170.1098211021714,98.26705488393239,98.18058794820993,-0.08646693572245567,-0.2770756979061807,-0.9083341956138611,-0.9990000128746033
