episode,steps,final_battery,total_reward,loss
1,720,41.21077403269518,-146.9644869220719,
2,720,40.9135571632917,-150.28863468248557,
3,720,24.953728936980944,-191.95311728349162,
4,720,74.79360367474962,-53.86987627185849,
5,720,39.98196790525582,-149.4617787447096,201.18572998046875
6,720,25.552657342034756,-201.65583922153743,
7,720,40.499264339730196,-136.78800396779778,
8,720,25.31531468312609,-195.27758135010114,
9,720,25.51564397053413,-196.97665233800208,
10,720,25.333023791734817,-197.0234754980089,266.2379455566406
11,720,24.60740495130463,-187.78968253147056,
12,720,23.69884944425366,-173.13361272144286,
13,720,24.91197046629125,-189.80323841758937,
14,720,23.468036380915485,-170.30108737301674,
15,720,23.964690271881846,-175.92253823053065,217.5317840576172
16,720,38.37734682960203,-108.600498488182,
17,720,39.11441899888427,-104.95090975026108,
18,720,22.984404933511403,-163.34725373534516,
19,720,39.017356092182894,-111.99107200127729,
20,720,38.9591504947041,-107.31000071939629,105.041748046875
21,720,38.28350383814138,-93.75749535115324,
22,720,38.133619933734195,-93.74404727535406,
23,720,38.177919140490104,-93.12678312312457,
24,720,38.1769201692333,-97.66684705634817,
25,720,38.14308961423033,-95.89527191448906,71.37950897216797
26,720,35.860677053282224,-82.15566315402164,
27,720,37.28185196352848,-84.09002082252417,
28,720,37.529142178538756,-81.58458634776642,
29,720,38.06956514185602,-87.49524843214438,
30,720,37.37421876099917,-82.46362352412413,50.865535736083984
31,720,36.26844049818537,-75.8358102853558,
32,720,36.94885268646046,-72.78212088690063,
33,720,37.300906745762994,-69.29172627817259,
34,720,37.180889637260506,-75.53779535012855,
35,720,36.6678427489248,-73.47782947774637,40.075408935546875
36,720,36.70017117994904,-73.90293777042565,
37,720,37.00350193906269,-69.17306181197611,
38,720,37.074040303473694,-71.31634042418631,
39,720,36.22303417085206,-70.58557381685786,
40,720,36.658959524689706,-64.99654924328716,35.86885452270508
41,720,36.6254059704804,-65.56112215364577,
42,720,36.62696409775855,-63.38033149053879,
43,720,36.72784659090451,-62.086673428750714,
44,720,36.09694289530972,-60.58005728971103,
45,720,36.52029691929092,-67.18318564248048,30.156728744506836
46,720,36.04393921373233,-62.615123315991646,
47,720,36.44684361631713,-62.30820050200774,
48,720,36.12831448098463,-59.33161261245291,
49,720,36.541587925703375,-57.282328442694386,
50,720,36.26906429718302,-59.875431484378865,27.899856567382812
51,720,36.320764387737206,-57.39070247134614,
52,720,36.241601986414516,-56.861794703125085,
53,720,35.961523630452845,-58.879991337493024,
54,720,36.443234598352305,-55.57058336228958,
55,720,35.097554343448884,-58.90512511428661,26.948453903198242
56,720,35.93060537403376,-61.43933959929535,
57,720,35.894561068342696,-58.559432126346174,
58,720,35.536914736128736,-59.97406436749919,
59,720,36.17838082565722,-57.18113186528387,
60,720,35.7533135938082,-57.608141519467914,24.86943244934082
61,720,36.02967626106655,-61.239985957209406,
62,720,35.82884859129818,-58.58877107597791,
63,720,35.9438168372291,-57.5091893860766,
64,720,36.1203095786655,-55.129426409182024,
65,720,36.301873035299806,-60.804306265655455,24.564607620239258
66,720,36.105599110932886,-58.78489961346783,
67,720,35.851207614447475,-62.713081627104536,
68,720,36.018893445055944,-56.764571683126164,
69,720,36.11890953212209,-61.12857060066442,
70,720,36.14146329801789,-53.83568469110779,24.98215103149414
71,720,35.718827329809336,-55.129713750479205,
72,720,36.14271261709002,-57.45244369713326,
73,720,36.244864841977595,-56.54529917972918,
74,720,35.71407254174962,-65.00940790077452,
75,720,36.09194449209089,-56.94876986984378,25.604995727539062
76,720,35.75249823258702,-58.674805227749644,
77,720,35.996609057823896,-57.53405787904711,
78,720,35.905599187454776,-61.51820604014242,
79,720,35.916935799659974,-60.3691223912231,
80,720,35.90077047170152,-57.76804168314525,26.119199752807617
81,720,36.08479018350153,-59.862893167503266,
82,720,35.9398337103784,-56.80193777191646,
83,720,35.877161371639914,-60.450806070046895,
84,720,36.22552589097779,-58.68701716878609,
85,720,35.916647087568094,-60.67044251811264,25.57864761352539
