episode,steps,final_battery,total_reward,total_directional_reward,total_battery_reward,total_movement_penalty,loss
1,720,47.00140978941272,-103.48327932272021,10.456821441642738,-105.99718042117456,7.938323377778619,
2,720,47.35716638367008,-101.27421560477448,12.70454218824853,-105.28566723265985,8.687804962362339,210.31063842773438
3,720,45.23761618800516,-113.84385508187509,8.897680086114503,-109.52476762398967,13.201302112876737,
4,720,48.69113974193666,-104.19204041895546,11.562598614834933,-102.61772051612668,13.122692820100237,200.52745056152344
5,720,46.302122681080924,-111.90392920807894,10.609404758267226,-107.39575463783815,15.099733811265558,
6,720,49.46627575603594,-105.38361525361108,11.381594654823905,-101.06744848792812,15.67924187350207,185.0363006591797
7,720,49.54900549561143,-105.7497146637568,12.346920279954775,-100.90198900877714,17.172147407527113,
8,720,48.94211659346311,-108.19384699051022,10.827760904227375,-102.11576681307378,16.88178768705658,167.42572021484375
9,720,50.37358483587094,-109.44838298670285,11.00441870780781,-99.25283032825811,21.165748992956473,
10,720,51.08969600292617,-108.41674448214654,10.577950067505743,-97.82060799414766,21.142373888943972,153.40090942382812
11,720,51.15335578383595,-110.26360582691373,10.946040094661605,-97.6932884323281,23.48179482082224,
12,720,51.349606938932446,-109.09247917444765,11.407831574929496,-97.30078612213511,23.16371639051847,139.69970703125
13,720,50.44940794867374,-109.56002401561645,12.244760285828532,-99.10118410265252,22.670762026416902,
14,720,48.847703289323256,-115.46201434762925,10.010631167716362,-102.30459342135349,23.132698636047206,136.21539306640625
15,720,51.1112199077606,-109.62979922285844,10.453475738196042,-97.7775601844788,22.271590585620448,
16,720,50.78358793476809,-109.03321169318477,11.410104306023069,-98.43282413046381,21.978535665749877,125.74346923828125
17,720,49.48911306032955,-110.59469540845873,12.286180245989657,-101.0217738793409,21.827804265727863,
18,720,50.936911865904854,-110.20416791617974,11.074098698696455,-98.12617626819029,23.11877099902414,122.46814727783203
19,720,49.86779783530093,-109.33694648375912,12.01369978282626,-100.26440432939815,21.05382369582646,
20,720,50.59676789005083,-109.33890119974429,10.56681989343602,-98.80646421989834,21.067520704693454,118.16182708740234
21,720,50.22672905135752,-109.92850599351729,11.706705051023206,-99.54654189728495,22.05666878075226,
22,720,48.19497874133914,-116.23336461180942,8.83068922380522,-103.61004251732172,21.42218815850503,117.17448425292969
23,720,50.036876798382266,-110.74562369688917,11.02740382986463,-99.92624640323547,21.81408161006196,
24,720,50.4423594471694,-108.48737216110248,11.86134216365581,-99.1152811056612,21.20286030602486,111.93392944335938
25,720,48.40490710003969,-115.88464557274375,9.620044720664442,-103.19018579992061,22.28120729485003,
26,720,50.41398148120537,-108.69789976199908,12.007622722233018,-99.17203703758926,21.501354635266402,109.05628204345703
27,720,50.41174573970476,-110.41170817852702,10.965660597544405,-99.17650852059047,22.167695056892114,
28,720,49.530728304075915,-111.74366414904075,11.562657401081886,-100.93854339184817,22.332965289892492,107.83842468261719
29,720,50.91027902839548,-112.25862118322398,9.993381920946941,-98.17944194320904,24.03478992213942,
30,720,50.67959348840658,-108.48453086701917,12.825424211795239,-98.64081302318684,22.63462737218595,106.90922546386719
31,720,50.392117596695215,-111.1143867183051,10.091473289004323,-99.21576480660957,21.956671701430395,
32,720,50.22758700430258,-110.33761310708482,11.680947464838292,-99.54482599139484,22.43896709974699,104.3672103881836
33,720,46.19602074269084,-120.38599954646725,10.462469712326186,-107.60795851461832,23.20447429716939,
34,720,48.82062852537226,-114.89215816005466,10.574742402451365,-102.35874294925549,23.073179867823615,105.36195373535156
35,720,50.75311559070721,-107.9304826374385,12.59273168207569,-98.49376881858558,21.992733091905173,
36,720,50.99697483762061,-109.13622920422377,11.528249656016337,-98.00605032475877,22.621114928162726,103.32200622558594
