episode,avg_reward,best_avg_reward,reward_above_threshold,avg_lyap,avg_barrier,avg_std,exploration_cleared,stable,checks_since_best
300,-113.16625832399262,-113.16625832399262,True,0.023097126092761756,0.0715029250830412,1.5748456835746765,False,False,0
302,-113.08647977248074,-113.08647977248074,True,0.023038243036717178,0.07062921859323978,1.5739097774028779,False,False,0
304,-113.07431398906547,-113.07431398906547,True,0.0230031275190413,0.0690320348367095,1.572733038663864,False,False,0
306,-113.04278496157252,-113.04278496157252,True,0.022953184973448514,0.06753847617655992,1.5715429186820984,False,False,0
308,-112.9202474276018,-112.9202474276018,True,0.022949861641973258,0.06591628603637219,1.570645660161972,False,False,0
310,-112.86867553470641,-112.86867553470641,True,0.022856290079653264,0.06326942574232816,1.5703409969806672,False,False,0
312,-112.73766590369043,-112.73766590369043,True,0.02278695199638605,0.060531265940517186,1.5697572648525238,False,False,0
314,-112.65848397060418,-112.65848397060418,True,0.022751259803771972,0.05661272369325161,1.5693406224250794,False,False,0
316,-112.64819621358095,-112.64819621358095,True,0.02264825515449047,0.05394553737714887,1.5676866233348847,False,False,0
318,-112.4634887800204,-112.4634887800204,True,0.022545369528234004,0.05125772594474256,1.566499835252762,False,False,0
320,-112.39185087675958,-112.39185087675958,True,0.022469195630401374,0.04792665508575737,1.5651058316230775,False,False,0
322,-112.35626694003085,-112.35626694003085,True,0.02240925133228302,0.044513384345918894,1.5639359652996063,False,False,0
324,-112.53029384797544,-112.35626694003085,True,0.022333412803709506,0.0414035958237946,1.5631961345672607,False,False,1
326,-112.4601626835182,-112.35626694003085,True,0.02232685135677457,0.03835381981916726,1.5629204154014587,False,False,2
328,-112.46117482635083,-112.35626694003085,True,0.02228136183694005,0.03625633479095995,1.5623204231262207,False,False,3
330,-112.64365798163278,-112.35626694003085,True,0.022190692089498042,0.034157416643574835,1.5611523151397706,False,False,4
332,-112.68268331582442,-112.35626694003085,True,0.02219198690727353,0.03230611816979945,1.5593129098415375,False,False,5
334,-112.73382626260666,-112.35626694003085,True,0.022136756777763368,0.029871183959767223,1.5581358671188354,False,False,6
336,-112.72218803250014,-112.35626694003085,True,0.02205275120213628,0.027392135001718998,1.5561473846435547,False,False,7
338,-112.62829877752505,-112.35626694003085,True,0.022017733473330737,0.025684886937960984,1.5541124880313872,False,False,8
340,-112.61143266385922,-112.35626694003085,True,0.021953786443918943,0.02291419976390898,1.5515075027942657,False,False,9
342,-112.62563446081633,-112.35626694003085,True,0.021848296280950308,0.020820742519572378,1.5483695983886718,False,False,10
344,-112.69732644715712,-112.35626694003085,True,0.02180912410840392,0.01958164726383984,1.5451138317584991,False,False,11
346,-112.62461504399978,-112.35626694003085,True,0.021794443111866714,0.01877820766530931,1.5422300755977632,False,False,12
348,-112.55327440289967,-112.35626694003085,True,0.021729330718517303,0.017450352758169176,1.5417196989059447,False,False,13
350,-112.49201026690278,-112.35626694003085,True,0.02174147665500641,0.0166319961193949,1.5403219699859618,False,False,14
352,-112.50327219923707,-112.35626694003085,True,0.02171913590282202,0.015842762729153036,1.5395431816577911,False,False,15
354,-112.4413921313372,-112.35626694003085,True,0.0216064415872097,0.015246363496407867,1.537687748670578,False,False,16
356,-112.43949053843596,-112.35626694003085,True,0.021587630081921817,0.014515093597583472,1.5361889600753784,False,False,17
358,-112.5113928022934,-112.35626694003085,True,0.021563286241143943,0.014632573840208352,1.5327324390411377,False,False,18
360,-112.5127012006582,-112.35626694003085,True,0.021580635104328394,0.014238433190621435,1.529444831609726,False,False,19
362,-112.40464328795049,-112.35626694003085,True,0.021595923602581023,0.013866695226170123,1.5267311573028564,False,False,20
364,-112.41412874338046,-112.35626694003085,True,0.021565541066229342,0.013305170531384646,1.5235620796680451,False,False,21
366,-112.44472278899875,-112.35626694003085,True,0.021542256884276866,0.013176571601070464,1.5209671616554261,False,False,22
368,-112.44660172992616,-112.35626694003085,True,0.021507433708757163,0.012311147409491241,1.5199360191822051,False,False,23
370,-112.44707997533598,-112.35626694003085,True,0.02150951959192753,0.011540729715488852,1.518800288438797,False,False,24
372,-112.43986133926546,-112.35626694003085,True,0.02144435476511717,0.01110786150675267,1.517709094285965,False,False,25
374,-112.2465131050411,-112.2465131050411,True,0.02142743906006217,0.011253802268765867,1.5158715426921845,False,False,0
376,-112.27999208179926,-112.2465131050411,True,0.021443812921643258,0.011414280743338168,1.5150110960006713,False,False,1
378,-112.28387467111148,-112.2465131050411,True,0.021425449941307306,0.0113871164387092,1.5130226492881775,False,False,2
380,-112.29745495527487,-112.2465131050411,True,0.021423164568841458,0.011538992333225907,1.5124163925647736,False,False,3
382,-112.21367155121816,-112.21367155121816,True,0.021386715676635505,0.011448614043183624,1.5131960272789002,False,False,0
384,-112.0124700374203,-112.0124700374203,True,0.02137709790840745,0.011210556677542626,1.5142855226993561,False,False,0
386,-112.03054425411744,-112.0124700374203,True,0.021310767997056244,0.010525997378863394,1.5152224957942964,False,False,1
