episode,steps,final_battery,total_reward,total_directional_reward,total_battery_reward,total_movement_penalty,loss
1,720,73.49775564503744,-73.09821049768028,1.5681679186775483,-53.00448870992511,21.631236137277323,
2,720,73.41710852853129,-73.4224441638072,0.36022659810945257,-53.165782942937426,20.58767989690629,65.50944519042969
3,720,73.84981095972077,-75.67413459532338,-1.18186721805558,-52.30037808055846,22.162032685852516,
4,720,74.0305739374275,-74.58223743761374,0.38899147212313334,-51.93885212514499,23.000555698583504,56.843597412109375
5,720,74.1324141817825,-75.98758645854127,0.1897526787799526,-51.73517163643501,24.407074852726353,
6,720,74.04184368414099,-71.87222791015951,4.242541960481602,-51.91631263171803,24.16131819994836,48.22151565551758
7,720,74.00868106739004,-73.4371216312826,2.1951427446051017,-51.982637865219914,23.613822714148224,
8,720,73.69666297797637,-76.33729495604167,-0.4657038484056242,-52.60667404404725,23.227827691396463,44.37403869628906
9,720,73.40783720166176,-75.94290832923937,0.3063212020659636,-53.18432559667647,23.02934364767281,
10,720,73.50233146297957,-74.66209058402649,1.7172076929947324,-52.99533707404086,23.346095050652956,40.76617431640625
11,720,73.50991572545588,-75.30282959231117,0.7940673553539381,-52.98016854908823,23.07849857403617,
12,720,73.72633301634876,-72.31985061902282,3.845304912155374,-52.54733396730248,23.58201007166335,36.24687957763672
13,720,73.6461771749607,-72.47095073589406,4.23089800409916,-52.707645650078604,23.95806476116708,
14,720,73.46351428634411,-78.08796681184528,-2.0528377667416673,-53.072971427311785,22.925020488333935,33.36478805541992
15,720,73.8483178183772,-78.17863710648726,-1.3199377236938232,-52.303364363245606,24.517296806580912,
16,720,73.71499666908085,-71.20211398762322,5.4954971004674045,-52.570006661838306,24.089932512601106,27.806468963623047
17,720,73.460429760847,-82.89509982307483,-5.108642452930246,-53.07914047830599,24.669947884551377,
18,720,73.5656721145951,-75.16373785069449,0.8317928342818306,-52.868655770809795,23.092346543153088,27.823360443115234
19,720,73.52168322284349,-77.21117223955957,0.2627944008134563,-52.956633554313015,24.481604047514278,
20,720,73.69219850728132,-75.16588081891813,1.5925099795533948,-52.61560298543736,24.105998865128022,27.197099685668945
21,720,73.86398761414344,-74.49249399701843,3.501210769502919,-52.27202477171312,25.681998014014003,
22,720,73.7060377487018,-74.24920357835691,3.3211083149987344,-52.587924502596394,24.943185000147658,25.324827194213867
23,720,73.22788278630516,-83.74213945437702,-4.386074318032479,-53.54423442738968,25.772462554014144,
24,720,73.77196655793094,-79.73843760822668,-2.0086529151934704,-52.456066884138124,25.237283915149888,25.110332489013672
25,720,73.70809991245673,-73.2997090342694,4.457267003354842,-52.58380017508654,25.13373560221641,
26,720,73.76450958530553,-78.2992165359795,-0.32990116294174365,-52.470980829388935,25.4589090938919,23.59856414794922
27,720,73.91951793842154,-77.42560929547842,0.17411736300995595,-52.16096412315693,25.398749780359037,
28,720,73.80854233555351,-78.28616573665066,-0.7099385277727683,-52.38291532889298,25.15323441770575,20.883691787719727
29,720,73.92948325736725,-78.31121661993123,-0.048016247694739944,-52.141033485265496,26.08163331769961,
30,720,73.58353042170516,-79.12514850501873,-0.8258516189433898,-52.832939156589674,25.42924418530466,25.789613723754883
31,720,73.69059434252489,-77.31885123343302,0.07957713446534997,-52.61881131495022,24.74108120166184,
32,720,73.60421058282243,-75.17950241139623,2.3647754612710354,-52.791578834355136,24.712942420842563,22.909690856933594
33,720,73.55662041668198,-76.53333369934711,0.38375098960968224,-52.88675916663604,23.99341934484516,
34,720,73.74687802034478,-78.94796824391248,-2.231715078046138,-52.50624395931044,24.171451218686688,22.840639114379883
35,720,73.52652177999063,-70.39910539875137,5.578783923203976,-52.94695644001874,22.993000693408735,
36,720,73.50835022631857,-76.19462890021394,-0.13258864962735495,-52.98329954736286,23.043067515432757,25.946041107177734
37,720,73.48541937505328,-74.39345886767833,1.1487605956064186,-53.029161249893434,22.477652029094585,
38,720,73.3696291304646,-79.89725914588311,-4.257775400308212,-53.260741739070795,22.344133576720214,22.329940795898438
39,720,73.36229861031276,-77.9500850052679,-2.2522953761809172,-53.275402779374474,22.38790143195715,
40,720,73.43226009790556,-76.67195842152739,-1.7727232655188367,-53.13547980418889,21.729077041153634,23.951156616210938
41,720,73.50926717759874,-69.56687802996875,5.404470246562424,-52.98146564480251,21.954643723458926,
42,720,73.35499882336737,-74.96435766323742,-0.18147956469155857,-53.290002353265265,21.459360511919087,30.141796112060547
43,720,73.4635457013986,-75.18680046932579,-0.5704938580894741,-53.0729085972028,21.508002269976675,
