episode,policy_loss,value_loss,lyap_penalty,dynamics_loss,barrier_loss,approx_kl,clip_fraction,mean_std,mean_raw_log_std,alpha
2,0.027218542993068695,137.2470703125,0.02678835205733776,1.1224195957183838,0.2874160706996918,0.04434945434331894,0.2666666805744171,1.3149968385696411,1.5403594970703125,0.9802265618354915
4,0.01296371128410101,119.98832702636719,0.02901160717010498,1.119881272315979,0.2683396339416504,0.021598003804683685,0.16458334028720856,1.370011568069458,1.8885518312454224,0.9608441125278288
6,-0.0018171906704083085,103.42790985107422,0.02822001650929451,1.1262843608856201,0.1858539581298828,0.003416925435885787,0.03333333507180214,1.5973128080368042,2.40803599357605,0.9418449208830277
8,-0.0025361564476042986,95.60282135009766,0.0297543928027153,1.1262385845184326,0.11437994241714478,0.002681262791156769,0.02083333395421505,1.601576805114746,2.4306092262268066,0.9232214085793908
10,0.0012557533336803317,88.25154113769531,0.03157828748226166,1.1269710063934326,0.06631962209939957,0.004547383636236191,0.010416666977107525,1.605669379234314,2.4305009841918945,0.9049661471446958
12,0.0019229226745665073,79.08208465576172,0.03711496666073799,1.1231069564819336,0.037527237087488174,0.0013150520389899611,0.01666666753590107,1.6071480512619019,2.396369218826294,0.8870718549931568
14,6.553729326697066e-05,73.18220520019531,0.03670887649059296,1.1267271041870117,0.019866101443767548,-0.0007159312954172492,0.011805555783212185,1.6023318767547607,2.330684185028076,0.8695313945209737
16,0.0006622936925850809,61.931827545166016,0.03825896605849266,1.1347301006317139,0.015613858588039875,0.0028666744474321604,0.009722222574055195,1.6002285480499268,2.2978339195251465,0.8523377692593145
18,-0.0020153119694441557,61.83781051635742,0.03932779282331467,1.1504721641540527,0.02048066072165966,0.00148970156442374,0.0062500000931322575,1.5959656238555908,2.2446188926696777,0.8354841210835904
20,0.0016488389810547233,60.45305633544922,0.03942509740591049,1.1735382080078125,0.027494531124830246,0.0019477821188047528,0.0069444444961845875,1.595070242881775,2.2199206352233887,0.8189637274779153
22,0.0002758449991233647,56.58761978149414,0.039385825395584106,1.196641206741333,0.03756503388285637,0.0013738622656092048,0.0055555556900799274,1.5939514636993408,2.205958127975464,0.8027699988536554
24,-0.0011840502265840769,56.033531188964844,0.04049602895975113,1.220865249633789,0.05310974642634392,0.0003882810997311026,0.004166666883975267,1.5886539220809937,2.167163372039795,0.7868964759210001
26,0.0010205957805737853,52.88364791870117,0.0410587303340435,1.2394126653671265,0.06658570468425751,0.002854075049981475,0.004166666883975267,1.5861775875091553,2.1623482704162598,0.7713368271125066
28,0.002048460766673088,47.34804153442383,0.0404367558658123,1.2564895153045654,0.08634721487760544,0.0014382071094587445,0.0020833334419876337,1.5949428081512451,2.259303569793701,0.7560848460575893
30,0.0006012492813169956,57.07240676879883,0.04126809537410736,1.2735381126403809,0.11946265399456024,0.0025559058412909508,0.0013888889225199819,1.6144239902496338,2.494706392288208,0.7411344491069477
32,-0.0008951001800596714,51.21438980102539,0.04054558277130127,1.293089747428894,0.1640176624059677,0.0023999912664294243,0.0013888889225199819,1.6302155256271362,2.802671432495117,0.7264796729059444
34,-0.0020899754017591476,50.9654541015625,0.03993222489953041,1.3197356462478638,0.21409215033054352,0.0019194341730326414,0.0034722222480922937,1.6390798091888428,3.121596336364746,0.7121146720159665
36,0.0010876364540308714,57.05160903930664,0.04055960848927498,1.355294108390808,0.28226909041404724,0.0003640159557107836,0.004166666883975267,1.6432417631149292,3.4156060218811035,0.6980337165828195
38,0.00011595620162552223,49.70396041870117,0.03720565512776375,1.3969151973724365,0.3645763099193573,0.0014830599538981915,0.004166666883975267,1.6453038454055786,3.6666829586029053,0.6842311900512271
40,0.0014355977764353156,52.83384323120117,0.03740057349205017,1.4154363870620728,0.41419103741645813,0.002057798206806183,0.0020833334419876337,1.6459280252456665,3.786421060562134,0.6707015869245212
42,0.0003893746470566839,65.1124496459961,0.036862414330244064,1.416671633720398,0.42943984270095825,0.0010801930911839008,0.0055555556900799274,1.6461389064788818,3.843062400817871,0.6574395105686315
44,0.001801008707843721,48.269287109375,0.037118103355169296,1.4109629392623901,0.42850902676582336,0.00256967986933887,0.004861111287027597,1.6460715532302856,3.851454734802246,0.644439671059498
