episode,minibatches,minibatches_possible,first_mb_kl,policy_loss,value_loss,mean_V,std_V,std_barrier,lyap_violation_rate,lyap_in_ball_rate,lyap_mean_dV,lyap_worst_slack,lyap_v_rmse,grad_norm_control,grad_norm_aux,lr_scale,certifiable_frac,cert_violation,cert_mean_dV,cert_mean_V,cert_worst_slack,cert_in_ball_rate,cert_certifiable_frac,cert_alpha_q05,cert_alpha_q25,cert_alpha_q50,cert_alpha_used,cert_alpha_next,cert_alpha_nonpos_frac,cert_nstep,cert_n_samples,v_critic_violation,v_critic_mean,v_critic_min,v_agreement,v_critic_alpha_q05,v_critic_alpha_q25,v_critic_alpha_q50,v_critic_alpha_nonpos_frac,v_critic_violation_direct,v_critic_nonpos_direct,v_bellman_delta_mean,v_bellman_delta_std,v_bellman_delta_q95,softplus_beta,lyap_penalty,dynamics_loss,barrier_loss,approx_kl,clip_fraction,mean_std,mean_raw_log_std,mean_abs_action,alpha,critic_ev,critic_rmse_norm,xv_true_corr,xv_true_rank,xv_true_flat_frac,ood_v_min,ood_v_mean,ood_nonneg_frac,ood_monotone_frac,ood_slope_corr,ood_range
8,32,32,0.0,-0.006904126814333722,0.059495499095646665,,,,,,,,,7.645733952522278,0.0,0.22010806781340528,,0.38867293018847704,-0.19665116537362337,0.2978739715181291,0.5002396600320935,0.22281212359666824,0.7914062514901161,-0.0004177008913757163,0.006237383000552654,0.01798162702471018,0.010000000000000009,0.009500000000000008,0.06293870543595403,150.0,88.625,0.9845136348158121,1.1531553231179714,0.8349339980632067,0.7227727952413261,-0.006887095325510018,-0.0022391950915334746,0.0008454005781004525,0.4420354152098298,0.9586831163614988,0.43954368587583303,-0.0006977954404874254,0.007541008511907421,0.01531748627894558,0.10000000149011612,,,,0.004758117385790683,0.05536921590100974,0.1054422608576715,0.0002332571639840353,0.010623773749102838,0.9026289515247966,0.015729010105133057,1.0474473237991333,0.20506329834461212,0.1695292890071869,0.107421875,0.9654071927070618,1.0539754629135132,1.0,0.36328125,0.03985587880015373,0.008537017740309238
15,28,28,0.0,-0.0041372645064257085,0.03488720524390893,,,,,,,,,6.870059643472944,0.0,0.33165503053533546,,0.6538349432604653,-0.0977010540664196,0.29458548607570784,0.5722200955663409,0.004470980593136379,0.8314854971000126,-0.019532046480370418,-0.0015888277973447526,0.00495109919990812,0.009500000000000008,0.009025000000000007,0.31611880926149233,150.0,154.0,0.9861609254564557,1.2338964555944716,0.867351159453392,0.6076548429472106,-0.005989001232332417,-0.0025727043809768346,0.0007544923895953356,0.4305181141410555,0.9597156665154866,0.5087557562759945,-0.0010301369547960348,0.007600726892373392,0.015039279724338226,0.10000000149011612,,,,0.003875025439940925,0.03977455385029316,0.10554449473108564,0.0007870236503159893,0.011740651646895068,0.8206664262856596,0.5076740980148315,0.7820014953613281,0.43865594267845154,0.4157736599445343,0.0,0.8358825445175171,1.120667815208435,1.0,0.999131977558136,0.04272550716996193,0.029018383473157883
22,32,32,0.0,-0.007352079192060046,0.03140362643171102,,,,,,,,,7.1979318633675575,0.0,0.4483344242851698,,0.3381677372381091,-0.179502182174474,0.26265454292297363,0.45071479119360447,0.16055689007043839,0.8983123023062944,-0.0067149585993320215,0.005564773455262184,0.014483808539807796,0.009025000000000007,0.008573750000000007,0.11119867069646716,150.0,102.25,0.9820576347410679,1.2474523354321718,0.7256039064377546,0.6655136626213789,-0.0069144031149335206,-0.003442460612859577,-0.0008752993014695676,0.5691756419837475,0.9078981801867485,0.4799530887976289,0.0006092334997020998,0.011737281107343733,0.02398694708244875,0.10000000149011612,,,,0.002874371868529124,0.02667705834028311,0.1056897675152868,0.0015729634651506785,0.015195735031738877,0.7428132290046711,0.6549189686775208,0.5973926186561584,0.44463059306144714,0.49947115778923035,0.0908203125,0.7714138627052307,1.1907315254211426,1.0,1.0,0.02295026369392872,0.015078268013894558
24,24,24,0.0,-0.0022330793435685337,0.007666569620293255,,,,,,,,,6.960790693759918,0.0,0.5380728539861862,,0.5645680092275143,-0.15150865850349268,0.29651885479688644,0.568202710400025,0.12542317559321722,0.9240559910734495,-0.017159254872240126,0.0021397831539312997,0.006697443624337514,0.00857375000000001,0.008145062500000006,0.18987969433267912,150.0,163.83333333333334,0.987528070807457,1.1241781363884609,0.6392307256658872,0.4858377327521642,-0.005977488239295781,-0.003779483037457491,-0.0006398072167333643,0.560004989306132,0.8974287311236063,0.4608487660686175,0.0012991126574585603,0.00922071625245735,0.018818565489103396,0.10000000149011612,,,,0.004432100700796582,0.05253906255044664,0.10584674123674631,0.0024210504877070584,0.01600234373472631,0.687933242883048,0.8688187003135681,0.39414262771606445,0.4744533598423004,0.48689132928848267,0.01953125,0.6837758421897888,1.1696195602416992,1.0,0.9917534589767456,0.02024916000664234,0.017968948930501938
31,32,32,0.0,-0.0028827353453380056,0.026170233904849738,,,,,,,,,7.424028016626835,0.0,0.6586489299719996,,0.4074386740103364,-0.15652519930154085,0.2510751807130873,0.5822103791870177,0.1380264088511467,0.8723478969186544,-0.014730165712535381,0.006255431566387415,0.009215641766786575,0.008145062500000001,0.007737809375000006,0.144202527590096,150.0,116.625,0.9718714784830809,1.247636266052723,0.6406788378953934,0.7510744612663984,-0.005734259641030803,-0.00273479279348976,-0.0002076450712706901,0.5264670783653855,0.8604393601417542,0.46397324837744236,0.0004945574328303337,0.013958392824861221,0.021839304448803887,0.10000000149011612,,,,0.004582363646477461,0.05180463381111622,0.1060226964764297,0.0033701402207952924,0.013515384576749057,0.6204191368621644,0.806431770324707,0.442928671836853,0.6786379218101501,0.6460735201835632,0.0,0.6428269147872925,1.2377570867538452,1.0,0.999131977558136,0.02824060618877411,0.03391849994659424
38,32,32,0.0,-0.004703163343947381,0.020318697890616022,,,,,,,,,7.286219708621502,0.0,0.782666860436156,,0.28635907359421253,-0.18934307899326086,0.28191084414720535,0.3162671336904168,0.1598943304270506,0.8814626168459654,-0.01731377267606149,0.006815523374825716,0.014338062144815922,0.007737809375000009,0.007350918906250005,0.09525818913243711,150.0,99.125,0.993615148589015,1.3402140475809574,0.6319890096783638,0.7026114668697119,-0.0059340646548662335,-0.0033898428664542735,-0.000755615357888928,0.5662390049546957,0.8639342486858368,0.480891858227551,0.0004544876075414095,0.013972265616757795,0.028398586146067828,0.10000000149011612,,,,0.006991089841903886,0.0880411391844973,0.10624946258030832,0.004591043994878419,0.012822380202123895,0.5577443572545633,0.7316601276397705,0.5187384486198425,0.54902184009552,0.6071683168411255,0.076171875,0.6794680953025818,1.2747758626937866,1.0,1.0,0.01873420737683773,0.03162451833486557
44,32,32,0.0,-0.004307452501961961,0.022637053145444952,,,,,,,,,7.200079940259457,0.0,0.9050923113655108,,0.42722770664840937,-0.13692908152006567,0.2895382707938552,0.6643160078674555,0.14653425477445126,0.9231455828994513,-0.016509560198755935,0.002017390448600054,0.009831859730184078,0.007350918906250004,0.006983372960937505,0.1986752520315349,150.0,115.75,0.9750855583697557,1.3257869333028793,0.6205906365066767,0.6874850168824196,-0.005818580248160288,-0.00271538016750128,-0.00013302681969662444,0.5282918913289905,0.8615981079638004,0.4867381788790226,0.00034425361989232073,0.015543548099230975,0.030398452712688595,0.10000000149011612,,,,0.006478199236880755,0.0824696528725326,0.10650920448824763,0.005986294985632412,0.014080196153372526,0.5019357720325456,0.8079317808151245,0.439902663230896,0.5914561748504639,0.5726862549781799,0.068359375,0.6113123297691345,1.3238400220870972,1.0,0.9535590410232544,0.023815633729100227,0.03165607526898384
50,28,28,0.0,-0.008587185426482133,0.015792282273261144,,,,,,,,,6.589972249099186,0.0,0.9954952508001613,,0.3121577442756721,-0.2317930225815092,0.35896532237529755,0.45111355824129923,0.22098214285714285,0.9006696428571429,-0.0030734614696744495,0.005614369575466428,0.02057283158813204,0.00698337296093751,0.0066342043128906295,0.060163697360881736,150.0,104.28571428571429,0.9407268571002143,1.285035137619291,0.6258828597409385,0.6143594128744942,-0.006479225038284702,-0.0024714683157591416,-8.399860624714555e-06,0.5057367831468582,0.8486676450286593,0.48905131965875626,0.0008392420778753669,0.017198647006547878,0.0286818346939981,0.10000000149011612,,,,0.007434893245642472,0.09779575892857142,0.10676605201193265,0.0073627268928768376,0.013058360799082689,0.45621196017108595,0.8342655897140503,0.4081387221813202,0.5289378762245178,0.5303884744644165,0.171875,0.62584388256073,1.3145360946655273,1.0,0.6471354365348816,0.024119369685649872,0.03001594915986061
55,28,28,0.0,-0.007819129752793483,0.01198663713876158,,,,,,,,,7.200175625937326,0.0,0.9943883984502582,,0.23132341567959105,-0.15468066611460277,0.21624429204634257,0.20816156906741007,0.1934440221105303,0.9183292814663478,0.001193745550283763,0.0074205611433301654,0.01597173831292561,0.006634204312890633,0.006426935010194098,0.03261458055515375,150.0,122.28571428571429,0.9907267945153373,1.1677928907530648,0.6041732025997979,0.7137528998511178,-0.0058146331492545346,-0.0033949207614309023,-0.0007587184541729844,0.6012071328503745,0.8341401155505862,0.4755876894508089,0.001058403122182686,0.016948393479521786,0.028553736130041734,0.10000000149011612,,,,0.008191727604883323,0.11299282764749867,0.10700590615825993,0.00864510630656566,0.01621418329887092,0.4163808435942011,0.8364450931549072,0.4066632091999054,0.6279122829437256,0.6257479190826416,0.08984375,0.641156792640686,1.1675150394439697,1.0,0.9275173544883728,0.02223116159439087,0.028947968035936356
62,32,32,0.0,-0.012548557366244495,0.016908249934203923,,,,,,,,,6.863899402320385,0.0,0.9930200019564603,,0.12205864582210779,-0.2618964440189302,0.3172544613480568,0.09536718256640597,0.30442320369184017,0.8662635702639818,0.005002857491490431,0.012705591041594744,0.028742709197103977,0.006426935010194097,0.006314974810195504,0.0,150.0,72.375,0.9850645661354065,1.2592710703611374,0.5210701171308756,0.7299897130578756,-0.007508940470870584,-0.004492020430916455,-0.0007569361850983114,0.6083302339538932,0.8029691390693188,0.4835337148979306,0.0016468123606045992,0.02022677264176309,0.03709380188956857,0.10000000149011612,,,,0.008429708725088858,0.1083290025126189,0.10725353308953345,0.009966043726308271,0.014423738175537437,0.376258319203176,0.8513569831848145,0.3877357542514801,0.6911195516586304,0.7152507305145264,0.2255859375,0.5797015428543091,1.3108927011489868,1.0,1.0,0.008622418157756329,0.0320020392537117
