step,x_before,y_before,target_x,target_y,x_after,y_after,battery_before,battery_after,battery_delta,reward,directional_reward,battery_reward,movement_penalty,action_dx_norm,action_dy_norm
11,426.8158416176988,185.71338946075977,446.815830173607,166.89616686554493,448.7659556627793,166.8718042085171,98.40650727911824,98.26058223466364,-0.14592504445460008,-0.3497055239662306,0.0,-0.29185008890920017,0.05785543505703045,0.999999463558197,-0.940861165523529
12,448.7659556627793,166.8718042085171,468.7659442186875,148.21512314772608,467.2078492942366,160.33996880287728,98.26058223466364,98.10492836578258,-0.15565386888106048,-0.35043666897575654,0.0,-0.31130773776212095,0.03912893121363559,0.999999463558197,-0.9328340888023376
13,467.2078492942366,160.33996880287728,487.2078378501448,141.4917384409388,480.0072422653193,163.42287522442712,98.10492836578258,97.93933995630853,-0.1655884094740543,-0.35750769606469807,0.0,-0.3311768189481086,0.026330877116589487,0.999999463558197,-0.9424115419387817
14,480.0072422653193,163.42287522442712,500.0072327285761,144.7470806229867,492.41564956728416,166.05906993717892,97.93933995630853,97.7743644552254,-0.1649755010831342,-0.3553217013552932,0.0,-0.3299510021662684,0.025370699189024785,0.9999995231628418,-0.9337897300720215
15,492.41564956728416,166.05906993717892,512.4156381231924,147.19799739689572,501.72929981889973,172.08000296303425,97.7743644552254,97.6083138807462,-0.16605057447920046,-0.3542818356485153,0.0,-0.3321011489584009,0.022180686690114366,0.999999463558197,-0.943053662776947
16,501.72929981889973,172.08000296303425,521.729288374808,153.14679259010944,511.5410080258134,173.64422269376593,97.6083138807462,97.44062260728047,-0.16769127346572077,-0.3552537724903876,0.0,-0.33538254693144154,0.019871225558946062,0.999999463558197,-0.9466605186462402
17,511.5410080258134,173.64422269376593,531.5409965817216,154.77858396085577,519.3565108045239,178.97515328626102,97.44062260728047,97.27159362016312,-0.1690289871173576,-0.35697895778906885,0.0,-0.3380579742347152,0.018920983554353663,0.999999463558197,-0.943281888961792
18,519.3565108045239,178.97515328626102,539.356499360432,160.05804665784305,524.8383128089315,186.4284615289816,97.27159362016312,97.1003538315297,-0.1712397886334145,-0.3609838423942567,0.0,-0.342479577266829,0.01850426512742769,0.999999463558197,-0.9458553791046143
19,524.8383128089315,186.4284615289816,544.8383032721883,167.50589988347377,533.4288210694422,187.94177301370368,97.1003538315297,96.93007636370416,-0.17027746782554232,-0.3580005017151244,0.0,-0.34055493565108463,0.01744556606403973,0.9999995231628418,-0.9461280703544617
20,533.4288210694422,187.94177301370368,553.428811532699,169.05491884195075,538.3372326162793,190.80251869571632,96.93007636370416,96.75683998981441,-0.17323637388975044,-0.35783520697991655,0.0,-0.3464727477795009,0.011362459200415677,0.9999995231628418,-0.9443427324295044
21,538.3372326162793,190.80251869571632,558.3372211721875,171.59128555667823,542.2723031546817,194.669582303719,96.75683998981441,96.58188481230152,-0.17495517751288503,-0.3609446581012781,0.0,-0.34991035502577006,0.011034303075508069,0.999999463558197,-0.9605616927146912
22,542.2723031546817,194.669582303719,562.2722917105899,175.52217477198073,546.8694735542487,198.27293691751544,96.58188481230152,96.40853449777424,-0.17335031452728344,-0.3583827761441087,0.0,-0.3467006290545669,0.011682147089541808,0.9999994039535522,-0.957370400428772
23,546.8694735542487,198.27293691751544,566.8694621101569,179.0765009891707,550.9743297175888,201.0733521583066,96.40853449777424,96.23595195556886,-0.17258254220537594,-0.35510332764435554,0.0,-0.3451650844107519,0.00993824323360365,0.999999463558197,-0.9598217606544495
24,550.9743297175888,201.0733521583066,570.9743201808457,181.88886004710054,555.7464491408329,202.85970869983427,96.23595195556886,96.05963079764763,-0.1763211579212367,-0.362833330214588,0.0,-0.3526423158424734,0.010191014372114601,0.9999995231628418,-0.9592246413230896
25,555.7464491408329,202.85970869983427,575.746437696741,183.78432074512236,558.1446640749493,205.5605520550624,96.05963079764763,95.88287689251166,-0.17675390513596767,-0.36073165680953545,0.0,-0.35350781027193534,0.007223846537600107,0.999999463558197,-0.9537693858146667
26,558.1446640749493,205.5605520550624,578.1446526308575,186.23190825623428,561.4031799100353,207.26247686707126,95.88287689251166,95.70407553395637,-0.17880135855529034,-0.3649551244750396,0.0,-0.35760271711058067,0.007352407364458913,0.999999463558197,-0.9664322137832642
27,561.4031799100353,207.26247686707126,581.4031684659435,188.02577108704196,562.9871650694197,208.47279023110258,95.70407553395637,95.52970447189982,-0.17437106205655084,-0.3527290364142705,0.0,-0.3487421241131017,0.003986912301168806,0.9999994039535522,-0.9618353247642517
28,562.9871650694197,208.47279023110258,582.9871536253279,189.14854096352445,566.2591107053562,211.38851954292574,95.52970447189982,95.34914179601328,-0.1805626758865344,-0.3698905341817466,0.0,-0.3611253517730688,0.008765182408677796,0.999999463558197,-0.9662125110626221
29,566.2591107053562,211.38851954292574,586.2590992612644,192.0472662622861,567.3594568916002,212.68181076351107,95.34914179601328,95.17132357718855,-0.17781821882473992,-0.3590325318241604,0.0,-0.35563643764947983,0.003396094174680557,0.9999994039535522,-0.9670626521110535
30,567.3594568916002,212.68181076351107,587.3594454475084,193.2602695495218,569.1397713868287,213.02055564423276,95.17132357718855,94.98722506643547,-0.18409851075307415,-0.3718215312915597,0.0,-0.3681970215061483,0.0036245097854114257,0.9999994039535522,-0.971077024936676
31,569.1397713868287,213.02055564423276,589.1397599427369,193.60304656525327,568.6290979447944,215.6492951581008,94.98722506643547,94.80565122652183,-0.1815738399136393,-0.36850344636295596,0.0,-0.3631476798272786,0.005355766535677385,0.9999994039535522,-0.9708754420280457
32,568.6290979447944,215.6492951581008,588.6290865007026,196.1934083172805,570.7405710921531,214.16777108563724,94.80565122652183,94.62555837994675,-0.18009284657507862,-0.36534446526348274,0.0,-0.36018569315015725,0.005158772113325487,0.9999994039535522,-0.9727943539619446
33,570.7405710921531,214.16777108563724,590.7405577407127,194.7033488596851,570.4246343798516,218.56566476563282,94.62555837994675,94.44194757587434,-0.1836108040724156,-0.3760400626186548,0.0,-0.3672216081448312,0.008818454473823617,0.9999993443489075,-0.9732211232185364
34,570.4246343798516,218.56566476563282,590.4246191210625,199.0603508923418,572.8481696377727,219.6272877888156,94.44194757587434,94.26417441269385,-0.17777316318048975,-0.36083804312956735,0.0,-0.3555463263609795,0.005291716768587881,0.9999992847442627,-0.9752657413482666
35,572.8481696377727,219.6272877888156,592.8481543789836,200.0590619282199,572.0583946405092,221.45298869868256,94.26417441269385,94.08709508491505,-0.17707932777879876,-0.35813706144870094,0.0,-0.3541586555575975,0.003978405891103427,0.9999992847442627,-0.9784112572669983
36,572.0583946405092,221.45298869868256,592.0583793817201,201.96593387385346,572.5630564105968,218.60577827652568,94.08709508491505,93.9059081793846,-0.1811869055304527,-0.36815699035614663,0.0,-0.3623738110609054,0.005783179295241236,0.9999992847442627,-0.9743527770042419
37,572.5630564105968,218.60577827652568,592.5630430591564,199.0367398854124,574.3080929792525,219.09477231553925,93.9059081793846,93.72083495426476,-0.1850732251198366,-0.3737709600250849,0.0,-0.3701464502396732,0.0036245097854117484,0.9999993443489075,-0.9784519672393799
38,574.3080929792525,219.09477231553925,594.3080777204634,199.49551580003632,573.8190989402389,220.83980888419478,93.72083495426476,93.5356191799648,-0.18521577429996228,-0.37405605838533607,0.0,-0.37043154859992455,0.003624509785411506,0.9999992847442627,-0.9799628257751465
39,573.8190989402389,220.83980888419478,593.8190836814498,201.2393755345854,574.1063970468205,222.7484914953884,93.5356191799648,93.35117300075164,-0.18444617921315398,-0.37275272603176646,0.0,-0.36889235842630796,0.0038603676054584715,0.9999992251396179,-0.9800217151641846
40,574.1063970468205,222.7484914953884,594.1063817880314,203.12867185427513,575.9057305333409,222.53246649585734,93.35117300075164,93.16567250967313,-0.18550049107851407,-0.3746254919424399,0.0,-0.37100098215702815,0.0036245097854117328,0.9999992251396179,-0.9809909462928772
41,575.9057305333409,222.53246649585734,595.9057133672032,202.8709998973466,577.7479132728474,223.1086368409666,93.16567250967313,92.98094280852908,-0.1847297011440503,-0.3733197698935594,0.0,-0.3694594022881006,0.003860367605458806,0.9999991655349731,-0.9830732941627502
42,577.7479132728474,223.1086368409666,597.7478961067097,203.45741651931132,577.2589192338338,224.8536734096221,92.98094280852908,92.79515717601188,-0.18578563251719515,-0.37519577481980176,0.0,-0.3715712650343903,0.0036245097854114504,0.9999991655349731,-0.9825610518455505
43,577.2589192338338,224.8536734096221,597.2589039750447,205.1790899745635,578.7730209663335,226.4813967656873,92.79515717601188,92.61037919295357,-0.18477798305831072,-0.374002082345529,0.0,-0.36955596611662145,0.004446116228907579,0.9999992251396179,-0.9837291836738586
44,578.7730209663335,226.4813967656873,598.7730018928472,206.77979764459354,580.147437695109,225.30019125782775,92.61037919295357,92.4243081773651,-0.1860710155884675,-0.37576654096234635,0.0,-0.372142031176935,0.0036245097854113372,0.9999990463256836,-0.9850800037384033
45,580.147437695109,225.30019125782775,600.14742243632,205.59566435658263,578.9662321872495,223.92577452905203,92.4243081773651,92.238093868838,-0.18621430852709864,-0.37605312683960895,0.0,-0.3724286170541973,0.003624509785411682,0.9999992251396179,-0.9852263331413269
46,578.9662321872495,223.92577452905203,598.9662150211118,204.218218758178,577.5918154584739,225.10698003691175,92.238093868838,92.05173616166073,-0.1863577071772795,-0.37633992413997075,0.0,-0.372715414354559,0.0036245097854117315,0.9999991655349731,-0.9853777885437012
47,577.5918154584739,225.10698003691175,597.5917982923362,205.40904683989027,578.7730209663337,226.48139676568724,92.05173616166073,91.86523495032225,-0.18650121133848074,-0.3766269324623731,0.0,-0.3730024226769615,0.003624509785411634,0.9999991655349731,-0.9848966598510742
48,578.7730209663337,226.48139676568724,598.7730018928473,206.7799960088513,580.1474376951091,225.30019125782727,91.86523495032225,91.6785901295134,-0.18664482080885136,-0.37691415140311463,0.0,-0.3732896416177027,0.0036245097854118932,0.9999990463256836,-0.9850700497627258
49,580.1474376951091,225.30019125782727,600.1474205289715,205.56945547901867,578.9662321872503,223.92577452905206,91.6785901295134,91.4918015941283,-0.18678853538509088,-0.3772015805555918,0.0,-0.37357707077018176,0.0036245097854100167,0.9999991059303284,-0.9865367412567139
50,578.9662321872503,223.92577452905206,598.9662150211126,204.1979989553216,577.591815458474,225.10698003690996,91.4918015941283,91.30486923926581,-0.18693235486249193,-0.37748921951039427,0.0,-0.37386470972498387,0.0036245097854103957,0.9999991059303284,-0.9863888025283813
51,577.591815458474,225.10698003690996,597.5917982923363,205.39549131315508,578.7730209663309,226.4813967656869,91.30486923926581,91.11779296023083,-0.18707627903498292,-0.37777706785537596,0.0,-0.37415255806996583,0.003624509785410127,0.9999991059303284,-0.9855744242668152
52,578.7730209663309,226.4813967656869,598.772999985496,206.7549506139535,580.1474376951088,225.30019125783107,91.11779296023083,90.93057265253583,-0.1872203076950001,-0.3780651251754103,0.0,-0.3744406153900002,0.0036245097854101047,0.9999989867210388,-0.986322283744812
53,580.1474376951088,225.30019125783107,600.1474205289711,205.6151402934756,578.9662321872538,223.92577452905246,90.93057265253583,90.74320821190224,-0.18736444063358704,-0.3783533910525842,0.0,-0.3747288812671741,0.003624509785410151,0.9999991655349731,-0.9842525720596313
54,578.9662321872538,223.92577452905246,598.9662150211161,204.17508788354465,577.5918154584746,225.10698003690723,90.74320821190224,90.55569953426182,-0.18750867764042312,-0.378641865066257,0.0,-0.37501735528084623,0.0036245097854108034,0.9999991059303284,-0.9875343441963196
55,577.5918154584746,225.10698003690723,597.5917982923369,205.3954531661797,578.7730209663305,226.48139676568692,90.55569953426182,90.3680465157581,-0.18765301850372396,-0.37893054679286087,0.0,-0.3753060370074479,0.0036245097854129753,0.9999991059303284,-0.985576331615448
56,578.7730209663305,226.48139676568692,598.7729999854955,206.74480351922696,580.1474376951091,225.3001912578296,90.3680465157581,90.18024905274783,-0.1877974630102699,-0.3792194358059531,0.0,-0.3755949260205398,0.003624509785413275,0.9999989867210388,-0.9868296980857849
57,580.1474376951091,225.3001912578296,600.1474205289715,205.56825003468506,578.9662321872506,223.9257745290521,90.18024905274783,89.99230704180233,-0.18794201094549123,-0.37950853167639553,0.0,-0.37588402189098247,0.003624509785413064,0.9999991655349731,-0.9865970611572266
58,578.9662321872506,223.9257745290521,598.9662150211129,204.23385329492123,577.5918154584745,225.10698003691203,89.99230704180233,89.80422037970902,-0.18808666209331193,-0.37979783397203676,0.0,-0.37617332418662386,0.0036245097854128907,0.9999991655349731,-0.9845960140228271
59,577.5918154584745,225.10698003691203,597.5917982923368,205.3615939132548,578.7730209663349,226.48139676568738,89.80422037970902,89.61598896347273,-0.1882314162362917,-0.3800873422579957,0.0,-0.3764628324725834,0.003624509785412307,0.9999991059303284,-0.9872692823410034
60,578.7730209663349,226.48139676568738,598.7729999855,206.73259076593152,580.1474376951095,225.3001912578249,89.61598896347273,89.42761269031716,-0.18837627315556915,-0.3803770560965521,0.0,-0.3767525463111383,0.0036245097854137737,0.9999989867210388,-0.9874403476715088
61,580.1474376951095,225.3001912578249,600.1474205289718,205.5558122142458,578.9662321872461,223.92577452905172,89.42761269031716,89.23909145768636,-0.188521232630805,-0.3806669750470229,0.0,-0.37704246526161,0.0036245097854128838,0.9999991059303284,-0.9872189164161682
62,578.9662321872461,223.92577452905172,598.9662112064111,204.18866439111227,577.5918154584741,225.10698003691687,89.23909145768636,89.05042516324606,-0.1886662944402957,-0.3809570986660047,0.0,-0.3773325888805914,0.00362450978541329,0.9999989867210388,-0.9868555068969727
63,577.5918154584741,225.10698003691687,597.5917982923364,205.40146322173132,578.7730209663401,226.4813967656879,89.05042516324606,88.86161370488517,-0.1888114583608882,-0.3812474265071894,0.0,-0.3776229167217764,0.003624509785413017,0.9999991059303284,-0.9852758049964905
64,578.7730209663401,226.4813967656879,598.7730038002024,206.76646146295352,580.1474376951098,225.30019125782013,88.86161370488517,88.6726569807172,-0.18895672416796572,-0.38153795812134467,0.0,-0.37791344833593143,0.0036245097854132498,0.9999991655349731,-0.9857467412948608
65,580.1474376951098,225.30019125782013,600.1474186216235,205.5710919841385,578.9662321872437,223.92577452905198,88.6726569807172,88.48355488908165,-0.18910209163556146,-0.3818286930565317,0.0,-0.37820418327112293,0.00362450978540881,0.9999990463256836,-0.986454963684082
66,578.9662321872437,223.92577452905198,598.9662169284546,204.20682425744553,577.5918154584739,225.10698003691456,88.48355488908165,88.29430732854544,-0.1892475605362023,-0.38211963085781125,0.0,-0.3784951210724046,0.0036245097854066795,0.9999992251396179,-0.9859474897384644
67,577.5918154584739,225.10698003691456,597.5917982923362,205.40893049162648,578.7730209663331,226.48139676568732,88.29430732854544,88.10491419790438,-0.189393130641065,-0.38241077106753674,0.0,-0.37878626128213,0.003624509785406754,0.9999991059303284,-0.9849024415016174
68,578.7730209663331,226.48139676568732,598.7730038001954,206.78996381280646,580.147437695109,225.30019125783159,88.10491419790438,87.91537539618461,-0.18953880171976323,-0.3827021132249335,0.0,-0.37907760343952646,0.003624509785407062,0.9999991655349731,-0.984571635723114
69,580.147437695109,225.30019125783159,600.1474205289713,205.5644982799263,578.9662321872564,223.925774529053,87.91537539618461,87.72569082264394,-0.18968457354067425,-0.3829936568667555,0.0,-0.3793691470813485,0.003624509785406996,0.9999991655349731,-0.9867846369743347
70,578.9662321872564,223.925774529053,598.9662169284674,204.22912879235867,577.5918154584749,225.106980036902,87.72569082264394,87.53586037677339,-0.1898304458705553,-0.38328540152651736,0.0,-0.3796608917411106,0.0036245097854067307,0.9999992251396179,-0.9848322868347168
71,577.5918154584749,225.106980036902,597.5917982923372,205.40120763699966,578.7730209663205,226.4813967656864,87.53586037677339,87.34588395829851,-0.18997641847487046,-0.38357734673514754,0.0,-0.3799528369497409,0.003624509785406645,0.9999991655349731,-0.9852886199951172
72,578.7730209663205,226.4813967656864,598.7730038001828,206.7783060979618,580.1474376951079,225.30019125784426,87.34588395829851,87.15576146718098,-0.19012249111753476,-0.3838694920204763,0.0,-0.38024498223506953,0.003624509785406769,0.9999991655349731,-0.9851545095443726
73,580.1474376951079,225.30019125784426,600.1474205289702,205.58109793509036,578.9662321872692,223.925774529054,87.15576146718098,86.96549280361981,-0.19026866356117011,-0.38416183690774686,0.0,-0.38053732712234023,0.003624509785406634,0.9999991655349731,-0.9859546422958374
74,578.9662321872692,223.925774529054,598.9662150211315,204.22603698022587,577.5918154584759,225.10698003688933,86.96549280361981,86.775077868053,-0.19041493556680678,-0.38445438091902023,0.0,-0.38082987113361355,0.0036245097854066717,0.9999991655349731,-0.9849869012832642
75,577.5918154584759,225.10698003688933,597.5918001996869,205.47984952846647,578.7730209663083,226.48139676568545,86.775077868053,86.58451656115881,-0.19056130689419604,-0.3847471235737993,0.0,-0.3811226137883921,0.003624509785407215,0.9999992251396179,-0.9813565611839294
76,578.7730209663083,226.48139676568545,598.7730038001706,206.80211553094423,580.1474376951073,225.30019125785694,86.58451656115881,86.39380878385731,-0.19070777730149757,-0.3850400643884017,0.0,-0.38141555460299514,0.0036245097854065737,0.9999991059303284,-0.9839640259742737
77,580.1474376951073,225.30019125785694,600.1474224363183,205.66990790214405,578.9662321872821,223.92577452905496,86.39380878385731,86.20295443731172,-0.19085434654559208,-0.3853332028765909,0.0,-0.38170869309118416,0.0036245097854067593,0.9999992251396179,-0.9815142154693604
78,578.9662321872821,223.92577452905496,598.966216928493,204.26494498498758,577.5918154584767,225.1069800368767,86.20295443731172,86.01195342292992,-0.19100101438179706,-0.38562653854900153,0.0,-0.3820020287635941,0.0036245097854074124,0.9999992251396179,-0.9830414652824402
79,577.5918154584767,225.1069800368767,597.591798292339,205.39901990809253,578.7730209662953,226.48139676568456,86.01195342292992,85.82080564236581,-0.19114778056410842,-0.3859200709136239,0.0,-0.38229556112821683,0.0036245097854070876,0.9999991655349731,-0.98539799451828
80,578.7730209662953,226.48139676568456,598.7730038001577,206.81325444695898,580.1474376951065,225.30019125786959,85.82080564236581,85.62951099752084,-0.19129464484497305,-0.3862137994753535,0.0,-0.3825892896899461,0.0036245097854073894,0.9999991655349731,-0.9834071397781372
81,580.1474376951065,225.30019125786959,600.1474224363175,205.6370938762778,578.9662321872947,223.9257745290559,85.62951099752084,85.43806939054532,-0.19144160697551627,-0.38650772373643955,0.0,-0.38288321395103253,0.0036245097854070334,0.9999992251396179,-0.9831548929214478
82,578.9662321872947,223.9257745290559,598.966215021157,204.2462968374055,577.5918154584781,225.10698003686397,85.43806939054532,85.24648072384,-0.1915886667053286,-0.38680184319606387,0.0,-0.3831773334106572,0.0036245097854066635,0.9999991655349731,-0.9839739203453064
83,577.5918154584781,225.10698003686397,597.591800199689,205.41768140710323,578.7730209662822,226.48139676568348,85.24648072384,85.05474490005734,-0.19173582378265053,-0.38709615735070685,0.0,-0.38347164756530105,0.0036245097854057935,0.9999992251396179,-0.9844649434089661
84,578.7730209662822,226.48139676568348,598.7730038001445,206.81821164605458,580.1474376951052,225.30019125788218,85.05474490005734,84.86286182210311,-0.19188307795423043,-0.3873906656938684,0.0,-0.38376615590846086,0.0036245097854075018,0.9999991655349731,-0.9831592440605164
85,580.1474376951052,225.30019125788218,600.1474224363161,205.62745604364878,578.966232187307,223.92577452905675,84.86286182210311,84.67083139313769,-0.192030428965424,-0.38768536771625506,0.0,-0.384060857930848,0.0036245097854070538,0.9999992251396179,-0.983636736869812
86,578.966232187307,223.92577452905675,598.9662150211693,204.25236983545324,577.5918154584789,225.10698003685127,84.67083139313769,84.47865351657761,-0.19217787656008056,-0.38798026290556753,0.0,-0.3843557531201611,0.0036245097854064067,0.9999991655349731,-0.9836702346801758
87,577.5918154584789,225.10698003685127,597.5918001996898,205.44388074791084,578.7730209662703,226.48139676568246,84.47865351657761,84.28632809609688,-0.19232542048072787,-0.3882753507468628,0.0,-0.38465084096145574,0.003624509785407062,0.9999992251396179,-0.9831549525260925
88,578.7730209662703,226.48139676568246,598.7730038001326,206.78159055230356,580.1474376951044,225.30019125789454,84.28632809609688,84.09385503562852,-0.19247306046835888,-0.38857063072212455,0.0,-0.38494612093671776,0.0036245097854067784,0.9999991655349731,-0.9849902987480164
89,580.1474376951044,225.30019125789454,600.1474224363153,205.61189017146876,578.9662321873197,223.92577452905763,84.09385503562852,83.90123423936589,-0.19262079626263073,-0.3888661023106683,0.0,-0.38524159252526147,0.0036245097854068348,0.9999992251396179,-0.9844150543212891
90,578.9662321873197,223.92577452905763,598.9662169285307,204.27347655542482,577.5918154584799,225.1069800368387,83.90123423936589,83.70846561176424,-0.1927686276016516,-0.3891617649887098,0.0,-0.3855372552033032,0.0036245097854066435,0.9999992847442627,-0.9826148748397827
91,577.5918154584799,225.1069800368387,597.5918021070395,205.46678609762972,578.7730209662574,226.48139676568155,83.70846561176424,83.51554905754203,-0.192916554222208,-0.3894576182298225,0.0,-0.385833108444416,0.0036245097854065086,0.9999993443489075,-0.9820097088813782
92,578.7730209662574,226.48139676568155,598.7730057074683,206.82256040093546,580.1474376951035,225.30019125790722,83.51554905754203,83.32248448168245,-0.19306457585958015,-0.38975366150456764,0.0,-0.3861291517191603,0.003624509785407347,0.9999992251396179,-0.9829418659210205
93,580.1474376951035,225.30019125790722,600.1474224363144,205.6105912670625,578.9662321873325,223.92577452905857,83.32248448168245,83.12927178943478,-0.1932126922476698,-0.39004989428074643,0.0,-0.3864253844953396,0.003624509785406855,0.9999992251396179,-0.9844800233840942
94,578.9662321873325,223.92577452905857,598.9662150211948,204.22174163110935,577.5918154584809,225.10698003682603,83.12927178943478,85.05979637988534,1.9305245904505597,3.887924849416955,0.03050017830124213,3.8610491809011194,0.0036245097854066583,0.9999991655349731,-0.9852015972137451
95,577.5918154584809,225.10698003682603,597.5918001996919,205.45188207540025,578.7730209662448,226.48139676568053,85.05979637988534,86.2917815176861,1.2319851378007627,2.49107391292137,0.030728147105250982,2.4639702756015254,0.0036245097854063994,0.9999992847442627,-0.9827548861503601
96,578.7730209662448,226.48139676568053,598.7730038001071,206.7847338628485,580.1474376951024,225.30019125791998,86.2917815176861,87.41772528701516,1.125943769329055,2.279338100653707,0.031075071781003855,2.25188753865811,0.003624509785406967,0.9999991655349731,-0.9848331212997437
97,580.1474376951024,225.30019125791998,600.1474224363134,205.65673575254888,578.9662321873452,223.92577452905962,87.41772528701516,88.646302209676,1.2285769226608352,2.4845125641289676,0.030983228592703943,2.4571538453216704,0.003624509785406684,0.9999992251396179,-0.9821727871894836
98,578.9662321873452,223.92577452905962,598.9662169285562,204.29500289209673,577.5918154584818,225.1069800368135,88.646302209676,90.67240806610948,2.026105856433489,4.080123310179414,0.0315361070978435,4.052211712866978,0.003624509785406882,0.9999992251396179,-0.9815385341644287
99,577.5918154584818,225.1069800368135,597.5918001996928,205.47023649128127,578.7730209662323,226.4813967656797,90.67240806610948,91.52259352881774,0.8501854627082537,1.7280852071942694,0.03133879156316872,1.7003709254165074,0.0036245097854066734,0.9999992251396179,-0.9818372130393982
100,578.7730209662323,226.4813967656797,598.7730057074432,206.88687810418068,580.1474376951008,225.3001912579327,91.52259352881774,92.30885416014402,0.7862606313262859,1.6003249231879495,0.031428170320783516,1.5725212626525717,0.003624509785405848,0.9999992847442627,-0.9797259569168091
101,580.1474376951008,225.3001912579327,600.1474224363118,205.6816075787335,578.9662321873575,223.92577452906067,92.30885416014402,93.47642796812644,1.1675738079824214,2.3633057377679796,0.031782631588542935,2.3351476159648428,0.003624509785406322,0.9999992847442627,-0.9809291958808899
102,578.9662321873575,223.92577452906067,598.9662169285684,204.3293466115802,577.5918154584826,225.10698003680093,93.47642796812644,94.9562449748707,1.4798170067442555,2.9883007918401923,0.032291288137087704,2.959634013488511,0.0036245097854065516,0.9999992847442627,-0.9798214435577393
103,577.5918154584826,225.10698003680093,597.5918021070422,205.4969584456144,578.7730209662195,226.4813967656788,94.9562449748707,95.91954857544287,0.9633036005721749,1.9554256557963756,0.03244296443743235,1.9266072011443498,0.0036245097854067125,0.9999993443489075,-0.9805010557174683
104,578.7730209662195,226.4813967656788,598.7730057074305,206.88942822930184,580.1474376951002,225.3001912579455,95.91954857544287,96.2525851194898,0.3330365440469194,0.6951525205958016,0.03270394228736905,0.6660730880938388,0.0036245097854062693,0.9999992847442627,-0.9795984029769897
105,580.1474376951002,225.3001912579455,600.1474224363111,205.75123343323847,578.9662321873702,223.9257745290617,96.2525851194898,97.03438225944814,0.7817971399583428,1.5931447775847907,0.03317500745351172,1.5635942799166855,0.0036245097854066826,0.9999992847442627,-0.9774479269981384
106,578.9662321873702,223.9257745290617,598.9662169285812,204.29709906824627,577.5918154584837,225.10698003678831,97.03438225944814,97.78535496029932,0.7509727008511788,1.5317699997335703,0.03344910781661926,1.5019454017023577,0.00362450978540653,0.9999992251396179,-0.9814337491989136
107,577.5918154584837,225.10698003678831,597.5918001996946,205.61990995317015,578.7730209662068,226.48139676567794,97.78535496029932,98.35112741290241,0.5657724526030989,1.1610677934549036,0.033147398034112485,1.1315449052061979,0.003624509785406628,0.9999992847442627,-0.9743534922599792
