episode,policy_loss,value_loss,lyap_penalty,dynamics_loss,barrier_loss,approx_kl,clip_fraction,mean_std,mean_raw_log_std,alpha
2,0.07174275070428848,427.6129455566406,0.03314542770385742,1.0314935445785522,0.3543981909751892,0.1457880437374115,0.543749988079071,0.472366601228714,0.0,0.9802265618354915
4,0.03927605599164963,431.66534423828125,0.027377348393201828,1.2723333835601807,0.7891923189163208,0.050110891461372375,0.3743055760860443,0.47254377603530884,0.00029999332036823034,0.9608441125278288
6,0.02655049040913582,433.5477600097656,0.026619546115398407,1.3234426975250244,0.6575241088867188,0.034493230283260345,0.3604166805744171,0.47272050380706787,0.0005991871003061533,0.9418449208830277
8,0.02333054691553116,405.6033630371094,0.02601146139204502,1.3264107704162598,0.6708025932312012,0.03291160240769386,0.3361111283302307,0.472892701625824,0.0008904419955797493,0.9232214085793908
10,0.02032330259680748,494.21771240234375,0.027610434219241142,1.2934209108352661,0.6567076444625854,0.04227852821350098,0.31388890743255615,0.47306519746780396,0.0011823831591755152,0.9049661471446958
12,0.027828622609376907,530.0973510742188,0.027634870260953903,1.3204869031906128,0.572318434715271,0.03427867963910103,0.3131944537162781,0.47324007749557495,0.0014780599158257246,0.8870718549931568
14,0.014909712597727776,411.5838623046875,0.029327359050512314,1.3320914506912231,0.5814878940582275,0.03182581439614296,0.2819444537162781,0.47341668605804443,0.0017764512449502945,0.8695313945209737
16,0.01379416510462761,417.64739990234375,0.029428940266370773,1.3503165245056152,0.5866942405700684,0.022144416347146034,0.2506944537162781,0.4735942482948303,0.002076520351693034,0.8523377692593145
18,0.00661504827439785,379.9979553222656,0.02869330532848835,1.3574570417404175,0.6044176816940308,0.023825444281101227,0.23750001192092896,0.4737718999385834,0.0023765971418470144,0.8354841210835904
20,0.011654356494545937,365.533935546875,0.030032075941562653,1.3665815591812134,0.6060501337051392,0.01958834007382393,0.22361111640930176,0.47395139932632446,0.0026796325109899044,0.8189637274779153
22,0.013131152838468552,428.71685791015625,0.03152663633227348,1.3810110092163086,0.6123794317245483,0.029405001550912857,0.22291667759418488,0.4741305708885193,0.002981851575896144,0.8027699988536554
24,0.008465626277029514,356.3148498535156,0.03135691210627556,1.399329662322998,0.6272120475769043,0.021145381033420563,0.20763888955116272,0.47430938482284546,0.0032835279125720263,0.7868964759210001
