episode,avg_reward,best_avg_reward,reward_above_threshold,avg_lyap,avg_barrier,avg_std,avg_abs_action,avg_mean_V,avg_std_V,avg_std_barrier,avg_lyap_violation,avg_lyap_mean_dV,avg_lyap_in_ball,lyap_stable,lyap_collapsed,barrier_collapsed,exploration_cleared,reward_trend_per_window,reward_trend_t,plateau_streak,plateaued,stable,checks_since_best
300,228.04243095874625,228.04243095874625,True,0.011501803911764117,0.036297158553959825,0.10978030116179043,0.03611439493418272,0.23734828161282673,0.23813879957925232,0.13392531635121457,0.4333499642695108,-0.0011271045829640322,0.4928600030759025,False,False,False,True,138.72901776605133,4.426550799039128,0,False,False,0
302,234.3455410782647,234.3455410782647,True,0.01132774601319975,0.03862336557210674,0.10977076093651475,0.03571542715690735,0.23866834419055122,0.23986040908725018,0.13531559528043818,0.4312336551631608,-0.001131550547607544,0.49678903960046317,False,False,False,True,128.87876726046423,4.147893429210166,0,False,False,0
304,236.5430074616535,236.5430074616535,True,0.010987084247735477,0.038314681595730926,0.10976035837379712,0.03538049117621359,0.23825873334167738,0.24291601841530158,0.1372268951268837,0.42925370400623664,-0.0011389062771232858,0.4967581150964612,False,False,False,True,134.4221118631078,4.327949218702319,0,False,False,0
308,225.0427134157028,236.5430074616535,True,0.011165182908584868,0.039226149944662454,0.10975125270437389,0.034878584947474006,0.24226234190993842,0.2462316504250916,0.13742770660328602,0.4350639358902025,-0.0010743289583854411,0.49320738042394324,False,False,False,True,113.89375616829169,3.614238537789809,0,False,False,1
310,223.57597400957803,236.5430074616535,True,0.011241378651752641,0.03630198320264869,0.109742963638541,0.034611149018977785,0.24385358097238674,0.24809957918459696,0.1372450647934798,0.43787105339209714,-0.0010729266294231556,0.4947129142781099,False,False,False,True,111.90876714921792,3.5732835315575078,0,False,False,2
312,221.99859285766527,236.5430074616535,True,0.011340156527483717,0.038256826741151544,0.10973320461972244,0.03477988582573802,0.24043704093330437,0.24547857662721997,0.13479217053982354,0.43640769764721865,-0.0010689753964178979,0.4973512606074412,False,False,False,True,118.7698405064737,3.804820064613365,0,False,False,3
314,224.19210410632874,236.5430074616535,True,0.011121883928324909,0.038975617802232534,0.10972423256847945,0.03492724759973557,0.23644270947099555,0.2413373330489747,0.1341717018028869,0.43580862843682844,-0.0010565735125976708,0.5014007399479548,False,False,False,True,119.86384339159878,3.8608894074749487,0,False,False,4
316,225.6529013284099,236.5430074616535,True,0.010984778860288246,0.038335744862441005,0.1097165284973998,0.03483093440225939,0.2335565829701307,0.2385136019320242,0.13472448803765313,0.4312437917534558,-0.0010748108469681675,0.5056211176017918,False,False,False,True,128.06495167163544,4.129791980308656,0,False,False,5
318,225.76360145532624,236.5430074616535,True,0.010827823578045587,0.03874116117413718,0.10971078234576873,0.03420533389943312,0.22938992831752522,0.2379182022257102,0.1335099927674506,0.42629822332352874,-0.0011279431054827145,0.5119534872472284,False,False,False,True,128.09176621354163,4.16154926884431,0,False,False,6
320,227.34141647783179,236.5430074616535,True,0.010713232485281807,0.038119297527471584,0.10970566876395235,0.03424014878618191,0.2249676882651531,0.23611915439426429,0.13321161621531089,0.4231756983443149,-0.0011635995533330811,0.5220185914387304,False,False,False,True,129.10826594854336,4.221450408292079,0,False,False,7
322,233.6344016285978,236.5430074616535,True,0.010561112164185267,0.03715244930788194,0.10969960122842282,0.03454423577373197,0.22127959691505467,0.23445049054358927,0.13432852620229363,0.4219906514628777,-0.0011713654066910287,0.5262438518305619,False,False,False,True,128.0586161335274,4.2145670295861075,0,False,False,8
324,234.87001259464273,236.5430074616535,True,0.01040374520809911,0.03552692949999167,0.10969461788689452,0.035292559164199266,0.2216336880965779,0.23393735414636985,0.1334727808167892,0.4246840178256944,-0.0011616711929675495,0.5266133179267247,False,False,False,True,122.4188933483245,4.052997417384108,0,False,False,9
326,236.33952249932818,236.5430074616535,True,0.01023592799895033,0.03441347201310452,0.10968980276291924,0.03604888708463737,0.21869219502744577,0.23276461630704853,0.1338233977201439,0.42640362480389216,-0.001160881436153648,0.5274303750445445,False,False,False,True,128.2234763760564,4.253477571792039,0,False,False,10
328,237.59999683877214,237.59999683877214,True,0.010019608437557639,0.0362280190584161,0.10968512581616996,0.03591504081906306,0.21286561490657432,0.23090980119027554,0.13291352285249602,0.42096585630483574,-0.001211899907043733,0.5358417795350154,False,False,False,True,134.2472974898208,4.460145885623829,0,False,False,0
