episode,minibatches,minibatches_possible,first_mb_kl,policy_loss,value_loss,mean_V,std_V,std_barrier,lyap_violation_rate,lyap_in_ball_rate,lyap_mean_dV,lyap_worst_slack,lyap_v_rmse,lyap_penalty,dynamics_loss,barrier_loss,approx_kl,clip_fraction,mean_std,mean_raw_log_std,mean_abs_action,alpha
2,2,24,0.0,0.04301698599010706,16.595913887023926,,,,,,,,,,,,0.14571440068539232,0.44140625,0.6068033874034882,,0.48851679265499115,0.9697653591082493
4,24,24,0.0,-0.006172873661853373,18.21436134974162,,,,,,,,,,,,0.017717029588917892,0.20061849088718495,0.6091609274347624,,0.5848140517870585,0.9404448517263514
6,18,24,0.0,-4.558668782313665e-05,8.125600258509317,,,,,,,,,,,,0.02072995827378084,0.21362847338120142,0.612827416923311,,0.5771500468254089,0.9120108393559099
8,24,24,0.0,-0.005106515639151136,8.399711668491364,,,,,,,,,,,,0.023937762210456032,0.24568142493565878,0.6158383836348852,,0.6061464895804723,0.8844365191385997
10,24,24,0.0,-0.005754284715900819,7.730735540390015,,,,,,,,,,,,0.01622008079236063,0.19456380295256773,0.6184515034159025,,0.625884011387825,0.8576958985908939
12,24,24,0.0,-0.006323057842867759,11.16622014840444,,,,,,,,,,,,0.016155606620789815,0.19296874975164732,0.6220445384581884,,0.6295760497450829,0.8317637711026707
14,24,24,0.0,-0.00785191267884026,10.74059142669042,,,,,,,,,,,,0.01584119867766276,0.15618489620586237,0.6254546816150347,,0.6805500537157059,0.8066156921766136
16,24,24,0.0,-0.01541336540443202,10.075484295686087,,,,,,,,,,,,0.010018626063053185,0.11647135484963655,0.6288217430313429,,0.704642524321874,0.7822279563860023
18,24,24,0.0,-0.016257336557221908,10.42618461449941,,,,,,,,,,,,0.0069439062984505045,0.0790690107581516,0.6322140942017237,,0.7198535948991776,0.7585775750291838
20,24,24,0.0,-0.00787438863577942,7.108137160539627,,,,,,,,,,,,0.006065859488444403,0.06621093768626451,0.6358062600096067,,0.7385343412558237,0.7356422544596414
22,24,24,0.0,0.001879731270795067,9.477018256982168,,,,,,,,,,,,0.0059523752036814885,0.06507161500242849,0.6401150350769361,,0.7380659580230713,0.713400375071256
24,24,24,0.0,-0.01092373071393619,9.000528256098429,,,,,,,,,,,,0.004410986643051729,0.05123697966337204,0.6434447591503462,,0.7425281231602033,0.6918309709189363
26,24,24,0.0,-0.010646068607456982,16.07844279209773,,,,,,,,,,,,0.007923974432439232,0.08372395842646559,0.6468935161828995,,0.7441988661885262,0.670913709955411
28,24,24,0.0,-0.005761061445809901,7.274860868851344,,,,,,,,,,,,0.006045377619254093,0.06751302086437742,0.6509837930401167,,0.7200289443135262,0.6506288748655572
30,24,24,0.0,-0.001169396098703146,15.855584601561228,,,,,,,,,,,,0.010269121722861504,0.11376953140522043,0.6555614893635114,,0.7172259440024694,0.6309573444801937
32,24,24,0.0,-0.016473609779495746,8.420190234978994,,,,,,,,,,,,0.009778996735500792,0.09973958383003871,0.6604890500505766,,0.719677651921908,0.6118805757518223
34,24,24,0.0,-0.013445801683701575,10.401297946770987,,,,,,,,,,,,0.007500704048046221,0.08300781281044085,0.6664657418926557,,0.7339509824911753,0.5933805862753282
36,24,24,0.0,-0.012904269038699567,18.766455054283142,,,,,,,,,,,,0.0036811650982902697,0.04199218765522043,0.6713800554474195,,0.7506465762853622,0.5754399373371567
38,24,24,0.0,-0.018547603346329804,10.621139883995056,,,,,,,,,,,,0.00798939539041991,0.08056640671566129,0.6755055437485377,,0.7187879756093025,0.5580417174769964
40,24,24,0.0,-0.0016731834815194209,8.683635751406351,,,,,,,,,,,,0.004013801032366852,0.04427083348855376,0.68099461744229,,0.7315383329987526,0.5411695265464634
42,24,24,0.0,-0.010473860786684478,14.718397359053293,,,,,,,,,,,,0.007239501079311594,0.07753906274835269,0.6861901978651682,,0.7220093011856079,0.5248074602497722
44,24,24,0.0,-0.010325758019462228,20.324915766716003,,,,,,,,,,,,0.008501648408127949,0.07535807322710752,0.6905971691012383,,0.7401311993598938,0.508940095151809
46,24,24,0.0,-0.01175595416376988,12.468173185984293,,,,,,,,,,,,0.004058257948296766,0.05094401064949731,0.694420059521993,,0.7456320772568384,0.4935524741394807
48,24,24,0.0,-0.008556759605805079,9.453682482242584,,,,,,,,,,,,0.002275090852587406,0.028125000031044085,0.6992162068684896,,0.7552572836478552,0.4786300923226386
50,24,24,0.0,-0.016879895973640185,10.519524216651917,,,,,,,,,,,,0.004386536476279919,0.04973958327900618,0.7043637111783028,,0.7409957846005758,0.46415888336127803
52,24,24,0.0,-0.009447109652683139,11.641346653302511,,,,,,,,,,,,0.003399017126260636,0.04088541667442769,0.7093236247698466,,0.7449770420789719,0.45012520620613355
54,24,24,0.0,-0.0149184426991269,17.284373501936596,,,,,,,,,,,,0.006215948999548952,0.06621093753104408,0.713711271683375,,0.719721349577109,0.43651583224016605
56,24,24,0.0,-0.015309941760885218,11.61748456954956,,,,,,,,,,,,0.005612669289500142,0.06712239623690645,0.717935045560201,,0.7228308320045471,0.4233179328088211
58,24,24,0.0,-0.011592093079040447,11.543788890043894,,,,,,,,,,,,0.0036810055704942593,0.042968749961194895,0.7230816533168157,,0.7497072046001753,0.4105190671273078
60,24,24,0.0,-0.014483914865801731,12.240293244520823,,,,,,,,,,,,0.00475766698946245,0.05458984415357312,0.7274745479226112,,0.733720396955808,0.39810717055349726
62,24,24,0.0,-0.02170264532711978,12.42121253410975,,,,,,,,,,,,0.0076601652447910356,0.07376302095750968,0.7318899010618528,,0.7154159968098005,0.3860705432153814
64,24,24,0.0,-0.015278512611985207,14.461902817090353,,,,,,,,,,,,0.006990350055275485,0.07623697925979893,0.7371053298314413,,0.7232683996359507,0.37439783898238116
66,24,24,0.0,-0.02160853228997439,9.444084266821543,,,,,,,,,,,,0.007941141889508193,0.07646484393626451,0.7420133228103319,,0.73225437104702,0.3630780547701012
68,24,24,0.0,-0.016016882106972236,22.344305157661438,,,,,,,,,,,,0.010178081807680428,0.09664713529249032,0.74619888762633,,0.73139289021492,0.35210052016845217
