step,x_before,y_before,target_x,target_y,x_after,y_after,battery_before,battery_after,battery_delta,reward,directional_reward,battery_reward,movement_penalty,action_dx_norm,action_dy_norm
0,375.30635343654126,246.9485168512882,355.30635343654126,226.9485168512882,354.12804655824044,226.40489236811277,100.0,99.85735572847301,-0.14264427152699,-0.30995764778492746,0.03434144311050907,-0.28528854305398,0.05901054784145656,-1.0,-1.0
1,354.12804655824044,226.40489236811277,334.12804655824044,206.40489236811277,333.54672466166505,205.1570752042112,99.85735572847301,100.0,0.14264427152699,0.2647163451948308,0.038590646739164125,0.28528854305398,0.059162844598313356,-1.0,-1.0
2,333.54672466166505,205.1570752042112,313.54672466166505,185.1570752042112,312.9044931848486,183.95504836168098,100.0,99.85659864465804,-0.14340135534196463,-0.31059051969747914,0.035394203881377685,-0.28680271068392926,0.05918201289492758,-1.0,-1.0
3,312.9044931848486,183.95504836168098,292.9044931848486,163.95504836168098,295.062346642502,173.14597557995404,99.85659864465804,100.0,0.14340135534196463,0.27615790513359206,0.03107704712373471,0.28680271068392926,0.04172185267407193,-1.0,-1.0
4,295.062346642502,173.14597557995404,275.062346642502,153.14597557995404,287.15579357313663,175.2499453716622,100.0,99.83077021803331,-0.16922978196669192,-0.3267460115534448,0.028076959155193617,-0.33845956393338383,0.016363406775254528,-1.0,-1.0
5,287.15579357313663,175.2499453716622,267.15579357313663,155.2499453716622,282.2197464406466,182.88279315918786,99.83077021803331,99.95244732690384,0.12167710887052863,0.2524576815040766,0.027283114655343818,0.24335421774105725,0.018179650892324484,-1.0,-1.0
6,282.2197464406466,182.88279315918786,262.2197464406466,162.88279315918786,273.73787843066776,184.74153994022083,99.95244732690384,99.78501311719458,-0.16743420970925627,-0.3244568548331579,0.02777785659426692,-0.33486841941851253,0.01736629200891228,-1.0,-1.0
7,273.73787843066776,184.74153994022083,253.73787843066776,164.74153994022083,269.1575289186883,187.79225970460794,99.78501311719458,100.0,0.21498688280541955,0.4482144885343943,0.02924735596599148,0.4299737656108391,0.011006633042436325,-1.0,-1.0
8,269.1575289186883,187.79225970460794,249.15752891868829,167.79225970460794,264.1658892176924,191.01987792001924,100.0,99.82771439801942,-0.17228560198057608,-0.32936366243901677,0.027096021029458933,-0.34457120396115215,0.011888479507323598,-1.0,-1.0
9,264.1658892176924,191.01987792001924,244.16588921769238,171.01987792001924,259.1334263474369,194.22332638783175,99.82771439801942,99.87899441928597,0.051280021266549625,0.11547198376066793,0.024843037510212655,0.10256004253309925,0.01193109628264398,-1.0,-1.0
10,259.1334263474369,194.22332638783175,239.1334263474369,174.22332638783175,254.41422811985615,197.76385725346944,99.87899441928597,99.96964770755037,0.09065328826439156,0.19460745979091015,0.025100237604078885,0.18130657652878313,0.011799354341951866,-1.0,-1.0
11,254.41422811985615,197.76385725346944,234.41422811985615,177.76385725346944,249.35037172992043,200.01248277940786,99.96964770755037,99.79735773659819,-0.17228997095217835,-0.32962149664973317,0.026039773386899834,-0.3445799419043567,0.011081328132276328,-1.0,-1.0
12,249.35037172992043,200.01248277940786,229.35037172992043,180.01248277940786,247.26783115376557,203.11132594118806,99.79735773659819,99.82385397739486,0.026496240796674897,0.06942556508724262,0.023900292930527974,0.052992481593349794,0.007467209436635154,-1.0,-1.0
13,247.26783115376557,203.11132594118806,227.26783115376557,183.11132594118806,244.6124204911896,204.90836350826874,99.82385397739486,99.848291190207,0.024437212812131293,0.06736721867751706,0.024905452347001936,0.048874425624262585,0.0064126592937474615,-1.0,-1.0
14,244.6124204911896,204.90836350826874,224.6124204911896,184.90836350826874,244.59627630036005,206.58618075751983,99.848291190207,100.0,0.15170880979300705,0.3255957970154434,0.025533967265984638,0.3034176195860141,0.003355789836555348,-1.0,-1.0
15,244.59627630036005,206.58618075751983,224.59627630036005,186.58618075751983,241.89895741762084,206.98826447828628,100.0,99.82416348873332,-0.17583651126668087,-0.3302100830316708,0.026917185727774563,-0.35167302253336175,0.005454246226083637,-1.0,-1.0
16,241.89895741762084,206.98826447828628,221.89895741762084,186.98826447828628,241.2335877940087,210.50798326920406,99.82416348873332,99.92677321540933,0.10260972667600754,0.22526832118397305,0.027212983158546603,0.20521945335201508,0.007164115326588607,-1.0,-1.0
17,241.2335877940087,210.50798326920406,221.2335877940087,190.50798326920406,236.95262500237232,208.4357901115883,99.92677321540933,99.75424334838925,-0.17252986702007433,-0.32500994057316795,0.029562022838867164,-0.34505973404014867,0.009512229371886472,-1.0,-1.0
18,236.95262500237232,208.4357901115883,216.95262500237232,188.4357901115883,236.43038111988525,212.67040908229765,99.75424334838925,100.0,0.24575665161074767,0.512629821505827,0.02964992006788485,0.49151330322149533,0.008533401783553095,-1.0,-1.0
19,236.43038111988525,212.67040908229765,216.43038111988525,192.67040908229765,234.55783247256585,212.2022519764656,100.0,99.82050807603636,-0.17949192396363856,-0.3319308393844358,0.03091337614830003,-0.3589838479272771,0.003860367605458728,-1.0,-1.0
20,234.55783247256585,212.2022519764656,214.55783247256585,192.2022519764656,234.17621602443512,214.4111563089273,99.82050807603636,100.0,0.17949192396363856,0.385134476957247,0.030633882073665755,0.3589838479272771,0.004483253043695857,-1.0,-1.0
21,234.17621602443512,214.4111563089273,214.17621602443512,194.4111563089273,233.16516712677196,216.05535509218095,100.0,99.82050807603636,-0.17949192396363856,-0.33259529920863284,0.030248916324102915,-0.3589838479272771,0.003860367605458655,-1.0,-1.0
22,233.16516712677196,216.05535509218095,213.16516712677196,196.05535509218095,233.27833893979363,215.845795547374,99.82050807603636,100.0,0.17949192396363856,0.38955215519850545,0.03104463934901569,0.3589838479272771,0.0004763320777873646,-1.0,-1.0
23,233.27833893979363,215.845795547374,213.27833893979363,195.845795547374,233.6396882197005,217.62165998309175,100.0,99.81962042621689,-0.18037957378311376,-0.3340520791519155,0.03033157819972377,-0.3607591475662275,0.003624509785411727,-1.0,-1.0
24,233.6396882197005,217.62165998309175,213.6396882197005,197.62165998309175,229.88674780060595,217.15581547080336,99.81962042621689,100.0,0.18037957378311376,0.3838984567215656,0.03070279324639103,0.3607591475662275,0.007563484091052967,-1.0,-1.0
25,229.88674780060595,217.15581547080336,209.88674780060595,197.15581547080336,230.2148679684331,219.057905549581,100.0,99.82050807603636,-0.17949192396363856,-0.3326053075041653,0.030238908028570773,-0.3589838479272771,0.003860367605458956,-1.0,-1.0
26,230.2148679684331,219.057905549581,210.2148679684331,199.057905549581,228.4390035327154,219.4192548294877,99.82050807603636,100.0,0.17949192396363856,0.3855938845462188,0.03023454640435328,0.3589838479272771,0.0036245097854116027,-1.0,-1.0
27,228.4390035327154,219.4192548294877,208.4390035327154,199.4192548294877,226.8718346528118,220.5460162124701,100.0,99.82050807603636,-0.17949192396363856,-0.3330724789424648,0.029771736590270964,-0.3589838479272771,0.0038603676054586853,-1.0,-1.0
28,226.8718346528118,220.5460162124701,206.8718346528118,200.5460162124701,225.58707943293618,222.17865393408465,99.82050807603636,99.99489914579497,0.17439106975861307,0.3741547975544393,0.029527704080296875,0.34878213951722614,0.0041550460430837014,-1.0,-1.0
29,225.58707943293618,222.17865393408465,205.58707943293618,202.17865393408465,223.7860135200441,222.8727512541608,99.99489914579497,99.81540331410181,-0.17949583169315986,-0.33390775172981474,0.02894427926196365,-0.3589916633863197,0.0038603676054586714,-1.0,-1.0
30,223.7860135200441,222.8727512541608,203.7860135200441,202.8727512541608,222.4697197510658,224.28448077006237,99.81540331410181,100.0,0.18459668589818534,0.39427617396333314,0.0289431697724212,0.3691933717963707,0.0038603676054587213,-1.0,-1.0
31,222.4697197510658,224.28448077006237,202.4697197510658,204.28448077006237,223.75763955105717,225.5594436655721,100.0,99.81962042621689,-0.18037957378311376,-0.3326342180245477,0.03174943932709159,-0.3607591475662275,0.0036245097854117232,-1.0,-1.0
32,223.75763955105717,225.5594436655721,203.75763955105717,205.5594436655721,225.0326024465667,224.27152386558066,99.81962042621689,100.0,0.18037957378311376,0.3887356146370342,0.03160097685621826,0.3607591475662275,0.0036245097854115645,-1.0,-1.0
33,225.0326024465667,224.27152386558066,205.0326024465667,204.27152386558066,223.74468264657511,222.99656097007113,100.0,99.81962042621689,-0.18037957378311376,-0.33302492811987616,0.03135872923176312,-0.3607591475662275,0.0036245097854117666,-1.0,-1.0
34,223.74468264657511,222.99656097007113,203.74468264657511,202.99656097007113,222.4697197510657,224.2844807700627,99.81962042621689,100.0,0.18037957378311376,0.3886115110265966,0.03147687324578065,0.3607591475662275,0.0036245097854115662,-1.0,-1.0
35,222.4697197510657,224.2844807700627,202.4697197510657,204.2844807700627,223.75763955105668,225.55944366557196,100.0,99.81962042621689,-0.18037957378311376,-0.3326755647493171,0.03170809260232098,-0.3607591475662275,0.0036245097854105584,-1.0,-1.0
36,223.75763955105668,225.55944366557196,203.75763955105668,205.55944366557196,225.0326024465668,224.27152386558217,99.81962042621689,100.0,0.18037957378311376,0.38872168062613277,0.031587042845315334,0.3607591475662275,0.0036245097854100614,-1.0,-1.0
