episode,avg_reward,best_avg_reward,reward_above_threshold,avg_lyap,avg_barrier,avg_std,avg_abs_action,exploration_cleared,stable,checks_since_best
300,26.746341453486117,26.746341453486117,True,0.014914693869650364,5.966333337710239e-05,0.4871154725551605,1.0,False,False,0
302,26.77539261302955,26.77539261302955,True,0.014928264869377017,5.966333337710239e-05,0.4871948331594467,1.0,False,False,0
304,26.753774159813055,26.77539261302955,True,0.014929534727707505,5.966333337710239e-05,0.48727593421936033,1.0,False,False,1
306,26.967037966972654,26.967037966972654,True,0.014889136841520666,5.966333337710239e-05,0.4873591989278793,1.0,False,False,0
308,26.94428247285517,26.967037966972654,True,0.014855038281530142,5.966333337710239e-05,0.48744654804468157,1.0,False,False,1
310,26.94187301344572,26.967037966972654,True,0.014771398296579719,5.9132741444045675e-05,0.48753640055656433,1.0,False,False,2
312,27.014405750880343,27.014405750880343,True,0.014701038366183639,5.309479020070285e-05,0.487628398835659,1.0,False,False,0
314,27.002948709550775,27.014405750880343,True,0.014637840585783124,2.6280959718860687e-05,0.48772208839654924,1.0,False,False,1
316,26.98518337154017,27.014405750880343,True,0.01453942251391709,4.806573269888759e-06,0.48781729489564896,1.0,False,False,2
318,26.99817619817954,27.014405750880343,True,0.014457366103306413,1.7352344002574681e-06,0.4879145324230194,1.0,False,False,3
320,27.003579785040767,27.014405750880343,True,0.014398608775809407,0.0,0.48801330029964446,1.0,False,False,4
322,26.949114477369932,27.014405750880343,True,0.014383707521483302,0.0,0.48811342418193815,1.0,False,False,5
324,26.88833109998167,27.014405750880343,True,0.014252053899690508,0.0,0.48821419924497605,1.0,False,False,6
326,26.806251189705996,27.014405750880343,True,0.01420785216614604,0.0,0.48831585943698885,1.0,False,False,7
328,26.809250101088377,27.014405750880343,True,0.014155004546046257,0.0,0.48841902911663054,1.0,False,False,8
330,26.891633700508923,27.014405750880343,True,0.014089394453912973,0.0,0.48852301239967344,1.0,False,False,9
332,26.93251440493948,27.014405750880343,True,0.013994736969470978,0.0,0.4886278107762337,1.0,False,False,10
334,26.927626216761638,27.014405750880343,True,0.013914607604965568,0.0,0.4887333199381828,1.0,False,False,11
336,26.83028466600625,27.014405750880343,True,0.013827853742986918,0.0,0.4888388320803642,1.0,False,False,12
338,26.874414877840273,27.014405750880343,True,0.013753709942102432,0.0,0.48894828408956525,1.0,False,False,13
340,26.906479007440275,27.014405750880343,True,0.013683445565402508,0.0,0.48906133621931075,1.0,False,False,14
342,26.856973982562792,27.014405750880343,True,0.013604815304279327,0.0,0.48917666226625445,1.0,False,False,15
344,26.825804684083064,27.014405750880343,True,0.013479800149798393,0.0,0.4892938032746315,1.0,False,False,16
346,26.696653814338532,27.014405750880343,True,0.013416665187105537,0.0,0.4894122540950775,1.0,False,False,17
348,26.68708227394674,27.014405750880343,True,0.013336188020184636,0.0,0.48952946811914444,1.0,False,False,18
350,26.634072074112854,27.014405750880343,True,0.013282764749601484,0.0,0.4896460473537445,1.0,False,False,19
352,26.657269178716195,27.014405750880343,True,0.013216205453500152,0.0,0.48976180851459505,1.0,False,False,20
354,26.69372673644687,27.014405750880343,True,0.013148343563079834,0.0,0.4898772150278091,1.0,False,False,21
356,26.748486348556572,27.014405750880343,True,0.013095835410058498,0.0,0.489992168545723,1.0,False,False,22
358,26.766779556725556,27.014405750880343,True,0.01304377536289394,0.0,0.49010737240314484,1.0,False,False,23
360,26.749122557652726,27.014405750880343,True,0.012970983376726508,0.0,0.4902225732803345,1.0,False,False,24
