episode,steps,final_battery,total_reward,total_directional_reward,total_battery_reward,total_movement_penalty,loss,episode_time,rollout_time,inference_time,env_time,update_time
35,720,100.0,27.43546059848068,30.741675525648063,0.0,3.30621477607478,,12.518887693993747,12.430720790987834,0.6055313961114734,11.825189394876361,0.0
36,720,99.94055832564528,26.384780075021716,29.91347113648145,-0.1188833487094314,3.409807510724974,-0.6079546213150024,12.556374389008852,12.377939946993138,0.6037795380252646,11.774160408967873,0.08632161800051108
37,720,99.81243070941984,26.368399941201346,30.201201726561674,-0.3751385811603143,3.4576631670591405,,13.443716943002073,13.353688171002432,0.6034181969735073,12.750269974028924,0.0
38,720,99.81152057417968,26.09633833170326,29.412763114200672,-0.37695885164063725,2.939465889800143,-0.6653904318809509,12.552956230996642,12.376369306002744,0.6040943559637526,11.772274950038991,0.08606822798901703
39,720,99.81962042621689,26.816337085412023,30.649894638891702,-0.3607591475662275,3.4727983945292342,,12.662761579005746,12.55986216799647,0.6034802641224815,11.95638190387399,0.0
40,720,99.73290104727468,25.74376486914154,29.27811768882837,-0.5341979054506396,3.000154907050181,-0.6744978427886963,13.128077052999288,12.951226175006013,0.6038611952390056,12.347364979767008,0.08599441799742635
41,720,100.0,27.308210525217604,30.478446882206985,0.0,3.170236349156475,,12.33011656900635,12.241820744005963,0.6044215241854545,11.637399219820509,0.0
42,720,99.81962042621689,29.470598073115834,32.56257661164685,-0.3607591475662275,2.731219385280011,-0.6594189405441284,13.134252928008209,12.952668519996223,0.6044225432560779,12.348245976740145,0.08758708399545867
43,720,99.83624802522064,27.43073807317092,30.68128087327036,-0.327503949558718,2.923038849360928,,12.506503298995085,12.411091635003686,0.6040300018357811,11.807061633167905,0.0
44,720,99.73423558044537,25.899375643850952,29.5727164397852,-0.5315288391092565,3.141811955797978,-0.6914467215538025,12.558027315011714,12.374011054009316,0.6039405591145623,11.770070494894753,0.08640828699572012
45,720,99.81111125194944,27.389713969362287,30.728988572930156,-0.37777749610111755,2.961497107089516,,12.598952533997362,12.506864819995826,0.6030346496263519,11.903830170369474,0.0
46,720,99.99552202014455,26.997351204728844,30.05275954333532,-0.008955959710903016,3.0464523784462427,-0.5920050740242004,12.91350313599105,12.739482278993819,0.6038367898290744,12.135645489164745,0.08624564399360679
47,720,99.86794881342767,27.228165077890413,30.437970463801143,-0.26410237314465235,2.945703012667281,,12.634168635995593,12.544360796993715,0.6052115608181339,11.93914923617558,0.0
48,720,99.72457694819244,26.224026380325736,30.118402266602914,-0.5508461036151289,3.343529782561354,-0.5844998955726624,12.597173704998568,12.418866755993804,0.6048788867337862,11.813987869260018,0.08604797699081246
49,720,99.98219489368292,26.89163289803337,29.58509671624891,-0.03561021263416819,2.657853605526617,,12.688010311991093,12.593380578997312,0.6048548161052167,11.988525762892095,0.0
50,720,99.78878588916554,25.49874028041104,29.245250412209607,-0.42242822166892324,3.3240819100829984,-0.4690551459789276,14.015956904011546,13.832233422988793,0.6042830641526962,13.227950358836097,0.08867617399664596
51,720,99.96992613281294,26.8807937674166,29.881235276188832,-0.06014773437411236,2.940293774387931,,12.356112772002234,12.268915815002401,0.6050715029559797,11.663844312046422,0.0
52,720,99.73160940490726,27.996027220046003,31.208626323354473,-0.5367811901854793,2.675817913105009,-0.546649158000946,12.592452547993162,12.411343944011605,0.6040364349319134,11.807307509079692,0.08743355300975963
53,720,99.67108024603924,25.5334379454367,29.121427291358444,-0.6578395079215227,2.930149837991669,,13.218776063004043,13.131973766008741,0.6046560668910388,12.527317699117702,0.0
54,720,99.87846514571989,26.73790417275044,30.081523654046453,-0.24306970856022758,3.1005497727288245,-0.3558441400527954,12.658766277003451,12.484901314004674,0.604487486925791,11.880413827078883,0.08631676899676677
55,720,99.66037153828616,27.710227561942272,31.28398951888405,-0.6792569234276868,2.8945050335108324,,12.830087046997505,12.729293421987677,0.6061708430061117,12.123122578981565,0.0
56,720,100.0,27.797022013719104,31.15387272667301,0.0,3.356850712950486,-0.49152418971061707,12.43786572299723,12.263106301004882,0.6041058072296437,11.659000493775238,0.08736796300217975
57,720,99.72530144734874,26.879477402857443,30.207951725286673,-0.5493971053025177,2.7790772171240015,,12.50587253300182,12.396793708001496,0.6037494949559914,11.793044213045505,0.0
58,720,99.93409734620758,27.208622429972937,30.42239525899162,-0.1318053075848411,3.081967521431897,-0.3957746922969818,12.427080105000641,12.252401003002888,0.6042362107546069,11.64816479224828,0.0858984920050716
59,720,99.91257292268592,26.893985704731396,29.6870988683522,-0.17485415462815013,2.6182590089918354,,12.939349130989285,12.853017860004911,0.604687914790702,12.24832994521421,0.0
60,720,99.83224916072193,25.524446107640742,29.045633105737288,-0.33550167855614177,3.18568531953935,-0.36926913261413574,13.07345813899883,12.89056897800765,0.6039740330015775,12.286594945006073,0.08626873699540738
61,720,99.76360148442743,26.003982650639667,29.95999646609225,-0.4727970311451486,3.4832167843070296,,12.63813370099524,12.539597719005542,0.6050684680521954,11.934529250953346,0.0
62,720,99.81962042621689,26.920408962605393,30.314992548052167,-0.3607591475662275,3.033824437880176,-0.26308926939964294,12.714370239991695,12.535993098994368,0.6045028319349512,11.931490267059417,0.08589214200037532
63,720,99.94527260017237,26.803572023745076,29.8040083470286,-0.10945479965525351,2.8909815236280063,,12.273153268004535,12.177610899001593,0.6062894739879994,11.571321425013593,0.0
64,720,100.0,27.752285427430465,30.96540471283095,0.0,3.213119285400271,-0.3890596032142639,12.358635377007886,12.180020940999384,0.605241297831526,11.574779643167858,0.08610350800154265
65,720,99.78272424049976,27.163352021811885,30.70261683653941,-0.43455151900047895,3.104713295726941,,12.221959105998394,12.132257717006723,0.605297958405572,11.526959758601151,0.0
66,720,99.7484197025068,26.52716442800906,30.443339112473534,-0.5031605949864115,3.4130140894779117,-0.17122794687747955,12.690344503003871,12.498577585996827,0.6060021990269888,11.892575386969838,0.08886237199476454
67,720,100.0,28.750051088344904,31.49408606609024,0.0,2.7440349777452537,,13.817566415003967,13.729607967994525,0.6056683379138121,13.123939630080713,0.0
68,720,100.0,27.928927186155885,30.97177583242401,0.0,3.0428486462680553,-0.2931494116783142,13.2503478610015,13.076943318999838,0.6058648500911659,12.471078468908672,0.08783104599569924
69,720,99.75766094976113,26.80111749082762,30.39192545456306,-0.48467810047773696,3.1061298632576757,,13.175280463998206,13.0852689309977,0.6037289790838258,12.481539951913874,0.0
70,720,99.80159513211095,27.365380518435007,30.715882137412002,-0.3968097357781062,2.953691883198849,-0.31682103872299194,12.691578715006472,12.517905040993355,0.6038492481602589,11.914055792833096,0.08617431500169914
71,720,99.94402303469406,26.21606557840012,29.739113446824142,-0.11195393061188952,3.411093937812131,,12.686213018998387,12.59170636300405,0.6041343598772073,11.987572003126843,0.0
72,720,99.8896135859984,26.280901877967814,30.03101637952634,-0.22077282800319153,3.5293416735552494,-0.2571139633655548,12.577694175997749,12.401151754005696,0.6036129347921815,11.797538819213514,0.08860669800196774
73,720,99.9809715961249,27.550546673191384,30.48206386070961,-0.03805680775019482,2.8934603797680416,,12.382741720008198,12.279698536003707,0.6057847030751873,11.67391383292852,0.0
74,720,100.0,28.948869737692387,31.713540920210967,0.0,2.7646711825185326,-0.21426329016685486,12.776378219001344,12.59860739800206,0.606517140113283,11.992090257888776,0.08610695299284998
75,720,100.0,27.94375090346391,31.192440077359688,0.0,3.2486891738957584,,12.742599682998843,12.655892159993527,0.6067754528630758,12.049116707130452,0.0
76,720,100.0,27.53753337779741,30.771855198629076,0.0,3.234321820831668,-0.18559829890727997,13.099347744995612,12.913184271004866,0.6057813390216324,12.307402931983233,0.08602022299601231
77,720,99.81962042621689,27.516234093175406,30.927437650739257,-0.3607591475662275,3.0504444099975068,,12.53943292600161,12.451846755997394,0.6062217778817285,11.845624978115666,0.0
78,720,99.89049279925122,25.963258686513687,29.248195106255185,-0.21901440149756013,3.065922018243883,-0.1710178703069687,13.262093684010324,13.074552588004735,0.6070850283576874,12.467467559647048,0.08667300100205466
79,720,99.81962042621689,27.098633005833808,30.49811245064458,-0.3607591475662275,3.038720297244514,,12.830623077999917,12.739766381011577,0.6043025241669966,12.13546385684458,0.0
80,720,99.92545639385074,26.210716718925262,29.879003178539513,-0.14908721229852517,3.5191992473157065,-0.3161262273788452,13.157747885008575,12.982550619999529,0.603875519009307,12.378675100990222,0.08738256499054842
81,720,99.75084341145939,26.12307230897217,30.10529108133752,-0.49831317708122924,3.483905595284087,,12.648812553001335,12.560814147000201,0.6062278861063533,11.954586260893848,0.0
82,720,99.81962042621689,26.201057569160046,29.720022690314114,-0.3607591475662275,3.158205973587843,-0.20479412376880646,12.98166886701074,12.805816079009674,0.6059312292782124,12.199884849731461,0.08809832599945366
83,720,99.93149929039441,26.52620822923251,29.842834883093516,-0.13700141921117392,3.1796252346497673,,12.815844704993651,12.725948085004347,0.6055187849415233,12.120429300062824,0.0
84,720,99.73891159027902,27.187853164776396,30.721753760340427,-0.5221768194419667,3.0117237761220403,-0.12178848683834076,12.514214255003026,12.340795935000642,0.605489841895178,11.735306093105464,0.08686778199626133
85,720,99.81962042621689,27.506894825023874,30.871476256172137,-0.3607591475662275,3.0038222835819854,,13.876950015997863,13.789905067009386,0.6059027851879364,13.18400228182145,0.0
86,720,100.0,25.81772976558337,29.09614411106704,0.0,3.2784143454836685,-0.1225358098745346,12.90232011199987,12.725649420011905,0.6057802461145911,12.119869173897314,0.08638468899880536
87,720,100.0,28.274929226452105,31.194882791276633,0.0,2.919953564824559,,12.796880514011718,12.706751386998803,0.6050054521620041,12.1017459348368,0.0
88,720,99.83901558897126,27.55054920707522,30.721464083889202,-0.321968822057471,2.8489460547565146,-0.14506614208221436,12.322899534003227,12.14619150699582,0.6038175411667908,11.542373965829029,0.08735967900429387
89,720,100.0,28.262232359086916,31.036959345110883,0.0,2.774726986023958,,12.576618114006124,12.488381340997876,0.6030485130468151,11.88533282795106,0.0
90,720,99.81962042621689,27.189491466883126,30.43133660705726,-0.3607591475662275,2.881085992607884,0.0016495585441589355,12.675000220013317,12.49957051599631,0.6035989828087622,11.895971533187549,0.08683965100499336
91,720,99.81962042621689,26.510052330906994,30.31674209238086,-0.3607591475662275,3.4459306139076515,,12.530618299002526,12.438089917995967,0.6036119168857113,11.834478001110256,0.0
92,720,99.79444943332312,26.619593594016052,29.88329846107214,-0.4111011333537533,2.8526037337023213,-0.12584197521209717,12.636212858997169,12.44814467499964,0.6024367969512241,11.845707878048415,0.08824302200810052
93,720,99.91878077314537,27.048480725548245,30.790522985217866,-0.1624384537092567,3.5796038059602906,,12.332901143003255,12.244238070998108,0.6030986598634627,11.641139411134645,0.0
94,720,100.0,27.604955359454483,31.057704267512594,0.0,3.4527489080580938,-0.013991177082061768,13.002736037000432,12.81394079499296,0.6028777212195564,12.211063073773403,0.0859110789897386
95,720,99.81962042621689,26.950779140977602,30.73740108602634,-0.3607591475662275,3.4258627974825,,12.721126630989602,12.624158888997044,0.6042020150198368,12.019956873977208,0.0
96,720,99.94298716908563,27.666484642309946,31.087017020320758,-0.11402566182874807,3.3065067161820396,0.08865642547607422,14.982567668004776,14.805902394989971,0.6040741740871454,14.201828220902826,0.08895911500439979
97,720,100.0,27.281912159489213,30.239653476322573,0.0,2.957741316833298,,12.27509768899472,12.183057909001946,0.6043054772599135,11.578752431742032,0.0
98,720,99.9239445871214,26.8025495022542,29.934237445839486,-0.15211082575720525,2.9795771178280606,-0.025300800800323486,12.472603536007227,12.297809915995458,0.603584966098424,11.694224949897034,0.08613272100046743
99,720,99.81962042621689,26.271596503072963,29.870228628181362,-0.3607591475662275,3.2378729775421102,,12.864829871003167,12.773286976007512,0.6052534678165102,12.168033508191002,0.0
100,720,100.0,26.10925585502892,29.307674119475575,0.0,3.198418264446626,0.13681341707706451,13.178965520986822,12.996800520995748,0.6044051859644242,12.392395335031324,0.08882998199260328
101,720,100.0,28.712513497046288,31.46815695711179,0.0,2.755643460065516,,12.585616280004615,12.49208713900589,0.6034465378470486,11.88864060115884,0.0
102,720,99.96178941866903,26.425106031785383,30.04521424055481,-0.07642116266194421,3.5436870461075,0.3024595379829407,12.83393450899166,12.651195858998108,0.6023940879240399,12.048801771074068,0.08621719801158179
103,720,99.87524333355836,25.14660970784991,28.87152978007137,-0.24951333288328215,3.4754067393381645,,12.792675433986005,12.699136802009889,0.6048016319691669,12.094335170040722,0.0
104,720,100.0,28.105930666194208,31.071008908491848,0.0,2.965078242297611,0.08863163739442825,12.397753336001188,12.220303658992634,0.6041954748216085,11.616108184171026,0.08584183901257347
105,720,99.81962042621689,26.224845405567844,30.00897915294038,-0.3607591475662275,3.423374599806263,,12.266575907007791,12.176042268009041,0.6044237238820642,11.571618544126977,0.0
106,720,100.0,27.02760554058344,30.34868470358968,0.0,3.3210791630062393,0.10318799316883087,12.816067341002054,12.638621523001348,0.6043330481188605,12.034288474882487,0.08852268899499904
107,720,99.82693736800356,27.173570997945482,30.817933573284584,-0.3461252639928887,3.298237311346183,,12.582940710999537,12.493483767000725,0.6037266170751536,11.889757149925572,0.0
108,720,99.99798337717317,26.93849118271295,30.056042313909565,-0.004033245653658923,3.1135178855429606,0.05518138408660889,12.817916054002126,12.635707239009207,0.6037857830378925,12.031921455971315,0.0896653690142557
109,720,100.0,27.582832989545498,30.65822402892081,0.0,3.075391039375338,,12.532953280999209,12.442925648996606,0.6050378704676405,11.837887778528966,0.0
110,720,99.82935857276453,25.8148564816843,29.70159701995027,-0.34128285447093276,3.5454576837950396,0.22992514073848724,12.304425226000603,12.130054810011643,0.6042633649194613,11.525791445092182,0.08809635799843818
111,720,99.81962042621689,26.411172288274294,30.17517516577285,-0.3607591475662275,3.4032437299323393,,12.484158986000693,12.395486708002863,0.6054417729319539,11.79004493507091,0.0
112,720,99.83013664547434,26.657728092611634,30.561836791536106,-0.33972670905131963,3.5643819898731746,0.1551022231578827,12.537449199997354,12.360068299996783,0.6052359990717378,11.754832300925045,0.08896813300088979
113,720,99.73966300995244,26.83873777463929,30.362450046271327,-0.5206739800951254,3.0030382915368645,,13.169144764993689,13.078123113009497,0.604848131260951,12.473274981748546,0.0
114,720,99.97686990993896,28.195761993259698,31.22351105080351,-0.04626018012208988,2.9814888774216772,0.4346463978290558,12.595359158003703,12.417813046005904,0.605365232884651,11.812447813121253,0.08800337300635874
115,720,99.97108688893286,26.459644530431643,29.833218528473253,-0.057826222134281124,3.3157477759073157,,12.476297882996732,12.38640119000047,0.6045903601043392,11.78181082989613,0.0
116,720,99.81962042621689,29.011454378129873,32.23817968046333,-0.3607591475662275,2.8659661547672526,0.22531679272651672,12.616054145997623,12.440674281999236,0.6043385639059125,11.836335718093324,0.08644952101167291
117,720,100.0,27.833139168841946,30.960329579095294,0.0,3.1271904102533155,,12.261447201002738,12.174896298005478,0.6030146158154821,11.571881682189996,0.0
118,720,99.72497241256391,26.367244783637304,29.774883756893775,-0.5500551748721705,2.857583798384305,0.3565402626991272,12.879566461007926,12.702418181012035,0.603213426831644,12.099204754180391,0.08630075799010228
119,720,99.95495526520124,26.133730307627225,29.7216661086004,-0.09008946959752961,3.497846331375628,,12.684903589994065,12.594118936991435,0.6044286829564953,11.98969025403494,0.0
120,720,99.86040139664098,28.058344176926887,31.37922253337417,-0.27919720671803816,3.0416811497292144,0.14111603796482086,12.445777342989459,12.269970185996499,0.6038719198550098,11.66609826614149,0.08893732100841589
121,720,100.0,26.95265294504705,30.277169435669503,0.0,3.3245164906224143,,12.387494630995207,12.30584694899153,0.604284783868934,11.701562165122596,0.0
122,720,99.85787857765284,28.61324031476607,31.96296592026648,-0.2842428446943188,3.0654827608060375,0.2508484125137329,12.949420538003324,12.761747140990337,0.6052776820433792,12.156469458946958,0.08612961201288272
123,720,99.96400739697566,27.094084688991572,30.354608361634586,-0.07198520604868008,3.188538466594325,,12.546432622999419,12.458005245003733,0.6045078440074576,11.853497400996275,0.0
124,720,99.79418781889899,27.065929764597012,30.389570992372924,-0.41162436220201926,2.9120168655738894,0.2969703674316406,12.59542159200646,12.413201859002584,0.6040980690449942,11.80910378995759,0.08618413300428074
125,720,99.89890549701884,27.048640155463207,30.03709379301252,-0.20218900596231038,2.7862646315870294,,11.948654527994222,11.859776366996812,0.6051254328922369,11.254650934104575,0.0
126,720,99.91560445054817,27.1100197813301,30.57793278688286,-0.16879109890365385,3.2991219066490713,0.31433865427970886,12.63857529500092,12.46176495400141,0.6056891245389124,11.856075829462497,0.08839797200926114
127,720,99.81962042621689,28.784359494012197,32.244619581235916,-0.3607591475662275,3.0995009396574176,,12.963436021993402,12.858982698002364,0.6047417391091585,12.254240958893206,0.0
128,720,99.81962042621689,27.64230852100566,30.939299232321208,-0.3607591475662275,2.9362315637493035,0.44439977407455444,12.83709536898823,12.659624944004463,0.6055826878437074,12.054042256160756,0.088480423000874
129,720,99.81071689243709,26.240076539312714,29.54526709651501,-0.37856621512582933,2.926624342076471,,12.670037564996164,12.577413714010618,0.6050107531045796,11.972402960906038,0.0
130,720,99.81962042621689,27.461189344930578,31.11409837668852,-0.3607591475662275,3.292149884191619,0.4570119380950928,12.566011060000164,12.377854705002392,0.6053753498708829,11.772479355131509,0.08643872800166719
131,720,99.93725229038954,26.261170840365942,29.45232276419871,-0.12549541922092544,3.065656504611822,,12.649912984008552,12.555102443002397,0.604168216130347,11.95093422687205,0.0
132,720,99.87019562826967,25.466432997084343,29.089638135946686,-0.2596087434606602,3.363596395401694,0.5052452683448792,12.454790470001171,12.278619606993743,0.6052692230878165,11.673350383905927,0.08803912899747957
133,720,100.0,26.11475958096948,28.921745976439333,0.0,2.806986395469861,,13.236215108991018,13.148024002992315,0.6051911767426645,12.54283282624965,0.0
134,720,99.80880470550835,26.76870586748218,30.179758702737374,-0.3823905889832986,3.0286622462718555,0.4388321042060852,13.351045866002096,13.173750365996966,0.6055607018934097,12.568189664103556,0.08807446900755167
135,720,99.81962042621689,26.970759638449504,30.732544158804437,-0.3607591475662275,3.4010253727886606,,12.25507974899665,12.167043227003887,0.6052807358355494,11.561762491168338,0.0
136,720,100.0,27.430002512069912,30.393212720711936,0.0,2.963210208641991,0.5102624893188477,12.437517537997337,12.250244216993451,0.6051571142161265,11.645087102777325,0.08797151200997178
137,720,99.78686963428073,26.587738227950428,30.424095933965877,-0.42626073143853205,3.410096974576919,,12.411378354998305,12.317716680001467,0.6051311070186784,11.712585572982789,0.0
138,720,99.73114478385011,26.807221268853056,30.722862348441105,-0.5377104322997752,3.3779306472882373,0.45594266057014465,12.509883869992336,12.332545789991855,0.6057355802040547,11.7268102097878,0.08639336698979605
139,720,99.78909689769338,25.372723319200215,29.289707142542852,-0.42180620461323315,3.4951776187293797,,12.728271757994662,12.639304759999504,0.6045979401242221,12.034706819875282,0.0
140,720,100.0,27.218002084233067,30.376425179888777,0.0,3.1584230956557113,0.4733010530471802,12.921645624999655,12.74225281701365,0.6049780900066253,12.137274727007025,0.08864116700715385
141,720,99.79911224772931,26.821178045772953,30.035992656359593,-0.40177550454137645,2.813039106045208,,12.634252094998374,12.536161902011372,0.6040712651301874,11.932090636881185,0.0
142,720,99.90084280664429,26.272709966166964,29.78836690568756,-0.19831438671141655,3.317342552809137,0.5867441892623901,12.5270819819998,12.344102866001776,0.6043728389922762,11.7397300270095,0.08882408600766212
143,720,99.81962042621689,25.901231860159935,29.310208758409384,-0.3607591475662275,3.0482177506832775,,13.240074137007468,13.144128485000692,0.6045048699743347,12.539623615026358,0.0
144,720,99.89012176280886,26.877951042276198,30.581665833728074,-0.21975647438227952,3.4839583170696367,0.5182833075523376,12.823376676999032,12.647535771000548,0.6042339371342678,12.04330183386628,0.0859129760065116
145,720,99.73981806242197,26.996404843869946,30.637991575468178,-0.5203638751560504,3.1212228564422215,,12.965959331006161,12.874900666007306,0.6051171409053495,12.269783525101957,0.0
146,720,99.84520169297882,26.881472171543585,30.29523298961071,-0.3095966140423627,3.104164204024721,0.6878945231437683,12.411909998001647,12.237548083998263,0.6057326330337673,11.631815450964496,0.08842322800774127
147,720,99.78290229796922,26.250667810797772,29.98424938825596,-0.434195404061569,3.2993861733966114,,13.041294741997262,12.950267858992447,0.6050402925611706,12.345227566431277,0.0
148,720,100.0,27.795348618827877,30.46007798707883,0.0,2.66472936825096,0.6832776665687561,12.583527815004345,12.408710948991938,0.6051312577765202,11.803579691215418,0.08611001099052373
149,720,99.804240641179,26.765906315264267,30.4556140065191,-0.3915187176419863,3.298188973612901,,13.156527504004771,13.051229870994575,0.6050155743287178,12.446214296665858,0.0
150,720,99.87836150281488,26.347527559009073,29.507392629350342,-0.24327699437023398,2.9165880759710356,0.7771595120429993,13.004415553994477,12.827258606004762,0.6048658950894605,12.222392710915301,0.08769115200266242
151,720,100.0,26.962698522538027,30.131064627780127,0.0,3.1683661052420837,,12.184780756011605,12.09689873798925,0.6038661861675791,11.49303255182167,0.0
152,720,99.78725647642305,26.01643123719085,29.435476118809767,-0.4254870471538936,2.993557834465024,0.7533293962478638,12.63579860200116,12.457741667996743,0.6036482127819909,11.854093455214752,0.0885078790015541
153,720,99.81401344889623,27.738281948695132,31.487698480784605,-0.37197310220753366,3.3774434298818403,,13.025567436008714,12.93284431900247,0.6055509279685793,12.32729339103389,0.0
154,720,100.0,27.121176594449423,30.693926745058484,0.0,3.5727501506090964,0.750046968460083,12.724268128993572,12.540937613986898,0.6053375888732262,11.935600025113672,0.08607327000936493
