episode,minibatches,policy_loss,value_loss,lyap_penalty,dynamics_loss,barrier_loss,approx_kl,clip_fraction,mean_std,mean_raw_log_std,mean_abs_action,alpha
64,1,0.15520745515823364,0.04152623936533928,0.023901324719190598,1.4431349039077759,1.162859559059143,0.23775148391723633,0.7421875,0.47778409719467163,0.009123202413320541,1.0,0.527772715145528
66,1,0.34840306639671326,0.05200091749429703,0.025153253227472305,1.4524941444396973,1.1679720878601074,0.24575163424015045,0.8125,0.4779455065727234,0.009393377229571342,1.0,0.5173368339976833
68,1,0.21024465560913086,0.041760075837373734,0.027381666004657745,1.4617244005203247,1.171099066734314,0.2852928638458252,0.8046875,0.47809988260269165,0.00965181551873684,1.0,0.5071073061004074
70,1,0.16711744666099548,0.0393231175839901,0.027291374281048775,1.4701441526412964,1.1675366163253784,0.18040528893470764,0.75,0.4782557189464569,0.009912612847983837,1.0,0.4970800511404606
72,1,0.20274385809898376,0.04865361005067825,0.02633873000741005,1.4786702394485474,1.180403709411621,0.28261417150497437,0.77734375,0.47840845584869385,0.010168017819523811,1.0,0.487251069486424
74,1,0.2286473512649536,0.04100902006030083,0.026189057156443596,1.4853403568267822,1.1839934587478638,0.24999338388442993,0.8125,0.4785546660423279,0.010412567295134068,1.0,0.47761644059334357
76,1,0.22162528336048126,0.07703234255313873,0.027674248442053795,1.492875576019287,1.1868232488632202,0.29287904500961304,0.7890625,0.4786958396434784,0.010648476891219616,1.0,0.46817232143891846
78,1,0.23098798096179962,0.04248450696468353,0.026548465713858604,1.4991722106933594,1.1833094358444214,0.3091958165168762,0.796875,0.4788318872451782,0.010875886306166649,1.0,0.45891494499061164
80,1,0.06520463526248932,0.043812498450279236,0.026216618716716766,1.505885124206543,1.1854921579360962,0.26838788390159607,0.8046875,0.47896790504455566,0.011103181168437004,1.0,0.449840618703071
82,1,0.15632738173007965,0.04444451257586479,0.0239638090133667,1.5118073225021362,1.1852715015411377,0.32784831523895264,0.83984375,0.47910624742507935,0.011334145441651344,1.0,0.44094572304526164
84,1,0.22085094451904297,0.041215814650058746,0.023207921534776688,1.518073558807373,1.1828336715698242,0.3017556667327881,0.8125,0.4792441129684448,0.01156438048928976,1.0,0.43222671005672164
86,1,0.19743698835372925,0.047249484807252884,0.026899097487330437,1.523249864578247,1.1762864589691162,0.21176376938819885,0.80859375,0.4793817400932312,0.01179417036473751,1.0,0.42368010193236616
88,1,0.15825791656970978,0.04039626568555832,0.02529243752360344,1.5306742191314697,1.1635268926620483,0.22544452548027039,0.82421875,0.4795208275318146,0.01202620193362236,1.0,0.4153024896352739
90,1,0.2831522822380066,0.0445670560002327,0.02389603853225708,1.5382158756256104,1.164120078086853,0.3614959120750427,0.77734375,0.4796541929244995,0.012248722836375237,1.0,0.4070905315369044
92,1,0.13635239005088806,0.04328634962439537,0.024229973554611206,1.5455269813537598,1.1611658334732056,0.26864564418792725,0.796875,0.4797862768173218,0.01246902160346508,1.0,0.39904095208420254
94,1,0.22525250911712646,0.049314167350530624,0.02544761449098587,1.5526854991912842,1.157548427581787,0.3396909534931183,0.8203125,0.4799194931983948,0.012691212818026543,1.0,0.391150540493059
96,1,0.3100634813308716,0.04497282952070236,0.02537095546722412,1.558519721031189,1.1583055257797241,0.3563779592514038,0.8125,0.4800504148006439,0.012909376993775368,1.0,0.38341614946760544
98,1,0.17654304206371307,0.044122371822595596,0.024331513792276382,1.5666838884353638,1.15581214427948,0.338118314743042,0.8125,0.4801759123802185,0.013118516653776169,1.0,0.3758346939448338
100,1,0.24462531507015228,0.047751739621162415,0.025254489853978157,1.5737941265106201,1.1543298959732056,0.3408634662628174,0.8046875,0.4802984595298767,0.013322817161679268,1.0,0.3684031498640387
102,1,0.39145979285240173,0.04829249531030655,0.02670738846063614,1.5808489322662354,1.1180707216262817,0.4317539930343628,0.86328125,0.48041433095932007,0.013515710830688477,1.0,0.3611185529605919
104,1,0.15912333130836487,0.04982443153858185,0.024007312953472137,1.5884664058685303,1.0706969499588013,0.4290305972099304,0.828125,0.4805269241333008,0.013703195378184319,1.0,0.3539779975835689
106,1,0.1614786684513092,0.04108612611889839,0.024913612753152847,1.5908552408218384,1.006483793258667,0.40561264753341675,0.8046875,0.48063817620277405,0.0138884037733078,1.0,0.34697863553675373
108,1,0.09601840376853943,0.042640384286642075,0.02412681095302105,1.5957326889038086,0.9329089522361755,0.2860265374183655,0.80859375,0.4807504117488861,0.014075279235839844,1.0,0.34011767494256223
110,1,0.24858635663986206,0.0516597256064415,0.02434801124036312,1.598334550857544,0.8674824833869934,0.3349466323852539,0.81640625,0.480856716632843,0.014252246357500553,1.0,0.33339237912842906
112,1,0.15787911415100098,0.048506539314985275,0.025617441162467003,1.5998904705047607,0.8088828921318054,0.3272394835948944,0.82421875,0.48095911741256714,0.01442249957472086,1.0,0.3268000655352147
114,1,0.42305952310562134,0.04344349727034569,0.023215534165501595,1.6022202968597412,0.7484265565872192,0.3863633871078491,0.8515625,0.4810594618320465,0.01458950899541378,1.0,0.3203381046471968
116,1,0.19700857996940613,0.04191577062010765,0.02557220309972763,1.6033859252929688,0.6847294569015503,0.3597639203071594,0.8359375,0.48115473985671997,0.014747906476259232,1.0,0.31400391894321966
118,1,0.31037846207618713,0.042536571621894836,0.02375463768839836,1.605591058731079,0.6221461296081543,0.4852029085159302,0.86328125,0.481245219707489,0.01489842589944601,1.0,0.3077949818685826
120,1,0.07799646258354187,0.04155940189957619,0.0229495856910944,1.6047296524047852,0.557293176651001,0.38477519154548645,0.828125,0.48133349418640137,0.015045189298689365,1.0,0.30170881682725814
122,1,0.17248699069023132,0.03758035600185394,0.02348567545413971,1.6044697761535645,0.4890727996826172,0.3895263671875,0.83203125,0.4814223051071167,0.0151927899569273,1.0,0.2957429961940374
124,1,0.19639647006988525,0.04446600005030632,0.023998811841011047,1.6053410768508911,0.42520228028297424,0.4976132810115814,0.80859375,0.48151105642318726,0.015340294688940048,1.0,0.2898951403462081
126,1,0.19773678481578827,0.041875265538692474,0.024349015206098557,1.6031907796859741,0.3565889000892639,0.4243241846561432,0.84765625,0.481606125831604,0.015498276799917221,1.0,0.2841629167143809
128,1,0.3047643303871155,0.048514507710933685,0.021997515112161636,1.603865146636963,0.3083198070526123,0.42221641540527344,0.83984375,0.4816986322402954,0.01565195433795452,1.0,0.2785440388520827
130,1,0.2998069226741791,0.043346695601940155,0.02224211022257805,1.6025395393371582,0.2967544198036194,0.48652124404907227,0.84375,0.48178830742836,0.01580095663666725,1.0,0.2730362655237486
132,1,0.32435333728790283,0.04704728722572327,0.022340409457683563,1.6013535261154175,0.2881147861480713,0.36592167615890503,0.8203125,0.4818733334541321,0.01594216376543045,1.0,0.26763739981074647
134,1,0.2239241600036621,0.06626351922750473,0.02254512533545494,1.603487253189087,0.2786013185977936,0.46410223841667175,0.86328125,0.4819541871547699,0.016076428815722466,1.0,0.26234528823507886
136,1,0.2912942171096802,0.040316224098205566,0.023272642865777016,1.6028425693511963,0.2683154046535492,0.4197406768798828,0.8671875,0.4820365905761719,0.01621323451399803,1.0,0.25715781990041237
138,1,0.211565300822258,0.04616333171725273,0.02162535861134529,1.6014246940612793,0.25871139764785767,0.6345022320747375,0.86328125,0.4821152091026306,0.016343679279088974,1.0,0.25207292565009176
140,1,0.20478609204292297,0.04944410175085068,0.022306721657514572,1.6000512838363647,0.24602974951267242,0.46380138397216797,0.84375,0.4821982979774475,0.01648152619600296,1.0,0.24708857724180291
142,1,0.3002089262008667,0.04416313022375107,0.02085484191775322,1.5995169878005981,0.2341756671667099,0.5163836479187012,0.8671875,0.48228341341018677,0.016622908413410187,1.0,0.24220278653855576
144,1,0.205629363656044,0.04988015443086624,0.021479260176420212,1.5986984968185425,0.22025036811828613,0.6156415939331055,0.8671875,0.48237016797065735,0.01676669344305992,1.0,0.237413604715664
146,1,0.35886359214782715,0.04167897254228592,0.0206089336425066,1.5971031188964844,0.20380163192749023,0.5690703392028809,0.8515625,0.48246243596076965,0.016919787973165512,1.0,0.23271912148340573
148,1,0.32932913303375244,0.04504460096359253,0.02169017679989338,1.5944292545318604,0.18652716279029846,0.48209309577941895,0.88671875,0.48255473375320435,0.017072943970561028,1.0,0.2281174643250549
150,1,0.3990050256252289,0.047293562442064285,0.020487286150455475,1.5931955575942993,0.1697264462709427,0.491083562374115,0.89453125,0.4826446771621704,0.01722201518714428,1.0,0.22360679774997896
152,1,0.35507732629776,0.04351997748017311,0.020132988691329956,1.5921908617019653,0.15292802453041077,0.6593538522720337,0.86328125,0.48273491859436035,0.01737164333462715,1.0,0.219185322561506
154,1,0.3257758617401123,0.04741497337818146,0.019276756793260574,1.5915286540985107,0.13824225962162018,0.5396773815155029,0.84765625,0.48281994462013245,0.017512613907456398,1.0,0.21485127513926827
156,1,0.3071361184120178,0.040735431015491486,0.02048356831073761,1.591368556022644,0.12289314717054367,0.4692215621471405,0.8515625,0.4829028248786926,0.01764998957514763,1.0,0.21060292673573613
158,1,0.23699352145195007,0.16917021572589874,0.021216783672571182,1.593227744102478,0.10847348719835281,0.7211686372756958,0.87109375,0.4829849600791931,0.01778602972626686,1.0,0.20643858278666258
160,1,-0.011973276734352112,0.06383796036243439,0.02015378326177597,1.5940501689910889,0.09475579112768173,0.6527448296546936,0.90625,0.48307061195373535,0.017928004264831543,1.0,0.20235658223516173
162,1,0.46242770552635193,0.04324403405189514,0.020506279543042183,1.5948126316070557,0.079893097281456,0.6025267839431763,0.8828125,0.4831617474555969,0.018078871071338654,1.0,0.19835529686915346
164,1,0.25368326902389526,0.07034703344106674,0.01863166131079197,1.5951939821243286,0.06704327464103699,0.7150878310203552,0.8984375,0.48324716091156006,0.018220365047454834,1.0,0.1944331306719086
166,1,0.31282201409339905,0.050304390490055084,0.018270468339323997,1.596421241760254,0.05786670744419098,0.7070567011833191,0.86328125,0.48333048820495605,0.01835833117365837,1.0,0.1905885191854358
168,1,0.21941858530044556,0.039791908115148544,0.019711989909410477,1.5974258184432983,0.04994693771004677,0.608778178691864,0.86328125,0.4834149479866028,0.018498210236430168,1.0,0.18681992888645732
170,1,0.20753243565559387,0.04162108525633812,0.019551966339349747,1.5968661308288574,0.042627863585948944,0.810136079788208,0.87890625,0.48349812626838684,0.018635816872119904,1.0,0.1831258565747231
172,1,0.2561282515525818,0.04361996054649353,0.02019967883825302,1.5984594821929932,0.035502608865499496,0.7926245927810669,0.921875,0.48358154296875,0.018773959949612617,1.0,0.17950482877342017
174,1,0.4457409381866455,0.04217512905597687,0.018749529495835304,1.598459243774414,0.029334519058465958,0.6504416465759277,0.87890625,0.4836636185646057,0.0189097560942173,1.0,0.1759554011414383
176,1,0.4156404137611389,0.05104190856218338,0.01866268366575241,1.5994577407836914,0.023525767028331757,0.6816583871841431,0.8828125,0.483739972114563,0.019036099314689636,1.0,0.17247615789725676
178,1,0.3424827456474304,0.045259989798069,0.018712226301431656,1.5996161699295044,0.017306867986917496,0.8226569294929504,0.90234375,0.48380836844444275,0.019149279221892357,1.0,0.16906571125422334
180,1,0.3472011685371399,0.048928603529930115,0.019312487915158272,1.6000494956970215,0.010788580402731895,0.7651950716972351,0.8984375,0.4838741421699524,0.0192580483853817,1.0,0.16572270086699936
182,1,0.6683874130249023,0.044492751359939575,0.01888246275484562,1.597861409187317,0.005281966179609299,0.7296861410140991,0.87109375,0.48394206166267395,0.01937035843729973,1.0,0.1624457932889504
184,1,0.3635690212249756,0.04596473276615143,0.01727483980357647,1.5985110998153687,0.0019346910994499922,0.6836310625076294,0.890625,0.4839990437030792,0.019464559853076935,1.0,0.15923368144026684
186,1,0.288510262966156,0.04353784769773483,0.01857070066034794,1.5987699031829834,0.0006415870739147067,0.8359541893005371,0.93359375,0.4840571880340576,0.019560744985938072,1.0,0.15608508408660068
188,1,0.3877505660057068,0.04182247072458267,0.017535362392663956,1.5988779067993164,0.00016555257025174797,0.9475280046463013,0.91796875,0.4841189980506897,0.019662898033857346,1.0,0.15299874532801216
190,1,0.5699269771575928,0.04711756482720375,0.017233114689588547,1.59961998462677,3.727123839780688e-05,0.7593817710876465,0.91796875,0.4841803014278412,0.019764181226491928,1.0,0.14997343409802136
192,1,0.34873712062835693,0.04712887853384018,0.018379006534814835,1.5992283821105957,0.0,0.7680728435516357,0.90625,0.48423758149147034,0.019858866930007935,1.0,0.14700794367256514
194,1,0.44905346632003784,0.046738993376493454,0.017489653080701828,1.5983967781066895,0.0,0.8664581775665283,0.890625,0.484296590089798,0.019956428557634354,1.0,0.14410109118866415
196,1,0.27797961235046387,0.04651661217212677,0.01869090087711811,1.5981764793395996,0.0,0.8454908132553101,0.87109375,0.48435378074645996,0.020050998777151108,1.0,0.1412517171726069
198,1,0.3101056218147278,0.045021798461675644,0.017623700201511383,1.5984275341033936,0.0,0.8981617093086243,0.890625,0.48441261053085327,0.02014821209013462,1.0,0.1384586850774637
200,1,0.4301493167877197,0.04946228116750717,0.01724991202354431,1.5979222059249878,0.0,0.9509614706039429,0.890625,0.4844745695590973,0.020250454545021057,1.0,0.13572088082974534
202,1,0.2329520732164383,0.048493724316358566,0.017931248992681503,1.5986583232879639,0.0,1.0336695909500122,0.953125,0.4845297038555145,0.020341601222753525,1.0,0.13303721238502575
204,1,0.39543890953063965,0.042425163090229034,0.01776478812098503,1.5994455814361572,0.0,0.9243760704994202,0.91015625,0.4845842123031616,0.020431581884622574,1.0,0.13040660929235184
206,1,0.29235199093818665,0.04455532133579254,0.016019070520997047,1.6021857261657715,0.0,1.0815503597259521,0.890625,0.48463723063468933,0.02051921747624874,1.0,0.12782802226726633
208,1,0.32747983932495117,0.04273100197315216,0.017722297459840775,1.6042861938476562,0.0,0.9735729694366455,0.90234375,0.4846910238265991,0.02060794085264206,1.0,0.1253004227732731
210,1,0.45484551787376404,0.046816807240247726,0.016559205949306488,1.6062877178192139,0.0,0.957353949546814,0.9140625,0.48474928736686707,0.020704146474599838,1.0,0.12282280261157906
212,1,0.22528094053268433,0.04674580320715904,0.016874773427844048,1.6086974143981934,0.0,1.0727430582046509,0.91796875,0.4848107695579529,0.020805679261684418,1.0,0.12039417351894736
214,1,0.6403437852859497,0.044951312243938446,0.0171387679874897,1.6126347780227661,0.0,1.0932704210281372,0.93359375,0.4848692715167999,0.020902298390865326,1.0,0.11801356677350335
216,1,0.5555262565612793,0.03974644094705582,0.016623076051473618,1.6149629354476929,0.0,0.8508625030517578,0.90234375,0.4849246144294739,0.020993579179048538,1.0,0.11568003280833442
218,1,0.5579005479812622,0.04174809157848358,0.016359001398086548,1.617275357246399,0.0,1.1085569858551025,0.90625,0.48498207330703735,0.02108846604824066,1.0,0.11339264083273048
220,1,0.3460470139980316,0.043691374361515045,0.01688210666179657,1.620870590209961,0.0,1.1002602577209473,0.90234375,0.4850367307662964,0.02117867022752762,1.0,0.11115047846091419
222,1,0.3914622962474823,0.04995591565966606,0.016829706728458405,1.6247469186782837,0.0,1.1648353338241577,0.921875,0.485090434551239,0.02126719057559967,1.0,0.10895265134811177
224,1,0.610149621963501,0.04385729879140854,0.016247674822807312,1.626633882522583,0.0,0.9877434968948364,0.90625,0.4851459860801697,0.02135888673365116,1.0,0.10679828283382062
226,1,0.570672869682312,0.04017408937215805,0.016305238008499146,1.6293798685073853,0.0,1.217149019241333,0.93359375,0.4852020740509033,0.021451497450470924,1.0,0.10468651359213041
228,1,0.2179584801197052,0.043660037219524384,0.015888959169387817,1.62977135181427,0.0,1.1213068962097168,0.9375,0.48525628447532654,0.02154090628027916,1.0,0.10261650128895843
230,1,0.46415504813194275,0.04537586867809296,0.015810629352927208,1.6304681301116943,0.0,1.170578956604004,0.921875,0.4853193461894989,0.021644871681928635,1.0,0.100587420246063
232,1,0.4235319197177887,0.04634453356266022,0.016026746481657028,1.6296395063400269,0.0,0.9890741109848022,0.921875,0.48538193106651306,0.02174803987145424,1.0,0.09859846111170006
234,1,0.5410327911376953,0.04604802280664444,0.01673947274684906,1.6286683082580566,0.0,1.2089875936508179,0.91796875,0.4854409098625183,0.0218452550470829,1.0,0.09664883053779216
236,1,0.7245403528213501,0.19454056024551392,0.017295094206929207,1.6275883913040161,0.0,1.14877450466156,0.91796875,0.48549747467041016,0.021938586607575417,1.0,0.09473775086348109
238,1,0.6085869073867798,0.04353681206703186,0.015101876109838486,1.627718210220337,0.0,1.1059939861297607,0.93359375,0.4855502247810364,0.02202557399868965,1.0,0.09286445980493743
240,1,0.3674960136413574,0.12777161598205566,0.016084518283605576,1.6275722980499268,0.0,1.3334672451019287,0.9296875,0.48560190200805664,0.022110730409622192,1.0,0.09102821015130401
242,1,0.48060929775238037,0.054569486528635025,0.016156334429979324,1.625877857208252,0.0,1.3608901500701904,0.91796875,0.4856693148612976,0.02222180739045143,1.0,0.08922826946665133
244,1,0.30423152446746826,0.06679446995258331,0.015805164352059364,1.6263201236724854,0.0,1.3795585632324219,0.9140625,0.4857337176799774,0.02232791669666767,1.0,0.08746391979782639
246,1,0.2815609574317932,0.04867827147245407,0.01601259410381317,1.6261804103851318,0.0,1.3147131204605103,0.8984375,0.48580068349838257,0.0224382895976305,1.0,0.08573445738807857
248,1,0.5371556282043457,0.042698923498392105,0.016126837581396103,1.6257102489471436,0.0,1.4726061820983887,0.9375,0.4858728349208832,0.022557200863957405,1.0,0.0840391923963477
250,1,0.3740082383155823,0.0434347465634346,0.015648426488041878,1.6269903182983398,0.0,1.4636890888214111,0.95703125,0.4859396815299988,0.022667275741696358,1.0,0.08237744862210328
252,1,0.3789375424385071,0.06720093637704849,0.01591631770133972,1.6304527521133423,0.0,1.540610909461975,0.94921875,0.4860079884529114,0.022779840975999832,1.0,0.08074856323562417
254,1,0.4286411702632904,0.043561045080423355,0.015881257131695747,1.6314218044281006,0.0,1.4510657787322998,0.93359375,0.4860805869102478,0.022899381816387177,1.0,0.07915188651361164
256,1,0.2049315720796585,0.6045379638671875,0.015805775299668312,1.632226586341858,0.0,1.415186882019043,0.9453125,0.4861631989479065,0.02303539402782917,1.0,0.07758678158003054
258,1,0.6601769924163818,0.0686572939157486,0.015598450787365437,1.6310875415802002,0.0,1.5878148078918457,0.94140625,0.48624593019485474,0.02317153476178646,1.0,0.0760526241520746
260,1,0.47986581921577454,0.09780952334403992,0.015309743583202362,1.6305546760559082,0.0,1.4734513759613037,0.91796875,0.4863198399543762,0.023293232545256615,1.0,0.07454880229115494
262,1,0.7963883876800537,0.10468780994415283,0.014417857863008976,1.6286671161651611,0.0,1.4229202270507812,0.94140625,0.48639124631881714,0.023410692811012268,1.0,0.07307471615881264
264,1,0.49198490381240845,0.10895036906003952,0.01508333720266819,1.6254634857177734,0.0,1.7943010330200195,0.9375,0.48645466566085815,0.02351510152220726,1.0,0.07162977777745734
266,1,0.3330000936985016,0.10937578976154327,0.014651266857981682,1.6191450357437134,0.0,1.6227222681045532,0.91015625,0.4865177571773529,0.02361886203289032,1.0,0.0702134107958373
268,1,0.3610127568244934,0.06884780526161194,0.014592603780329227,1.6109826564788818,0.0,1.616788625717163,0.94140625,0.4865802526473999,0.02372167631983757,1.0,0.06882505025914659
270,1,0.32412198185920715,0.042357437312603,0.0153650538995862,1.6013131141662598,1.0611838661134243e-05,1.5703017711639404,0.95703125,0.48665645718574524,0.023847069591283798,1.0,0.06746414238367816
272,1,0.4570336937904358,0.047068968415260315,0.01560680940747261,1.5962883234024048,0.00012075902486685663,1.5426610708236694,0.91796875,0.48673585057258606,0.02397761680185795,1.0,0.06613014433593292
274,1,0.27642369270324707,0.05559670925140381,0.015192411839962006,1.592763900756836,0.0005362766096368432,1.8234736919403076,0.94140625,0.4868156313896179,0.02410876750946045,1.0,0.06482252401609633
276,1,0.5573599338531494,0.0683971717953682,0.015713561326265335,1.588592529296875,0.00042948772897943854,1.8010368347167969,0.94921875,0.486900269985199,0.024247944355010986,1.0,0.06354075984579667
278,1,0.35156840085983276,0.052889831364154816,0.01521641481667757,1.5843580961227417,6.142677739262581e-05,1.6011931896209717,0.91796875,0.4869852066040039,0.024387575685977936,1.0,0.06228434056005994
280,1,0.8464142084121704,0.10879191011190414,0.014992399141192436,1.5815180540084839,3.4704688005149364e-05,1.7140308618545532,0.9453125,0.48707419633865356,0.02453378215432167,1.0,0.06105276500337841
282,1,0.5230859518051147,0.053195856511592865,0.014532344415783882,1.5807873010635376,0.0,1.7701194286346436,0.93359375,0.48715531826019287,0.02466713823378086,1.0,0.059845541929811855
284,1,0.3918040692806244,0.04052156209945679,0.016060030087828636,1.5814452171325684,0.0,1.8992033004760742,0.94140625,0.48723891377449036,0.024804528802633286,1.0,0.058662189807041215
286,1,0.8645850419998169,0.0441572405397892,0.014821034856140614,1.5818939208984375,0.0,1.7842910289764404,0.95703125,0.4873221814632416,0.024941228330135345,1.0,0.057502236624297015
288,1,0.29916101694107056,0.0523408018052578,0.01438048854470253,1.583767294883728,0.0,1.7918550968170166,0.953125,0.4873976707458496,0.025065243244171143,1.0,0.05636521970408556
290,1,0.568090558052063,0.054999686777591705,0.014594757929444313,1.5851318836212158,0.0,1.8549203872680664,0.97265625,0.48747944831848145,0.025199521332979202,1.0,0.055250685517637885
292,1,0.514627993106842,0.05177263170480728,0.014805186539888382,1.585726261138916,0.0,1.7425439357757568,0.9453125,0.4875583350658417,0.025329016149044037,1.0,0.054158189504008164
294,1,0.33083608746528625,0.04709625989198685,0.014959989115595818,1.5889825820922852,0.0,1.8308603763580322,0.9453125,0.4876357913017273,0.025456193834543228,1.0,0.05308729589274894
