episode,steps,final_battery,total_reward,total_directional_reward,total_battery_reward,total_movement_penalty,loss,episode_time,rollout_time,inference_time,env_time,update_time,peak_solar_w,mean_solar_w,start_battery,min_battery,idle_mAh,motion_mAh,path_m,turn_integral,net_displacement_m
1,720,85.59873922401208,383.9831974419803,277.0693434103346,107.25073018358971,0.32158156903946306,N/A (planner),33.89270711829886,33.64601375116035,0.15244531352072954,33.493568437639624,0.0,42.2635727076306,31.3661710767429,31.973374132217224,31.509520183486337,11582.399999999943,87.47391278359534,119.40975652929673,197.906931043272,79.37898197496945
2,720,85.87047942909052,386.26269515941,281.7178182747536,104.89757368371495,0.3097835678446651,N/A (planner),36.38472841028124,36.130432184785604,0.14856194285675883,35.981870241928846,0.0,42.2638537305024,32.31685186587708,33.421692587233046,29.734457771106232,11582.399999999941,90.31847160750097,130.5424803394037,127.60645763291399,48.71906058231622
3,720,81.67352412618823,386.90166681863525,298.9853868201765,88.3187595206728,0.38722219916342987,N/A (planner),32.48319710511714,32.2450751112774,0.14757167687639594,32.097503434401006,0.0,42.263765117314804,32.08383310117645,37.51414436585183,37.438913423103216,11582.399999999954,101.40891652983805,149.77307203778898,205.4350240528958,88.8270091056806
4,720,84.06199811653433,359.13566419424643,257.1881271972355,102.32796142206314,0.3514858448892503,N/A (planner),36.52993604587391,36.2578130052425,0.1480442197062075,36.10976878553629,0.0,40.85790189849219,31.038120040421493,32.898017405502756,32.463990169157604,11582.399999999969,92.66192556429579,133.16838116062306,249.32827395280842,73.09299506499124
5,720,84.83295999500687,371.933758296895,265.5900743555737,106.80845135712231,0.44751017837029006,N/A (planner),40.38318477617577,40.12839376972988,0.1481396770104766,39.980254092719406,0.0,42.26343273766886,30.036147457013197,31.428734316445716,29.8615168265723,11582.399999999972,117.18513235794902,162.17310209876308,256.3413555594582,120.19234023997988
6,720,86.94977142221948,400.2171676451934,295.8732749714091,104.71123295672139,0.3378644831242004,N/A (planner),34.448311367072165,34.18376791104674,0.1478563309647143,34.03591158008203,0.0,42.26349901838627,32.06349499559052,34.59415494385879,28.293330180248905,11582.39999999996,95.17781750262361,131.85145018527487,189.86940591085954,71.4599181265049
7,720,87.14902359499877,370.0893672062676,259.39493829607517,111.07528121255844,0.3677264426874942,N/A (planner),39.91484782099724,39.612106611952186,0.14770122338086367,39.46440538857132,0.0,41.02689022952406,31.09760296277209,31.611382988719544,30.589448324400415,11582.39999999998,98.05803509931248,137.25751947683347,196.8817532699628,80.82833035835445
8,720,89.52828984844498,409.493823429107,304.4097829164066,105.4026688948556,0.31137776697881825,N/A (planner),35.119206327944994,34.85613152803853,0.1477682632394135,34.70836326479912,0.0,42.26375847117365,31.999006414271506,36.82695540101719,36.2927719651109,11582.399999999981,74.47195893769005,100.30512173449495,197.53571541281892,69.18360241255726
9,720,82.94410636608701,288.27865496859033,199.96328329832087,88.8099263492432,0.44030312754668527,N/A (planner),36.86098452610895,36.57608385523781,0.14772154157981277,36.428362313658,0.0,41.14252352097368,26.315093398741727,38.53914319146541,23.621203034206957,11582.506764742438,142.95465528909548,197.28376909025562,278.7516165150601,131.2480087638611
10,720,77.75365562238295,370.7352032878787,284.9676941201355,86.11320181633636,0.30985437960120116,N/A (planner),30.908736499026418,30.640577875077724,0.14731960417702794,30.493258270900697,0.0,42.2636666124161,30.626468789681727,34.69705471421477,34.127165942932635,11582.399999999936,82.26881297709166,116.6596428396907,218.2776393415301,59.69893081363266
11,720,84.26371937424906,358.57573194290717,256.7224295032625,102.26042754350475,0.37295525090709236,N/A (planner),41.960785719100386,41.661535531748086,0.14778453623875976,41.51375099550933,0.0,42.26354948157008,31.00475264851453,33.13350560249669,30.535657434681283,11582.39999999995,106.63600387068024,146.02665144174046,233.11862951574082,68.40522356477199
12,720,87.50517756394318,338.33058149763207,229.18138384190004,109.47018514997391,0.3055616137274402,N/A (planner),38.65629430906847,38.37633344717324,0.1482519735582173,38.22808147361502,0.0,41.060123305786426,30.200182712296904,32.77008498895622,28.7740969623556,11582.399999999967,93.36374164277704,124.83192472278455,212.14834425267895,78.88779934018712
13,720,86.47002370562164,325.5052480226389,224.0661833807087,101.87023385454032,0.40465557146524456,N/A (planner),38.87033465504646,38.59830557880923,0.14814069867134094,38.45016488013789,0.0,41.888561942679324,30.31190483948371,35.534906778351484,32.308576174509554,11582.399999999941,118.79200859376316,165.51997468251125,257.0343862424993,71.70384637541024
14,720,84.37124927902077,378.990137125043,277.521579224216,101.88890220948585,0.4123934231788561,N/A (planner),36.271909318864346,36.033184266183525,0.14784666243940592,35.88533760374412,0.0,42.26361172846612,30.899265851349572,33.42679817427785,33.085977274594505,11582.399999999981,104.02927548988245,141.43807073815756,223.87833469335425,100.07903592554632
15,720,75.47053448870969,314.83171258720114,228.52969771884918,86.5708783011916,0.24202496375419524,N/A (planner),32.51222434081137,32.259061257354915,0.14785402081906796,32.11120723653585,0.0,42.20848937937501,30.657135865507705,32.18509533811389,30.584415669664576,11582.399999999927,75.46999957365549,105.21946827479243,173.887202137566,40.04122066407032
16,720,83.19116892758159,365.8302410750239,278.29033121680925,88.00311197302001,0.4399510443286074,N/A (planner),36.4514274620451,36.19823893066496,0.14787073386833072,36.050368196796626,0.0,42.26343530987361,30.86661866693805,39.18961294107158,38.77466722320349,11582.399999999969,114.40941571525353,164.58735590747347,228.9899052781442,100.91290824724472
17,720,64.83280895488387,308.5719924965327,250.06851345828014,58.91989876517685,0.3259058182200978,N/A (planner),36.94686721172184,36.65556298336014,0.14756374340504408,36.5079992399551,0.0,42.263573093572354,28.79635495632127,35.37285957229545,34.7915970835915,11582.399999999938,106.05225189544969,151.7385151968333,207.089637343838,71.18114943573917
18,720,75.71869433419984,306.7090059014142,233.32731238708394,74.0827241169199,0.6262912242662428,N/A (planner),40.28752068709582,40.00415596459061,0.14761037239804864,39.85654559219256,0.0,42.24302530605144,29.417790665656653,38.677332275739886,26.57472900671838,11582.39999999994,198.38576381656063,281.88922565660204,264.9252145868615,157.00481858275697
19,720,86.40161688131987,361.2575608320695,265.5803485846042,96.07317556922747,0.37771881459188295,N/A (planner),37.18362037977204,36.964367270004004,0.14755300199612975,36.816814268007874,0.0,42.26338886245126,31.27117611794317,38.36502909670613,37.2572691419217,11582.399999999963,100.1916338143959,142.60602328796193,169.53875808495877,98.1552870012419
20,720,88.52446359549097,369.492024355624,268.19994741636145,101.6250187501267,0.3160912004206909,N/A (planner),33.5096704759635,33.269614175893366,0.1476746485568583,33.12193952733651,0.0,42.2637509256344,31.999646935032494,37.71195422042762,36.78205018317149,11582.39999999995,84.92521168731508,118.63187505381423,153.0572045433838,55.81458191177046
21,720,74.26730338255393,332.5862876965021,250.44776789368686,82.62347146685082,0.449494076705873,N/A (planner),36.23761397600174,35.99932128889486,0.14766577957198024,35.85165550932288,0.0,42.231866115910506,29.756358330436893,32.955567649128525,32.45750853647497,11582.399999999965,126.7476953985819,184.61333331406985,266.09663902194217,103.29355828526492
22,720,73.49321931121695,343.39476064026275,262.65689708376925,81.22056225933764,0.4441223274025434,N/A (planner),31.850545374210924,31.63024492468685,0.14733881503343582,31.482906109653413,0.0,42.26370906376499,30.470502762340544,32.88293818154813,32.475171483905385,11582.399999999947,132.28236379494385,195.04691229038545,240.94112281263514,86.36346232662125
23,720,79.74511103470653,356.98201149654557,258.3200641758845,99.05093901027053,0.37079692146014415,N/A (planner),35.60051343077794,35.33073820732534,0.14764396846294403,35.183094238862395,0.0,42.26364142877971,30.65174835852624,30.219641529571263,29.53280065874354,11582.399999999949,101.58771655091297,144.13872488525922,237.72301574400237,83.46657076448435
24,720,80.71267509844427,359.7133819177533,272.33911587585555,87.84657277545082,0.44995592262627826,N/A (planner),37.65799620281905,37.37328931922093,0.14776922017335892,37.22552009904757,0.0,42.263744917234874,31.01894187404667,36.78938871071885,36.2515748946441,11582.399999999947,117.05375842124842,164.87416817008233,221.15896986097107,113.6868889032666
25,720,84.01000761407775,343.07629047839566,248.30876020093973,95.22500904194035,0.4147459451455248,N/A (planner),39.83459529932588,39.559865545947105,0.14811848336830735,39.4117470625788,0.0,42.23603476925145,29.785515538344715,36.397503093107574,26.163987080629695,11582.399999999952,127.9377689579794,175.7792808858286,297.15986976133354,61.258140367055155
26,720,77.83866816743709,323.13675131934076,243.44245672901144,80.2365063301701,0.5184230853086392,N/A (planner),40.68196265771985,40.40390221402049,0.15201607486233115,40.25188613915816,0.0,42.15073766474821,29.666111985149534,37.72041500235204,31.64337230519208,11582.399999999954,148.50210286774401,205.41398794234655,233.2744516657148,149.8359881034828
27,720,84.39026576066352,378.3770897530208,289.26781593415507,89.48889719736836,0.3587975530651942,N/A (planner),37.5032346798107,37.260987407993525,0.1539319665171206,37.107055441476405,0.0,42.26382188335632,31.383008720158948,39.645817161979345,37.429601071405614,11582.399999999956,92.71462306582471,128.31700486236718,199.5387068615322,53.42855955235058
28,720,84.59889853493348,349.04047091925844,259.5024391404228,90.02615277583143,0.44178208756429044,N/A (planner),36.54877914628014,36.27614399511367,0.15504904696717858,36.12109494814649,0.0,42.26344411640775,31.2298322327726,39.585822147017765,35.09965637069495,11582.399999999967,125.41112679911002,175.06740172285004,237.65495320446027,91.14264020503106
29,720,86.30097659402331,356.67631774759565,254.72822777495338,102.2618321292962,0.3025413264590727,N/A (planner),36.31320286495611,36.01903276424855,0.15568750305101275,35.86334526119754,0.0,41.888289044066305,30.825697880753037,35.17006052937521,26.897916752810815,11582.39999999999,92.28537905766427,122.51990730278331,186.06242478355247,75.06205974902817
30,720,88.1898751065151,339.36312096252715,231.65599190301285,108.12518560291775,0.39257433513238,N/A (planner),37.77963078767061,37.51800922397524,0.15608878526836634,37.361920438706875,0.0,41.085435758299255,30.725891895590344,34.12728230505623,33.22495049533498,11582.399999999981,109.96403724022198,152.73660530390447,250.64676084183589,112.37532035266801
