episode,minibatches,minibatches_possible,first_mb_kl,policy_loss,value_loss,mean_V,std_V,std_barrier,lyap_violation_rate,lyap_in_ball_rate,lyap_mean_dV,lyap_worst_slack,lyap_v_rmse,grad_norm_control,grad_norm_aux,lr_scale,certifiable_frac,cert_violation,cert_mean_dV,cert_mean_V,cert_worst_slack,cert_in_ball_rate,cert_certifiable_frac,cert_alpha_q05,cert_alpha_q25,cert_alpha_q50,cert_alpha_used,cert_alpha_next,cert_alpha_nonpos_frac,cert_nstep,cert_n_samples,v_critic_violation,v_critic_mean,v_critic_min,v_agreement,v_critic_alpha_q05,v_critic_alpha_q25,v_critic_alpha_q50,v_critic_alpha_nonpos_frac,v_critic_violation_direct,v_critic_nonpos_direct,v_bellman_delta_mean,v_bellman_delta_std,v_bellman_delta_q95,softplus_beta,lyap_penalty,dynamics_loss,barrier_loss,approx_kl,clip_fraction,mean_std,mean_raw_log_std,mean_abs_action,alpha,lag_lambda,lag_j_c,lag_violation,attn_entropy,critic_ev,critic_rmse_norm,critic_rmse_abs,returns_std,returns_mean,xv_true_corr,xv_true_rank,xv_true_flat_frac,ood_v_min,ood_v_mean,ood_nonneg_frac,ood_monotone_frac,ood_slope_corr,ood_range
71,28,28,0.0,-0.012669919840326267,244.6569377354213,,,,,,,,,12.368706822395325,0.0,0.631434066744088,,0.408499078559024,-0.12237609816449029,0.25775120886308805,0.3831765449472836,0.10192810850484031,0.8926550958837781,-0.019746855394000055,0.002112066639321191,0.009075578834329332,0.006135537096627332,0.005828760241795961,0.16897210086296713,150.0,139.28571428571428,,,,,,,,,,,,,,,,,,0.00445967517693394,0.04649976907031877,0.10663186492664474,0.0066439158482743165,0.013826622561152493,0.6350660991813066,0.31029805541038513,5.258460141974336,4.008460141974336,nan,0.009887278079986572,1.000098705291748,16.152252197265625,16.150657653808594,7.747848987579346,0.30424755811691284,0.3085900843143463,0.0126953125,-6.744837760925293,-6.210216045379639,0.0,0.4713541567325592,-0.005335427820682526,0.007706975564360619
81,24,24,0.0,0.007925185806622418,353.6705614725749,,,,,,,,,57.38977257410685,0.0,0.6725962772055083,,0.2832337735841672,-0.18486003701885542,0.2978263087570667,0.26030778015653294,0.12860087553660074,0.8115668445825577,0.0008419886377547906,0.005409795790910721,0.0203239768743515,0.005828760241795961,0.00537289068953863,0.03367897670250386,150.0,60.0,,,,,,,,,,,,,,,,,,0.009872344273996228,0.14290519679586092,0.10688055058320363,0.007975323377953222,0.023371502989903092,0.6130412695530266,0.3518267571926117,7.530287713770791,6.280287713770791,nan,0.13115376234054565,1.0552831888198853,19.1848201751709,18.179784774780273,-0.17202791571617126,0.3658889830112457,0.2711468040943146,0.080078125,-11.19118595123291,-8.836709976196289,0.07148437947034836,0.1640625,-0.01044794823974371,0.04409331455826759
87,32,32,0.0,-0.004773048247443512,260.06767559051514,,,,,,,,,92.59263288974762,0.0,0.7266365015735671,,0.42187820840626955,-0.18685903819277883,0.40236277133226395,0.6102644484490156,0.13222273997962475,0.9144448842853308,-0.002845715709554497,0.003761076834052801,0.006833057850599289,0.005372890689538632,0.0051042461550616985,0.14073135098442435,150.0,108.5,,,,,,,,,,,,,,,,,,0.0005931587384111481,0.0003103233175352216,0.10697550605982542,0.008482849050778896,0.01828225067583844,0.5852557362297436,0.4027113616466522,8.004055328324394,6.7540553283243945,nan,0.03902560472488403,0.9841292500495911,15.629612922668457,15.881667137145996,6.2058329582214355,0.21134816110134125,0.21777242422103882,0.087890625,-8.395286560058594,-4.939933776855469,0.0,0.0438368059694767,-0.007882894948124886,0.018145496025681496
92,28,28,0.0,-0.0027773394083072033,258.3699460710798,,,,,,,,,45.588873454502654,0.0,0.7740567067398237,,0.4100956565567425,-0.16018135153821536,0.3610623446958406,0.4319608892713274,0.09316163403647286,0.9050975378070559,-0.013038016622886062,0.0016614517995289394,0.007495428834642682,0.005104246155061695,0.004849033847308613,0.20168079701917513,150.0,134.85714285714286,,,,,,,,,,,,,,,,,,0.00410166578668785,0.03938397698636566,0.10704323090612888,0.008844516439629453,0.012302296335941978,0.5618885804064978,0.47267475724220276,9.259374001366767,8.009374001366767,nan,0.014551818370819092,0.9969509840011597,15.86914348602295,15.91767692565918,4.7460222244262695,0.28160005807876587,0.33162426948547363,0.0546875,-5.669551849365234,-3.288944959640503,0.0,0.0329861119389534,-0.007081825751811266,0.005882318131625652
94,24,24,0.0,-0.0004432749701663852,219.9704933166504,,,,,,,,,20.907680690288544,0.0,0.8137178205850116,,0.29771261165539425,-0.16872078428665796,0.306157195319732,0.35392340024312335,0.10781249900658925,0.937467448413372,-0.011275795851058016,0.0036003477871418,0.007221595694621404,0.004849033847308614,0.004606582154943182,0.11902641536047061,150.0,154.83333333333334,,,,,,,,,,,,,,,,,,0.004722642460061858,0.05901692691259086,0.10718236025422812,0.009586714246931175,0.009148582389267782,0.5430444643176605,0.5428061485290527,8.167234098345833,6.917234098345833,nan,0.02673161029815674,1.0690582990646362,15.835444450378418,14.812517166137695,11.6744966506958,0.327822208404541,0.24135592579841614,0.076171875,-6.988996982574463,-5.573875904083252,0.0,0.0559895820915699,-0.007905885577201843,0.007230252958834171
101,32,32,0.0,0.0048112278745975345,321.89054918289185,,,,,,,,,36.99036395549774,0.0,0.8679691778687381,,0.15538587211631238,-0.23694002535194159,0.3588933637365699,0.39553019404411316,0.24701876752078533,0.908989803865552,-0.00036696260212920606,0.008994520641863346,0.022558127529919147,0.004606582154943184,0.004376253047196023,0.07502152293454856,150.0,89.375,,,,,,,,,,,,,,,,,,0.008483203619107371,0.10610080335754901,0.10740886488929391,0.01079311448847875,0.009737497050082311,0.5182595637145704,0.6306482553482056,8.749798474792815,7.499798474792815,nan,0.08765900135040283,0.960521936416626,17.958770751953125,18.696887969970703,10.994346618652344,0.039527200162410736,0.21852433681488037,0.2060546875,-14.350939750671387,-12.80197811126709,0.0,0.3220486044883728,-0.001797017059288919,0.01373671181499958
107,32,32,0.0,0.00010063225636258721,277.21895599365234,,,,,,,,,95.60446810722351,0.0,0.9186297955582614,,0.3716277591884136,-0.1881578047759831,0.335844187065959,0.3831684752367437,0.16569636017084122,0.9068979173898697,-0.00935347094127792,0.002666989341378212,0.009156202897429466,0.004376253047196022,0.004157440394836222,0.12030021019745618,150.0,112.25,,,,,,,,,,,,,,,,,,0.001715326914563775,0.0126859224983491,0.10758601617999375,0.01173503347672522,0.010425390384625643,0.4961078873316648,0.7589849829673767,10.511686299387723,9.261686299387723,nan,0.14761197566986084,0.9238818883895874,16.90641975402832,18.29932975769043,10.758864402770996,0.5811089277267456,0.5999064445495605,0.04296875,-13.966712951660156,-10.095354080200195,0.01171875,0.2569444477558136,-0.0007228362374007702,0.010969609953463078
114,32,32,0.0,-0.0015159728354774415,317.2746181488037,,,,,,,,,43.8969030380249,0.0,0.970589755416362,,0.22746264515444636,-0.18356439331546426,0.3041139468550682,0.28299302188679576,0.16731770522892475,0.8697461914271116,-0.01968784083146602,0.004532943945378065,0.010621780529618263,0.004157440394836221,0.003949568375094411,0.14972179709002376,150.0,98.75,,,,,,,,,,,,,,,,,,0.006062020462195505,0.06736366462428123,0.10770088317804039,0.012344855349510908,0.010156878357520327,0.47434085818113136,0.9047470092773438,10.033670261558475,8.783670261558475,nan,0.277121365070343,0.8608015179634094,17.41468620300293,20.23077964782715,7.809110164642334,0.323763370513916,0.1613147258758545,0.1025390625,-15.053898811340332,-10.080449104309082,0.03515625,0.4118923544883728,-0.004911242518573999,0.04734679311513901
118,28,28,0.0,0.001384011935442686,267.0093193054199,,,,,,,,,102.02437359946114,0.0,0.9954816722923933,,0.45089307001658846,-0.13835798017680645,0.33675037430865423,0.5258053519896099,8.514949253627232e-09,0.9301042684486934,-0.016158489510416985,-0.00022505436624799456,0.004942635340350015,0.0039495683750944135,0.0037520899563396903,0.2531543267624719,150.0,158.14285714285714,,,,,,,,,,,,,,,,,,0.007235048297193966,0.10142211336642504,0.10782063805631228,0.012980025993394,0.012045781227893062,0.45567191645313926,1.0775357484817505,9.98883690541999,8.73883690541999,nan,0.035971224308013916,0.9821813702583313,16.039710998535156,16.33070182800293,11.615326881408691,0.23221352696418762,0.25398433208465576,0.0,-13.248381614685059,-11.011491775512695,0.08476562798023224,0.96875,-0.0037631262093782425,0.0273012463003397
123,28,28,0.0,-0.005584562962342586,354.07093702043807,,,,,,,,,47.37311066899981,0.0,0.9950139244479744,,0.3966055991394179,-0.14820890155221736,0.37161714902945925,0.45976650395563673,0.08307903153555733,0.8474416200603757,-0.010665756583745991,-0.0003214318837438311,0.0075233929923602515,0.003752089956339689,0.0035644854585227055,0.25651720059769495,150.0,135.14285714285714,,,,,,,,,,,,,,,,,,0.005065931439665812,0.05751084829015391,0.10791530859257494,0.013481609889173083,0.012085295714704054,0.4379036859955256,1.3591753244400024,12.860064819268734,11.610064819268734,nan,0.1780608892440796,0.9068196415901184,18.33270263671875,20.216482162475586,6.768312454223633,0.2566998600959778,0.2899945378303528,0.0537109375,-15.382275581359863,-6.159139156341553,0.421875,0.9331597089767456,0.00806082971394062,0.12498724460601807
130,32,32,0.0,-0.0005363214004319161,263.1162028312683,,,,,,,,,60.73248419165611,0.0,0.9944302357920476,,0.3970625614747405,-0.1227085362188518,0.3178842132911086,0.536198285408318,0.05074221454560757,0.8714302144944668,-0.011690815183101222,-0.0012966524809598923,0.006294877268373966,0.0035644854585227086,0.00338626118559657,0.29623777605593204,150.0,132.75,,,,,,,,,,,,,,,,,,0.0033559410858288174,0.03599649021634832,0.10805620020255446,0.014227284671505913,0.011481891357107088,0.417749210560233,1.7701936960220337,14.460545884329791,13.210545884329791,nan,0.2939578890800476,0.8434820175170898,15.751372337341309,18.674224853515625,6.4877519607543945,0.3208279609680176,0.1384325921535492,0.0009765625,-13.227590560913086,-7.537787914276123,0.2613281309604645,0.9578993320465088,0.010801008902490139,0.37708064913749695
140,24,24,0.0,-0.0007046272706550857,293.90834681193036,,,,,,,,,63.20008937517802,0.0,0.9939738784789894,,0.2237033937126398,-0.25497913360595703,0.4251105027894179,0.4538368545472622,0.09735944618781407,0.775125744442145,-0.008044470067640455,0.004548963780204455,0.013991388181845347,0.0033862611855965687,0.003216948126316741,0.10659979935735464,150.0,66.83333333333333,,,,,,,,,,,,,,,,,,0.004346016023191623,0.04683032104124626,0.10816135536879301,0.014783241359206537,0.012974586182584366,0.40331850448755513,2.386789560317993,16.193007070193637,14.943007070193637,nan,0.3354368805885315,0.883933424949646,18.300716400146484,20.70372772216797,-2.567173480987549,0.3906269073486328,0.4372883141040802,0.0166015625,-11.546613693237305,-5.554818630218506,0.27812501788139343,0.96875,0.0218820720911026,0.32587993144989014
142,24,24,0.0,0.0019685064423053214,366.8511390686035,,,,,,,,,60.04620019594828,0.0,0.9935140308199157,,0.12287138712902863,-0.2579736839979887,0.39648644005258876,0.3416432936986287,0.29830728967984516,0.9547851582368215,0.0005032134874151476,0.0070255665729443235,0.015543114393949509,0.003216948126316741,0.003056100720000904,0.04188412226115664,150.0,125.33333333333333,,,,,,,,,,,,,,,,,,0.004060204441581543,0.044628906257761024,0.10825834050774574,0.015295527953033647,0.010581012446588526,0.38979236961960423,2.9436256885528564,11.734644702312963,10.484644702312963,nan,0.27654486894607544,0.950537383556366,17.829572677612305,18.757360458374023,12.6998291015625,0.1417236477136612,0.12672583758831024,0.193359375,-10.663750648498535,-3.6978256702423096,0.29296875,0.8211805820465088,0.013552268967032433,0.2454855591058731
146,28,28,0.0,-0.0028831346426159143,197.66828210013253,,,,,,,,,54.687016350882395,0.0,0.9929513014541379,,0.6628654705626624,-0.07985770622534412,0.3730375660317285,0.3685090307678495,0.14797247520514897,0.9185180068016052,-0.01102163690874087,-0.0015873238444328308,0.001099608838558197,0.003056100720000903,0.0029032956840008587,0.42090159228869845,150.0,123.57142857142857,,,,,,,,,,,,,,,,,,0.0037275521192766193,0.03643990750424564,0.10835498411740575,0.015805545562346066,0.006239865831698158,0.3744510577571845,3.931901693344116,15.724061684554751,14.474061684554751,nan,0.0681503415107727,0.9693780541419983,15.757306098937988,16.255067825317383,8.442062377929688,0.2667045295238495,0.40221676230430603,0.1142578125,-14.98028564453125,-5.56073522567749,0.298828125,0.7543402910232544,0.008377475664019585,0.26019471883773804
151,28,28,0.0,0.0014001704486353056,349.75561087472096,,,,,,,,,69.3372597694397,0.0,0.9923615353488165,,0.3665290336523737,-0.17177060299686023,0.4067165542926107,0.46415322167532785,0.09358422883919307,0.9071083941629955,-0.015649894169265672,6.179458328655787e-05,0.007446133664676121,0.0029032956840008574,0.0027581308998008156,0.24017344734498433,150.0,134.14285714285714,,,,,,,,,,,,,,,,,,0.002322891785297543,0.013683364078003381,0.10845723082976681,0.016344633884727955,0.008295815005632383,0.3596198217199292,4.921198844909668,12.4714499601453,11.2214499601453,nan,0.21048617362976074,0.8885549306869507,16.934280395507812,19.058225631713867,9.659502029418945,0.20450901985168457,0.0794866532087326,0.02734375,-13.771759033203125,-9.363860130310059,0.08203125,0.8984375,0.013171575032174587,0.18603451550006866
153,24,24,0.0,0.00325967650860548,402.2415021260579,,,,,,,,,48.72731566429138,0.0,0.9918454967165408,,0.41228825723131496,-0.16038266072670618,0.35535745571057004,0.3377664511402448,0.11536458134651184,0.9247395843267441,-0.012379948457237333,3.877344230810801e-05,0.0056772467990716296,0.002758130899800815,0.0026202243548107745,0.2562834043055773,150.0,160.83333333333334,,,,,,,,,,,,,,,,,,0.007832687532451624,0.1000325521454215,0.10855487082153559,0.016858991390715044,0.008267310642016431,0.3475592141463873,5.944258689880371,10.693677272430609,9.443677272430609,nan,0.2699149250984192,0.8602326512336731,16.74787139892578,19.46900177001953,12.577446937561035,-0.13233643770217896,-0.35631904006004333,0.0830078125,-16.86509895324707,-11.448123931884766,0.14140625298023224,0.9253472089767456,0.011587480083107948,0.3310115933418274
157,28,28,0.0,1.1804047971963882e-05,252.85517283848353,,,,,,,,,25.499570029122488,0.0,0.9912405129397432,,0.3172933193189757,-0.10961857278432165,0.2076284204210554,0.37252963334321976,0.028087792651993886,0.9197823703289032,-0.01966988468276603,-0.0029057679431779043,0.008301783885274614,0.002620224354810774,0.0024892131370702355,0.2640589778976781,150.0,151.28571428571428,,,,,,,,,,,,,,,,,,0.004642105630149932,0.051618303770997694,0.10870768528963838,0.017663004408989633,0.010313622004884695,0.334378760161039,7.251211166381836,11.187138892950093,9.937138892950093,nan,0.13584375381469727,0.9304031729698181,15.46535873413086,16.622211456298828,12.082324981689453,0.04067618027329445,0.16945840418338776,0.0,-14.735304832458496,-12.737075805664062,0.03125,0.99609375,0.015483704395592213,0.12038320302963257
159,24,24,0.0,0.005394962461044391,277.30526415507,,,,,,,,,26.235011219978333,0.0,0.9906889621273575,,0.08081062029426296,-0.2102443389594555,0.3433365983267625,0.09160623016456763,0.2605794245998065,0.931054691473643,0.002048390121975293,0.004593880847096443,0.015371924887100855,0.0024892131370702346,0.002455148679414054,0.0,150.0,131.33333333333334,,,,,,,,,,,,,,,,,,0.0063196931150741875,0.0829101562849246,0.10892720830937226,0.018816184097280104,0.014374698046594858,0.32316466470895217,8.86047649383545,11.271604138982976,10.021604138982976,nan,0.04236710071563721,1.0054209232330322,16.521699905395508,16.432619094848633,16.606203079223633,0.3568474054336548,0.4505321979522705,0.173828125,-14.196678161621094,-12.655482292175293,0.01171875,0.5086805820465088,0.0021485649049282074,0.03777071088552475
167,24,24,0.0,-0.002414411496526251,348.3757960001628,,,,,,,,,47.087759137153625,0.0,0.9901131992523023,,0.0,-0.22398500703275204,0.24351960296432176,-0.003103025179977218,0.2336275801062584,0.8401856372753779,0.0132962940648819,0.0174792322019736,0.028250617285569508,0.0024551486794140553,0.002633746111905658,0.0,150.0,46.166666666666664,,,,,,,,,,,,,,,,,,0.005810498332721181,0.07428421716516216,0.10910547648866971,0.019750976314147312,0.00630524772471593,0.3121861128902008,10.462120056152344,9.558035165834985,8.308035165834985,nan,0.04958236217498779,1.1003490686416626,21.310199737548828,19.366762161254883,8.468234062194824,0.08780407160520554,-0.26191437244415283,0.1787109375,-20.610660552978516,-18.543426513671875,0.0,0.21484375,-0.014205027371644974,0.09559574723243713
176,24,28,0.0,-0.002331093419343233,233.35305404663086,,,,,,,,,53.691285053888954,0.0,0.9894882500263668,,0.06213715664731959,-0.1733472179621458,0.2578545218954484,0.03322322154417634,0.09554036458333333,0.8395182291666666,0.002936025251983665,0.0074727243433396024,0.014227140694856644,0.002633746111905658,0.0026545453472595066,0.0025297411484643817,150.0,69.66666666666667,,,,,,,,,,,,,,,,,,0.003995102025025214,0.04833984375,0.10922082792967558,0.02035505697131157,0.00642657086912853,0.3010237925455481,13.515052795410156,14.052150244467319,12.802150244467319,nan,0.0801628828048706,1.0290346145629883,16.595075607299805,16.12683868408203,-3.077171564102173,0.13375990092754364,0.20336422324180603,0.041015625,-12.20921802520752,-3.63474440574646,0.41796875,0.9396701455116272,0.032086942344903946,0.4470205307006836
181,28,28,0.0,0.0007470553516343768,197.92578506469727,,,,,,,,,46.677044766289846,0.0,0.9887784809635295,,0.48117793032101225,-0.10657357610762119,0.355282224714756,0.4241587498358318,0.0,0.9057957040412086,-0.009978964342735708,-0.00043375683682305474,0.003175935574940273,0.0026545453472595066,0.002521818079896531,0.2763970254787377,150.0,157.42857142857142,,,,,,,,,,,,,,,,,,0.004271142679499462,0.04194568465131202,0.10931589640676975,0.020852428129208938,0.011002023637826954,0.2891967550606597,18.390676498413086,16.651987701246522,15.401987701246522,nan,0.2766048312187195,0.8564124703407288,14.657386779785156,17.1148681640625,1.2281862497329712,0.37765198945999146,0.3597331941127777,0.0,-8.53628921508789,0.3465111553668976,0.5667968988418579,0.9357638955116272,0.015970390290021896,0.20807120203971863
190,36,36,0.0,-0.001223322521481249,258.43585925632055,,,,,,,,,43.62064737743802,0.0,0.9878645340902322,,0.27981320520242053,-0.17261918613480198,0.3151085732711686,0.3791857382489575,0.043574420942200556,0.8855448994371626,-0.018037359074999888,0.0011548428899712032,0.006011325452062819,0.0025218180798965303,0.0023957271759017045,0.21636168368988568,150.0,110.66666666666667,,,,,,,,,,,,,,,,,,0.005468413304899716,0.06902422642128335,0.10944256869455178,0.021514491488536198,0.008796147872797318,0.2751424582629559,24.991687774658203,16.58497697338111,15.33497697338111,nan,0.33944064378738403,0.8130899667739868,15.682191848754883,19.287155151367188,2.5031118392944336,0.3641609251499176,0.3415294885635376,0.0087890625,-11.559025764465332,-3.0497846603393555,0.302734375,0.9348958134651184,0.021220773458480835,0.35761913657188416
