d_lo,d_hi,d_mid,n,V_min,V_mean,V_max
0.0,0.03383250729477246,0.01691625364738623,2036,-35.269962310791016,-7.633570109788843,82.57380676269531
0.03383250729477246,0.06766501458954492,0.05074876094215869,1256,-35.22126770019531,5.682907335489846,85.95704650878906
0.06766501458954492,0.10149752188431738,0.08458126823693116,1059,-35.07279586791992,15.95628590168426,88.46817016601562
0.10149752188431738,0.13533002917908984,0.11841377553170361,1130,-35.067962646484375,22.75883154474133,90.31660461425781
0.13533002917908984,0.1691625364738623,0.15224628282647606,645,-34.843292236328125,34.412994112617284,92.2635726928711
0.1691625364738623,0.20299504376863475,0.18607879012124853,749,-34.74515151977539,36.851830947193605,92.44738006591797
0.20299504376863475,0.23682755106340722,0.219911297416021,937,-34.66550827026367,33.3196429141982,92.20368194580078
0.23682755106340722,0.2706600583581797,0.25374380471079344,729,-33.492244720458984,43.29727210763673,89.15176391601562
0.2706600583581797,0.30449256565295213,0.2875763120055659,676,-30.628873825073242,44.607928284085716,89.60165405273438
0.30449256565295213,0.3383250729477246,0.3214088193003384,520,-31.634035110473633,47.67188756816949,90.80335235595703
0.3383250729477246,0.37215758024249707,0.3552413265951109,423,-32.433563232421875,57.63097067293546,90.85723876953125
0.37215758024249707,0.4059900875372695,0.38907383388988326,476,-29.05506706237793,54.22560087860632,91.3258285522461
0.4059900875372695,0.439822594832042,0.42290634118465575,549,-30.612268447875977,54.677286897526415,91.42753601074219
0.439822594832042,0.47365510212681444,0.45673884847942825,574,-21.08141326904297,51.23375321867574,91.60260772705078
0.47365510212681444,0.5074876094215869,0.49057135577420063,492,-20.756717681884766,54.38290151129893,91.75677490234375
0.5074876094215869,0.5413201167163594,0.5244038630689731,296,-9.127421379089355,57.62240463636211,92.05335998535156
0.5413201167163594,0.5751526240111319,0.5582363703637456,348,-2.321826457977295,58.546632246553216,92.41141510009766
0.5751526240111319,0.6089851313059043,0.5920688776585181,317,-7.09022331237793,67.09709962760613,92.89218139648438
0.6089851313059043,0.6428176386006768,0.6259013849532905,230,13.518058776855469,71.28125356591266,92.50920104980469
0.6428176386006768,0.6766501458954493,0.659733892248063,246,10.149918556213379,72.43253993600365,92.7422103881836
0.6766501458954493,0.7104826531902216,0.6935663995428354,178,10.699213981628418,68.85810342531526,92.91999053955078
0.7104826531902216,0.7443151604849941,0.7273989068376079,114,22.512374877929688,66.33743757950633,92.54352569580078
0.7443151604849941,0.7781476677797666,0.7612314141323804,51,30.462635040283203,69.2170815187342,91.52328491210938
0.7781476677797666,0.811980175074539,0.7950639214271529,42,36.98628616333008,67.45991770426433,88.19671630859375
