episode,minibatches,minibatches_possible,first_mb_kl,policy_loss,value_loss,mean_V,std_V,std_barrier,lyap_violation_rate,lyap_in_ball_rate,lyap_mean_dV,lyap_worst_slack,lyap_v_rmse,grad_norm_control,grad_norm_aux,lr_scale,certifiable_frac,cert_violation,cert_mean_dV,cert_mean_V,cert_worst_slack,cert_in_ball_rate,cert_certifiable_frac,cert_alpha_q05,cert_alpha_q25,cert_alpha_q50,cert_alpha_used,cert_alpha_next,cert_alpha_nonpos_frac,cert_nstep,cert_n_samples,v_critic_violation,v_critic_mean,v_critic_min,v_agreement,v_critic_alpha_q05,v_critic_alpha_q25,v_critic_alpha_q50,v_critic_alpha_nonpos_frac,v_critic_violation_direct,v_critic_nonpos_direct,v_bellman_delta_mean,v_bellman_delta_std,v_bellman_delta_q95,softplus_beta,lyap_penalty,dynamics_loss,barrier_loss,approx_kl,clip_fraction,mean_std,mean_raw_log_std,mean_abs_action,alpha
2,24,24,0.0,0.000989179151171508,0.01974016164119045,,,,,,,,,7.114948153495789,0.0,0.1899917960600304,,0.5195014514029026,-0.21727372519671917,0.38936787843704224,0.6704705928762754,0.17060546825329462,0.9244140659769376,-0.014452475976819793,0.0028288674851258597,0.009163696318864822,0.010000000000000009,0.009500000000000008,0.18288318067789078,150.0,144.0,0.9137542669971784,0.9926438381274542,0.9068955878416697,0.6584563171491027,-0.0068822247558273375,-0.002656898354568208,0.0013907869603523675,0.40972617889444035,0.9922122483452162,0.5285367568333944,-0.001976151096945008,0.006064143284068753,0.012021086605576178,0.30313920019523266,,,,0.003915753899491392,0.03948567718422661,0.10542702488601208,0.00015071614605706904,0.007624074118211865,0.9261187281287931
6,28,28,0.0,-0.0032529476364808424,0.04067043720611504,,,,,,,,,7.3316000018801,0.0,0.2983124127728977,,0.6390710877520698,-0.14486710195030486,0.29794675537518095,0.4970266840287617,0.14311925215380533,0.9068193073783603,-0.012652444619951504,0.002212553152016231,0.004572157348905291,0.009500000000000008,0.009025000000000007,0.18769899250141212,150.0,119.85714285714286,0.87678177016122,1.0191999673843384,0.8175272920301982,0.6935222766229084,-0.005592314543069473,-0.0014761851406157283,0.0017266836054789434,0.3723862330828394,0.9556885702269418,0.48790024327380316,-0.0024015490240084808,0.007827115078855838,0.015397499681317381,0.305252224615197,,,,0.005448436085966283,0.06627519628299135,0.10550647122519356,0.0005811480701335572,0.011342380728040422,0.8443602460518027
8,24,24,0.0,-0.0014520123756180208,0.016482010192703456,,,,,,,,,7.892842352390289,0.0,0.3882028656342806,,0.44565877318382263,-0.23583014557758966,0.453901590158542,0.6254239579041799,0.18372395634651184,0.9567057316501936,-0.0027776025041627386,0.0023332852870225906,0.012193178137143454,0.009025000000000007,0.008573750000000007,0.15627853013575077,150.0,143.5,0.8967311183611552,1.0225605890154839,0.7654074604312578,0.4985434177021186,-0.006340104834331821,-0.0031858335229723402,0.0024967175146836476,0.42098742599288624,0.9513064573208491,0.5228292234241962,-0.00199318591573198,0.007827022908410678,0.014494378779393932,0.30599379548869565,,,,0.0034426648392885304,0.032454427351088576,0.10560883954167366,0.0011352897199685685,0.006144182853555928,0.7819778371560101
11,28,28,0.0,-0.006961970723101071,0.024530188393068135,,,,,,,,,9.436743455273765,0.0,0.4841183051842309,,0.3221265845573865,-0.3346110845987613,0.5436415993250333,0.764124649648483,0.30385044642857145,0.9270368303571429,-0.0011566370930477905,0.00569089616720493,0.019281863020016596,0.008573750000000012,0.008639970806988903,0.09633675060020043,150.0,104.42857142857143,0.7647856899670192,0.9493455269507,0.7026320376566478,0.7895684518984386,-0.005700734819194102,-0.0012834818283278895,0.0046630891977526645,0.3463878110051155,0.9211652385337012,0.47342155980212347,-0.004035716123845694,0.00876457359741575,0.01699307023747159,0.3062173588961023,,,,0.0030485476267391016,0.0224609375,0.10573336641703333,0.0018086614187008568,0.005287169320841453,0.7204313324997752
14,24,24,0.0,-0.003521646469986687,0.032522332039661705,,,,,,,,,6.060187220573425,0.0,0.5794125262720499,,0.5851395924886068,-0.22767489651838937,0.5427940835555395,0.7683658028642336,0.15619270006815592,0.9052161524693171,-0.003959616976014028,0.0003983216981093089,0.006343238055706024,0.008639970806988908,0.008207972266639458,0.2281800483663877,150.0,154.66666666666666,0.7691974391539892,1.0356463293234508,0.6792813415328661,0.6280950792133808,-0.0058151685710375505,-0.00046883457586469984,0.004050061291006084,0.2809671349823475,0.8714690705140432,0.4434984487791856,-0.0036382723143712306,0.014015086383248368,0.02736571190568308,0.30573057829314787,,,,0.004379749050713144,0.051651042342806854,0.10588076772789161,0.0026047233841381967,0.006997238767022888,0.6640119968402431
20,32,32,0.0,-0.0033415478537790477,0.02540468292136211,,,,,,,,,7.2390778213739395,0.0,0.7016386122562502,,0.3836145829409361,-0.19617147045210004,0.30965344049036503,0.4749858286231756,0.2347622588276863,0.8818569835275412,-0.014517426021484425,0.004224812611937523,0.01521540991961956,0.008207972266639461,0.007797573653307485,0.1345180356875062,150.0,95.25,0.9257864188402891,1.126134580001235,0.6443718429654837,0.6900492087006569,-0.005986361182294786,-0.0027301905488457123,0.0022700223398715025,0.38139178045094013,0.8904267530888319,0.45845726411789656,-0.001933565214585542,0.013688542996533215,0.02228827669750899,0.3042715101855096,,,,0.0039904684854263905,0.04185187682742253,0.10606649820692837,0.0036061772916582413,0.008561506809201092,0.5979524734045518
23,28,28,0.0,0.004468517960049212,0.012054339940992318,,,,,,,,,7.594551767621722,0.0,0.7990282726029464,,0.5762940464275224,-0.14033245987125806,0.290053270225014,0.5951331225889069,0.02094275185040065,0.9159089412008014,-0.015302499490124839,-0.003408655524253845,0.004594317504337856,0.0077975736533074875,0.00740769497064211,0.3638826901359217,150.0,154.14285714285714,0.8988651441676276,1.033969453402928,0.6460358606917518,0.5474015442388398,-0.005461316705415291,-0.0026982448138629218,0.0004654972448016841,0.4616798109241894,0.8959471923964364,0.49499194749764036,-0.0012494187087993072,0.013252586093065994,0.021726570424756834,0.3029439445300652,,,,0.005415286951964455,0.06673450654904757,0.10628536290356091,0.004784114941555474,0.011866327242127486,0.5499510987641026
26,28,28,0.0,-0.009500514948740602,0.015290708380884357,,,,,,,,,18.294180750846863,0.0,0.894276563381222,,0.486058556371265,-0.20511186178083773,0.37621863351927864,0.3366980094600607,0.19159225906644547,0.9050874263048172,-0.005174801525383911,0.003377360878167329,0.00881201359960768,0.007407694970642113,0.007156155378114975,0.13183858383584907,150.0,124.42857142857143,0.8849360435097305,1.0126580851418632,0.6006969745670047,0.6148194851619857,-0.004462874511739722,-0.001070520675394046,0.0018253672210953988,0.3425066614592517,0.8206557565265231,0.4451539240501545,-0.0021098285158384694,0.01454584507478608,0.021849441204082082,0.30249297859495256,,,,0.009140068187012471,0.12127976225955146,0.10649788539324488,0.005925619575594153,0.015722090511449745,0.5066395322648917
29,28,28,0.0,0.00033317978626915386,0.014022656250745058,,,,,,,,,9.064929212842669,0.0,0.9905749463974988,,0.35109697601624895,-0.2331687712243625,0.40122922722782406,0.7321653201111725,0.1575985848903656,0.8956473256860461,-0.004516219408417653,0.0049073344894817895,0.013693446559565408,0.007156155378114979,0.006798347609209226,0.10752402645136629,150.0,130.71428571428572,0.8679337586675372,1.1237954199314117,0.6687211564608982,0.6276816236121314,-0.005836935277329758,-0.0026858402145860183,0.0007391144931066915,0.45621127049837795,0.8565247569765363,0.4374773193682943,-0.0009566820377325971,0.019878796152105287,0.03445228648238948,0.30195226084613286,,,,0.007243587377680731,0.09528459874647004,0.10671107045241765,0.007068381894246808,0.018287615118814365,0.4662168470289015
31,24,24,0.0,0.0011337644731005032,0.011335620152143141,,,,,,,,,7.753721008698146,0.0,0.9948426048137796,,0.45863762001196545,-0.23673714262743792,0.42889347672462463,0.5561871578296026,0.14518229166666666,0.928092452387015,-0.01624137652106583,0.002269276107350985,0.009066733221213022,0.006798347609209224,0.006458430228748765,0.19057286996394396,150.0,149.16666666666666,0.8934655288855234,1.093622701863448,0.6132629339893659,0.6221702732145786,-0.006292550067882985,-0.002917074840903903,0.001285459871724015,0.4186001233756542,0.8079604059457779,0.40477844576040906,-0.0007077574061137663,0.015181256264137724,0.026912416564300656,0.3008959810578507,,,,0.011304502870189026,0.14687500024835268,0.10692073218524456,0.008190094900783151,0.017787741497159004,0.4317721534026226
33,24,24,0.0,-0.006183726693658779,0.009131581929977983,,,,,,,,,6.078174978494644,0.0,0.9938597754144878,,0.22869682622452578,-0.24098075243333975,0.34908705701430637,0.3410284419854482,0.36253255357344943,0.932096354663372,0.0017386774343322031,0.007556164637207985,0.018100182215372723,0.006458430228748767,0.006097082832019777,0.014143952614782998,150.0,115.66666666666667,0.8432238027453423,0.9711999073624611,0.5912227605779966,0.40813033158580464,-0.006810564159726103,-0.0034583133431927613,0.0006590701614186401,0.4530163990954558,0.8577295889457067,0.4055681104461352,0.0007425461488613413,0.010538982130431881,0.019683970992142957,0.29968089085927724,,,,0.008776665238353113,0.10611979228754838,0.10711450440188248,0.009224826974483827,0.0148947323517253,0.3998722775506672
35,24,24,0.0,0.0011047124668645363,0.005196872400119901,,,,,,,,,5.523305714130402,0.0,0.9927921037608959,,0.1574798095971346,-0.3143726959824562,0.40082500626643497,0.39985667789975804,0.40712890525658924,0.9531575540701548,0.0021522686429307214,0.010271991913517317,0.029656474788983662,0.006097082832019779,0.005670519093607422,0.018593108902374905,150.0,97.33333333333333,0.8096438224116961,0.8834798435370127,0.5519382630785307,0.49564022819201153,-0.007618389169995983,-0.004168366198427975,0.00010233838323377616,0.5017094326515993,0.7906015639503797,0.3733956255018711,0.0006974640359658224,0.0157497402979061,0.024053075777677197,0.2959967254839506,,,,0.007483042058690141,0.1003580732891957,0.10730704168478648,0.01025113312061876,0.013419774981836477,0.37032920509918754
37,24,24,0.0,-0.00016959935116271177,0.0056310526706511155,,,,,,,,,6.054210215806961,0.0,0.9916398532850105,,0.2952086155613263,-0.22191211705406508,0.3391850416858991,0.30830564349889755,0.16621093451976776,0.9378580749034882,-0.012047427531797439,0.004338206102450688,0.011705203602711359,0.005670519093607423,0.005386993138927051,0.10761928465217352,150.0,141.66666666666666,0.7715714648365974,0.8842718228697777,0.5423975760738055,0.5987811461091042,-0.006187750860893478,-0.0028261621191632003,0.0008635429782467933,0.436170969158411,0.7627230485280355,0.41724160437782604,-0.0004421605383413407,0.014153897451857725,0.026206828265761335,0.2933992650146379,,,,0.005270923385978676,0.06419270827124517,0.10749332886189222,0.011242407529304424,0.012522583672155937,0.34296881241540683
39,24,24,0.0,-0.0028280864644329995,0.005464808840770274,,,,,,,,,6.033338854710261,0.0,0.9904033082873932,,0.3402597705523173,-0.16900640229384103,0.23720733697215715,0.2539784852415323,0.26575520634651184,0.961393229663372,-0.0069646184565499425,0.0002675155798594157,0.011215778688589731,0.0053869931389270535,0.005117643481980698,0.24389908711115518,150.0,134.33333333333334,0.887643905977408,0.8256613984704018,0.4872571527957916,0.4314117555816968,-0.007777533610351384,-0.0026227277994621545,0.00045028471587708435,0.4631633733709653,0.7399885008732477,0.43047452345490456,0.00030566262557840673,0.01660207740496844,0.03212041283647219,0.28815105933805074,,,,0.006883213408097315,0.0913736978933836,0.10766372239838044,0.012147642594451705,0.01389532113292565,0.3176298403419995
42,28,28,0.0,-0.004135446548129299,0.010906018882191606,,,,,,,,,5.80467335666929,0.0,0.9889641928659818,,0.3005592109901564,-0.20710081926413945,0.3514573244111879,0.5842224476592881,0.19459090275423868,0.9438308200665882,-0.013243766522334357,0.00349465331860951,0.011835800749914986,0.005117643481980698,0.004861761307881663,0.18680997059813567,150.0,123.57142857142857,0.7146088268075671,0.9734402852399009,0.4866399658577783,0.5993889165776116,-0.005957228697038123,-0.0025006258802022785,0.0016925617201195564,0.4215195583445685,0.6952810819659915,0.47779433748551775,-0.0018210004501660088,0.016512430339519466,0.03044212782489402,0.28384272217125694,,,,0.0053324038495442695,0.06465998305273908,0.10784458023096834,0.01310685250375952,0.010899498260446958,0.2922095762344936
44,24,24,0.0,-0.008951591366591552,0.009441877162316814,,,,,,,,,4.428327014048894,0.0,0.9875527484267307,,0.1992192824060718,-0.2504213557889064,0.3561309253176053,0.284874193991224,0.38805338243643445,0.9390950550635656,0.0017083212181508618,0.006408212706446648,0.025200306127468746,0.00486176130788166,0.004850665767075891,0.03624555468559265,150.0,108.5,0.7541928092638651,0.8472315594553947,0.4674416109919548,0.6486325760682424,-0.0066233430212984485,-0.002057822023440773,0.001692664096178002,0.3896222400168578,0.6841612309217453,0.4435529311498006,0.0004333526438055439,0.01952523928290854,0.04205454715217153,0.2795397822210926,,,,0.006805266273659072,0.0809895833954215,0.10801031688849132,0.013984507337833444,0.013888705483016869,0.2706207610893428
46,24,24,0.0,-0.003535603308894982,0.006917479389812797,,,,,,,,,5.981299549341202,0.0,0.9860580178977164,,0.08486157345275085,-0.2523833295951287,0.3532894278566043,0.3004951147983472,0.3901692678531011,0.9417317733168602,0.0034413900478587798,0.008542433381080627,0.020795517911513645,0.004850665767075892,0.004622908135321792,0.011504231835715473,150.0,116.5,0.6532098452250162,0.7619481931130091,0.4214833490550518,0.6835071071982384,-0.004989866943409045,-0.0018105166200257372,0.0025546888185393377,0.34465937068065006,0.6349645579854647,0.37717079060773057,-0.00017996988450856102,0.020197160309180617,0.028124675542737048,0.2735986728475746,,,,0.006903726614837069,0.09104817779734731,0.10815257051338752,0.014736729130769769,0.014643468467208246,0.25062695506530824
48,24,24,0.0,-0.005194863623425287,0.007636526570422575,,,,,,,,,5.812028527259827,0.0,0.9844803700813299,,0.22904022100071111,-0.25552961975336075,0.426835880925258,0.5181563509007295,0.3990559900800387,0.9693359409769376,-0.0014383544166776119,0.00566940816740195,0.018880904962619145,0.004622908135321791,0.004123620488467542,0.08863490618144472,150.0,121.33333333333333,0.5309321011106173,0.8029830232262611,0.4158804366985957,0.6297417804598808,-0.006017836237636705,-0.0008362487216497053,0.004139943916622239,0.2902087923139334,0.6656390229860941,0.40613485127687454,-0.0019942380301169274,0.016726249557298917,0.03316964581608772,0.26827620824464155,,,,0.008070084348825427,0.09700520883779973,0.10828162326167028,0.015418285775619248,0.01806286652572453,0.2321103168598757
50,24,24,0.0,-0.004250457490949581,0.0042348645220045,,,,,,,,,6.555291136105855,0.0,0.9828201942385634,,0.12014245086659987,-0.3517272261281808,0.480779508749644,0.3694630606720845,0.41396484275658924,0.9301106805602709,0.0015086226546069763,0.008958311751484871,0.02413058156768481,0.00412362048846754,0.0038905197943278533,0.0182742237035806,150.0,109.33333333333333,0.5000701770186424,0.8357862656315168,0.35505730907122296,0.6400966520110766,-0.0057138078652011854,-0.00017189646799427768,0.004164699823983635,0.253028158719341,0.6520920867721239,0.4047466591000557,-0.0011022204569523335,0.014922342340772351,0.02871065951573352,0.2611899163267149,,,,0.006337424061105897,0.08694661501795053,0.10840948050220807,0.01609263150021434,0.015935134259052575,0.21496171143583942
52,24,24,0.0,-0.00648443525036176,0.005781494566084196,,,,,,,,,5.953226685523987,0.0,0.9810778999929642,,0.16607497725635767,-0.23883968219161034,0.3532317765057087,0.2834183561305205,0.44241536408662796,0.9656575545668602,0.00012041604509249737,0.008038025970260302,0.02156677593787511,0.0038905197943278525,0.0036959938046114606,0.06819790741428733,150.0,111.5,0.5191750638186932,0.756843293706576,0.3316495443383853,0.518312736103932,-0.006700794619973749,-0.000987072081140165,0.00340246177802328,0.31314256476859254,0.6124391903479894,0.4197089833517869,-0.0005370690708635569,0.015962364656540256,0.029641130395854514,0.2551688800047977,,,,0.008524732392591735,0.11328125077610214,0.10853395859400432,0.016748417013635237,0.018402166742210586,0.19908006679134826
55,28,28,0.0,-0.0071646775717714006,0.01153841388544866,,,,,,,,,8.643772176333837,0.0,0.9791047428905816,,0.0865459983636226,-0.2730288367186274,0.3724361056728022,0.36708269863655524,0.29770470942769733,0.9219704547098705,0.0014921946141320014,0.01165354038987841,0.023152451430048262,0.0036959938046114593,0.0038374507049660682,0.05140970401199801,150.0,94.71428571428571,0.6291598890508924,0.8723003885575703,0.33618987990277155,0.6259809115103313,-0.0060780326602980494,-0.0031142285401334186,0.0016123971545312088,0.43856218297566685,0.6082631338919912,0.4283846877515316,0.0006672672647515096,0.018835811426730027,0.03665396391547152,0.24888689119027696,,,,0.010971956011157349,0.13292998102094447,0.1086605324276856,0.01741465719948922,0.02625622440661703,0.18324511562649795
57,24,24,0.0,0.0013415057522555192,0.005132965952119169,,,,,,,,,5.6321961581707,0.0,0.9771930538602677,,0.1504270095999042,-0.23488562181591988,0.3435676420728366,0.31274302303791046,0.39313150693972904,0.936881514887015,-0.00029779978012811625,0.006707937767108281,0.01703256368637085,0.0038374507049660674,0.0032836324508382906,0.05870042624883354,150.0,112.0,0.545865765462319,0.7232720876733462,0.32771534100174904,0.526658046990633,-0.007008936663623899,-0.0017124092191806994,0.0032884550940555832,0.3400332381327947,0.5766770218809446,0.4054538148144881,-0.0004544876921196798,0.0165919935485969,0.030821301120643813,0.2418403286249219,,,,0.007698839777731337,0.08749999990686774,0.10877358851333459,0.018009205581620336,0.01368993210295836,0.16970673341982592
