d_lo,d_hi,d_mid,n,V_min,V_mean,V_max
0.0,0.03748272863725651,0.018741364318628256,2093,-49.78919219970703,-11.594182143912496,90.44756317138672
0.03748272863725651,0.07496545727451302,0.056224092955884764,1299,-50.14607238769531,-2.298770905275176,96.25617980957031
0.07496545727451302,0.11244818591176953,0.09370682159314128,1231,-49.8783073425293,4.664377007140172,97.76467895507812
0.11244818591176953,0.14993091454902605,0.1311895502303978,960,-50.07592010498047,19.4144196796425,99.2225570678711
0.14993091454902605,0.18741364318628256,0.1686722788676543,677,-50.206905364990234,30.119793608096845,100.42643737792969
0.18741364318628256,0.22489637182353905,0.2061550075049108,759,-50.26796340942383,33.20592632234018,100.90744018554688
0.22489637182353905,0.2623791004607956,0.24363773614216733,808,-50.288124084472656,45.20007102943883,100.95037078857422
0.2623791004607956,0.2998618290980521,0.2811204647794239,743,-49.70357131958008,40.076741216160244,101.4086685180664
0.2998618290980521,0.3373445577353086,0.3186031934166803,607,-44.754215240478516,50.417674047943,101.79622650146484
0.3373445577353086,0.3748272863725651,0.35608592205393685,567,-19.125526428222656,59.08954596109491,101.82386779785156
0.3748272863725651,0.4123100150098216,0.3935686506911934,662,-42.49007034301758,59.26752907127772,102.2938003540039
0.4123100150098216,0.4497927436470781,0.43105137932844984,573,-27.454092025756836,62.120662218821195,102.45764923095703
0.4497927436470781,0.48727547228433465,0.4685341079657064,555,-36.75725555419922,64.83535266526647,102.3792495727539
0.48727547228433465,0.5247582009215912,0.5060168366029629,504,-8.85987663269043,67.16841988289167,102.47298431396484
0.5247582009215912,0.5622409295588476,0.5434995652402195,410,-41.320884704589844,68.58865803741827,102.23783874511719
0.5622409295588476,0.5997236581961042,0.5809822938774759,384,-7.425326824188232,70.84197803835075,102.853515625
0.5997236581961042,0.6372063868333607,0.6184650225147325,425,12.64794635772705,68.56798859988942,102.49947357177734
0.6372063868333607,0.6746891154706172,0.6559477511519889,359,19.59378433227539,75.61317962922757,102.36553192138672
0.6746891154706172,0.7121718441078737,0.6934304797892454,317,14.672113418579102,75.52396176816538,102.35338592529297
0.7121718441078737,0.7496545727451303,0.730913208426502,173,19.738210678100586,74.1005433804727,101.01048278808594
0.7496545727451303,0.7871373013823867,0.7683959370637585,166,28.091142654418945,72.17287842624158,98.9657974243164
0.7871373013823867,0.8246200300196432,0.805878665701015,136,31.36406135559082,64.76479167096755,96.18522644042969
0.8246200300196432,0.8621027586568998,0.8433613943382715,108,39.92071533203125,65.67502353809498,93.89256286621094
0.8621027586568998,0.8995854872941563,0.880844122975528,32,47.838443756103516,61.16874802112579,83.76094055175781
