episode,minibatches,minibatches_possible,first_mb_kl,policy_loss,value_loss,mean_V,lyap_penalty,dynamics_loss,barrier_loss,approx_kl,clip_fraction,mean_std,mean_raw_log_std,mean_abs_action,alpha
88,24,24,5.587935447692871e-09,0.005015894469882672,13.187198758125305,0.5989024390776952,0.022846468569089968,1.5745966235796611,0.7863281642397245,0.0030686987593071535,0.029373468152092148,0.675465869406859,0.2943320609629154,0.14236770942807198,0.4153024896352739
90,24,24,3.259629011154175e-09,-0.005788430590958645,20.475492040316265,0.5781706646084785,0.022695752792060375,1.5338669419288635,0.5963009372353554,0.007209154524995635,0.09580078131208818,0.680010919769605,0.30018547053138417,0.17785664399464926,0.4070905315369042
92,24,24,8.614733815193176e-09,-0.001772595220245421,13.168821891148886,0.5525877227385839,0.02187079517170787,1.4963873078425725,0.6319742202758789,0.005591182717277358,0.06987385420749585,0.6840958644946417,0.3054296287397544,0.20168620347976685,0.39904095208420265
94,24,24,6.05359673500061e-09,-0.00045256048906594515,8.922582825024923,0.5788152540723482,0.02246490221781035,1.4574831426143646,0.6234654287497202,0.004276784214501579,0.04686320604135593,0.6886296272277832,0.3112325370311737,0.21005459812780222,0.39115054049305903
96,24,24,7.450580596923828e-09,-0.00016907496077086157,8.757016976674398,0.5387561904887358,0.02155636988269786,1.4296420911947887,0.5842879364887873,0.006040450403816067,0.07102864615929623,0.6929672310749689,0.31676773975292843,0.2345145276437203,0.38341614946760555
98,24,24,6.752088665962219e-09,-0.0055144078796729445,12.243715763092041,0.5003774998088678,0.020888363554452855,1.474151740471522,0.6350612516204516,0.00792594196779343,0.09694010422875483,0.6972029979030291,0.32215771575768787,0.2529685813933611,0.3758346939448336
100,24,24,6.05359673500061e-09,-0.005498782848007977,9.757329285144806,0.5635872595012188,0.021673252650847036,1.2700313578049343,0.13318503823635788,0.004822160233743489,0.0532226565022332,0.700853243470192,0.3267907885213693,0.28376973047852516,0.36840314986403855
102,24,24,4.889443516731262e-09,-0.006418875069357455,15.950922012329102,0.5492309952775637,0.02148113267806669,0.9585458611448606,0.0062170134894283064,0.009478648998386538,0.12502569907034436,0.7045496106147766,0.33147156859437626,0.23257929955919585,0.36111855296059203
104,24,24,6.28642737865448e-09,-0.0007913501467555761,18.386893173058827,0.5485960418979327,0.020997590152546763,0.7335374653339386,0.00012694209362962283,0.00431397557258606,0.04973958343422661,0.708170048892498,0.3360459829370181,0.23598370204369226,0.353977997583569
106,24,24,4.889443516731262e-09,-0.008549006461786727,10.837734381357828,0.5890808552503586,0.022062088440482814,0.6232346817851067,0.0,0.005505515000550076,0.0674804689673086,0.711998775601387,0.3408726900815964,0.2155125718563795,0.34697863553675384
108,24,24,5.820766091346741e-09,-0.007586478187780206,10.774225652217865,0.5458323160807291,0.021020884936054546,0.5018033261100451,5.879482099165519e-05,0.006213374984023782,0.07291666676367943,0.7163141369819641,0.3463001648585002,0.23365147722264132,0.3401176749425623
110,24,24,5.587935447692871e-09,-0.004175130665923159,8.26405111948649,0.5791953727602959,0.021633263522138197,0.46565869078040123,8.320397661757777e-05,0.008992731464483464,0.10751953193296988,0.7201983978350958,0.3511744613448779,0.25390361435711384,0.33339237912842906
112,24,24,7.683411240577698e-09,-0.004686734871938825,13.441994508107504,0.555690144499143,0.021274825325235724,0.38383471469084424,2.5133758754236624e-06,0.009251745485623056,0.11578776097546022,0.72406484435002,0.3560159144302209,0.22563308104872704,0.3268000655352148
114,24,24,5.3551048040390015e-09,-0.0007155436712006727,12.389746328194937,0.5586419055859247,0.021263286859417956,0.29815270751714706,2.272083656862378e-05,0.006021445951773785,0.07475616600519668,0.7281690910458565,0.36114440982540447,0.22283838875591755,0.3203381046471969
116,24,24,6.28642737865448e-09,-0.004557357053272426,9.099112649758657,0.5346596104403337,0.020689367471883695,0.22798548887173334,0.0,0.004844077101248938,0.05476951086893678,0.7322937722007433,0.36628767227133113,0.2511721228559812,0.3140039189432197
118,24,24,4.190951585769653e-09,-0.008120157852924118,9.411056399345398,0.5433298051357269,0.02099142495232324,0.18957232870161533,0.0,0.00540847412776202,0.06530031416332349,0.7362822617093722,0.37125108142693836,0.24650000284115473,0.3077949818685825
120,24,24,1.6298145055770874e-09,-0.0009512569910536209,9.44170101483663,0.5151773368318876,0.020163752138614655,0.17494945166011652,0.0,0.005362346147497495,0.06269531262417634,0.7402412643035253,0.37616876388589543,0.2531531434506178,0.301708816827258
122,24,24,5.587935447692871e-09,-0.0049534675587589545,11.901606976985931,0.540971502661705,0.02078626910224557,0.15046701083580652,0.0,0.004720263755492245,0.05498765564213196,0.7439266418417295,0.3807385799785455,0.24344459176063538,0.29574299619403727
124,24,24,5.3551048040390015e-09,0.0011255243637909491,9.916755100091299,0.5263239393631617,0.020779370795935392,0.15262978027264276,1.5629211702616885e-06,0.005089358358721559,0.05986328159148494,0.7477129722634951,0.3854258606831233,0.26091945233444375,0.28989514034620806
126,24,24,9.080395102500916e-09,-0.0031546208968696496,7.662524412075679,0.5442472249269485,0.0209635808908691,0.1362960838402311,0.00010425162084478264,0.004280585412440511,0.04339192699020108,0.7516832153002421,0.39033254981040955,0.2422432036449512,0.28416291671438104
128,24,24,3.725290298461914e-09,-0.006230946475019057,8.674823095401129,0.536712204416593,0.02111003004635374,0.1570825781673193,1.1011688476022149e-05,0.0061973020250055315,0.06559961273645361,0.7556641896565756,0.3952443599700928,0.26930964427689713,0.2785440388520826
130,24,24,4.889443516731262e-09,-0.006600256039140125,19.290668884913128,0.6202826226751009,0.02267582536054154,0.15491118530432382,2.766820004277785e-05,0.005427146844643478,0.06373697938397527,0.7590431471665701,0.3994074861208598,0.28568018103639287,0.27303626552374843
132,24,24,5.122274160385132e-09,-0.005401420989073813,12.370615502198538,0.6294007524847984,0.0227449646530052,0.18731970712542534,5.195573370050018e-06,0.009491680670180358,0.12467447932188709,0.7617500275373459,0.4027385972440243,0.33064674213528633,0.2676373998107466
134,24,24,1.0244548320770264e-08,-0.005930094979703426,21.178000052769978,0.5881527562936147,0.02194443321786821,0.16896711041529974,0.00016330494327121414,0.009588475222699344,0.13043558287123838,0.7646080975731214,0.40625226373473805,0.33830272157986957,0.2623452882350789
136,24,24,5.587935447692871e-09,-0.005065496273649235,16.13586304585139,0.5517321899533272,0.021084407344460487,0.1636049753675858,4.205798177281395e-06,0.007674056687392294,0.09840494782353441,0.7672450418273608,0.40949078649282455,0.3569126899043719,0.2571578199004125
138,24,24,5.820766091346741e-09,-0.004696780427669485,13.381583700577417,0.5530355647206306,0.02104992582462728,0.16426097663740316,3.527641517090766e-05,0.007829823817398088,0.09228515632761021,0.7701930205027262,0.4131077465911706,0.3406229764223099,0.25207292565009176
140,24,24,8.614733815193176e-09,-0.007044573896564543,9.152666727701822,0.5852841983238856,0.02187563998935123,0.1698585692793131,0.00028263552546074305,0.01017358570243232,0.10276692733168602,0.7731691127022108,0.4167553285757701,0.32278095309933025,0.24708857724180286
142,24,24,6.984919309616089e-09,-0.006545537345421811,25.055769205093384,0.5533051490783691,0.021321370266377926,0.1735659341017405,0.0006301171508008944,0.013124526526856547,0.1398350993792216,0.7761540164550146,0.42041026676694554,0.3673599523802598,0.24220278653855584
144,24,24,8.847564458847046e-09,-0.00873409945294649,12.860412220160166,0.5221388563513756,0.020712513864661258,0.1433771854887406,5.4969924046114706e-05,0.009293016395531595,0.08788432423413421,0.7789028808474541,0.42377308507760364,0.3350293921927611,0.23741360471566406
146,24,24,8.381903171539307e-09,-0.005797808650337781,10.650522470474243,0.520297876248757,0.020430751144886017,0.15537755625943342,1.1271828649720799e-06,0.008905607450287789,0.10777994835128386,0.7820541163285574,0.4276247372229894,0.3798687532544136,0.23271912148340582
148,24,24,9.313225746154785e-09,-0.0015652719497059782,12.44437156120936,0.5285636906822523,0.020631161828835804,0.15657775662839413,0.000147207132007073,0.016861351187496137,0.18697916716337204,0.7847852408885956,0.4309599461654822,0.3462592288851738,0.22811746432505495
150,24,24,5.587935447692871e-09,0.0013651439221575856,25.41553419828415,0.5249812168379625,0.02058234267557661,0.13509889816244444,3.620900921911622e-06,0.00765488542674575,0.08297526106859247,0.7871269658207893,0.43381763497988385,0.3709293007850647,0.22360679774997907
152,24,24,4.190951585769653e-09,0.0043096288572996855,14.783240576585134,0.5412248373031616,0.020889104188730318,0.12965167003373304,0.00012575476747163825,0.006837057318383207,0.08378906268626451,0.789446510374546,0.4366464267174403,0.3383948467671871,0.21918532256150594
154,24,24,5.587935447692871e-09,-0.0016235670336754993,18.14971226453781,0.5189093748728434,0.020458107969413202,0.1230105363453428,8.69509009741402e-05,0.005340198884368874,0.05305989614377419,0.791979876657327,0.4397340541084607,0.3506936977307002,0.2148512751392682
156,24,24,5.820766091346741e-09,-0.0030085991214339933,9.652433574199677,0.5658811156948408,0.021824380848556757,0.14175315108150244,0.0007872096006546295,0.007598220622943093,0.08727213538562258,0.794535331428051,0.4428465776145458,0.36473604415853816,0.21060292673573613
158,24,24,7.450580596923828e-09,-0.01350407162681222,8.656123240788778,0.5905654405554136,0.021806612455596525,0.1100953280304869,0.0,0.009432876904611476,0.11422526091337204,0.797349102795124,0.44627149651447934,0.4123617112636566,0.20643858278666252
160,24,24,8.149072527885437e-09,-0.01171146564108009,10.07741242647171,0.5476033066709837,0.02132214590286215,0.1183308142547806,1.0796414850725947e-05,0.010272675581897298,0.13193359427774945,0.7999053051074346,0.4493810075024764,0.45390406747659046,0.20235658223516173
162,24,24,7.683411240577698e-09,-0.004294605692848563,23.392162362734478,0.533122606575489,0.020774666452780366,0.12924155903359255,0.0005317222620154401,0.01037312755943276,0.1307515725493431,0.8026628494262695,0.45273330559333164,0.40137320508559543,0.1983552968691535
164,24,24,1.0477378964424133e-08,0.005194439630334576,12.208901584148407,0.5528744707504908,0.021277399268001318,0.1492948792874813,0.0006397911553600958,0.014385077520273626,0.13430740808447203,0.8051554039120674,0.45576179027557373,0.41792302454511326,0.1944331306719086
166,24,24,5.820766091346741e-09,-0.0025548201592755504,11.825649201869965,0.5169220405320326,0.02056296938098967,0.1283737625926733,4.043067140931574e-05,0.007502403478914251,0.08949239520976941,0.8078261638681093,0.4590048963824908,0.4082525037229061,0.19058851918543585
168,24,24,9.778887033462524e-09,-0.009038631687872112,14.80673756202062,0.5228394145766894,0.02077571543244024,0.12208945552508037,6.968541871780569e-05,0.01004717381632266,0.11728515662252903,0.8103367164731026,0.46205196902155876,0.40294504165649414,0.18681992888645735
170,24,24,9.313225746154785e-09,-0.002222007606178522,13.33184446891149,0.5493960790336132,0.0211964538320899,0.1452686327199141,0.0002567072770792341,0.010487465372231478,0.10745442813883226,0.8124877487619718,0.4646615721285343,0.41397828857103985,0.18312585657472305
172,24,24,7.916241884231567e-09,-0.009107359578289712,10.03545331954956,0.5693022608757019,0.021468235412612557,0.12484848188857238,2.050039862903456e-05,0.01072973529032121,0.11884765652939677,0.8144402702649435,0.46702923501531285,0.4122423194348812,0.1795048287734202
174,24,24,8.381903171539307e-09,-0.005644044450794657,14.946718335151672,0.5293974156181017,0.020845464741190273,0.1459895602116982,0.0010247442672455993,0.009307973950247591,0.10826822960128386,0.8166317666570345,0.4696861480673154,0.3989576920866966,0.17595540114143834
176,24,24,8.149072527885437e-09,-0.011584417118380467,10.817357420921326,0.5154212415218353,0.020468041378383834,0.13319882129629454,9.220142525615908e-05,0.010508105920356078,0.1274414068708817,0.818762943148613,0.47226881856719655,0.39278876408934593,0.1724761578972567
178,24,24,6.05359673500061e-09,0.004738589438299338,16.993903934955597,0.5747402260700861,0.02170457101116578,0.14058992887536684,0.0007746531431015077,0.013793344027362764,0.15508375487600765,0.8212455461422602,0.47527652233839035,0.3852348600824674,0.16906571125422334
180,24,24,9.313225746154785e-09,-0.012862423900514841,18.08786016702652,0.5618391558527946,0.021522835285092395,0.14127407812823853,4.101641919381412e-05,0.013157094809381912,0.15206149499863386,0.8234725594520569,0.4779738349219163,0.29424916207790375,0.16572270086699928
182,24,24,6.752088665962219e-09,-0.00777531376418968,15.38699722290039,0.5367932443817457,0.021337600192055106,0.12505623077352843,0.0,0.007958881721909469,0.0902994795081516,0.8256609166661898,0.4806233172615369,0.3034939455489318,0.16244579328895045
184,24,24,8.847564458847046e-09,-0.010820974013768137,18.401879847049713,0.5198518683513006,0.020929396773378055,0.11589745214829843,0.00012000392265084277,0.008768326515564695,0.1005859375,0.8279558246334394,0.48340095455447835,0.2984186001121998,0.15923368144026684
186,24,24,1.0011717677116394e-08,0.0010282878259507318,31.422688444455463,0.5170448931554953,0.020610694075003266,0.14467604054758945,3.688746801344678e-06,0.016343313570056733,0.15530598970750967,0.8304926380515099,0.486470482001702,0.31698406860232353,0.15608508408660074
188,24,24,8.847564458847046e-09,-0.009503215473766128,19.90719481309255,0.5216635515292486,0.02086036093533039,0.1584386924902598,6.607535427368323e-05,0.013792375199651966,0.16184895858168602,0.8324814687172571,0.4888763129711151,0.31297891214489937,0.15299874532801208
190,24,24,8.614733815193176e-09,-0.012785461149178445,11.695469478766123,0.5109824885924658,0.020582221758862335,0.15726001001894474,0.0003018897012528517,0.01400498003931716,0.13339843787252903,0.8345908423264822,0.4914273830751578,0.31784570838014287,0.1499734340980213
192,18,24,8.149072527885437e-09,-0.006050801473773188,13.094307634565565,0.51629848115974,0.021662062137491174,0.20989453709787792,0.0034325568271419294,0.019631646974529657,0.1486111113594638,0.8367614381843143,0.4940519978602727,0.33387956188784707,0.14700794367256517
194,6,24,1.0710209608078003e-08,0.029702247430880863,28.449254353841145,0.5052239894866943,0.02069791903098424,0.24572961032390594,8.877933578332886e-05,0.03876687764811019,0.22239583482344946,0.8381724854310354,0.4957578778266907,0.40902719895044964,0.14410109118866418
196,24,24,7.683411240577698e-09,-0.0017929321620613337,20.851825296878815,0.5806530689199766,0.02303242962807417,0.26795012565950554,0.003179988938427414,0.017811658278030034,0.14397786433498064,0.8395490398009618,0.49742191781600315,0.3371736618379752,0.14125171717260696
198,24,24,7.683411240577698e-09,-0.007929186734448498,13.644214848677317,0.5818949167927107,0.02228937461040914,0.19305066391825676,7.753692185967036e-05,0.01638381272399177,0.15904947960128388,0.8411888430515925,0.4994039312005043,0.39306051656603813,0.13845868507746364
200,24,24,1.0943040251731873e-08,0.0028428954537957907,25.04970308144887,0.5508745387196541,0.02142369281500578,0.14417179208248854,0.0004425189520892066,0.027223090864329908,0.24404297024011612,0.8429022207856178,0.5014746660987536,0.36505574857195217,0.13572088082974532
202,24,24,1.1175870895385742e-08,-0.011446307985655343,15.26094917456309,0.5230681598186493,0.02081151562742889,0.1331259480987986,0.0,0.0162002604532366,0.1498771421611309,0.844759444395701,0.5037190144260725,0.3662819266319275,0.13303721238502583
204,24,24,9.546056389808655e-09,-0.011913819393763939,20.56610933939616,0.5109103371699651,0.02040668864113589,0.145357694166402,8.638366731853845e-06,0.012720371392788365,0.1266601566846172,0.8464494918783506,0.5057611589630445,0.4211282866696517,0.1304066092923519
206,18,24,1.0710209608078003e-08,-0.0009891450819041994,17.30238135655721,0.5239191088411543,0.021038816620906193,0.16224809404876497,8.070861743666076e-05,0.025557521601311035,0.21028645833333334,0.8478835158877902,0.5074937376711104,0.37013185189829934,0.12782802226726633
208,12,24,6.984919309616089e-09,0.00364949608532091,14.246325333913168,0.5124646673599879,0.020193388530363638,0.1757987178862095,0.00030365027487277985,0.02984974894206971,0.16766758635640144,0.8488685041666031,0.5086836715539297,0.3987814138333003,0.12530042277327308
210,24,24,7.916241884231567e-09,-0.017365925867731374,12.108107884724935,0.513665628929933,0.020380413392558694,0.11491123462716739,0.0,0.01722081681752267,0.15634765662252903,0.8499279096722603,0.5099635099371275,0.4222964867949486,0.12282280261157907
212,24,24,6.28642737865448e-09,-0.0012591333749393623,15.133512020111084,0.5355275149146715,0.021005961500729125,0.122527992973725,1.2996530889116306e-05,0.019442459034811083,0.14700520861273011,0.8513933072487513,0.5117337505022684,0.40983881056308746,0.12039417351894734
214,24,24,1.0477378964424133e-08,-0.009980035169670979,16.805617650349934,0.5278561487793922,0.020750342635437846,0.10770874284207821,7.612906180535599e-05,0.020609214523574337,0.1680338547254602,0.8528236225247383,0.5134614730874697,0.3891544019182523,0.11801356677350332
216,24,24,7.916241884231567e-09,-0.008859529004742702,14.400827705860138,0.5164216185609499,0.02061587820450465,0.11111621869107087,0.0,0.01593737130072744,0.1316080732891957,0.85443248351415,0.5154047881563505,0.4167893851796786,0.11568003280833446
218,24,24,8.149072527885437e-09,-0.009219462110195309,16.12661914030711,0.5167401283979416,0.020520185818895698,0.10967639368027449,0.0,0.012557676653765762,0.13623046968132257,0.8561196823914846,0.5174426486094793,0.40002702300747234,0.11339264083273055
220,24,24,8.847564458847046e-09,-0.007846083142794669,14.553522825241089,0.5399981861313184,0.021061242480451863,0.12159437562028567,0.0,0.020139870098015916,0.15904947991172472,0.8580925837159157,0.5198254858454069,0.4222671141227086,0.11115047846091426
