episode,minibatches,minibatches_possible,first_mb_kl,policy_loss,value_loss,lyap_penalty,dynamics_loss,barrier_loss,approx_kl,clip_fraction,mean_std,mean_raw_log_std,mean_abs_action,alpha
54,24,24,5.820766091346741e-09,-0.005936192620235185,8.656310876210531,0.018627199887608487,1.6523704181114833,0.508118229607741,0.0045905665125853075,0.04674479194606344,0.5987681200106939,0.1920196209102869,0.20153704596062502,0.583196086185909
56,24,24,4.889443516731262e-09,0.006323950209965308,15.495890408754349,0.018471245576317113,1.6727857142686844,0.419225849211216,0.0038968740506485724,0.04656333072731892,0.6034046709537506,0.19842897728085518,0.20075665973126888,0.5716642944379285
58,24,24,8.614733815193176e-09,0.0008513011659185091,12.13843592007955,0.018927624293913443,1.725686952471733,0.25834586719671887,0.005815147815155797,0.05469904296721021,0.6079367399215698,0.2046613854666551,0.18657797078291574,0.5603605258610026
60,24,24,4.190951585769653e-09,-0.005238443845883012,10.07725073893865,0.018377593718469143,1.7565007557471592,0.3971218802034855,0.005722331921181952,0.06789647780048351,0.6126291503508886,0.21108216854433218,0.21801518524686495,0.5492802716530588
62,24,24,4.773028194904327e-09,0.002354971948079765,13.05377479394277,0.01847954940361281,1.7461524705092113,0.4539712704718113,0.002375875520859457,0.02400985627900809,0.6172086149454117,0.21731770411133766,0.21947881331046423,0.5384191121665426
64,24,24,9.778887033462524e-09,-0.0025480148615315557,7.7552279233932495,0.018389027177666623,1.7514405697584152,0.4566190813978513,0.004765787496580742,0.05602213561845323,0.6219985038042068,0.22380796323219934,0.21484336194892725,0.5277727151455279
66,24,24,7.2177499532699585e-09,-0.0010812601928288739,10.438962876796722,0.018449714872986078,1.7617638409137726,0.3273535588135322,0.00430617829260882,0.05192057280025134,0.6265826125939687,0.22999056863288084,0.20912314330538115,0.5173368339976835
68,24,24,9.778887033462524e-09,-0.0014217604572574298,8.821969032287598,0.018430305179208517,1.7241868873437245,0.29968941025435925,0.004383418277332869,0.046446572368343673,0.6308802366256714,0.2357606745014588,0.23392376427849135,0.5071073061004073
70,24,24,7.450580596923828e-09,-0.0014250673455838598,8.991364379723867,0.018406352261081338,1.747095783551534,0.19216209712127844,0.0033418523065241366,0.024668236263096333,0.6357966537276903,0.24233233369886875,0.21627409383654594,0.4970800511404607
72,24,24,7.683411240577698e-09,-0.0009151385941853126,17.931678354740143,0.01817013672553003,1.7101856072743733,0.31705358003576595,0.003642509696267856,0.0359328193978096,0.6406260405977567,0.24875876990457377,0.2530903412650029,0.4872510694864241
74,24,24,3.725290298461914e-09,-0.0007939874970664581,7.717259456713994,0.018246655740464728,1.7051375210285187,0.44962378591299057,0.0029895631256901347,0.02555338549427688,0.6448865955074629,0.2544045572479566,0.28241852670907974,0.4776164405933437
76,24,24,4.773028194904327e-09,-0.007926215068437159,10.195287903149923,0.01874252532919248,1.6698126196861267,0.49961521352330845,0.006975007209499988,0.08616536452124517,0.6491261894504229,0.2600012843807538,0.3320460133254528,0.46817232143891857
78,24,24,8.614733815193176e-09,-0.0007564621434236566,8.439174562692642,0.019016727106645703,1.7213893632094066,0.4300873577594757,0.0037890238115020716,0.03444010422875484,0.6534969334801038,0.265749279409647,0.32665356745322544,0.45891494499061186
80,24,24,1.0826624929904938e-08,-0.004110770804497103,13.641327321529388,0.019045730819925666,1.702938472231229,0.4641198553144932,0.006776415626518428,0.054377652200249336,0.6578888023893038,0.27150407433509827,0.35215480501453084,0.449840618703071
82,24,24,1.0244548320770264e-08,-0.005814156465930864,10.933626065651575,0.019009297946467996,1.7068312764167786,0.4516865499317646,0.005688561359420419,0.06982421859477957,0.6619513879219691,0.27680860583980876,0.3463134715954463,0.44094572304526186
84,24,24,9.313225746154785e-09,-0.008327122971725961,10.439836621284485,0.019406283119072516,1.746734802921613,0.45573260138432187,0.007428394679057722,0.08460286492481828,0.6661017040411631,0.28220968693494797,0.3581241878370444,0.43222671005672164
86,24,24,7.2177499532699585e-09,-0.0017438322150458891,13.48376723130544,0.01949429923358063,1.685934603214264,0.4108438268303871,0.008725434764831638,0.07587087977056702,0.6703212708234787,0.2876829306284587,0.3734036261836688,0.42368010193236594
88,24,24,1.0477378964424133e-08,0.0009035842570786675,9.061501483122507,0.019391374895349145,1.6901566584904988,0.4964611642062664,0.005463587285097067,0.06498790943684678,0.6743968799710274,0.2929527188340823,0.38429029285907745,0.4153024896352739
90,24,24,8.614733815193176e-09,-0.004358218866400421,9.639664034048716,0.018913643900305033,1.696511725584666,0.48084519679347676,0.007946630629400412,0.1012328842965265,0.6780730485916138,0.2976923771202564,0.3780443494518598,0.4070905315369042
92,24,24,7.683411240577698e-09,-0.0037749928790920726,13.157590210437775,0.018785993956650298,1.6509637633959453,0.5162676274776459,0.008764276232492799,0.10168426871920626,0.6816157201925913,0.30224764967958134,0.384192888935407,0.39904095208420265
94,24,24,5.587935447692871e-09,-0.010121441368634502,10.967635889848074,0.01968877366743982,1.6046895186106365,0.3319193248947461,0.012398423161357641,0.1706250011920929,0.6851959526538849,0.30683953190843266,0.3850311028460662,0.39115054049305903
96,24,24,7.683411240577698e-09,-0.004715103073976934,9.657890617847443,0.019803078767533105,1.655466799934705,0.34996953420341015,0.006209568455233239,0.08183593747283642,0.6891356805960337,0.3118794647355874,0.3918606179455916,0.38341614946760555
98,24,24,9.313225746154785e-09,-0.0022936538055849573,11.23137711485227,0.01948218063140909,1.6889528632164001,0.4628334877391656,0.007298569927418915,0.09433593802774946,0.692217635611693,0.31581267590324086,0.41404198482632637,0.3758346939448336
100,24,24,1.0477378964424133e-08,-0.0099838802513356,8.10986939072609,0.01671701075974852,1.4665105243523915,0.06333920804748534,0.00927150173811242,0.11315104179084301,0.6955887724955877,0.32010542973876,0.40228262543678284,0.36840314986403855
102,24,24,7.916241884231567e-09,0.0011810244371493657,15.309539119402567,0.012613268840747574,0.9927915136019388,0.0004523368952504825,0.006905315070374248,0.08314763351033132,0.6994540666540464,0.32501615459720296,0.38281122719248134,0.36111855296059203
104,24,24,9.313225746154785e-09,-0.005386870276803772,18.426947116851807,0.011540564126335084,0.7749187002579371,2.265933411157069e-05,0.006574042485832858,0.0701822920430762,0.7027551581462225,0.3292005757490794,0.3759305054942767,0.353977997583569
106,24,24,7.916241884231567e-09,-0.0017906174374123414,6.999026745557785,0.011165351723320782,0.6215670655171076,0.0,0.007914958274341188,0.0994791672565043,0.7060527056455612,0.3333718925714493,0.3276922404766083,0.34697863553675384
108,24,24,4.889443516731262e-09,-0.0031005333100135126,11.19022128979365,0.010897349061754843,0.4997653638323148,0.0,0.006018979547661729,0.07772126972364883,0.7099698682626089,0.3383161810537179,0.33579827348391217,0.3401176749425623
110,24,24,7.2177499532699585e-09,-0.005114660016261041,10.752979596455893,0.010733666752154628,0.4098888511459033,0.0,0.005368648426762472,0.06423375220037997,0.7143445909023285,0.3438246076305707,0.36770448461174965,0.33339237912842906
112,24,24,1.0477378964424133e-08,-0.004726345534436405,12.47897764046987,0.010713017429225147,0.3700247642894586,2.2028968184410283e-06,0.007683985653178145,0.09394531262417634,0.7186996787786484,0.3492950163781643,0.32954787214597064,0.3268000655352148
114,24,24,7.450580596923828e-09,0.001315978603088297,9.974586188793182,0.010556412123454114,0.27523980910579365,0.0,0.004650559305446222,0.0515625001086543,0.7223528623580933,0.3538736055294673,0.34246637175480527,0.3203381046471969
116,24,24,9.546056389808655e-09,-0.0011556253302842379,6.7563126385211945,0.010456302591289083,0.23665095244844755,0.0,0.004532487611868419,0.04912109376164153,0.7261676788330078,0.3586450256407261,0.3232138628760974,0.3140039189432197
118,24,24,6.05359673500061e-09,-0.00598634518973995,12.304497301578522,0.010404683145073554,0.19826433062553406,0.0,0.004588181987249603,0.05328776043218871,0.7302606900533041,0.363754374285539,0.3786376342177391,0.3077949818685825
120,24,24,5.3551048040390015e-09,-0.003659578893954555,10.660782953103384,0.010355557780712843,0.18756315919260183,0.0,0.005916736151751441,0.07328320791323979,0.7336222603917122,0.3679426747063796,0.38850538432598114,0.301708816827258
122,24,24,3.259629011154175e-09,-0.0016360159497708082,7.396234522263209,0.010311982904871305,0.15533630549907684,0.0,0.0041171015036525205,0.04596354201203212,0.7373473023374876,0.3725758505364259,0.38757215067744255,0.29574299619403727
124,24,24,7.916241884231567e-09,-0.006988703428457181,19.302111903826397,0.010288476594723761,0.1459082836906115,0.00026992425046046264,0.007092853149515577,0.08897790871560574,0.7407311896483103,0.3767777159810066,0.39313001682360965,0.28989514034620806
126,24,24,4.6566128730773926e-09,-0.0056705181680930155,8.899959246317545,0.010266381703938047,0.12403881922364235,0.0,0.004859555420504573,0.06549479179860403,0.7437129269043604,0.3804747276008129,0.38093767936031026,0.28416291671438104
128,24,24,6.51925802230835e-09,-0.004742738131123285,14.487106641133627,0.010289199805508057,0.13870670460164547,0.0,0.004689974870416336,0.05308166642983755,0.7470582003394762,0.3846166556080182,0.38340094064672786,0.2785440388520826
130,24,24,8.381903171539307e-09,-0.007018987787887454,8.727265725533167,0.010293761462283632,0.15636776263515154,0.0,0.0036332307645352557,0.0400341305260857,0.7503862405816714,0.38873133560021716,0.39520421127478284,0.27303626552374843
132,24,24,7.916241884231567e-09,-0.0017126295691317257,12.344850420951843,0.010244086928044757,0.11795905139297247,0.0,0.003708544017475409,0.034376972975830235,0.754126213490963,0.39334846908847493,0.39323371772964794,0.2676373998107466
134,24,24,7.2177499532699585e-09,0.00017870128309975067,11.634758134682974,0.010216802242211998,0.12419674700746934,0.0,0.006406161284151797,0.07850664497042696,0.7575531378388405,0.3975731780131658,0.3785027799506982,0.2623452882350789
136,24,24,6.28642737865448e-09,-0.0026155391921444484,8.902984917163849,0.010280992758149901,0.1784880794584751,5.4996827505722955e-05,0.009617633831415636,0.12212527015556891,0.7610454857349396,0.40187255293130875,0.36031540483236313,0.2571578199004125
138,24,24,5.587935447692871e-09,-0.0011395203182473779,14.395914256572723,0.010245132880906263,0.13694855074087778,0.0,0.0097039793569517,0.1127604170081516,0.7641500954826673,0.4056900776922703,0.3289492925008138,0.25207292565009176
140,24,24,4.190951585769653e-09,-0.0036520400705436864,15.80605379740397,0.010228337021544576,0.13774333676944175,0.0,0.013951874260480205,0.17650994937866926,0.7667535617947578,0.4088878333568573,0.36014676218231517,0.24708857724180286
142,24,24,6.752088665962219e-09,-0.0027424269222440976,17.9588955839475,0.010182581803140541,0.1233562898511688,0.00012232862870102204,0.007327073350703965,0.09616408978278439,0.7697769030928612,0.4125977133711179,0.35291828339298564,0.24220278653855584
144,24,24,7.450580596923828e-09,0.001988346572034061,9.88494681318601,0.010193270514719188,0.10262045450508595,3.580671667198961e-05,0.006787304368723805,0.08653082481275003,0.7726540639996529,0.41612476979692775,0.3239275688926379,0.23741360471566406
146,24,24,6.51925802230835e-09,-0.01091801751560221,12.398905456066132,0.010187038880152008,0.11276070432116587,0.0,0.008276960560275862,0.09414797509089112,0.7757753555973371,0.4199471225341161,0.30760304753979045,0.23271912148340582
148,24,24,5.820766091346741e-09,-0.009120943994882206,6.8954063554604845,0.010162508852469424,0.1206323653459549,1.9048381015333387e-05,0.00901024547056295,0.10921223958333333,0.7794640958309174,0.4244597281018893,0.34036994973818463,0.22811746432505495
150,24,24,6.752088665962219e-09,-0.011358047001219044,11.085585077603659,0.010163783988294503,0.12581979328145584,1.9955426068918314e-05,0.010326452509616502,0.13270505800998458,0.7831407859921455,0.42895256852110225,0.35475587969024974,0.22360679774997907
152,24,24,8.381903171539307e-09,-0.009411289065610617,9.528751770655314,0.01013114540061603,0.09588838399698336,0.0,0.011691567497715974,0.14319661539047956,0.7859974279999733,0.43243999034166336,0.3628410908083121,0.21918532256150594
154,24,24,7.916241884231567e-09,-0.009453638029905656,7.251571516195933,0.010149318103988966,0.10098059382289648,0.0,0.010079547855032919,0.12347005245586236,0.7890963231523832,0.43622006103396416,0.3433516745766004,0.2148512751392682
156,24,24,9.546056389808655e-09,-0.009947825759203019,10.700794517993927,0.010195032499420146,0.11578567915906508,0.0,0.010294157943765944,0.1258918377570808,0.7915472661455473,0.439207515368859,0.309390830496947,0.21060292673573613
158,24,24,1.3271346688270569e-08,-0.0027541614642056325,21.78979221979777,0.010144926297167936,0.13111463406433663,8.802905995253241e-07,0.015476888618043935,0.16097005301465592,0.7942295124133428,0.44247477625807125,0.27448279969394207,0.20643858278666252
160,24,24,6.28642737865448e-09,-0.0025589105983575187,7.633601148923238,0.010137654336479804,0.11528330917159717,1.2865907289475823e-05,0.012523003038950264,0.15680338566501936,0.7965408091743787,0.44528839985529584,0.2879729059835275,0.20235658223516173
162,24,24,8.847564458847046e-09,0.004609573821653612,15.852063238620758,0.010117939013677338,0.09056498513867457,0.0,0.011452870268840343,0.12985026075815162,0.7990941380461057,0.44839489335815114,0.27129592932760715,0.1983552968691535
164,24,24,6.752088665962219e-09,-0.006174309373212357,9.936165571212769,0.010106057782347003,0.07335758861154318,0.0,0.006458802051686992,0.07851562493791182,0.801533542573452,0.4513610005378723,0.25381791094938916,0.1944331306719086
166,24,24,5.820766091346741e-09,-0.010780400635364154,8.442101210355759,0.010109647604015967,0.09635473601520061,1.3601788850792218e-05,0.006329257264345263,0.08216145851959784,0.8043594608704249,0.4547952065865199,0.25044787116348743,0.19058851918543585
168,24,24,4.6566128730773926e-09,-0.007925647892989218,7.199676305055618,0.010108325979672372,0.08419659485419591,1.5507724280420614e-05,0.009587927139364183,0.1224283860065043,0.8072651525338491,0.45832419767975807,0.23366368003189564,0.18681992888645735
170,24,24,9.313225746154785e-09,-0.0101703986680756,9.232899804910025,0.010116436751559377,0.12814983942856392,0.0005900998215414196,0.010856330064901462,0.14967447922875485,0.8102168266971906,0.4619070154925187,0.257056246822079,0.18312585657472305
172,24,24,8.381903171539307e-09,-0.011056337524981549,7.884769012530644,0.010101461433805525,0.09820566823085149,0.0,0.0072685902802428854,0.08639322935293119,0.812783882021904,0.4650212985773881,0.21865777422984442,0.1795048287734202
174,24,24,6.05359673500061e-09,-0.002072709180841533,20.242075602213543,0.01010220245613406,0.08324697008356452,0.0,0.01880153827369213,0.21250000037252903,0.8156035915017128,0.46844057490428287,0.2224971248457829,0.17595540114143834
176,24,24,8.614733815193176e-09,-0.008001609608375778,12.932790915171305,0.010110100537228087,0.08833042221764724,0.0,0.007524109435811018,0.09707031274835269,0.8176183054844538,0.47088265667359036,0.16426794479290643,0.1724761578972567
178,24,24,7.683411240577698e-09,-0.008524854745094975,7.691038886706035,0.01011242864963909,0.09145000018179417,0.0,0.007643475624111791,0.08050130230064194,0.8202459712823232,0.47406646609306335,0.2018766961991787,0.16906571125422334
180,24,24,1.0244548320770264e-08,-0.010694555123336613,14.295396864414215,0.010089379618875682,0.09986012956748407,1.1597366210480686e-05,0.017547983365754288,0.13714192745586237,0.8231838494539261,0.4776247752209504,0.19507340465982756,0.16572270086699928
182,24,24,5.3551048040390015e-09,-0.011764014256186783,13.290636599063873,0.010137294108668963,0.11976886726915836,0.00013517465959012043,0.010647898452589288,0.10966796924670537,0.8255109315117201,0.48044224455952644,0.13395918626338243,0.16244579328895045
184,18,24,6.984919309616089e-09,0.0038483181399189765,31.05675294664171,0.010121074091229174,0.1330840206808514,0.0,0.022837381991040375,0.20429687491721576,0.8275222910775079,0.4828767693705029,0.20465531365738976,0.15923368144026684
186,24,24,8.614733815193176e-09,-0.009021848066671131,11.603042582670847,0.010108959628269076,0.10500898119062185,0.0,0.008010784687940031,0.09218750040357311,0.8291493803262711,0.4848456953962644,0.16282032243907452,0.15608508408660074
188,24,24,6.51925802230835e-09,-0.0026393338242390505,8.530379831790924,0.010121059759209553,0.12721713011463484,1.5233636077027768e-05,0.025655085143322747,0.20084635447710752,0.8315203785896301,0.48771419872840244,0.19371183589100838,0.15299874532801208
190,24,24,6.984919309616089e-09,-0.005754252274831136,18.842654426892597,0.01008627210588505,0.11883808548251788,0.0,0.01960294083498108,0.16705729253590107,0.8343411485354105,0.4911259251336257,0.2093285353233417,0.1499734340980213
192,24,24,6.28642737865448e-09,-0.010266523148554066,26.70020790894826,0.010089452766502896,0.09704145323485136,0.0,0.013293241674546152,0.10716145873690645,0.8362317358454069,0.4934120327234268,0.22072248657544455,0.1470079436725652
194,24,24,9.080395102500916e-09,-0.013958498156474283,15.060271402200064,0.010083457881895205,0.10346760818113883,0.0,0.01522736640375418,0.1266549133385221,0.8381610934933027,0.49574464559555054,0.26601235195994377,0.14410109118866418
196,24,24,7.916241884231567e-09,-0.0050691414896088345,7.978978842496872,0.010085009116058549,0.09656624495983124,0.0,0.016010002048763756,0.1262695319019258,0.8400879030426344,0.4980738100906213,0.27105837563673657,0.14125171717260696
198,24,24,9.080395102500916e-09,-0.005968048237264156,28.980150322119396,0.010072913447705409,0.12364051956683397,0.0,0.026973640827539686,0.2151041670391957,0.8417592768867811,0.5000938711067041,0.25535883754491806,0.13845868507746364
200,24,24,1.1175870895385742e-08,-0.01159187276304389,11.213660915692648,0.01005368547824522,0.09019665575275819,0.0,0.01406850821028153,0.13118489645421505,0.8431964591145515,0.5018306920925776,0.22809838689863682,0.13572088082974532
202,18,24,7.2177499532699585e-09,-0.012374173435899947,6.616764624913533,0.010049414976189533,0.10336190337936084,0.0,0.022340960748907592,0.15720486102832687,0.8447816305690341,0.5037462082174089,0.2991405543353822,0.1330372123850258
204,18,24,8.381903171539307e-09,0.006351958934424652,17.81466794013977,0.01005256413999531,0.10349747372998132,0.0,0.022921021225758724,0.19214467911256683,0.8467006550894843,0.5060648785697089,0.3328431761927075,0.13040660929235187
206,18,24,6.984919309616089e-09,-0.0018690643418166372,10.471058474646675,0.01005768444803026,0.10138904634449217,0.0,0.024933910799316235,0.20950520949231255,0.848204450474845,0.5078816811243693,0.2913456012805303,0.12782802226726633
208,24,24,8.149072527885437e-09,-0.013943827905071279,11.738495667775473,0.0100646826516216,0.11079119921972354,0.0,0.01759181927385119,0.157584635540843,0.8500870813926061,0.5101560155550638,0.2835455698271592,0.12530042277327305
210,24,24,7.683411240577698e-09,-0.018172474500412743,11.350415706634521,0.010055311722680926,0.12313671813656886,0.0,0.022892807096165296,0.1751953133692344,0.8517303615808487,0.5121410936117172,0.3463236764073372,0.12282280261157907
212,24,24,7.2177499532699585e-09,-0.008101841124395529,19.07138568162918,0.01007452510142078,0.16557860498627028,1.1664130094383534e-06,0.023941142513649538,0.20055338585128388,0.8530117397507032,0.513688842455546,0.31874123339851695,0.12039417351894734
214,18,24,6.05359673500061e-09,0.0038378839251688784,16.68077458275689,0.01010813077704774,0.19028996427853903,4.5531972621877985e-06,0.026368920251520142,0.19526909788449606,0.8542563948366377,0.5151922106742859,0.37591295606560177,0.11801356677350336
216,18,24,1.0943040251731873e-08,0.001115021916727225,28.725613011254204,0.010131198136756817,0.1769285798072815,1.2386255245170712e-06,0.02286403857740677,0.214973959657881,0.8551773495144315,0.5163045724232992,0.3421732534964879,0.11568003280833444
218,24,24,7.2177499532699585e-09,-0.007315518140482406,34.37808724244436,0.010044521419331431,0.12492903818686803,1.0307776998767318e-05,0.021910598026200507,0.17246093849341074,0.8561979780594507,0.5175372834006945,0.36674502740303677,0.11339264083273055
220,12,24,9.546056389808655e-09,0.009890321331719557,18.643890301386516,0.010070418240502477,0.15643062070012093,0.0005599766536761308,0.04230674885911867,0.22103726988037428,0.8569178382555643,0.5184067338705063,0.41067784776290256,0.11115047846091423
222,7,24,8.149072527885437e-09,0.03257036501807826,10.194479669843401,0.010252103209495544,0.1983173361846379,0.00039544000173918903,0.038117194115849476,0.20055803656578064,0.8574495485850743,0.519048946244376,0.36666750482150484,0.1089526513481118
224,12,24,9.080395102500916e-09,0.014747691340744495,19.951954523722332,0.01004871081871291,0.1420759086807569,6.645812391070649e-06,0.061780492610220485,0.21282640472054482,0.8580952982107798,0.5198288261890411,0.3609274278084437,0.1067982828338206
226,6,24,8.614733815193176e-09,0.01241537369787693,16.752273241678875,0.010072709837307533,0.15555487324794134,0.0,0.030467038547309738,0.23039641231298447,0.8586259285608927,0.5204697251319885,0.43871062497297925,0.10468651359213042
228,6,24,1.0943040251731873e-08,0.033375805554290615,9.803801774978638,0.01014226209372282,0.17911939198772112,5.052851702203043e-05,0.049720861755001046,0.23372395833333334,0.858914981285731,0.5208187599976858,0.33231619497140247,0.10261650128895843
230,12,24,1.0477378964424133e-08,0.00749554205685854,22.87641942501068,0.01006812664369742,0.11602599049607913,0.0,0.022560438703900825,0.1802083340783914,0.8593302120765051,0.5213202436765035,0.3414816657702128,0.10058742024606303
232,12,24,1.1408701539039612e-08,-0.001730503048747778,17.868886788686115,0.01007228399006029,0.13858367254336676,0.0,0.024057022703345865,0.15390625037252903,0.8596963137388229,0.5217624257008234,0.4010789394378662,0.09859846111170008
234,24,24,8.847564458847046e-09,-0.010836137536292275,12.03937711318334,0.010071396633672217,0.0962130877499779,0.0,0.014804160765682658,0.11871744878590107,0.8603876580794653,0.5225973824659983,0.396905096868674,0.0966488305377922
236,24,24,5.3551048040390015e-09,-0.0057715805402646465,12.509829739729563,0.010060392785817385,0.07652993220835924,0.0,0.009915399500944963,0.0995442708954215,0.8618775581320127,0.5243967870871226,0.40607795119285583,0.09473775086348106
238,12,24,9.778887033462524e-09,-0.001875720452517271,22.606439113616943,0.010064884011323253,0.09449719203015168,0.0,0.018981457978952676,0.1251742218931516,0.8627495020627975,0.5254498720169067,0.4484880864620209,0.09286445980493742
240,24,24,8.381903171539307e-09,-0.0004344181700920065,18.755075693130493,0.010066269741704067,0.08744712546467781,0.0,0.01876205246662721,0.14114583314706883,0.8634318138162295,0.5262739310661951,0.4298732466995716,0.09102821015130401
