episode,avg_reward,best_avg_reward,reward_above_threshold,avg_lyap,avg_barrier,avg_std,avg_abs_action,exploration_cleared,stable,checks_since_best
394,-55.9110545311909,-55.515155474112746,True,0.010013634129483612,3.3895641583451256e-06,0.9078417702681488,0.4791454825109402,True,True,6
396,-55.99936501032399,-55.515155474112746,True,0.010013318023079743,3.3895641583451256e-06,0.9086882325924105,0.47999428878785766,True,True,7
398,-56.209979007598875,-55.515155474112746,True,0.010012570874718274,3.3895641583451256e-06,0.9095205768942833,0.4827397166413889,True,True,8
400,-55.97474410110505,-55.515155474112746,True,0.010012333459251196,2.9195726151797953e-06,0.910343569641312,0.4853005340295858,True,True,9
402,-56.13671899200372,-55.515155474112746,True,0.010012187652294368,2.9195726151797953e-06,0.9111700818356543,0.4852256108048386,True,True,10
404,-56.26005617412042,-55.515155474112746,True,0.010012370822748739,2.9195726151797953e-06,0.9119852895951934,0.48431912606519056,True,True,11
406,-55.72354676242897,-55.515155474112746,True,0.01001238886712362,2.9195726151797953e-06,0.9128140411443182,0.4811640646488626,True,True,12
408,-55.73706286523201,-55.515155474112746,True,0.010011737137933931,2.839956035105401e-06,0.9137006876369318,0.4783223134748962,True,True,13
410,-55.597126790025605,-55.515155474112746,True,0.010011552688148285,2.1855602350721407e-06,0.914594766125083,0.4765251773719986,True,True,14
412,-55.01190101641273,-55.01190101641273,True,0.010011466719313626,2.1855602350721407e-06,0.9154721279939014,0.46906669791787864,True,True,0
414,-54.693486952526385,-54.693486952526385,True,0.01001107267026479,3.8640278035018125e-07,0.9163312728206316,0.4628354809971319,True,True,0
416,-53.62472915846726,-53.62472915846726,True,0.010010683748017373,0.0,0.9171538767715296,0.4561491268169548,True,True,0
418,-54.60575136527789,-53.62472915846726,True,0.010010586124068747,0.0,0.9179633401748207,0.44918176095104867,True,True,1
420,-54.844844419872246,-53.62472915846726,True,0.01001023546947787,0.0,0.9188462626602917,0.43995349115381643,True,True,2
422,-54.69712034223783,-53.62472915846726,True,0.010010350739402284,0.0,0.9197375918428102,0.4371183365376459,True,True,3
424,-54.70513092858465,-53.62472915846726,True,0.01001011729757819,0.0,0.9206003554165363,0.43643807828840286,True,True,4
426,-54.80580363946966,-53.62472915846726,True,0.010010216619250263,0.0,0.9214945074170828,0.4333344452497032,True,True,5
428,-55.02438233168907,-53.62472915846726,True,0.010010201985844309,0.0,0.9223947558552027,0.4337265732180741,True,True,6
430,-55.558315220902195,-53.62472915846726,True,0.010010394893793597,0.0,0.923285102347533,0.4328524488748776,True,True,7
432,-56.10519587575585,-53.62472915846726,True,0.010010582694990767,0.0,0.9241323383731975,0.4383187723449534,True,True,8
434,-56.113953841206175,-53.62472915846726,True,0.010010745545797464,0.0,0.9249425154179335,0.4413149010597004,True,True,9
436,-55.74869303539796,-53.62472915846726,True,0.010010612113142591,0.0,0.925765454893311,0.44522159428646163,True,True,10
438,-55.354567233788295,-53.62472915846726,True,0.010010670861488002,0.0,0.9265929791248508,0.4480272815252344,True,True,11
440,-55.46394186070832,-53.62472915846726,True,0.010010602030282218,0.0,0.9274431990666521,0.45254747451593474,True,True,12
442,-55.35303762021008,-53.62472915846726,True,0.0100105291161324,0.0,0.9283148695197369,0.45899179248760136,True,True,13
444,-55.637840037601755,-53.62472915846726,True,0.010010144501898645,0.0,0.9291773150364555,0.46556005459278815,True,True,14
446,-55.45126398890585,-53.62472915846726,True,0.010010124358814211,7.050545213537084e-07,0.9300043538212774,0.4722830491554405,True,True,15
448,-55.05320025052901,-53.62472915846726,True,0.010009904279528806,1.5819129960921902e-06,0.9307662790848148,0.47740934246944056,True,True,16
450,-55.08240099606906,-53.62472915846726,True,0.010009854099351085,1.5819129960921902e-06,0.9315429313729204,0.48117006243103083,True,True,17
452,-55.557121248488656,-53.62472915846726,True,0.010009710975767423,1.5819129960921902e-06,0.9323560077697037,0.48353690914809705,True,True,18
454,-54.87072160111572,-53.62472915846726,True,0.010009472314009648,1.5819129960921902e-06,0.9332029841426346,0.4873739154388508,True,True,19
456,-54.32992427183192,-53.62472915846726,True,0.010009510884346026,1.5819129960921902e-06,0.9340645469311208,0.49377987161278736,True,True,20
458,-53.65407523804233,-53.62472915846726,True,0.010009453185032016,1.6165702011979494e-06,0.9349333775954113,0.49979756760100524,True,True,21
460,-53.44795998255216,-53.44795998255216,True,0.010009289767024001,1.6165702011979494e-06,0.935838002504574,0.5057307583383388,True,True,0
462,-53.76383247999414,-53.44795998255216,True,0.01000900531071238,1.6165702011979494e-06,0.9367959744814371,0.5083308774357042,True,True,1
