episode,policy_loss,value_loss,lyap_penalty,dynamics_loss,barrier_loss,approx_kl,clip_fraction,mean_std,mean_raw_log_std,alpha
2,0.06181078031659126,418.0445556640625,0.029150651767849922,1.169439673423767,0.8059983253479004,0.07809480279684067,0.4645833373069763,0.472366601228714,0.0,0.9802265618354915
4,0.03630168363451958,384.1329040527344,0.03582799434661865,1.3610174655914307,0.5551046133041382,0.05929897353053093,0.4305555522441864,0.47254347801208496,0.0002996167168021202,0.9608441125278288
6,0.039474789053201675,366.560546875,0.032752588391304016,1.3260040283203125,0.5308640003204346,0.044765930622816086,0.3708333373069763,0.47272050380706787,0.0005991362850181758,0.9418449208830277
8,0.02970099076628685,348.9207458496094,0.033867720514535904,1.3674901723861694,0.4043963849544525,0.028801439329981804,0.32152777910232544,0.47289782762527466,0.0008991942158900201,0.9232214085793908
10,0.02424691803753376,338.94720458984375,0.03381599485874176,1.4470490217208862,0.2993083596229553,0.03957602381706238,0.3062500059604645,0.4730745553970337,0.001198149984702468,0.9049661471446958
12,0.02119443751871586,322.8563232421875,0.032551802694797516,1.5173287391662598,0.28287261724472046,0.02023104578256607,0.28333333134651184,0.47325068712234497,0.001495937816798687,0.8870718549931568
14,0.011606062762439251,311.3228454589844,0.03278500214219093,1.562792181968689,0.30938196182250977,0.029222965240478516,0.27569445967674255,0.4734255075454712,0.0017914994386956096,0.8695313945209737
16,0.015221484005451202,297.366943359375,0.033301159739494324,1.606829047203064,0.33696848154067993,0.018304163590073586,0.24930556118488312,0.4735996723175049,0.0020857148338109255,0.8523377692593145
18,0.021652670577168465,282.84808349609375,0.03136749193072319,1.6431241035461426,0.35756611824035645,0.012947263196110725,0.2465277910232544,0.4737738072872162,0.0023796630557626486,0.8354841210835904
20,0.009415809065103531,281.8949279785156,0.03288121894001961,1.6732054948806763,0.3648539185523987,0.020880404859781265,0.22152778506278992,0.4739481806755066,0.002674150513485074,0.8189637274779153
22,0.005896343383938074,276.68133544921875,0.03128833696246147,1.688629150390625,0.3574167490005493,0.016700919717550278,0.20416666567325592,0.47412317991256714,0.002969594206660986,0.8027699988536554
24,0.010965698398649693,267.9884948730469,0.0325101800262928,1.708107352256775,0.3467788100242615,0.02340768836438656,0.22013889253139496,0.4742995500564575,0.0032670418731868267,0.7868964759210001
26,0.005190265364944935,264.52197265625,0.0329204723238945,1.7170156240463257,0.32537752389907837,0.016847873106598854,0.19583334028720856,0.47447866201400757,0.0035691626835614443,0.7713368271125066
28,0.014111556112766266,264.84588623046875,0.033939965069293976,1.7197436094284058,0.30326753854751587,0.014725863002240658,0.2083333432674408,0.47466063499450684,0.0038759096059948206,0.7560848460575893
30,0.007060202304273844,257.94427490234375,0.0325835756957531,1.7237166166305542,0.2809979319572449,0.014059999957680702,0.19583334028720856,0.4748460650444031,0.004188362509012222,0.7411344491069477
32,0.009964299388229847,253.8892059326172,0.033136945217847824,1.728208065032959,0.26272961497306824,0.01617036573588848,0.19652777910232544,0.4750336706638336,0.004504466895014048,0.7264796729059444
34,0.010186529718339443,253.14553833007812,0.032683223485946655,1.7328602075576782,0.25124746561050415,0.010145721025764942,0.18888889253139496,0.47521618008613586,0.004811609163880348,0.7121146720159665
