step,x_before,y_before,target_x,target_y,x_after,y_after,battery_before,battery_after,battery_delta,reward,directional_reward,battery_reward,movement_penalty,action_dx_norm,action_dy_norm
0,505.65969786472346,287.5477738347797,518.0129989130023,267.5488381353168,517.4141503279069,265.3119088661299,100.0,99.85206695797514,-0.14793304202486013,-0.3461691990074748,0.0,-0.29586608404972026,0.05030311495775455,0.6176650524139404,-0.9999467730522156
1,517.4141503279069,265.3119088661299,530.1231938307145,245.31383147355177,532.2100444746038,246.79682683809745,99.85206695797514,99.70286693495959,-0.14920002301555257,-0.3458015964743145,0.0,-0.29840004603110515,0.04740155044320937,0.635452151298523,-0.9999039173126221
2,532.2100444746038,246.79682683809745,545.1402488660833,226.79837179049002,546.6959466148776,226.24688225941796,99.70286693495959,99.55449981937842,-0.14836711558116633,-0.34701908307637874,0.0,-0.29673423116233266,0.0502848519140461,0.6465102434158325,-0.9999227523803711
3,546.6959466148776,226.24688225941796,560.0876425911349,206.24881631093163,559.548228245803,209.07717396691035,99.55449981937842,99.40516050443217,-0.1493393149462463,-0.34157291976750637,0.0,-0.2986786298924926,0.042894289875013765,0.6695848107337952,-0.9999033212661743
4,559.548228245803,209.07717396691035,572.659646969863,189.07993390038203,556.767294480678,208.48913951455637,99.40516050443217,99.22927332604357,-0.17588717838860646,-0.35745920580710555,0.0,-0.3517743567772129,0.005684849029892627,0.655570924282074,-0.999862015247345
5,556.767294480678,208.48913951455637,570.2214256070818,188.4924315982966,558.0252953122797,205.57530209582907,99.22927332604357,99.05482273094314,-0.17445059510042427,-0.3552487927703502,0.0,-0.34890119020084853,0.00634760256950167,0.6727065443992615,-0.9998353719711304
6,558.0252953122797,205.57530209582907,571.830396706933,185.57770726245505,558.4805771711281,203.63414536026272,99.05482273094314,98.87393433829057,-0.1808883926525766,-0.36576445181228795,0.0,-0.3617767853051532,0.003987666507134738,0.6902550458908081,-0.9998797178268433
7,558.4805771711281,203.63414536026272,572.9237000348976,183.63721237686428,554.5260344102328,204.73230827801694,98.87393433829057,98.69629733215784,-0.17763700613272704,-0.36348239097057716,0.0,-0.3552740122654541,0.008208378705123105,0.7221561670303345,-0.9998466968536377
8,554.5260344102328,204.73230827801694,568.5543814256137,184.73640144818296,554.112057876649,202.84704093836436,98.69629733215784,98.51580651140378,-0.1804908207540592,-0.3648420091135771,0.0,-0.3609816415081184,0.003860367605458717,0.7014173269271851,-0.9997953176498413
9,554.112057876649,202.84704093836436,568.6136657715465,182.85081939600596,552.3311418552024,203.18260899508397,98.51580651140378,98.33428408244727,-0.18152242895651227,-0.366669367698436,0.0,-0.36304485791302454,0.003624509785411436,0.7250803709030151,-0.999811053276062
10,552.3311418552024,203.18260899508397,567.9883903522117,183.1887659164707,551.132608023869,201.19696484185496,98.33428408244727,98.15351584457862,-0.18076823786864793,-0.36617512469926883,0.0,-0.36153647573729586,0.004638648961972984,0.7828624248504639,-0.9996921420097351
11,551.132608023869,201.19696484185496,567.1497093117108,181.20267162896434,552.6495435494678,200.20541332664607,98.15351584457862,97.97171439958522,-0.1818014449933969,-0.36722739977220575,0.0,-0.3636028899867938,0.0036245097854119565,0.8008550405502319,-0.9997146725654602
12,552.6495435494678,200.20541332664607,568.6099651116626,180.2130827754986,553.6410950646766,201.7223488522447,97.97171439958522,97.78977293589205,-0.1819414636931782,-0.367507437171768,0.0,-0.3638829273863564,0.0036245097854115784,0.7980210781097412,-0.9996165037155151
13,553.6410950646766,201.7223488522447,569.9432705865272,181.7408405972398,554.500888796001,204.12491798503373,97.78977293589205,97.61100773385623,-0.17876520203581947,-0.36263396506304696,0.0,-0.35753040407163894,0.005103560991408044,0.8151087760925293,-0.9990754127502441
14,554.500888796001,204.12491798503373,571.8394908620411,184.19449806315873,556.2671563823313,204.9033191192809,97.61100773385623,97.42968519412061,-0.18132253973561774,-0.36650544707669397,0.0,-0.3626450794712355,0.0038603676054584667,0.8669301271438599,-0.99652099609375
