episode,steps,final_battery,total_reward,total_directional_reward,total_battery_reward,total_movement_penalty,loss
1,720,46.918762951234214,-104.7743,10.084023125873983,-106.16247409753157,8.690413504946381,
2,720,47.064826332665646,-103.3399,11.548746112076968,-105.87034733466871,9.011426180998331,207.77267456054688
3,720,47.60439194920437,-105.25634,11.968339160263543,-104.79121610159126,12.42206175112429,
4,720,47.4682712620044,-106.6225,10.822908202313295,-105.0634574759912,12.370991065940094,190.81654357910156
5,720,47.48953857957002,-105.92066,11.463188799056418,-105.02092284085997,12.352341846044446,
6,720,46.580274841080055,-109.44653,9.677833235912821,-106.83945031783989,12.274386602008274,182.05825805664062
7,720,45.46041660151176,-108.320206,11.201461246084364,-109.07916679697648,10.43251856840264,
8,720,46.70613269774129,-103.52014,13.219401511786405,-106.58773460451742,10.142297704756908,173.25283813476562
9,720,43.24951461103066,-114.29481,9.354611227464254,-113.50097077793868,10.139804426779268,
10,720,46.64139885669527,-103.915,12.973251946031574,-106.71720228660946,10.162321080967338,168.28440856933594
11,720,43.31168931211054,-112.350426,10.686286619577789,-113.37662137577892,9.652475501509983,
12,720,46.735776654613744,-103.89515,12.804074274304662,-106.52844669077251,10.162737750379868,160.25924682617188
13,720,46.5366998331611,-104.50939,12.059423492518347,-106.9266003336778,9.635247118991565,
14,720,43.61586175870536,-111.725945,10.85918180114273,-112.76827648258929,9.809505245143487,154.5058135986328
15,720,46.476594943171555,-105.09294,11.590842246934796,-107.04681011365689,9.629859626263348,
16,720,46.005583122808844,-105.99098,11.800810558245004,-107.98883375438231,9.796048707232927,147.55393981933594
17,720,46.68768492183267,-104.55215,12.361567686586167,-106.62463015633466,10.282381554290806,
18,720,46.81598269978544,-104.488205,12.474285142614235,-106.36803460042913,10.587787408539091,140.3229522705078
19,720,44.47743478646232,-109.88266,11.375185191079302,-111.04513042707536,10.20603216151788,
20,720,46.872549792138216,-104.98107,11.33673062474639,-106.25490041572357,10.056653205274463,139.85572814941406
21,720,44.807327663903195,-109.30268,10.587431816537812,-110.38534467219361,9.498059167606428,
22,720,46.83946909811584,-105.01964,11.835188224190512,-106.32106180376832,10.526738647592914,137.26658630371094
23,720,46.54928397612756,-103.92396,12.176540386644989,-106.90143204774488,9.192620660984456,
24,720,46.67131724642635,-104.14116,11.767192579144139,-106.6573655071473,9.244994513835481,132.94601440429688
25,720,46.561887247595976,-104.44857,11.471579633617196,-106.87622550480805,9.038269009232998,
26,720,45.10296327442785,-107.090775,11.24918648933148,-109.7940734511443,8.54034176402458,131.2273406982422
27,720,46.468373513483385,-104.99573,10.751193041135323,-107.06325297303323,8.678108718146845,
28,720,45.86626131118416,-105.989456,10.928037670465702,-108.26747737763168,8.645127983429003,131.41818237304688
29,720,46.238388462692534,-104.07917,12.206363118009191,-107.52322307461493,8.756915837248226,
30,720,46.61290579832521,-102.53947,13.282215704760954,-106.77418840334958,9.04185813509084,127.97989654541016
31,720,46.77985054059746,-104.00281,11.889220494250239,-106.44029891880508,9.445777562698554,
32,720,46.51082080336686,-104.823296,11.688438558510702,-106.97835839326628,9.527379978406927,125.97444915771484
33,720,46.81637465756103,-105.68105,10.636555273342482,-106.36725068487794,9.944267242589431,
34,720,45.541351485187135,-106.399925,12.198031786372846,-108.91729702962573,9.674775396340948,125.62166595458984
35,720,46.867712497082465,-103.41316,13.213773838377936,-106.26457500583507,10.355928321170659,
36,720,46.15001408821316,-107.19167,10.86483034485831,-107.69997182357368,10.34960616341883,126.73391723632812
37,720,46.65406831035573,-104.141205,12.387629638788198,-106.69186337928853,9.830733842644772,
38,720,46.713946671166845,-104.3454,12.309073587377261,-106.57210665766631,10.075824754184985,123.58264923095703
39,720,46.880490452157765,-102.90134,13.088646792108243,-106.23901909568447,9.744165049627078,
40,720,45.28872648507642,-109.99335,9.329931438601745,-109.42254702984717,9.89400262128921,120.79690551757812
41,720,46.876200372081186,-104.102425,12.154991767824997,-106.24759925583763,10.001690229693022,
42,720,44.58135661994449,-110.688354,9.22581761369289,-110.83728676011101,9.07001258073961,120.42985534667969
43,720,46.44354983659549,-106.22781,9.88521500908367,-107.11290032680903,8.993175255427696,
44,720,45.32019742369406,-107.52701,10.836836870451402,-109.35960515261188,8.997349083105885,122.3244400024414
45,720,44.28936029047101,-108.905624,11.195947375708473,-111.42127941905798,8.672993990499302,
46,720,46.58770548016724,-104.27112,11.989119242364975,-106.82458903966553,9.428000171134334,126.44066619873047
47,720,46.938877331966125,-102.295715,13.130783223723705,-106.12224533606775,9.296856193505054,
48,720,46.7761129587912,-102.93063,12.551594321436271,-106.4477740824176,9.02754116151533,120.80816650390625
49,720,46.52163361406483,-104.43571,11.801541014814346,-106.95673277187034,9.273513492025117,
50,720,46.60968234427795,-103.956024,11.859362612279343,-106.7806353114441,9.026665738320299,119.71821594238281
51,720,47.33029862756345,-103.35114,11.218690419465515,-105.3394027448731,9.222144398026456,
52,720,46.90309670462421,-102.09631,13.038450649538747,-106.19380659075158,8.933152088444878,116.49003601074219
53,720,47.30979810104753,-103.47727,11.737049244781549,-105.38040379790495,9.825929739154153,
54,720,46.871490133190555,-104.80726,10.811277342309998,-106.25701973361889,9.353894491865187,114.50336456298828
55,720,44.89804007162425,-111.643906,9.272543203201772,-110.2039198567515,10.703943704379979,
56,720,42.39866624352418,-116.199524,9.489569762250996,-115.20266751295163,10.478065707141004,125.33646392822266
57,720,48.35235520575652,-103.23134,11.601527631310782,-103.29528958848697,11.52896295818166,
58,720,48.41097644078387,-102.56648,12.254554167604931,-103.17804711843226,11.634660077669425,110.7178955078125
59,720,47.10705748973639,-106.33385,10.393240687872403,-105.78588502052722,10.932534784210109,
60,720,47.40999854756631,-107.19988,9.018480012054965,-105.18000290486738,11.030278739163364,105.32593536376953
61,720,47.25652240407901,-103.70611,12.719042742756464,-105.48695519184199,10.930039727549875,
62,720,47.67326493272172,-104.17825,11.560099563312221,-104.65347013455656,11.07626563956007,107.76704406738281
63,720,47.285173205583405,-104.539734,11.364847672209526,-105.42965358883319,10.467366603477691,
64,720,47.198570070334014,-106.117775,10.535460200605312,-105.60285985933197,11.042480759418696,110.00208282470703
65,720,44.66390547042374,-115.772415,6.17880336800731,-110.67218905915252,11.27214903226987,
66,720,46.120022975363845,-108.87255,9.435002680128216,-107.75995404927231,10.540234223224738,102.0069351196289
67,720,42.301378801944296,-120.270966,6.140747328328944,-115.39724239611141,11.007353318427255,
68,720,47.00572433949731,-105.57053,10.864244516830109,-105.98855132100537,10.439353157445701,89.8681411743164
69,720,47.09465746446267,-106.43387,10.87659655274495,-105.81068507107466,11.492603290496264,
70,720,47.031510827322236,-104.92168,11.634916460715036,-105.93697834535553,10.612432221738276,78.6844253540039
71,720,47.53857220658974,-103.30075,12.637100675071945,-104.92285558682052,11.007810823841949,
