episode,minibatches,minibatches_possible,first_mb_kl,policy_loss,value_loss,mean_V,std_V,std_barrier,lyap_violation_rate,lyap_in_ball_rate,lyap_mean_dV,lyap_worst_slack,lyap_v_rmse,grad_norm_control,grad_norm_aux,lr_scale,certifiable_frac,cert_violation,cert_mean_dV,cert_mean_V,cert_worst_slack,cert_in_ball_rate,cert_certifiable_frac,cert_alpha_q05,cert_alpha_q25,cert_alpha_q50,cert_alpha_used,cert_alpha_next,cert_alpha_nonpos_frac,cert_nstep,cert_n_samples,v_critic_violation,v_critic_mean,v_critic_min,v_agreement,v_critic_alpha_q05,v_critic_alpha_q25,v_critic_alpha_q50,v_critic_alpha_nonpos_frac,v_critic_violation_direct,v_critic_nonpos_direct,v_bellman_delta_mean,v_bellman_delta_std,v_bellman_delta_q95,softplus_beta,lyap_penalty,dynamics_loss,barrier_loss,approx_kl,clip_fraction,mean_std,mean_raw_log_std,mean_abs_action,alpha,attn_entropy,critic_ev,critic_rmse_norm,critic_rmse_abs,returns_std,returns_mean,xv_true_corr,xv_true_rank,xv_true_flat_frac,ood_v_min,ood_v_mean,ood_nonneg_frac,ood_monotone_frac,ood_slope_corr,ood_range
9,36,36,0.0,-0.017713153838283487,218.95857281155057,,,,,,,,,8.930489394399855,0.0,0.2294170091984327,,0.5570903445283572,-0.08126705072613226,0.34229939637912643,0.7183433754576577,0.1566793074210485,0.865106999874115,-0.010293856744990788,-0.000238440516922209,0.007818019224537743,0.010000000000000009,0.009500000000000008,0.30321666018830407,150.0,94.77777777777777,,,,,,,,,,,,,,,,,,0.005411487570705099,0.06667987629771233,0.10544916283753183,0.0002706700149954284,0.007882386290778717,0.8954888551490711,nan,-0.0040007829666137695,1.0070226192474365,16.13686752319336,16.024333953857422,-1.7464255094528198,0.044531941413879395,0.12084770947694778,0.1044921875,-0.2299618124961853,0.13828572630882263,0.8714843988418579,0.9782986044883728,0.1255255937576294,0.03889862820506096
15,32,32,0.0,-0.003810883325058967,213.94078397750854,,,,,,,,,6.673458822071552,0.0,0.3533165025130676,,0.5026936009526253,-0.16412413283251226,0.3631285773590207,0.7006415668874979,0.1514485664665699,0.8898925818502903,-0.008978677520644851,0.0010292339138686657,0.009496030397713184,0.009500000000000008,0.009025000000000007,0.20065149967558682,150.0,121.0,,,,,,,,,,,,,,,,,,0.0048524607555009425,0.052368164295330644,0.10556758404709399,0.0009120199429162312,0.006591948083951138,0.805627457092495,nan,0.12698805332183838,0.9679749608039856,16.41873550415039,16.961942672729492,6.415927886962891,0.24919208884239197,0.36439648270606995,0.0625,-3.942423105239868,-1.952060341835022,0.20468750596046448,0.4140625,-0.002046323614194989,0.0559520348906517
19,28,28,0.0,-0.00359099152098809,204.98375701904297,,,,,,,,,6.908464227403913,0.0,0.4553802742406533,,0.37950377592018675,-0.17053349475775445,0.27916951530746054,0.4799847730568477,0.19775112186159408,0.9494531239782061,-0.007559208243037574,0.0062753430434635705,0.014555982181004115,0.009025000000000007,0.008573750000000007,0.12243282156331199,150.0,128.14285714285714,,,,,,,,,,,,,,,,,,0.0034037651598087643,0.03844307988349881,0.10571007164461273,0.0016827705715383803,0.005725359768673245,0.7383527366320843,nan,0.04973870515823364,1.0117285251617432,16.273271560668945,16.084623336791992,8.263851165771484,0.2664278447628021,0.40186917781829834,0.078125,-6.381717681884766,-3.9797089099884033,0.13984374701976776,0.3255208432674408,-0.015096763148903847,0.22482556104660034
27,36,36,0.0,-0.009717098592470089,198.47962135738797,,,,,,,,,11.639715505970848,0.0,0.5832711501243252,,0.32768645965390736,-0.2483696991370784,0.3646956342789862,0.36090508641468155,0.17519531150658926,0.8530164940489663,0.0034851420471871584,0.008523480345805487,0.017943050298425887,0.008573750000000008,0.008503724336744246,0.023709964860851567,150.0,83.88888888888889,,,,,,,,,,,,,,,,,,0.005284573982256309,0.06590711822112401,0.1058944749335448,0.0026786522293049428,0.007474647666741576,0.6618213006028454,nan,0.3578433394432068,0.8025372624397278,16.448192596435547,20.4952392578125,3.2853643894195557,0.6006426215171814,0.5876181721687317,0.0771484375,-8.513258934020996,-2.065549850463867,0.43085938692092896,0.1258680522441864,-0.0394025482237339,0.5170547366142273
31,28,28,0.0,-0.01413380028679967,237.9375877380371,,,,,,,,,8.022975827966418,0.0,0.681080205589615,,0.616740491773401,-0.1859200969338417,0.41080172253506525,0.5700960350888116,0.20921437442302704,0.9113854404006686,-0.009682837586816666,0.0010358616709709167,0.0055486879178455895,0.00850372433674424,0.008078538119907034,0.1937638936298234,150.0,120.57142857142857,,,,,,,,,,,,,,,,,,0.006261682703292796,0.08060599730483123,0.10609799703317029,0.0037758673009063515,0.008878039977779346,0.6085954535806634,nan,0.36760586500167847,0.8212538957595825,18.14725685119629,22.09701156616211,6.971767425537109,0.44197872281074524,0.48246511816978455,0.1328125,-12.436288833618164,-2.5027177333831787,0.41914063692092896,0.23046875,-0.05102444440126419,1.1519317626953125
33,24,24,0.0,0.0025487213861197233,188.28079477945963,,,,,,,,,8.048443535963694,0.0,0.7704537120346894,,0.518667958676815,-0.12137877071897189,0.31500601147611934,0.5324623932441076,0.18776041517655054,0.9683593784769376,-0.009253235378613075,-0.0017489604651927948,0.007076561450958252,0.008078538119907032,0.007674611213911681,0.33409296224514645,150.0,150.16666666666666,,,,,,,,,,,,,,,,,,0.006186909619524765,0.0729492191846172,0.10628416792800029,0.004777711913144837,0.008055344418001672,0.56363164741509,nan,0.3407476544380188,0.8449932932853699,15.091042518615723,17.859363555908203,14.227203369140625,0.25291991233825684,0.34060150384902954,0.1240234375,-16.009462356567383,-10.27578353881836,0.18125000596046448,0.0846354141831398,-0.07172418385744095,0.8175348043441772
42,28,28,0.0,-0.019971125958753482,212.75750923156738,,,,,,,,,14.531993542398725,0.0,0.8658934905059263,,0.3101578950881958,-0.2680195974452155,0.4040225451546056,0.5081198570717659,0.1429129455770765,0.7208147346973419,-0.006772967760168415,0.006989307701587677,0.024419314094952176,0.007674611213911684,0.007776847176904208,0.152084030477064,150.0,47.857142857142854,,,,,,,,,,,,,,,,,,0.0062198267966908005,0.09768415242433548,0.10648387324597154,0.005850396351888776,0.009956733639618116,0.5191873162136454,nan,0.47816479206085205,0.7277028560638428,17.814071655273438,24.479869842529297,-1.4875729084014893,0.2880329489707947,0.2715655565261841,0.1259765625,-19.196096420288086,-0.5821506977081299,0.604296863079071,0.0047743055038154125,-0.05409875512123108,1.0340824127197266
47,28,28,0.0,-0.004426990901785237,137.2418384552002,,,,,,,,,8.930443099566869,0.0,0.9757156535624877,,0.6059399630342212,-0.15082262376589434,0.3269121242421014,0.43373264159475056,0.08099473799977984,0.9105620895113263,-0.018524596999798502,0.0020017528108188082,0.005375550261565617,0.007776847176904211,0.007388004818058997,0.1810835131577083,150.0,136.14285714285714,,,,,,,,,,,,,,,,,,0.005213046995257693,0.06682938816291946,0.10670472947614533,0.007034387605796967,0.007743034395389259,0.47224423691652884,nan,0.5856246948242188,0.6455475091934204,15.681193351745605,24.29130744934082,7.3943867683410645,0.3107495605945587,0.3370121419429779,0.0546875,-22.77399253845215,-5.353479862213135,0.3988281190395355,0.015625,-0.06102164462208748,2.0110721588134766
60,28,28,0.0,0.002010464601750885,86.59606906345913,,,,,,,,,8.816999222551074,0.0,0.9947731558855742,,0.19018814380147628,-0.17636155816061155,0.24496622436812945,0.22209046887499945,0.08779779715197426,0.7498493769339153,0.003271831286838278,0.011928047984838486,0.020801091832774028,0.007388004818058993,0.007145720962051012,0.0,150.0,59.714285714285715,,,,,,,,,,,,,,,,,,0.007049647542381925,0.09245440151010241,0.10692147351801395,0.008194029530776399,0.011536468834882336,0.4293395788314119,nan,0.7238590121269226,0.5538783073425293,13.804582595825195,24.923494338989258,-7.922308921813965,0.6472058296203613,0.4591313600540161,0.0419921875,-28.830278396606445,5.253047943115234,0.7164062857627869,0.01822916604578495,-0.07453196495771408,2.3753888607025146
62,24,24,0.0,-0.001998863027741512,173.74465338389078,,,,,,,,,7.432839264472325,0.0,0.9937840726295876,,0.18324989887575308,-0.2945617126921813,0.39929553866386414,0.4521795026957989,0.40966796875,0.9303059925635656,0.0014426711156071785,0.010894069448113441,0.025613161424795788,0.007145720962051014,0.006744252283382913,0.024034579012853403,150.0,104.66666666666667,,,,,,,,,,,,,,,,,,0.003526445744986025,0.034863281315968685,0.10710894409567118,0.009195141145028174,0.006273456713339935,0.3976194246826992,nan,0.656741738319397,0.6575665473937988,17.681411743164062,26.88916015625,15.349970817565918,0.2678335905075073,0.2887914776802063,0.3505859375,-32.78377914428711,-8.134512901306152,0.38984376192092896,0.0,-0.05427398160099983,2.1503753662109375
