model,seed,episode,tensor,bin_left,bin_right,count
cost,5,500,actor.0.weight,-0.16037464141845703,-0.15248859982664992,88
cost,5,500,actor.0.weight,-0.15248859982664992,-0.1446025582348428,382
cost,5,500,actor.0.weight,-0.1446025582348428,-0.1367165166430357,396
cost,5,500,actor.0.weight,-0.1367165166430357,-0.12883047505122858,432
cost,5,500,actor.0.weight,-0.12883047505122858,-0.12094443345942148,441
cost,5,500,actor.0.weight,-0.12094443345942148,-0.11305839186761438,378
cost,5,500,actor.0.weight,-0.11305839186761438,-0.10517235027580726,393
cost,5,500,actor.0.weight,-0.10517235027580726,-0.09728630868400015,419
cost,5,500,actor.0.weight,-0.09728630868400015,-0.08940026709219304,401
cost,5,500,actor.0.weight,-0.08940026709219304,-0.08151422550038592,441
cost,5,500,actor.0.weight,-0.08151422550038592,-0.07362818390857882,415
cost,5,500,actor.0.weight,-0.07362818390857882,-0.06574214231677171,435
cost,5,500,actor.0.weight,-0.06574214231677171,-0.057856100724964596,428
cost,5,500,actor.0.weight,-0.057856100724964596,-0.049970059133157496,410
cost,5,500,actor.0.weight,-0.049970059133157496,-0.04208401754135038,427
cost,5,500,actor.0.weight,-0.04208401754135038,-0.03419797594954327,443
cost,5,500,actor.0.weight,-0.03419797594954327,-0.026311934357736155,430
cost,5,500,actor.0.weight,-0.026311934357736155,-0.01842589276592904,421
cost,5,500,actor.0.weight,-0.01842589276592904,-0.010539851174121928,421
cost,5,500,actor.0.weight,-0.010539851174121928,-0.0026538095823148145,404
cost,5,500,actor.0.weight,-0.0026538095823148145,0.005232232009492271,402
cost,5,500,actor.0.weight,0.005232232009492271,0.013118273601299385,422
cost,5,500,actor.0.weight,0.013118273601299385,0.0210043151931065,441
cost,5,500,actor.0.weight,0.0210043151931065,0.028890356784913612,425
cost,5,500,actor.0.weight,0.028890356784913612,0.036776398376720726,441
cost,5,500,actor.0.weight,0.036776398376720726,0.04466243996852784,410
cost,5,500,actor.0.weight,0.04466243996852784,0.05254848156033495,411
cost,5,500,actor.0.weight,0.05254848156033495,0.06043452315214204,409
cost,5,500,actor.0.weight,0.06043452315214204,0.06832056474394915,424
cost,5,500,actor.0.weight,0.06832056474394915,0.07620660633575627,424
cost,5,500,actor.0.weight,0.07620660633575627,0.08409264792756338,445
cost,5,500,actor.0.weight,0.08409264792756338,0.0919786895193705,444
cost,5,500,actor.0.weight,0.0919786895193705,0.09986473111117761,400
cost,5,500,actor.0.weight,0.09986473111117761,0.10775077270298472,398
cost,5,500,actor.0.weight,0.10775077270298472,0.11563681429479183,416
cost,5,500,actor.0.weight,0.11563681429479183,0.12352285588659895,457
cost,5,500,actor.0.weight,0.12352285588659895,0.13140889747840606,430
cost,5,500,actor.0.weight,0.13140889747840606,0.13929493907021318,419
cost,5,500,actor.0.weight,0.13929493907021318,0.1471809806620203,426
cost,5,500,actor.0.weight,0.1471809806620203,0.1550670222538274,312
cost,5,500,actor.0.weight,0.1550670222538274,0.16295306384563446,23
