model,seed,episode,source,tensor,shape,n,mean,std,kurt,sigma_max,xavier_sigma,vs_xavier,eff_rank,rank_frac,tail,eff_sig,frac_tiny,min,p1,p5,p25,median,p75,p95,p99,max
lyapunov,8,500,episode_500.pt,actor.0.weight,128x128,16384,0.001465750090520801,0.08845711078491823,1.8024771887852098,1.9089767532605175,2.0,0.9544883766302588,57.13058929538798,0.4463327288702186,0.0021713567090091783,nan,0.00054931640625,-0.15975548326969147,-0.15005027785897254,-0.13651832938194275,-0.07546383142471313,0.0023079459788277745,0.07763843052089214,0.1386018820106983,0.1505885025858879,0.16011646389961243
lyapunov,8,500,episode_500.pt,actor.2.weight,2x128,256,0.00013146233707317379,0.0028534557127339578,2.807025502085054,0.03333667668551582,1.5787044347526529,0.021116477506278063,1.9378538583545355,0.9689269291772677,0.9378538583545356,nan,0.03515625,-0.0073933787643909454,-0.006231043837033212,-0.00467160705011338,-0.0018308493017684668,-1.0338117135688663e-06,0.0017924915009643883,0.005159073160029948,0.006583665264770388,0.006894361227750778
lyapunov,8,500,episode_500.pt,attention_pool.weight,1x128,128,-0.00997103277768474,0.17469028703716716,2.0128682573979937,1.9796118530186755,1.5332360113939363,1.2911331577836593,1.0,1.0,1.0,nan,0.0,-0.3792527914047241,-0.33034450650215147,-0.29296331852674484,-0.1405734345316887,-0.014057072345167398,0.14608287066221237,0.261425843834877,0.30426216512918475,0.30949530005455017
lyapunov,8,500,episode_500.pt,barrier.0.weight,128x128,16384,0.0005753217391232524,0.09278164101970772,1.9437024427168623,2.660718975730256,2.0,1.330359487865128,42.351390186346286,0.33087023583083036,0.0003397903384615528,nan,0.0009765625,-0.25654691457748413,-0.17100457310676576,-0.1429816111922264,-0.07751275785267353,0.0016337120905518532,0.07909143529832363,0.1438880734145641,0.17053540974855425,0.2506338059902191
lyapunov,8,500,episode_500.pt,barrier.3.weight,64x128,8192,-0.0026714694127494276,0.10323385146773276,1.870477271359203,2.0338440269914457,1.9711971193069777,1.0317811481514811,34.122446449161686,0.5331632257681513,0.16456215234188826,nan,0.00048828125,-0.2552473545074463,-0.18914400041103363,-0.16314447894692422,-0.09154382720589638,-0.002735499292612076,0.08551385998725891,0.15615093857049941,0.1812901183962822,0.2535225749015808
lyapunov,8,500,episode_500.pt,barrier.5.weight,5x64,320,-0.006116153297853089,0.16816082529668852,1.780712506136993,1.6528168479468706,1.7427039430274385,0.9484209033667443,4.027578268094432,0.8055156536188864,0.6360330508684083,nan,0.0,-0.3212597668170929,-0.30690186023712157,-0.28092058151960375,-0.15614962205290794,0.0031747310422360897,0.14944269880652428,0.23143165037035943,0.28223140925168994,0.29902130365371704
lyapunov,8,500,episode_500.pt,critic.0.weight,256x128,32768,0.0005005127231753441,0.07387605054224866,1.8424022197127157,2.8592073764794037,1.9711971193069777,1.450492874849892,48.86820233201507,0.38178283071886776,0.12242487911400363,nan,0.000885009765625,-0.15407657623291016,-0.13105186700820923,-0.11457569636404515,-0.06303327716886997,0.0007445240917149931,0.06390203721821308,0.11434644572436808,0.130110510289669,0.14798541367053986
lyapunov,8,500,episode_500.pt,critic.2.weight,128x256,32768,0.0020759962738357562,0.07334969650402637,1.8475865523949473,2.5467111813371073,1.9711971193069777,1.2919617000213888,54.67409325263617,0.42714135353622007,0.1320191127468305,nan,0.000762939453125,-0.1398092657327652,-0.12613714650273322,-0.11169786378741264,-0.061153531074523926,0.0016460360493510962,0.06495768018066883,0.11608726568520059,0.13328595116734496,0.15420803427696228
lyapunov,8,500,episode_500.pt,critic.4.weight,64x128,8192,0.002285026882120844,0.10369216940774548,1.808711882528272,2.0919444443589184,1.9711971193069777,1.061255834776378,33.29667196302785,0.5202604994223101,0.14994042120994414,nan,0.0008544921875,-0.19324222207069397,-0.17536625295877456,-0.15720416978001595,-0.0877565648406744,0.0002635255514178425,0.09261579997837543,0.16257965788245202,0.1853418891131878,0.20744386315345764
lyapunov,8,500,episode_500.pt,critic.6.weight,1x64,64,-0.0061398581174216815,0.1690916567400358,1.8440586941928925,1.3536247335043412,1.5787044347526527,0.8574275866377886,1.0,1.0,1.0,nan,0.0,-0.3057936429977417,-0.28783446192741396,-0.24631726369261742,-0.1362241394817829,-0.032622020691633224,0.1276688240468502,0.27008526772260666,0.3056369006633758,0.3192318379878998
lyapunov,8,500,episode_500.pt,dynamics.0.weight,128x128,16384,0.0013900571788552085,0.08690408924137903,1.9124014222302943,2.004516364323376,2.0,1.002258182161688,53.1057475213901,0.41488865251086016,0.0002515643559952144,nan,0.00054931640625,-0.2243274599313736,-0.1573698863387108,-0.13516487777233124,-0.07223828323185444,0.0028142310911789536,0.07498314045369625,0.13514076098799696,0.1605906604230404,0.2138928771018982
lyapunov,8,500,episode_500.pt,dynamics.2.weight,128x128,16384,0.0001316571420330935,0.08758900413520791,1.948667104606319,1.9666215831877931,2.0,0.9833107915938966,54.70571667750524,0.42738841154300966,0.003320870826620749,nan,0.00048828125,-0.21502336859703064,-0.16299393147230148,-0.13739700093865395,-0.07345025986433029,0.0003790651826420799,0.07292076386511326,0.13756653293967247,0.16133414760231973,0.22387298941612244
lyapunov,8,500,episode_500.pt,encoder.layers.0.linear1.weight,256x128,32768,-0.00012951534516293032,0.08271610386850684,2.332530926104967,3.670686268439109,1.9711971193069777,1.862160933823619,41.2473765137774,0.3222451290138859,0.09730784471848637,nan,0.00091552734375,-0.36675477027893066,-0.17021812468767167,-0.13067191317677498,-0.06518233753740788,0.0007192676712293178,0.0645695198327303,0.1302067145705223,0.17006020873785013,0.32021284103393555
lyapunov,8,500,episode_500.pt,encoder.layers.0.linear2.weight,128x256,32768,0.0003916793115222552,0.08027196174744601,2.2472101297790092,3.672243565352429,1.9711971193069777,1.8629509597921365,40.07129005427888,0.3130569535490538,0.09747019024482066,nan,0.00079345703125,-0.2923302948474884,-0.1626487708091736,-0.12591642737388611,-0.06332885660231113,0.0002053093703580089,0.06366100534796715,0.12742133885622023,0.16448325440287587,0.2822304368019104
lyapunov,8,500,episode_500.pt,encoder.layers.0.self_attn.in_proj_weight,384x128,49152,-0.00011508251545429397,0.08796706536912995,2.993857752586296,6.367376888589313,1.9318516525781364,3.2959968122250918,29.611680122724046,0.2313412509587816,0.08671644089553258,nan,0.0008951822916666666,-0.40284380316734314,-0.20431518331170082,-0.14158023819327353,-0.062175882048904896,-0.0001639356996747665,0.06221700366586447,0.14053944796323772,0.20462753415107696,0.4216275215148926
lyapunov,8,500,episode_500.pt,encoder.layers.0.self_attn.out_proj.weight,128x128,16384,-0.0012541631699197753,0.09679899713251226,2.093522643380926,3.462921858264409,2.0,1.7314609291322045,33.25611947136403,0.2598134333700315,0.005158846886913754,nan,0.00067138671875,-0.2641858160495758,-0.18839185819029808,-0.15079538747668267,-0.08154391683638096,-0.001973155071027577,0.07810596935451031,0.15197779685258864,0.19184517472982407,0.32540613412857056
lyapunov,8,500,episode_500.pt,encoder.layers.1.linear1.weight,256x128,32768,-0.0005464765041474987,0.07728027741500157,2.088560410068748,3.2026181461303374,1.9711971193069777,1.624707196841022,45.18924945415215,0.35304101136056365,0.12026115359485813,nan,0.00103759765625,-0.3403092920780182,-0.1508028495311737,-0.12150415405631065,-0.06355136074125767,-0.00011601945152506232,0.06296247243881226,0.12011126577854153,0.1491161677241325,0.26579421758651733
lyapunov,8,500,episode_500.pt,encoder.layers.1.linear2.weight,128x256,32768,0.0010824660249400264,0.07594958230038448,2.053151644470079,3.361549109659066,1.9711971193069777,1.705333818081522,42.460590789301854,0.33172336554142073,0.10513257281402895,nan,0.000640869140625,-0.25892534852027893,-0.14580709114670753,-0.11889451034367084,-0.06099487096071243,0.001677340071182698,0.06347504258155823,0.1190184663981199,0.1472088034451006,0.2412274330854416
lyapunov,8,500,episode_500.pt,encoder.layers.1.self_attn.in_proj_weight,384x128,49152,-0.0003074335701668818,0.06908065790099498,2.209660908067645,4.044405932359707,1.9318516525781364,2.093538562840619,39.48546205584568,0.3084801723112944,0.1331945151893519,nan,0.0009562174479166666,-0.22087402641773224,-0.14064207717776298,-0.1093653067946434,-0.055443258956074715,-0.00014601614384446293,0.05484974291175604,0.10871261619031429,0.14026752263307563,0.20947052538394928
lyapunov,8,500,episode_500.pt,encoder.layers.1.self_attn.out_proj.weight,128x128,16384,0.001527058753142907,0.09017914977216808,1.9188224068534496,2.719015576879497,2.0,1.3595077884397484,40.380676121819704,0.31547403220171644,0.003419444932866356,nan,0.00054931640625,-0.2230084240436554,-0.1635734412074089,-0.13966539427638053,-0.07472820952534676,0.0025274428771808743,0.07830138690769672,0.1408096358180045,0.16715109631419184,0.2320941835641861
lyapunov,8,500,episode_500.pt,energy_encoder.0.weight,128x128,16384,-3.950931209589781e-05,0.09124655575464397,1.930822064288059,2.760555723392316,2.0,1.380277861696158,40.3474062773435,0.3152141115417461,0.003993530237665462,nan,0.00054931640625,-0.24435189366340637,-0.16771765440702438,-0.14083793461322786,-0.07785584591329098,7.396357068500947e-05,0.07584477588534355,0.14154448658227917,0.1678816868364811,0.23232102394104004
