model,seed,episode,source,tensor,shape,n,mean,std,kurt,sigma_max,xavier_sigma,vs_xavier,eff_rank,rank_frac,tail,eff_sig,frac_tiny,min,p1,p5,p25,median,p75,p95,p99,max
lyapunov,7,500,episode_500.pt,actor.0.weight,128x128,16384,0.0005840465461445232,0.08826430648024214,1.8175128434202232,1.9534479083492018,2.0,0.9767239541746009,55.51729124868712,0.43372883788036815,0.004623775893912245,nan,0.00079345703125,-0.158277228474617,-0.15048085510730744,-0.1379165306687355,-0.07495950162410736,0.0008530973573215306,0.07643158547580242,0.1384093575179576,0.14976367875933647,0.16028963029384613
lyapunov,7,500,episode_500.pt,actor.2.weight,2x128,256,0.00032092300992658807,0.0027002183411002933,2.746602402630956,0.0323454522109939,1.5787044347526529,0.020488605402607676,1.8995934250030029,0.9497967125015014,0.8995934250030028,nan,0.02734375,-0.007195667829364538,-0.005975606758147478,-0.004261137917637825,-0.0015571381954941899,0.00025753589579835534,0.0022848553489893675,0.004713384783826768,0.0063060657819733025,0.007016821298748255
lyapunov,7,500,episode_500.pt,attention_pool.weight,1x128,128,-0.013055964031082112,0.14244141494660237,2.2662644807337142,1.6182959883045798,1.5332360113939363,1.0554774191830465,1.0,1.0,1.0,nan,0.0,-0.3903026282787323,-0.2983087089657783,-0.25406615585088727,-0.11988187953829765,-0.014672004152089357,0.08397421799600124,0.20978149697184562,0.24013117805123332,0.24552315473556519
lyapunov,7,500,episode_500.pt,barrier.0.weight,128x128,16384,0.00020251842743945758,0.09272022502241312,1.9856959531095306,2.6771962651779315,2.0,1.3385981325889658,42.080589225694055,0.3287546033257348,0.0018024046612423437,nan,0.00048828125,-0.2311122715473175,-0.1742524941265583,-0.14334596320986748,-0.07674872502684593,0.00027379980019759387,0.07676389813423157,0.14540814533829685,0.1743104873597622,0.2439412623643875
lyapunov,7,500,episode_500.pt,barrier.3.weight,64x128,8192,-0.003911831598621518,0.10274869476594808,1.8867571425347256,1.967551721728512,1.9711971193069777,0.998150668168718,35.189387312244676,0.5498341767538231,0.188885979401339,nan,0.00048828125,-0.2584730386734009,-0.1897571277618408,-0.16258399784564972,-0.09003293141722679,-0.004848890472203493,0.08472868986427784,0.15498539954423904,0.18153587982058525,0.26315152645111084
lyapunov,7,500,episode_500.pt,barrier.5.weight,5x64,320,-0.008599119745213102,0.16678989495318974,1.7969041366687861,1.7052125775353282,1.7427039430274385,0.9784866697283189,3.8435164954826178,0.7687032990965236,0.5942466128819017,nan,0.0,-0.3147885501384735,-0.2966014859080315,-0.258615443110466,-0.15619459003210068,-0.012991089839488268,0.13957513123750687,0.25079830139875414,0.27648082971572874,0.2840510308742523
lyapunov,7,500,episode_500.pt,critic.0.weight,256x128,32768,6.778670612309079e-05,0.07341046069676295,1.8556351572969159,2.751006139357523,1.9711971193069777,1.3956017449562357,50.53647607551177,0.3948162193399357,0.1257919089051333,nan,0.000701904296875,-0.15099011361598969,-0.12987431094050408,-0.11486479043960571,-0.06268295831978321,3.296980867162347e-05,0.06271226331591606,0.11390235908329487,0.1296868638694286,0.14891956746578217
lyapunov,7,500,episode_500.pt,critic.2.weight,128x256,32768,0.0026283732163813133,0.07348518476490677,1.830952451723666,2.392562488224237,1.9711971193069777,1.2137611529512586,58.42166568183754,0.45641926313935577,0.14946908278295645,nan,0.000946044921875,-0.14296336472034454,-0.12567091837525368,-0.11168194487690926,-0.06092604994773865,0.0034353070659562945,0.06583856791257858,0.11559520363807674,0.13262276679277418,0.1567530632019043
lyapunov,7,500,episode_500.pt,critic.4.weight,64x128,8192,0.0022380183988993385,0.10403017229018988,1.8319355103153705,2.1999775679893703,1.9711971193069777,1.1160616796978813,31.824789042616118,0.49726232879087684,0.17147545661967126,nan,0.0008544921875,-0.1902826875448227,-0.1766630819439888,-0.1584600955247879,-0.0865772943943739,0.0004171278269495815,0.09114694781601429,0.16481724753975868,0.18529042765498163,0.19964993000030518
lyapunov,7,500,episode_500.pt,critic.6.weight,1x64,64,0.02633213073022489,0.1948276598167231,1.6321616219313004,1.5727926375912,1.5787044347526527,0.9962552856435227,1.0,1.0,1.0,nan,0.0,-0.3122130334377289,-0.29600873857736587,-0.2720928817987442,-0.16428853943943977,0.059342555701732635,0.21493332833051682,0.2891075760126114,0.3052786022424698,0.3136661648750305
