model,seed,episode,tensor,bin_left,bin_right,count
lyapunov,5,400,actor.0.weight,-0.15889738500118256,-0.1511537508993614,115
lyapunov,5,400,actor.0.weight,-0.1511537508993614,-0.14341011679754023,403
lyapunov,5,400,actor.0.weight,-0.14341011679754023,-0.1356664826957191,393
lyapunov,5,400,actor.0.weight,-0.1356664826957191,-0.12792284859389794,451
lyapunov,5,400,actor.0.weight,-0.12792284859389794,-0.12017921449207677,430
lyapunov,5,400,actor.0.weight,-0.12017921449207677,-0.11243558039025563,446
lyapunov,5,400,actor.0.weight,-0.11243558039025563,-0.10469194628843448,444
lyapunov,5,400,actor.0.weight,-0.10469194628843448,-0.09694831218661332,425
lyapunov,5,400,actor.0.weight,-0.09694831218661332,-0.08920467808479215,402
lyapunov,5,400,actor.0.weight,-0.08920467808479215,-0.08146104398297101,381
lyapunov,5,400,actor.0.weight,-0.08146104398297101,-0.07371740988114986,407
lyapunov,5,400,actor.0.weight,-0.07371740988114986,-0.0659737757793287,381
lyapunov,5,400,actor.0.weight,-0.0659737757793287,-0.058230141677507535,403
lyapunov,5,400,actor.0.weight,-0.058230141677507535,-0.05048650757568639,419
lyapunov,5,400,actor.0.weight,-0.05048650757568639,-0.04274287347386524,476
lyapunov,5,400,actor.0.weight,-0.04274287347386524,-0.03499923937204408,403
lyapunov,5,400,actor.0.weight,-0.03499923937204408,-0.027255605270222916,424
lyapunov,5,400,actor.0.weight,-0.027255605270222916,-0.019511971168401754,345
lyapunov,5,400,actor.0.weight,-0.019511971168401754,-0.01176833706658062,431
lyapunov,5,400,actor.0.weight,-0.01176833706658062,-0.004024702964759458,400
lyapunov,5,400,actor.0.weight,-0.004024702964759458,0.003718931137061704,412
lyapunov,5,400,actor.0.weight,0.003718931137061704,0.011462565238882838,428
lyapunov,5,400,actor.0.weight,0.011462565238882838,0.019206199340704,409
lyapunov,5,400,actor.0.weight,0.019206199340704,0.026949833442525162,427
lyapunov,5,400,actor.0.weight,0.026949833442525162,0.034693467544346324,416
lyapunov,5,400,actor.0.weight,0.034693467544346324,0.042437101646167485,411
lyapunov,5,400,actor.0.weight,0.042437101646167485,0.05018073574798862,433
lyapunov,5,400,actor.0.weight,0.05018073574798862,0.05792436984980978,408
lyapunov,5,400,actor.0.weight,0.05792436984980978,0.06566800395163094,413
lyapunov,5,400,actor.0.weight,0.06566800395163094,0.07341163805345208,417
lyapunov,5,400,actor.0.weight,0.07341163805345208,0.08115527215527324,389
lyapunov,5,400,actor.0.weight,0.08115527215527324,0.0888989062570944,390
lyapunov,5,400,actor.0.weight,0.0888989062570944,0.09664254035891556,419
lyapunov,5,400,actor.0.weight,0.09664254035891556,0.10438617446073672,407
lyapunov,5,400,actor.0.weight,0.10438617446073672,0.11212980856255789,430
lyapunov,5,400,actor.0.weight,0.11212980856255789,0.11987344266437905,433
lyapunov,5,400,actor.0.weight,0.11987344266437905,0.12761707676620015,419
lyapunov,5,400,actor.0.weight,0.12761707676620015,0.13536071086802132,418
lyapunov,5,400,actor.0.weight,0.13536071086802132,0.14310434496984248,394
lyapunov,5,400,actor.0.weight,0.14310434496984248,0.15084797907166364,406
lyapunov,5,400,actor.0.weight,0.15084797907166364,0.1585916131734848,126
lyapunov,5,400,actor.2.weight,-0.008498875424265862,-0.008150623338978464,1
lyapunov,5,400,actor.2.weight,-0.008150623338978464,-0.007802371253691069,0
lyapunov,5,400,actor.2.weight,-0.007802371253691069,-0.007454119168403672,0
lyapunov,5,400,actor.2.weight,-0.007454119168403672,-0.007105867083116275,2
lyapunov,5,400,actor.2.weight,-0.007105867083116275,-0.006757614997828879,1
lyapunov,5,400,actor.2.weight,-0.006757614997828879,-0.0064093629125414825,0
lyapunov,5,400,actor.2.weight,-0.0064093629125414825,-0.006061110827254086,2
lyapunov,5,400,actor.2.weight,-0.006061110827254086,-0.005712858741966689,2
lyapunov,5,400,actor.2.weight,-0.005712858741966689,-0.0053646066566792935,0
lyapunov,5,400,actor.2.weight,-0.0053646066566792935,-0.005016354571391896,1
lyapunov,5,400,actor.2.weight,-0.005016354571391896,-0.0046681024861045,2
lyapunov,5,400,actor.2.weight,-0.0046681024861045,-0.0043198504008171035,1
lyapunov,5,400,actor.2.weight,-0.0043198504008171035,-0.003971598315529707,1
lyapunov,5,400,actor.2.weight,-0.003971598315529707,-0.00362334623024231,6
lyapunov,5,400,actor.2.weight,-0.00362334623024231,-0.0032750941449549136,3
lyapunov,5,400,actor.2.weight,-0.0032750941449549136,-0.0029268420596675173,6
lyapunov,5,400,actor.2.weight,-0.0029268420596675173,-0.002578589974380121,6
lyapunov,5,400,actor.2.weight,-0.002578589974380121,-0.0022303378890927246,7
lyapunov,5,400,actor.2.weight,-0.0022303378890927246,-0.0018820858038053273,9
lyapunov,5,400,actor.2.weight,-0.0018820858038053273,-0.001533833718517931,13
lyapunov,5,400,actor.2.weight,-0.001533833718517931,-0.0011855816332305346,11
lyapunov,5,400,actor.2.weight,-0.0011855816332305346,-0.0008373295479431383,14
lyapunov,5,400,actor.2.weight,-0.0008373295479431383,-0.0004890774626557411,6
lyapunov,5,400,actor.2.weight,-0.0004890774626557411,-0.00014082537736834558,17
lyapunov,5,400,actor.2.weight,-0.00014082537736834558,0.00020742670791905164,12
lyapunov,5,400,actor.2.weight,0.00020742670791905164,0.0005556787932064471,14
lyapunov,5,400,actor.2.weight,0.0005556787932064471,0.0009039308784938443,11
lyapunov,5,400,actor.2.weight,0.0009039308784938443,0.0012521829637812416,12
lyapunov,5,400,actor.2.weight,0.0012521829637812416,0.001600435049068637,11
lyapunov,5,400,actor.2.weight,0.001600435049068637,0.0019486871343560343,13
lyapunov,5,400,actor.2.weight,0.0019486871343560343,0.0022969392196434298,20
lyapunov,5,400,actor.2.weight,0.0022969392196434298,0.002645191304930827,10
lyapunov,5,400,actor.2.weight,0.002645191304930827,0.002993443390218224,10
lyapunov,5,400,actor.2.weight,0.002993443390218224,0.0033416954755056197,10
lyapunov,5,400,actor.2.weight,0.0033416954755056197,0.003689947560793017,6
lyapunov,5,400,actor.2.weight,0.003689947560793017,0.004038199646080412,5
lyapunov,5,400,actor.2.weight,0.004038199646080412,0.00438645173136781,4
lyapunov,5,400,actor.2.weight,0.00438645173136781,0.004734703816655207,4
lyapunov,5,400,actor.2.weight,0.004734703816655207,0.005082955901942602,1
lyapunov,5,400,actor.2.weight,0.005082955901942602,0.0054312079872299995,1
lyapunov,5,400,actor.2.weight,0.0054312079872299995,0.005779460072517395,1
lyapunov,5,400,attention_pool.weight,-0.4638230502605438,-0.443471594554622,1
lyapunov,5,400,attention_pool.weight,-0.443471594554622,-0.42312013884870014,0
lyapunov,5,400,attention_pool.weight,-0.42312013884870014,-0.40276868314277836,1
lyapunov,5,400,attention_pool.weight,-0.40276868314277836,-0.3824172274368565,1
lyapunov,5,400,attention_pool.weight,-0.3824172274368565,-0.3620657717309347,1
lyapunov,5,400,attention_pool.weight,-0.3620657717309347,-0.3417143160250129,0
lyapunov,5,400,attention_pool.weight,-0.3417143160250129,-0.32136286031909106,2
lyapunov,5,400,attention_pool.weight,-0.32136286031909106,-0.3010114046131692,1
lyapunov,5,400,attention_pool.weight,-0.3010114046131692,-0.2806599489072474,4
lyapunov,5,400,attention_pool.weight,-0.2806599489072474,-0.26030849320132554,2
lyapunov,5,400,attention_pool.weight,-0.26030849320132554,-0.23995703749540376,2
lyapunov,5,400,attention_pool.weight,-0.23995703749540376,-0.21960558178948192,0
lyapunov,5,400,attention_pool.weight,-0.21960558178948192,-0.19925412608356008,4
lyapunov,5,400,attention_pool.weight,-0.19925412608356008,-0.1789026703776383,5
lyapunov,5,400,attention_pool.weight,-0.1789026703776383,-0.15855121467171646,2
lyapunov,5,400,attention_pool.weight,-0.15855121467171646,-0.13819975896579462,6
lyapunov,5,400,attention_pool.weight,-0.13819975896579462,-0.11784830325987278,6
lyapunov,5,400,attention_pool.weight,-0.11784830325987278,-0.09749684755395094,5
lyapunov,5,400,attention_pool.weight,-0.09749684755395094,-0.07714539184802915,4
lyapunov,5,400,attention_pool.weight,-0.07714539184802915,-0.056793936142107315,3
lyapunov,5,400,attention_pool.weight,-0.056793936142107315,-0.036442480436185476,4
lyapunov,5,400,attention_pool.weight,-0.036442480436185476,-0.016091024730263692,5
lyapunov,5,400,attention_pool.weight,-0.016091024730263692,0.004260430975658147,5
lyapunov,5,400,attention_pool.weight,0.004260430975658147,0.024611886681579986,5
lyapunov,5,400,attention_pool.weight,0.024611886681579986,0.04496334238750177,8
lyapunov,5,400,attention_pool.weight,0.04496334238750177,0.06531479809342366,6
lyapunov,5,400,attention_pool.weight,0.06531479809342366,0.08566625379934545,2
lyapunov,5,400,attention_pool.weight,0.08566625379934545,0.10601770950526723,4
lyapunov,5,400,attention_pool.weight,0.10601770950526723,0.12636916521118913,5
lyapunov,5,400,attention_pool.weight,0.12636916521118913,0.1467206209171109,1
lyapunov,5,400,attention_pool.weight,0.1467206209171109,0.1670720766230328,7
lyapunov,5,400,attention_pool.weight,0.1670720766230328,0.1874235323289546,4
lyapunov,5,400,attention_pool.weight,0.1874235323289546,0.20777498803487637,2
lyapunov,5,400,attention_pool.weight,0.20777498803487637,0.22812644374079827,4
lyapunov,5,400,attention_pool.weight,0.22812644374079827,0.24847789944672005,5
lyapunov,5,400,attention_pool.weight,0.24847789944672005,0.26882935515264195,3
lyapunov,5,400,attention_pool.weight,0.26882935515264195,0.28918081085856373,2
lyapunov,5,400,attention_pool.weight,0.28918081085856373,0.3095322665644855,2
lyapunov,5,400,attention_pool.weight,0.3095322665644855,0.3298837222704074,2
lyapunov,5,400,attention_pool.weight,0.3298837222704074,0.3502351779763292,1
lyapunov,5,400,attention_pool.weight,0.3502351779763292,0.370586633682251,1
lyapunov,5,400,barrier.0.weight,-0.23283983767032623,-0.2213343890701852,4
lyapunov,5,400,barrier.0.weight,-0.2213343890701852,-0.20982894047004422,8
lyapunov,5,400,barrier.0.weight,-0.20982894047004422,-0.1983234918699032,12
lyapunov,5,400,barrier.0.weight,-0.1983234918699032,-0.18681804326976217,28
lyapunov,5,400,barrier.0.weight,-0.18681804326976217,-0.17531259466962118,50
lyapunov,5,400,barrier.0.weight,-0.17531259466962118,-0.16380714606948016,129
lyapunov,5,400,barrier.0.weight,-0.16380714606948016,-0.15230169746933914,270
lyapunov,5,400,barrier.0.weight,-0.15230169746933914,-0.14079624886919812,417
lyapunov,5,400,barrier.0.weight,-0.14079624886919812,-0.12929080026905712,524
