model,seed,episode,source,tensor,shape,n,mean,std,kurt,sigma_max,xavier_sigma,vs_xavier,eff_rank,rank_frac,tail,eff_sig,frac_tiny,min,p1,p5,p25,median,p75,p95,p99,max
lyapunov,1,best,best.pt,actor.0.weight,128x128,16384,-0.0009137338485013524,0.08814087502082436,1.8114046386945537,1.955049769054246,2.0,0.977524884527123,55.322047565409754,0.4322034966047637,0.00040453614249349437,nan,0.00054931640625,-0.160328209400177,-0.15031065210700034,-0.1379503108561039,-0.0774169061332941,-0.00046399144048336893,0.07491276226937771,0.1368525721132755,0.1498141698539257,0.15648651123046875
lyapunov,1,best,best.pt,actor.2.weight,2x128,256,0.00013951717550408915,0.0027901228745541603,2.832299094216662,0.033646300382597936,1.5787044347526529,0.021312602689856602,1.8745308754858998,0.9372654377429499,0.8745308754858997,nan,0.03125,-0.008265998214483261,-0.0063641421031206845,-0.00437645276542753,-0.0016464345681015402,2.3100760699890088e-05,0.0020854435861110687,0.00469028705265373,0.006540592620149254,0.007010637782514095
lyapunov,1,best,best.pt,attention_pool.weight,1x128,128,0.01978715471614123,0.16579895745867856,2.2076262748242534,1.8891124107968238,1.5332360113939363,1.2321080360481123,1.0,1.0,1.0,nan,0.0,-0.3143950402736664,-0.2720613905787468,-0.2578380167484283,-0.1139353085309267,0.01897201780229807,0.13620466366410255,0.28613198548555374,0.3359595799446107,0.41425204277038574
lyapunov,1,best,best.pt,barrier.0.weight,128x128,16384,-5.2744197190035536e-05,0.09244874036714208,2.0102192572920217,2.8627896696423236,2.0,1.4313948348211618,39.07175881845791,0.3052481157692024,0.00232547592615056,nan,0.00054931640625,-0.2675008475780487,-0.17427005261182785,-0.14258118718862534,-0.07745491899549961,-0.0001850722183007747,0.07679620198905468,0.1431293547153473,0.17466192826628688,0.2691856622695923
lyapunov,1,best,best.pt,barrier.3.weight,64x128,8192,-0.0033019103943781047,0.10149991692472682,1.8983409181357003,2.0147181389438784,1.9711971193069777,1.022078471610288,33.94345084390727,0.5303664194360511,0.1660316568969534,nan,0.000244140625,-0.23794782161712646,-0.1863258023560047,-0.16045124754309653,-0.09000199846923351,-0.002814830280840397,0.08288477919995785,0.15436475574970243,0.1814532919228077,0.24667595326900482
lyapunov,1,best,best.pt,barrier.5.weight,5x64,320,-0.008890791355224793,0.16153315444900795,1.973713825107629,1.5843192443555187,1.7427039430274385,0.9091155446651641,4.032613263373074,0.8065226526746148,0.6450392721227667,nan,0.0,-0.328912615776062,-0.3058295026421547,-0.2514925360679626,-0.147482018917799,-0.009237898979336023,0.11911327764391899,0.2520126283168793,0.30088059574365617,0.3080742657184601
lyapunov,1,best,best.pt,critic.0.weight,256x128,32768,0.0002620820070883337,0.07357708272303645,1.8441374304691158,2.755181577125057,1.9711971193069777,1.3977199693218445,50.66344581661472,0.3958081704423025,0.12310375839032082,nan,0.0008544921875,-0.15076401829719543,-0.1292886756360531,-0.113581632822752,-0.06302373483777046,0.0001434338337276131,0.06344536133110523,0.1147039733827114,0.13085230603814124,0.14794355630874634
lyapunov,1,best,best.pt,critic.2.weight,128x256,32768,0.002038258873918576,0.07306737850504272,1.8474244788520675,2.45344065256166,1.9711971193069777,1.2446450071032098,56.71111768192637,0.44305560689004975,0.14465974194126735,nan,0.00091552734375,-0.14039112627506256,-0.12657514750957488,-0.11179865710437298,-0.06033019628375769,0.0019345033797435462,0.06419104151427746,0.11511002779006957,0.13180348500609398,0.15342162549495697
lyapunov,1,best,best.pt,critic.4.weight,64x128,8192,0.0028131633122827626,0.10446271349248268,1.810918783136104,2.008638927685981,1.9711971193069777,1.0189944516518807,34.967562053777726,0.546368157090277,0.1859455857564202,nan,0.00048828125,-0.19128809869289398,-0.17686098113656043,-0.159385596960783,-0.0877491906285286,0.0034907199442386627,0.09353660605847836,0.16358012035489083,0.1846769353747368,0.19892573356628418
lyapunov,1,best,best.pt,critic.6.weight,1x64,64,-0.0062042175777605735,0.18514590401460554,1.6067768692933118,1.481998609211498,1.5787044347526527,0.9387435523633617,1.0,1.0,1.0,nan,0.0,-0.3157089650630951,-0.2981672376394272,-0.2715124413371086,-0.16923709213733673,-0.0038883371744304895,0.16205937042832375,0.26654901653528207,0.30232498556375503,0.30766361951828003
