model,seed,episode,source,tensor,shape,n,mean,std,kurt,sigma_max,xavier_sigma,vs_xavier,eff_rank,rank_frac,tail,eff_sig,frac_tiny,min,p1,p5,p25,median,p75,p95,p99,max
cost,5,500,episode_500.pt,actor.0.weight,128x128,16384,0.0007290469102806812,0.08847671719864188,1.8062365032539274,1.9447566677947596,2.0,0.9723783338973798,55.89990718807081,0.4367180249068032,0.001159350445243254,nan,0.00030517578125,-0.16037464141845703,-0.1503613770008087,-0.1374210834503174,-0.07528103329241276,0.001446120033506304,0.0774790607392788,0.1381888560950756,0.15033703535795212,0.16295306384563446
cost,5,500,episode_500.pt,actor.2.weight,2x128,256,0.0001413707688664445,0.003171460114982588,2.6043941777875395,0.03959323146862155,1.5787044347526529,0.025079571955991187,1.8036206205684062,0.9018103102842031,0.8036206205684062,nan,0.03125,-0.007160131819546223,-0.006591168791055679,-0.004736403585411608,-0.0020694207050837576,0.00012106219946872443,0.0025753515656106174,0.005135336774401367,0.007163163251243527,0.009311449714004993
cost,5,500,episode_500.pt,attention_pool.weight,1x128,128,0.017621686091388256,0.1421362599610897,1.9692294169968396,1.6203995642134155,1.5332360113939363,1.0568494035958853,1.0,1.0,1.0,nan,0.0,-0.2819526493549347,-0.2701824429631233,-0.2189903013408184,-0.10232000797986984,0.03239770233631134,0.12804577499628067,0.21064596027135846,0.2552378095686436,0.27997347712516785
cost,5,500,episode_500.pt,critic_body.0.parametrizations.weight.original,256x128,32768,0.0007278134713371558,0.07198195453855866,1.8085570023666924,2.1448622360502156,1.9711971193069777,1.0881013446307664,64.0474597178975,0.5003707790460742,0.16354698557290034,0.9999999999999993,0.000640869140625,-0.13555864989757538,-0.12252400048077107,-0.11208230704069137,-0.061256696470081806,0.0009530117677059025,0.0630146786570549,0.11262603774666785,0.1226789978891611,0.1330243945121765
cost,5,500,episode_500.pt,critic_body.2.parametrizations.weight.original,128x256,32768,-0.00038572055756168344,0.0724537475986497,1.8030114549138365,2.1573012935456637,1.9711971193069777,1.0944117523386578,64.12657392840376,0.5009888588156544,0.15871859860189835,0.9999999999999994,0.000762939453125,-0.1320735216140747,-0.12324970550835132,-0.11303866654634476,-0.06317015551030636,-0.00045475932711269706,0.06207823380827904,0.11259499713778494,0.1229220175743103,0.13069644570350647
cost,5,500,episode_500.pt,critic_body.4.parametrizations.weight.original,64x128,8192,-0.001993799679104402,0.10266486604517112,1.7944992783173657,2.0358152440721833,1.9711971193069777,1.0327811582780335,34.06647490884796,0.5322886704507493,0.1764096574715841,1.0,0.00048828125,-0.1821831613779068,-0.1739772689342499,-0.16027917861938476,-0.0916592963039875,-0.002600170555524528,0.0869480986148119,0.15994066521525382,0.17386300951242448,0.18046468496322632
cost,5,500,episode_500.pt,critic_body.6.parametrizations.weight.original,1x64,64,-0.019010960835657897,0.17427242680967261,1.8538200408481131,1.4024503214708772,1.5787044347526527,0.8883552174797111,1.0,1.0,1.0,1.0,0.0,-0.2873191833496094,-0.28382781088352205,-0.26831493377685545,-0.18163524568080902,-0.034494802355766296,0.12097135558724403,0.28254496604204177,0.2998540264368057,0.3003242015838623
cost,5,500,episode_500.pt,encoder.layers.0.linear1.weight,256x128,32768,0.0005213803954874363,0.07627515825697599,2.098869855030382,2.7048257234706763,1.9711971193069777,1.3721741458417023,53.25736443845755,0.4160731596754496,0.12928928007230595,nan,0.000823974609375,-0.23262496292591095,-0.1475547134876251,-0.11862403377890587,-0.06198831554502249,0.00023948228772496805,0.0627174898982048,0.11958523467183105,0.14919302657246586,0.26186156272888184
cost,5,500,episode_500.pt,encoder.layers.0.linear2.weight,128x256,32768,0.0006700662013210401,0.07556028990040321,2.0240838621606168,2.337766767072496,1.9711971193069777,1.1859629583338651,61.322840548129534,0.479084691782262,0.1421999381814897,nan,0.000701904296875,-0.24253913760185242,-0.14415240839123725,-0.11818848103284836,-0.061303479596972466,0.0011244574561715126,0.06319599971175194,0.1179636564105749,0.14350495785474773,0.21148864924907684
cost,5,500,episode_500.pt,encoder.layers.0.self_attn.in_proj_weight,384x128,49152,-0.00012070713907521025,0.0813965015586542,2.824632789124058,5.847427841784067,1.9318516525781364,3.0268513806328925,30.510815613709575,0.23836574698210605,0.09612171655102815,nan,0.0009562174479166666,-0.38879191875457764,-0.1835571160912514,-0.13021716028451918,-0.0591399734839797,0.0002589350624475628,0.059357207268476486,0.1293893307447433,0.17974706053733797,0.3374297320842743
