model,seed,episode,source,tensor,shape,n,mean,std,kurt,sigma_max,xavier_sigma,vs_xavier,eff_rank,rank_frac,tail,eff_sig,frac_tiny,min,p1,p5,p25,median,p75,p95,p99,max
cost,2,500,episode_500.pt,actor.0.weight,128x128,16384,-0.0004476128207024366,0.08865524282843468,1.7962440397724717,1.9717716064825848,2.0,0.9858858032412924,55.23776038627098,0.431545003017742,0.0032028185184906754,nan,0.0003662109375,-0.16041208803653717,-0.1506336548924446,-0.13819595649838448,-0.07721258699893951,-0.0006284248665906489,0.07690008543431759,0.1372623600065708,0.15038304463028906,0.15931221842765808
cost,2,500,episode_500.pt,actor.2.weight,2x128,256,0.00029309292202128745,0.002915920441535478,2.4812070575473886,0.03489046104163181,1.5787044347526529,0.022100692361137472,1.8978349983335736,0.9489174991667868,0.8978349983335735,nan,0.01953125,-0.007491207681596279,-0.0058074303669855,-0.004728144267573953,-0.0016885078221093863,0.0005260230100248009,0.0024482173030264676,0.00475261511746794,0.00616378698032349,0.00739779369905591
cost,2,500,episode_500.pt,attention_pool.weight,1x128,128,0.004823377821139729,0.1310354049159891,2.0085097755478536,1.4835003931017827,1.5332360113939363,0.9675616683129321,1.0,1.0,1.0,nan,0.0,-0.2432696521282196,-0.23098515808582307,-0.19128282517194747,-0.10833705775439739,0.009037434356287122,0.10752069391310215,0.2284450002014636,0.2580991837382317,0.2669699490070343
cost,2,500,episode_500.pt,critic_body.0.parametrizations.weight.original,256x128,32768,0.0005624941918548482,0.07234462734544345,1.7997645357471308,2.1130261505039645,1.9711971193069777,1.0719507094485052,65.37188966156606,0.5107178879809848,0.16433384774767867,0.9999999999999999,0.001007080078125,-0.13164889812469482,-0.12253791071474553,-0.11235141046345233,-0.06191929802298546,0.0009539602033328265,0.06322406232357025,0.11280192434787747,0.12293802000582217,0.13136018812656403
cost,2,500,episode_500.pt,critic_body.2.parametrizations.weight.original,128x256,32768,0.0005894312264663609,0.0725794188361255,1.7974759268763518,2.1807526291296404,1.9711971193069777,1.1063087540916947,63.60289194702038,0.49689759333609673,0.16930605782440677,0.9999999999999997,0.000885009765625,-0.13458646833896637,-0.1230351509898901,-0.11281214766204357,-0.06211444176733494,0.0007607734587509185,0.06348947621881962,0.11309176459908482,0.12277684137225148,0.13298991322517395
cost,2,500,episode_500.pt,critic_body.4.parametrizations.weight.original,64x128,8192,0.001112568127402902,0.1024759044494994,1.7965405525639087,2.0716274924805065,1.9711971193069777,1.0509489244834314,33.25749766201214,0.5196484009689397,0.17024731074758767,1.0,0.000244140625,-0.18314482271671295,-0.17337667748332022,-0.15920934453606606,-0.08855710364878178,0.001994044810999185,0.09000078774988651,0.1596458822488785,0.17313095539808274,0.18190936744213104
cost,2,500,episode_500.pt,critic_body.6.parametrizations.weight.original,1x64,64,-0.020281004632124677,0.18055622910854197,1.7329636038818588,1.4535335376943361,1.5787044347526527,0.9207128995758297,1.0,1.0,1.0,0.9999999999999999,0.0,-0.2934001088142395,-0.27650070875883104,-0.26024656742811203,-0.17816747352480888,-0.05825299955904484,0.1473618857562542,0.2698787599802017,0.2999719738960266,0.30020591616630554
cost,2,500,episode_500.pt,encoder.layers.0.linear1.weight,256x128,32768,-0.00016307312833522235,0.07687034938041089,2.082591251174987,3.0544052244530113,1.9711971193069777,1.549517901855935,47.4789901071256,0.3709296102119187,0.11987651366853562,nan,0.00115966796875,-0.2476034164428711,-0.1494239465892315,-0.12084813565015792,-0.06334465183317661,0.00015152560808928683,0.06281459331512451,0.11975603699684131,0.1492594541609283,0.2660364806652069
cost,2,500,episode_500.pt,encoder.layers.0.linear2.weight,128x256,32768,-0.00017455768531703802,0.07585620266138365,2.0485211742817633,2.568408772424901,1.9711971193069777,1.302969016780974,55.95251710879261,0.4371290399124423,0.1436052912360316,nan,0.000823974609375,-0.23435842990875244,-0.14586752459406852,-0.1179899524897337,-0.06274756789207458,-0.0006248306017369032,0.06275626458227634,0.11819265633821485,0.14517004892230026,0.2328730970621109
cost,2,500,episode_500.pt,encoder.layers.0.self_attn.in_proj_weight,384x128,49152,-0.00018792600361318876,0.08278813124125502,2.829233894114934,5.368724275621769,1.9318516525781364,2.779056180870298,34.07155439731565,0.2661840187290285,0.10219231188867242,nan,0.0007527669270833334,-0.3331722617149353,-0.1874554792046547,-0.1321772165596485,-0.06050919461995363,-0.0003251059097237885,0.0596718629822135,0.13152424618601785,0.1862747880816458,0.356754869222641
cost,2,500,episode_500.pt,encoder.layers.0.self_attn.out_proj.weight,128x128,16384,0.0006092093766356665,0.09562703341445582,2.032060435326652,2.9718408135974888,2.0,1.4859204067987444,38.752571778203645,0.302754467017216,0.0018572106964338756,nan,0.000732421875,-0.24743826687335968,-0.1863175794482231,-0.1479788467288017,-0.07845223322510719,0.0009828466863837093,0.08003959618508816,0.14976181760430332,0.18477087765932082,0.29087698459625244
cost,2,500,episode_500.pt,encoder.layers.1.linear1.weight,256x128,32768,-0.0001720223861284404,0.07496093518771804,2.0031580884042075,2.7373652637504153,1.9711971193069777,1.388681647786094,51.91664431093807,0.40559878367920366,0.13454258782186782,nan,0.001007080078125,-0.24295981228351593,-0.1424545720219612,-0.11712748296558857,-0.06201673950999975,-0.0009300175588577986,0.06152378302067518,0.11741270869970319,0.142274259775877,0.19699613749980927
cost,2,500,episode_500.pt,encoder.layers.1.linear2.weight,128x256,32768,-0.0009032421342533847,0.07430227559103272,1.9810728787107288,2.4573033510239495,1.9711971193069777,1.2466045769627923,57.507040199061045,0.4492737515551644,0.1446260237795508,nan,0.000701904296875,-0.1973314881324768,-0.1402660797536373,-0.11611251160502434,-0.06279938481748104,-0.0012949242372997105,0.06127600930631161,0.1147309012711048,0.13826276868581772,0.23375272750854492
cost,2,500,episode_500.pt,encoder.layers.1.self_attn.in_proj_weight,384x128,49152,-0.0002659628808421531,0.07417640191888342,2.477621153539497,5.2631700677214015,1.9318516525781364,2.7244173022796456,31.77017658476897,0.24820450456850757,0.10526750060894828,nan,0.0008951822916666666,-0.2939886748790741,-0.15889026060700417,-0.11685499735176563,-0.05751203000545502,-0.00018663600349100307,0.056566704995930195,0.11675404086709022,0.16027005761861782,0.267574667930603
cost,2,500,episode_500.pt,encoder.layers.1.self_attn.out_proj.weight,128x128,16384,-0.0006302639383362479,0.09109254860849401,1.918511570392545,2.551363849892739,2.0,1.2756819249463696,43.6524210997261,0.34103453984161014,0.0014354038996435374,nan,0.00067138671875,-0.21909154951572418,-0.16724691584706305,-0.1425342470407486,-0.07809117995202541,-0.00014055469000595622,0.07667569443583488,0.14062343016266823,0.16862810894846916,0.2255290448665619
cost,2,500,episode_500.pt,input_projection.0.weight,128x1689,216192,-0.0003276146996753645,0.04181575237908739,2.7763094155284063,4.227362786709697,1.7388465326839122,2.4311304691074467,48.84388514716383,0.38159285271221743,0.25053146923555875,nan,0.001558799585553582,-0.2764427959918976,-0.09266010873019695,-0.06743342094123364,-0.03112453082576394,-0.00018304192053619772,0.030633349902927876,0.06614626012742514,0.08915104508399962,0.36752021312713623
cost,2,500,episode_500.pt,position_embedding,1x32x128,4096,-0.00037161548193598293,0.07429256960034389,4.037050176723874,nan,nan,,nan,nan,nan,nan,0.000732421875,-0.3788251280784607,-0.18808916732668876,-0.1174178346991539,-0.046967888250947,-0.00040641886880621314,0.045458790846168995,0.11767583154141903,0.19084495902061477,0.33846315741539
