model,seed,episode,tensor,bin_left,bin_right,count
lyapunov,8,500,actor.0.weight,-0.15975548326969147,-0.15195372846068406,90
lyapunov,8,500,actor.0.weight,-0.15195372846068406,-0.14415197365167665,331
lyapunov,8,500,actor.0.weight,-0.14415197365167665,-0.13635021884266924,407
lyapunov,8,500,actor.0.weight,-0.13635021884266924,-0.12854846403366182,462
lyapunov,8,500,actor.0.weight,-0.12854846403366182,-0.12074670922465441,408
lyapunov,8,500,actor.0.weight,-0.12074670922465441,-0.11294495441564699,416
lyapunov,8,500,actor.0.weight,-0.11294495441564699,-0.10514319960663958,452
lyapunov,8,500,actor.0.weight,-0.10514319960663958,-0.09734144479763217,390
lyapunov,8,500,actor.0.weight,-0.09734144479763217,-0.08953968998862476,394
lyapunov,8,500,actor.0.weight,-0.08953968998862476,-0.08173793517961735,392
lyapunov,8,500,actor.0.weight,-0.08173793517961735,-0.07393618037060994,436
lyapunov,8,500,actor.0.weight,-0.07393618037060994,-0.06613442556160251,399
lyapunov,8,500,actor.0.weight,-0.06613442556160251,-0.0583326707525951,416
lyapunov,8,500,actor.0.weight,-0.0583326707525951,-0.05053091594358769,392
lyapunov,8,500,actor.0.weight,-0.05053091594358769,-0.04272916113458028,401
lyapunov,8,500,actor.0.weight,-0.04272916113458028,-0.03492740632557287,391
lyapunov,8,500,actor.0.weight,-0.03492740632557287,-0.027125651516565458,417
lyapunov,8,500,actor.0.weight,-0.027125651516565458,-0.019323896707558047,415
lyapunov,8,500,actor.0.weight,-0.019323896707558047,-0.011522141898550636,410
lyapunov,8,500,actor.0.weight,-0.011522141898550636,-0.0037203870895432256,435
lyapunov,8,500,actor.0.weight,-0.0037203870895432256,0.004081367719464185,431
lyapunov,8,500,actor.0.weight,0.004081367719464185,0.011883122528471596,383
lyapunov,8,500,actor.0.weight,0.011883122528471596,0.019684877337479006,436
lyapunov,8,500,actor.0.weight,0.019684877337479006,0.027486632146486445,440
lyapunov,8,500,actor.0.weight,0.027486632146486445,0.035288386955493856,413
lyapunov,8,500,actor.0.weight,0.035288386955493856,0.043090141764501266,416
lyapunov,8,500,actor.0.weight,0.043090141764501266,0.05089189657350868,425
lyapunov,8,500,actor.0.weight,0.05089189657350868,0.05869365138251609,437
lyapunov,8,500,actor.0.weight,0.05869365138251609,0.0664954061915235,427
lyapunov,8,500,actor.0.weight,0.0664954061915235,0.07429716100053091,438
lyapunov,8,500,actor.0.weight,0.07429716100053091,0.08209891580953832,437
lyapunov,8,500,actor.0.weight,0.08209891580953832,0.08990067061854573,448
lyapunov,8,500,actor.0.weight,0.08990067061854573,0.09770242542755314,428
lyapunov,8,500,actor.0.weight,0.09770242542755314,0.10550418023656055,392
lyapunov,8,500,actor.0.weight,0.10550418023656055,0.11330593504556796,390
lyapunov,8,500,actor.0.weight,0.11330593504556796,0.12110768985457537,430
lyapunov,8,500,actor.0.weight,0.12110768985457537,0.12890944466358278,421
lyapunov,8,500,actor.0.weight,0.12890944466358278,0.1367111994725902,423
lyapunov,8,500,actor.0.weight,0.1367111994725902,0.1445129542815976,402
lyapunov,8,500,actor.0.weight,0.1445129542815976,0.15231470909060502,435
lyapunov,8,500,actor.0.weight,0.15231470909060502,0.16011646389961243,78
lyapunov,8,500,actor.2.weight,-0.0073933787643909454,-0.0070448973011679765,1
lyapunov,8,500,actor.2.weight,-0.0070448973011679765,-0.0066964158379450075,1
lyapunov,8,500,actor.2.weight,-0.0066964158379450075,-0.006347934374722039,1
lyapunov,8,500,actor.2.weight,-0.006347934374722039,-0.0059994529114990695,1
lyapunov,8,500,actor.2.weight,-0.0059994529114990695,-0.005650971448276101,0
lyapunov,8,500,actor.2.weight,-0.005650971448276101,-0.0053024899850531325,1
lyapunov,8,500,actor.2.weight,-0.0053024899850531325,-0.0049540085218301635,5
lyapunov,8,500,actor.2.weight,-0.0049540085218301635,-0.0046055270586071945,4
lyapunov,8,500,actor.2.weight,-0.0046055270586071945,-0.0042570455953842255,3
lyapunov,8,500,actor.2.weight,-0.0042570455953842255,-0.0039085641321612566,1
lyapunov,8,500,actor.2.weight,-0.0039085641321612566,-0.003560082668938288,7
lyapunov,8,500,actor.2.weight,-0.003560082668938288,-0.0032116012057153195,3
lyapunov,8,500,actor.2.weight,-0.0032116012057153195,-0.0028631197424923505,5
lyapunov,8,500,actor.2.weight,-0.0028631197424923505,-0.0025146382792693815,11
lyapunov,8,500,actor.2.weight,-0.0025146382792693815,-0.0021661568160464125,11
lyapunov,8,500,actor.2.weight,-0.0021661568160464125,-0.0018176753528234436,10
lyapunov,8,500,actor.2.weight,-0.0018176753528234436,-0.0014691938896004746,9
lyapunov,8,500,actor.2.weight,-0.0014691938896004746,-0.0011207124263775056,12
lyapunov,8,500,actor.2.weight,-0.0011207124263775056,-0.0007722309631545366,10
lyapunov,8,500,actor.2.weight,-0.0007722309631545366,-0.00042374949993156767,9
lyapunov,8,500,actor.2.weight,-0.00042374949993156767,-7.526803670859956e-05,18
