model,seed,episode,source,tensor,shape,n,mean,std,kurt,sigma_max,xavier_sigma,vs_xavier,eff_rank,rank_frac,tail,eff_sig,frac_tiny,min,p1,p5,p25,median,p75,p95,p99,max
normal,2,500,episode_500.pt,actor.0.weight,128x128,16384,-0.00045385568215073474,0.08858146981164405,1.7965914472236435,1.9631042643336787,2.0,0.9815521321668393,55.44337346718713,0.43315135521239945,0.0035175755933011177,nan,0.00091552734375,-0.15863339602947235,-0.1501809398829937,-0.1381319172680378,-0.07711940072476864,-0.0007786429196130484,0.0767349861562252,0.13745477274060244,0.15006321728229524,0.15892145037651062
normal,2,500,episode_500.pt,actor.2.weight,2x128,256,-0.00021220464918680904,0.0025286834845206843,2.70797733059189,0.029467397261219327,1.5787044347526529,0.018665556777153286,1.947852067355659,0.9739260336778295,0.9478520673556589,nan,0.03515625,-0.005565352272242308,-0.005446642031893134,-0.004257619380950928,-0.002061811916064471,-0.00045242220221553,0.0013951949949841946,0.004141729208640754,0.005400663940235972,0.007379932329058647
normal,2,500,episode_500.pt,attention_pool.weight,1x128,128,0.007001058354944689,0.17222678597578833,2.1876112324502275,1.9501328980563954,1.5332360113939363,1.271906532043582,1.0,1.0,1.0,nan,0.0,-0.33205246925354004,-0.31523707151412966,-0.24742298498749732,-0.14120758324861526,0.0024242904037237167,0.14059585705399513,0.2914851233363148,0.37360065340995796,0.38507556915283203
normal,2,500,episode_500.pt,critic.0.weight,256x128,32768,0.0008732300655955889,0.07377836711693503,1.8454009436002652,2.9525472542829054,1.9711971193069777,1.497844748941671,47.35311278673937,0.36994619364640136,0.11824795856081513,nan,0.0008544921875,-0.15393002331256866,-0.13022552728652953,-0.11369513459503651,-0.06196873262524605,0.0010285822208970785,0.06389224343001842,0.1151789780706167,0.1303728453814983,0.15033520758152008
normal,2,500,episode_500.pt,critic.2.weight,128x256,32768,0.002967752919518769,0.07340804554449513,1.8318968509423192,2.4843273681863693,1.9711971193069777,1.2603140212886446,56.35468606240697,0.44027098486255445,0.14884895819522875,nan,0.0006103515625,-0.1397790014743805,-0.12531400129199027,-0.1118725150823593,-0.06020645424723625,0.00359781039878726,0.06613324023783207,0.11589350290596481,0.13242936864495278,0.1516304463148117
normal,2,500,episode_500.pt,critic.4.weight,64x128,8192,0.002840174039030696,0.1034619997585887,1.8150620075186867,2.0098311362380166,1.9711971193069777,1.01959926612749,34.61256356371722,0.5408213056830815,0.17890130697234655,nan,0.00048828125,-0.19122762978076935,-0.17633311107754707,-0.1577886812388897,-0.0884789414703846,0.004174741683527827,0.09264671616256237,0.16230618208646774,0.18036004647612588,0.19864656031131744
normal,2,500,episode_500.pt,critic.6.weight,1x64,64,-0.02109852545254398,0.19258468709782475,1.7065465505215016,1.5498956760936131,1.5787044347526527,0.981751645194084,1.0,1.0,1.0,nan,0.0,-0.3126928210258484,-0.29230018973350524,-0.270724917948246,-0.1905086748301983,-0.07442222721874714,0.1567627377808094,0.2874766156077384,0.3191258832812309,0.32153618335723877
normal,2,500,episode_500.pt,encoder.layers.0.linear1.weight,256x128,32768,-0.0003810741364091534,0.08347623019077614,2.35821663162364,3.7685132719150105,1.9711971193069777,1.91178915340538,40.656135413564584,0.3176260579184733,0.09401455116893254,nan,0.000701904296875,-0.2964918911457062,-0.17241538539528847,-0.13299137055873872,-0.06498338282108307,-0.0007549298752564937,0.06466964446008205,0.1312780626118183,0.17347518622875202,0.3195841312408447
normal,2,500,episode_500.pt,encoder.layers.0.linear2.weight,128x256,32768,0.0010510829511416824,0.08093555195120794,2.265172299127628,3.6378004472309162,1.9711971193069777,1.8454777615086377,40.916187278125385,0.31965771311035457,0.09848886884829544,nan,0.000701904296875,-0.2594190537929535,-0.1658908098936081,-0.12811242192983627,-0.062336391769349575,0.0016223989077843726,0.06439234875142574,0.12892416268587106,0.16687662720680213,0.23921877145767212
normal,2,500,episode_500.pt,encoder.layers.0.self_attn.in_proj_weight,384x128,49152,0.0010810960412925852,0.0940781625440485,2.9997427261233103,6.3315657586353336,1.9318516525781364,3.2774596073076294,31.64179555786845,0.24720152779584725,0.09269966429071781,nan,0.0008748372395833334,-0.4237810969352722,-0.21632450491189956,-0.15101355612277984,-0.06505563296377659,0.0007970758015289903,0.06639230996370316,0.15396091267466536,0.22223957687616336,0.4223274290561676
