model,seed,episode,tensor,bin_left,bin_right,count
normal,4,500,actor.0.weight,-0.15864862501621246,-0.15079540341365627,149
normal,4,500,actor.0.weight,-0.15079540341365627,-0.1429421818111001,385
normal,4,500,actor.0.weight,-0.1429421818111001,-0.1350889602085439,449
normal,4,500,actor.0.weight,-0.1350889602085439,-0.12723573860598775,371
normal,4,500,actor.0.weight,-0.12723573860598775,-0.11938251700343155,423
normal,4,500,actor.0.weight,-0.11938251700343155,-0.11152929540087536,409
normal,4,500,actor.0.weight,-0.11152929540087536,-0.10367607379831918,413
normal,4,500,actor.0.weight,-0.10367607379831918,-0.095822852195763,463
normal,4,500,actor.0.weight,-0.095822852195763,-0.08796963059320682,415
normal,4,500,actor.0.weight,-0.08796963059320682,-0.08011640899065064,380
normal,4,500,actor.0.weight,-0.08011640899065064,-0.07226318738809445,416
normal,4,500,actor.0.weight,-0.07226318738809445,-0.06440996578553827,406
normal,4,500,actor.0.weight,-0.06440996578553827,-0.056556744182982094,442
normal,4,500,actor.0.weight,-0.056556744182982094,-0.0487035225804259,437
normal,4,500,actor.0.weight,-0.0487035225804259,-0.04085030097786972,420
normal,4,500,actor.0.weight,-0.04085030097786972,-0.03299707937531354,417
normal,4,500,actor.0.weight,-0.03299707937531354,-0.02514385777275735,417
normal,4,500,actor.0.weight,-0.02514385777275735,-0.017290636170201185,465
normal,4,500,actor.0.weight,-0.017290636170201185,-0.009437414567644992,438
normal,4,500,actor.0.weight,-0.009437414567644992,-0.0015841929650888265,427
normal,4,500,actor.0.weight,-0.0015841929650888265,0.0062690286374673665,447
normal,4,500,actor.0.weight,0.0062690286374673665,0.01412225024002356,412
normal,4,500,actor.0.weight,0.01412225024002356,0.021975471842579725,402
normal,4,500,actor.0.weight,0.021975471842579725,0.029828693445135918,386
normal,4,500,actor.0.weight,0.029828693445135918,0.03768191504769211,406
normal,4,500,actor.0.weight,0.03768191504769211,0.045535136650248276,395
normal,4,500,actor.0.weight,0.045535136650248276,0.05338835825280447,433
normal,4,500,actor.0.weight,0.05338835825280447,0.06124157985536066,386
normal,4,500,actor.0.weight,0.06124157985536066,0.06909480145791683,456
normal,4,500,actor.0.weight,0.06909480145791683,0.07694802306047302,407
normal,4,500,actor.0.weight,0.07694802306047302,0.08480124466302918,446
normal,4,500,actor.0.weight,0.08480124466302918,0.09265446626558538,430
normal,4,500,actor.0.weight,0.09265446626558538,0.10050768786814157,435
normal,4,500,actor.0.weight,0.10050768786814157,0.10836090947069776,431
normal,4,500,actor.0.weight,0.10836090947069776,0.1162141310732539,438
normal,4,500,actor.0.weight,0.1162141310732539,0.1240673526758101,440
normal,4,500,actor.0.weight,0.1240673526758101,0.1319205742783663,422
normal,4,500,actor.0.weight,0.1319205742783663,0.13977379588092248,409
normal,4,500,actor.0.weight,0.13977379588092248,0.14762701748347867,375
normal,4,500,actor.0.weight,0.14762701748347867,0.1554802390860348,278
normal,4,500,actor.0.weight,0.1554802390860348,0.163333460688591,8
normal,4,500,actor.2.weight,-0.008608076721429825,-0.008229978337157063,1
normal,4,500,actor.2.weight,-0.008229978337157063,-0.007851879952884302,0
normal,4,500,actor.2.weight,-0.007851879952884302,-0.00747378156861154,0
normal,4,500,actor.2.weight,-0.00747378156861154,-0.007095683184338779,0
normal,4,500,actor.2.weight,-0.007095683184338779,-0.006717584800066017,0
normal,4,500,actor.2.weight,-0.006717584800066017,-0.006339486415793256,0
normal,4,500,actor.2.weight,-0.006339486415793256,-0.005961388031520494,1
normal,4,500,actor.2.weight,-0.005961388031520494,-0.005583289647247733,1
normal,4,500,actor.2.weight,-0.005583289647247733,-0.005205191262974971,1
normal,4,500,actor.2.weight,-0.005205191262974971,-0.00482709287870221,3
normal,4,500,actor.2.weight,-0.00482709287870221,-0.004448994494429449,1
normal,4,500,actor.2.weight,-0.004448994494429449,-0.004070896110156688,5
normal,4,500,actor.2.weight,-0.004070896110156688,-0.003692797725883926,7
normal,4,500,actor.2.weight,-0.003692797725883926,-0.0033146993416111646,4
normal,4,500,actor.2.weight,-0.0033146993416111646,-0.002936600957338403,6
normal,4,500,actor.2.weight,-0.002936600957338403,-0.0025585025730656416,4
normal,4,500,actor.2.weight,-0.0025585025730656416,-0.00218040418879288,14
normal,4,500,actor.2.weight,-0.00218040418879288,-0.0018023058045201186,10
normal,4,500,actor.2.weight,-0.0018023058045201186,-0.0014242074202473571,4
