model,seed,episode,source,tensor,shape,n,mean,std,kurt,sigma_max,xavier_sigma,vs_xavier,eff_rank,rank_frac,tail,eff_sig,frac_tiny,min,p1,p5,p25,median,p75,p95,p99,max
cost_lipschitz,3,500,episode_500.pt,actor.0.weight,128x128,16384,0.00015573805953683628,0.0884031457300836,1.7985015234096986,1.9264118181009553,2.0,0.9632059090504776,56.36086594026938,0.4403192651583545,0.003196901429862809,nan,0.0008544921875,-0.16143064200878143,-0.15007516726851464,-0.13747035190463067,-0.07623850181698799,-0.000288291324977763,0.07673719525337219,0.13770021721720696,0.15061704844236373,0.15898843109607697
cost_lipschitz,3,500,episode_500.pt,actor.2.weight,2x128,256,3.356532924669864e-05,0.0030189434965286126,2.8075918586506443,0.035917605501934805,1.5787044347526529,0.0227513172898398,1.8993291851404792,0.9496645925702396,0.8993291851404793,nan,0.015625,-0.00871947966516018,-0.006230344739742577,-0.004628488211892545,-0.002104878250975162,-9.204888920066878e-05,0.002076757955364883,0.004947145818732679,0.006874332251027223,0.00870387814939022
cost_lipschitz,3,500,episode_500.pt,attention_pool.parametrizations.weight.original,1x128,128,-0.009407243497207673,0.1317886499777619,2.0146107616506983,1.4948121270335717,1.5332360113939363,0.9749393543623909,1.0,1.0,1.0,1.0,0.0,-0.2414388805627823,-0.23968919530510902,-0.2221168652176857,-0.10901196859776974,-0.016744868829846382,0.09786429069936275,0.19737520515918727,0.22906801611185082,0.26753923296928406
cost_lipschitz,3,500,episode_500.pt,critic_body.0.parametrizations.weight.original,256x128,32768,0.0005458043623987677,0.0720219079097543,1.8053658428605481,2.0796942746751426,1.9711971193069777,1.0550412509766196,66.14004797161257,0.5167191247782232,0.172572602296426,0.9999999999999997,0.000579833984375,-0.13229376077651978,-0.12271189697086811,-0.11154609248042106,-0.06132680922746658,0.0007847923261579126,0.06298661790788174,0.1127096116542816,0.12265504859387874,0.1341380625963211
cost_lipschitz,3,500,episode_500.pt,critic_body.2.parametrizations.weight.original,128x256,32768,0.00046156792789513873,0.07230441693254684,1.8075566197146142,2.1166252803372907,1.9711971193069777,1.0737765693780243,65.2640737676907,0.5098755763100836,0.14832566271545042,1.0,0.00128173828125,-0.13106535375118256,-0.12307509265840054,-0.11291370578110219,-0.06246454082429409,0.0010314707178622484,0.06252572499215603,0.11269746869802474,0.12292916886508463,0.13187915086746216
cost_lipschitz,3,500,episode_500.pt,critic_body.4.parametrizations.weight.original,64x128,8192,-8.648996802917974e-05,0.10225170705772203,1.7942971934781715,2.009470613214575,1.9711971193069777,1.0194163706575694,34.28615487866806,0.5357211699791884,0.16816419762463702,0.9999999999999998,0.0009765625,-0.18185365200042725,-0.17329811796545982,-0.1584656335413456,-0.08845177665352821,-0.0015610167174600065,0.08876236528158188,0.1587815411388874,0.17355060935020447,0.1813027262687683
cost_lipschitz,3,500,episode_500.pt,critic_body.6.parametrizations.weight.original,1x64,64,-0.013165570177079644,0.1597993072682749,2.1773603286843923,1.2827258685535743,1.5787044347526527,0.8125180624798514,1.0,1.0,1.0,0.9999999999999999,0.0,-0.2982039153575897,-0.29423098981380463,-0.26327602863311766,-0.12224098667502403,-0.022232213988900185,0.07273110374808311,0.2707833498716354,0.27921493142843246,0.2849421799182892
cost_lipschitz,3,500,episode_500.pt,encoder.layers.0.attn.out_proj.parametrizations.weight.original,128x128,16384,0.0005685241384533595,0.05706239195328183,2.18323956843855,1.8165823475240885,2.0,0.9082911737620443,37.33049105568611,0.29164446137254774,0.0024672109215664786,1.0000000000000002,0.00140380859375,-0.16493235528469086,-0.11458643138408661,-0.08982891216874123,-0.04433911107480526,8.620010339654982e-05,0.04690685775130987,0.09070775285363196,0.11328302428126336,0.17724798619747162
cost_lipschitz,3,500,episode_500.pt,encoder.layers.0.attn.qk_proj.parametrizations.weight.original,128x128,16384,-0.00032679120520971716,0.07202450762489451,2.727701271970484,3.3152471574894076,2.0,1.6576235787447038,24.340083040908425,0.19015689875709707,0.00159311131831058,0.9999999999999999,0.001220703125,-0.2579026222229004,-0.16301699951291085,-0.117891638725996,-0.051472573541104794,3.810738053289242e-05,0.05045346263796091,0.11824812851846216,0.1580027422308922,0.28007692098617554
cost_lipschitz,3,500,episode_500.pt,encoder.layers.0.attn.v_proj.parametrizations.weight.original,128x128,16384,-0.0005851367341553268,0.05719566152797756,2.225441216431479,1.971654152829293,2.0,0.9858270764146465,34.14128331277392,0.26672877588104627,0.0026158513060134214,1.0,0.00128173828125,-0.17489998042583466,-0.11703038185834884,-0.09035500138998032,-0.04574235714972019,-0.0005892515764571726,0.044631363824009895,0.09030716046690938,0.11500144757330419,0.17932696640491486
cost_lipschitz,3,500,episode_500.pt,encoder.layers.0.linear1.parametrizations.weight.original,256x128,32768,5.354019816784534e-05,0.056039715059304065,2.1741298031888032,2.4644771738816353,1.9711971193069777,1.2502438998835805,42.34115867281592,0.3307903021313744,0.10819503335687294,0.9999999999999996,0.00115966796875,-0.1886151134967804,-0.11274974837899208,-0.08768054507672787,-0.045238034799695015,6.361636042129248e-05,0.04532455373555422,0.0868167370557785,0.11050453662872312,0.19683605432510376
cost_lipschitz,3,500,episode_500.pt,encoder.layers.0.linear2.parametrizations.weight.original,128x256,32768,0.0008194723792787429,0.042417882484816156,2.6030738871828474,2.7753368667991207,1.9711971193069777,1.4079448674188697,27.574598999252295,0.21542655468165856,0.0689530923436288,1.0,0.00164794921875,-0.1755041927099228,-0.09103700250387192,-0.06562528125941752,-0.03173271007835865,0.001201314094942063,0.033035256899893284,0.06670791544020174,0.09212394416332231,0.17379219830036163
cost_lipschitz,3,500,episode_500.pt,encoder.layers.1.attn.out_proj.parametrizations.weight.original,128x128,16384,0.000502542716095282,0.054981521544744644,2.1636843431442427,2.3672011910212643,2.0,1.1836005955106321,27.48471841632985,0.21472436262757696,0.002385609874870668,1.0000000000000002,0.001220703125,-0.171227365732193,-0.10849795177578926,-0.0857567835599184,-0.04382098838686943,0.0005228936497587711,0.044959839433431625,0.08658140115439891,0.10839735075831414,0.18823857605457306
cost_lipschitz,3,500,episode_500.pt,encoder.layers.1.attn.qk_proj.parametrizations.weight.original,128x128,16384,-0.00013382574223139154,0.07105853167744727,2.996713276020043,4.573199118108521,2.0,2.2865995590542605,15.945923854202002,0.12457753011095314,0.00029978998421843365,0.9999999999999999,0.0009765625,-0.3258952796459198,-0.16314296305179596,-0.11601438708603382,-0.049119580537080765,-0.0006427343760151416,0.04900070745497942,0.11584893725812433,0.16625593692064286,0.2761571407318115
