episode,minibatches,minibatches_possible,first_mb_kl,policy_loss,value_loss,mean_V,std_V,std_barrier,lyap_violation_rate,lyap_in_ball_rate,lyap_mean_dV,lyap_worst_slack,lyap_v_rmse,grad_norm_control,grad_norm_aux,lr_scale,certifiable_frac,v_critic_violation,v_critic_mean,v_critic_min,v_agreement,lyap_penalty,dynamics_loss,barrier_loss,approx_kl,clip_fraction,mean_std,mean_raw_log_std,mean_abs_action,alpha
44,48,48,0.0,-0.0055759024689905345,0.0016149730363395065,,,,0.9367560644944509,0.0,-0.0001673711347744226,0.008820561090639481,,1.3909253490467866,0.0,0.97930826913398,0.96142578125,0.9440424976249536,1.3028780842820804,1.0068609900772572,0.28331855420644086,,,,0.006954857839446049,0.088134765625,0.23588983124742904,0.1366622382774949,0.028634161261531215,0.18478497974222916
48,48,48,0.0,-0.004627935142101099,0.0018937002617652372,,,,0.9522473489244779,0.0,-0.00021814114336393686,0.009730113029945642,,1.3290827261904876,0.0,0.9754217700608883,0.96240234375,0.9096849150955677,1.309070626894633,1.0068428330123425,0.32533507390568656,,,,0.006526841781730279,0.08024088541666667,0.24003633360068002,0.1445587050790588,0.033240108944786094,0.15848931924611145
52,48,48,0.0,-0.007319018302951008,0.0014847653850059335,,,,0.951006698111693,0.0,-0.00019752794350817263,0.008857473556417972,,1.3715846091508865,0.0,0.971214118989394,0.96337890625,0.8811854273080826,1.2823950822154682,0.9488873990873495,0.3080858603740732,,,,0.0074795532612673315,0.09358723958333333,0.24322640988975763,0.1505450370411078,0.03308375358271102,0.1359356390878527
56,48,48,0.0,-0.0071649015687095625,0.0013943338053650223,,,,0.9591696808735529,0.0,-0.00027066972870670725,0.008426616463111714,,1.48694916938742,0.0,0.966689468363107,0.9619140625,0.920064602047205,1.256064049899578,0.9269950191179911,0.34322824887931347,,,,0.009384213671789135,0.11661783854166667,0.2463399867216746,0.15632134675979614,0.032550229147697486,0.11659144011798321
60,48,48,0.0,-0.004155280902826537,0.00167706977299531,,,,0.9559388843675455,0.0,-0.00021498209319285402,0.00919869487794737,,1.443496324121952,0.0,0.9618522834659297,0.9619140625,0.8952475314339002,1.2799986352523167,0.9866330934067568,0.2841564252351721,,,,0.006942469481145963,0.08349609375,0.24919545371085405,0.16157951982071003,0.04031654400750995,0.09999999999999998
64,48,48,0.0,-0.013248660756895939,0.003127729993138928,,,,0.9692098634938399,0.0,-0.00019068737645019004,0.010412850766442716,,1.6250376924872398,0.0,0.9567073380153511,0.962158203125,0.8648299127817154,1.33829132715861,0.9880993142724037,0.2632774932620426,,,,0.011441335630176278,0.13395182291666666,0.2517784809072812,0.16629341368873915,0.04834524200608333,0.08576958985908946
68,48,48,0.0,-0.004863538313657045,0.001780549063065943,,,,0.9529916048049927,0.0,-0.00025459277738567226,0.009328632576701542,,1.4783162424961727,0.0,0.9512597094513798,0.96142578125,0.8437257967889309,1.2755368774135907,0.984761830419302,0.368286713026464,,,,0.012378698136065699,0.15983072916666666,0.2539650487403075,0.17024594824761152,0.05347681945810715,0.07356422544596418
72,48,48,0.0,-0.0065965778776444495,0.0024428683342800164,,,,0.9348533588151137,0.0,-0.0002102954268252688,0.009816280313922713,,1.3314730934798717,0.0,0.9455147739257063,0.9619140625,0.8048488249381384,1.3196866412957509,0.9803931961456934,0.36924042583753663,,,,0.009393870435208859,0.109619140625,0.25562809345622856,0.17323420569300652,0.04775167916280528,0.06309573444801937
76,48,48,0.0,0.001837260031607002,0.002034690507571213,,,,0.9542295373976231,0.0,-0.0002333930049189803,0.009282407894109687,,1.5351592066387336,0.0,0.9394782009960968,0.962158203125,0.8065605436762174,1.3112725516160328,1.0023501974840958,0.2464522059696416,,,,0.01292023207982614,0.15608723958333334,0.25696440413594246,0.17561671479294697,0.046048660684997834,0.05411695265464634
80,48,48,0.0,-0.00986435147933662,0.001740219900966622,,,,0.9304306929310163,0.0,-0.00024297508567390955,0.009265840674440065,,1.59589292978247,0.0,0.9331559480312306,0.961669921875,0.8096010374526182,1.3404554799199104,1.0284467438856761,0.27743700922777254,,,,0.011833825107411636,0.1455078125,0.2581105163941781,0.1776428297162056,0.060361778906856976,0.04641588833612783
84,48,48,0.0,-0.0004822163124723981,0.002056862305228909,,,,0.9650933357576529,0.0,-0.00019126726472980712,0.009020889061503112,,1.6111588055888812,0.0,0.9265542543314921,0.962646484375,0.7976510797937711,1.3122825423876445,1.0246278755366802,0.2637130192791422,,,,0.013094061730953399,0.15828450520833334,0.25889853077630204,0.17903540469706059,0.053233363898471,0.03981071705534971
88,48,48,0.0,-0.00843793298311842,0.0019951910944655538,,,,0.9205075539648533,0.0,-0.00035859740986173466,0.0090603370917961,,1.6881972216069698,0.0,0.9196796349715254,0.963623046875,0.7694877448181311,1.2331949124733608,0.96731665233771,0.3210762332503994,,,,0.01501578584429808,0.17097981770833334,0.2592592804382245,0.17967730357001224,0.06058924435637891,0.034145488738336054
92,48,48,0.0,-0.008554323886831602,0.0020090921461815014,,,,0.9484866050382456,0.0,-0.00033303683373257326,0.009360709538062414,,1.4013475192089875,0.0,0.9125388743706608,0.962158203125,0.771301000068585,1.2539302532871563,0.9665690424541632,0.3220228912929694,,,,0.01380796504963655,0.15926106770833334,0.25937794521450996,0.1798929926007986,0.050234717704976596,0.02928644564625234
96,48,48,0.0,0.004043016747649138,0.0020647850784977586,,,,0.9306878993908564,0.0,-0.00032088676137694466,0.00917450753816714,,1.910378562907378,0.0,0.9051390195974939,0.963134765625,0.7423079932729403,1.2427010387182236,0.9495812306801478,0.18746469204779714,,,,0.02066110392721991,0.240234375,0.2591274206837018,0.17945320593814054,0.05806882788116733,0.025118864315095777
100,48,48,0.0,-0.011321327338616053,0.002482047896288956,,,,0.8449131386975447,0.0,-0.00042452470430968486,0.009127831280541917,,1.500817513714234,0.0,0.8974873734152906,0.96240234375,0.7235286881526312,1.200235590338707,0.8718661131958166,0.2990929853791992,,,,0.013756498682293264,0.15974934895833334,0.258624713247021,0.17856931562225023,0.05508958905314406,0.021544346900318822
104,48,48,0.0,-0.01676685002166778,0.0025641112006269395,,,,0.8945847898721695,0.0,-0.0003764792868423683,0.009339112089946866,,1.404513771335284,0.0,0.8895914870750401,0.963134765625,0.7174339952568213,1.1994053398569424,0.8686995382110277,0.2757620634511113,,,,0.015801320213843912,0.18440755208333334,0.25889565733571845,0.1790455315882961,0.060406997722263135,0.01847849797422293
108,48,48,0.0,-0.0011077697078386943,0.0028731738348142244,,,,0.7999109774827957,0.0,-0.0005484773282660171,0.00826520612463355,,2.001827783882618,0.0,0.8814591528632786,0.963134765625,0.73205574726065,1.1192660480737686,0.8396614069739977,0.4176634307950735,,,,0.019416582351065397,0.19498697916666666,0.25932735577225685,0.17981185795118412,0.06909918459132314,0.015848931924611124
112,48,48,0.0,-0.0011878993051747482,0.002573508997253763,,,,0.7714661061763763,0.053059895833333336,-0.0005437310834774204,0.0082829491487549,,1.7403475244839985,0.0,0.8730983964120406,0.962890625,0.7209816674391428,1.0750042796134949,0.7816308761636416,0.4001089210311572,,,,0.01969580965184529,0.209228515625,0.2587949813654025,0.17886350862681866,0.06952543215205272,0.01359356390878526
116,48,48,0.0,-0.003306507288167874,0.0020745898170086243,,,,0.8265818419555823,0.0,-0.0005073488306758615,0.00871681611170061,,1.4451103347043197,0.0,0.864517468778542,0.96337890625,0.6938667520880699,1.0786327049136162,0.7581568310658137,0.38807320377479,,,,0.018487112092164654,0.2021484375,0.2583582481990258,0.1780818303426107,0.060889102052897215,0.011659144011798314
120,48,48,0.0,-0.0104340078542009,0.002430070827055412,,,,0.784476370861133,0.1044921875,-0.0005469592809580112,0.008862827953028804,,1.6297252885997295,0.0,0.8557248383023649,0.96044921875,0.6880957745015621,1.0627951920032501,0.7206786113480727,0.4930704378833373,,,,0.01606884524517227,0.19148763020833334,0.25766437128186226,0.17685478987793127,0.06351353344507515,0.010000000000000005
124,48,48,0.0,-0.0007365671723770598,0.0027359218778049885,,,,0.8640996466080347,0.0,-0.00047340034204050124,0.008603767647097508,,1.6914356263975303,0.0,0.8467291822482462,0.962890625,0.6678057461977005,1.0810975283384323,0.7373232084016005,0.32785566058009863,,,,0.019152176089846762,0.20304361979166666,0.2564210606118043,0.17464849321792522,0.08018899181236823,0.010000000000000005
128,48,48,0.0,-0.0091151717157724,0.002697231805844543,,,,0.7915369706849257,0.02734375,-0.0005411998796868526,0.009583968358735243,,1.730164999763171,0.0,0.8375393782426485,0.962158203125,0.6869779651363691,1.0522711426019669,0.7207768186926842,0.40006546800335246,,,,0.022682418081482563,0.23331705729166666,0.255605432515343,0.17318519484251738,0.07544851582497358,0.010000000000000005
132,48,48,0.0,-0.012462895460582027,0.002344668949566161,,,,0.8116346175471941,0.0,-0.0004474825345823774,0.0077901638384598,,1.8528421223163605,0.0,0.8281644955126305,0.96142578125,0.6844693211217722,1.0420585100849469,0.7118365975717703,0.3342632769296567,,,,0.020820492267375812,0.22591145833333334,0.25550952677925426,0.17301333292076984,0.07303354283794761,0.010000000000000005
136,48,48,0.0,-0.010460400333007177,0.00213511431987475,,,,0.7717404626309872,0.06689453125,-0.0005157425791063966,0.008268309582490474,,1.7729256103436153,0.0,0.8186137859355996,0.962890625,0.6765765684346358,1.0097619742155075,0.6929941438138485,0.3319129357114434,,,,0.015519434746238403,0.18172200520833334,0.25428994310398895,0.17082539573311806,0.07352028135210276,0.010000000000000005
140,48,48,0.0,-0.0026083611495171985,0.001922815494860212,,,,0.7601870882014433,0.112548828125,-0.0005436522017892761,0.007392879041920726,,1.6956019947926204,0.0,0.8088966749088414,0.963134765625,0.7018606960773468,0.9844889727731546,0.6591667930285136,0.413898890838027,,,,0.01802500774889874,0.19913736979166666,0.2526411712169647,0.16784999271233877,0.07088514758894841,0.010000000000000005
144,48,48,0.0,-0.004199567600153387,0.002046655135927722,,,,0.7259971077243487,0.16560872395833334,-0.0006340532812221985,0.008047563305202251,,1.8664904149870079,0.0,0.7990227520477758,0.9619140625,0.6977566468218962,0.9468676360944907,0.63070422783494,0.39999963405231637,,,,0.01571222796095147,0.18204752604166666,0.25202956050634384,0.16673885813603798,0.0763114804091553,0.010000000000000005
148,48,48,0.0,-0.006455463628905515,0.0023955411840385446,,,,0.7396160947779814,0.08780924479166667,-0.0006892110098609313,0.008681050753997019,,1.8663988150656223,0.0,0.7890017617221731,0.962158203125,0.6671927111844221,0.959703590720892,0.6426821202039719,0.4212693690011899,,,,0.020023145395195268,0.21492513020833334,0.2510567760715882,0.16496317585309347,0.07220491332312425,0.010000000000000005
152,48,48,0.0,-0.013000856735743582,0.0020927312895461605,,,,0.7695183518032233,0.034098307291666664,-0.0005753670278257536,0.008032019046368077,,1.7656803615391254,0.0,0.7788435934396382,0.962646484375,0.6704086363315582,0.9359144121408463,0.6093835681676865,0.4159352667629719,,,,0.016202117102996755,0.19376627604166666,0.2506775675962369,0.16427380001793304,0.08140555024147034,0.010000000000000005
156,48,48,0.0,-0.01244608813431114,0.0021022233777330257,,,,0.6514285778005918,0.2848307291666667,-0.0007673670637207882,0.008114563272101805,,2.161382496356964,0.0,0.768558272085852,0.962158203125,0.6862074472010136,0.8515769094228745,0.5731892449160417,0.6582791420320669,,,,0.020820075083368767,0.20052083333333334,0.2502868191028635,0.16354357730597258,0.08146105256552498,0.010000000000000005
160,48,48,0.0,-0.0036884803751794,0.001903945815380818,,,,0.7558182912568251,0.037027994791666664,-0.00055757702163343,0.008183909095047662,,2.0381437465548515,0.0,0.7581559480312311,0.96337890625,0.6599025999506315,0.9304606219132742,0.5851008904476961,0.42344990372657776,,,,0.019541588733166766,0.20174153645833334,0.2492562746629119,0.1616624171535174,0.08499129380409916,0.010000000000000005
164,48,48,0.0,-0.009865012155690541,0.0024263791832102775,,,,0.6839815080165863,0.19669596354166666,-0.0006960596432084761,0.008265826812324425,,2.0997771099209785,0.0,0.7476468871137308,0.961669921875,0.6465597798426946,0.887825516362985,0.5702721116443475,0.4202764394382636,,,,0.01874369605987643,0.19921875,0.2490050500879685,0.16120323725044727,0.09257721978550155,0.010000000000000005
168,48,48,0.0,-0.015762899556042004,0.0019392420241880852,,,,0.746441966543595,0.031819661458333336,-0.0005327889424127837,0.008960690310535332,,2.0621496761838594,0.0,0.7370414605076999,0.962890625,0.669437383611997,0.9229182551304499,0.5505715993543466,0.49742329865694046,,,,0.017272188852075487,0.18929036458333334,0.2487202181170384,0.16066784784197807,0.09078148038436969,0.010000000000000005
172,48,48,0.0,-0.015010507369879633,0.002262491972942371,,,,0.7408136812349161,0.099853515625,-0.0006541092886133507,0.00861969890926654,,2.5127357318997383,0.0,0.7263501344887899,0.962646484375,0.640908973912398,0.8888740663727125,0.5253925596674284,0.4592349138110876,,,,0.017707104199265206,0.19612630208333334,0.2476163695876797,0.15862691588699818,0.10177355616663893,0.010000000000000005
176,24,48,0.0,0.01023469294887036,0.0023466440179618075,,,,0.6790256202220917,0.20751953125,-0.0007139491087097364,0.007226294973709931,,2.656470055381457,0.0,0.7155834601050036,0.96240234375,0.6080120007197062,0.858510710299015,0.5202321832378706,0.4232517033815384,,,,0.03020354014976571,0.2574869791666667,0.24713383242487907,0.1577284342298905,0.10012046558161576,0.010000000000000004
180,48,48,0.0,-0.016688228429605562,0.0024031418700663685,,,,0.7942219960192839,0.11507161458333333,-0.0006394346595091823,0.008224714925745502,,2.088236875832081,0.0,0.7047520627640802,0.963134765625,0.6177668931583563,0.845376101632913,0.5159037311871847,0.4804868244876464,,,,0.01809528041242932,0.19856770833333334,0.24695344424496093,0.15738876877973476,0.09693908520663778,0.010000000000000005
184,48,48,0.0,-0.0063702679083993035,0.002236107614104791,,,,0.7713229184349378,0.16031901041666666,-0.0006137169936361412,0.007380338463311394,,2.42546945810318,0.0,0.6938666317475067,0.962890625,0.631629633406798,0.8474418061474959,0.5274991827706496,0.40012251678854227,,,,0.01825424629835955,0.211669921875,0.24593229871243238,0.15550380727897087,0.10226243905102213,0.010000000000000005
188,48,48,0.0,-0.008609618079693368,0.001961592303511376,,,,0.715703658759594,0.121826171875,-0.0006603142410313012,0.007884766043086225,,2.045959514876207,0.0,0.6829379096614797,0.96337890625,0.6535010995964209,0.8632258710761865,0.5189505132536093,0.39194434819122154,,,,0.02556630766290861,0.23258463541666666,0.2447379156947136,0.15328124724328518,0.09390349313616753,0.010000000000000005
192,48,48,0.0,-0.009770426608156413,0.001670083388792894,,,,0.6659248719612757,0.2236328125,-0.0007187226365203969,0.006890829264496763,,2.241714060306549,0.0,0.6719766818352602,0.96337890625,0.6336875967681408,0.8355208784341812,0.5091585392753283,0.47418241016566753,,,,0.018054338654716656,0.195068359375,0.24411746797462305,0.15212010219693184,0.10575732433547576,0.010000000000000005
196,48,48,0.0,-0.010989673367779082,0.002600444412867849,,,,0.7017758165796598,0.22371419270833334,-0.0006650633046471436,0.007963581738295034,,2.322938067217668,0.0,0.6609937656773441,0.96240234375,0.6497731283307076,0.7977670778830847,0.4909806754440069,0.4814349201818307,,,,0.020709221383488814,0.21533203125,0.24333091701070467,0.15065568995972475,0.09177949388201039,0.010000000000000005
200,48,48,0.0,-0.00840381047843645,0.0019510872880346142,,,,0.6379237162570158,0.2998046875,-0.000824114488447473,0.007360017509199679,,2.002789217978716,0.0,0.6499999999999994,0.963134765625,0.6220761028428873,0.7956196740269661,0.4656987941513459,0.4290110052873691,,,,0.01830922447697958,0.19645182291666666,0.24257345870137215,0.1492280662059784,0.104817652143538,0.010000000000000005
204,48,48,0.0,-0.008164795639459044,0.002033585505463028,,,,0.7688840652505556,0.075927734375,-0.0005956402237643488,0.007901043155773854,,2.4936786020795503,0.0,0.6390062343226547,0.962890625,0.6367978689571222,0.824692732344071,0.4807921095440785,0.43358533705274266,,,,0.018633782396742998,0.20304361979166666,0.24194261773178974,0.14802885024497905,0.12431632525598009,0.010000000000000005
208,48,48,0.0,-0.012370391050353646,0.0015952445452664203,,,,0.6689120618005594,0.22705078125,-0.0007735302242508624,0.007174334673133369,,2.141295383373896,0.0,0.6280233181647399,0.96337890625,0.6439621634781361,0.7861081572870413,0.46852113120257854,0.3126228361700972,,,,0.017958042729636265,0.18115234375,0.24101881279299656,0.14628889473776022,0.11273068577672045,0.010000000000000005
212,48,48,0.0,-0.006974950054427609,0.002243758792853138,,,,0.6640364515284697,0.28662109375,-0.0006946432865030753,0.007891612922927985,,2.4641461794575057,0.0,0.6170620903385204,0.961669921875,0.6191835527618726,0.7747001970807711,0.4535693824291229,0.5051267401625713,,,,0.019510379318186704,0.20833333333333334,0.2402825209622582,0.1449098171045383,0.1118629309348762,0.010000000000000005
216,48,48,0.0,-0.00981180005085965,0.0020876818719746857,,,,0.7058992634216944,0.1630859375,-0.0006792669913314361,0.007991770534620931,,2.4259407222270966,0.0,0.6061333682524933,0.961669921875,0.6368045868972937,0.7635778772334257,0.44525882601737976,0.5578571148216724,,,,0.020335760430801503,0.20296223958333334,0.23972941655665636,0.1438711161414782,0.10707185960685213,0.010000000000000005
220,48,48,0.0,-0.017241743179814268,0.0016685578836283337,,,,0.758491575717926,0.1494140625,-0.00061663124840076,0.007876610208768398,,2.455897942185402,0.0,0.5952479372359187,0.963134765625,0.6441967114806175,0.8231625395516554,0.45146712598701316,0.4209173955023289,,,,0.01974363200861262,0.19034830729166666,0.23873759588847557,0.14199915528297424,0.12213379532719652,0.010000000000000005
224,48,48,0.0,-0.010661527863703668,0.0018724268326574627,,,,0.6260042910774549,0.3151041666666667,-0.0008458413346185504,0.008415403960195059,,2.225434956451257,0.0,0.5844165398949958,0.961669921875,0.6239182191590468,0.7551010400056839,0.4083195272833109,0.5722753703594208,,,,0.020597204648462746,0.210205078125,0.23780695193757614,0.14022247027605772,0.1097320953073601,0.010000000000000005
228,48,48,0.0,-0.014040639313558737,0.0015833474644750822,,,,0.676136693606774,0.281982421875,-0.0007435471355468811,0.00654822444388022,,2.211009070277214,0.0,0.5736498655112106,0.9609375,0.6259008198976517,0.7260866103072962,0.39097692631185055,0.3442113623023033,,,,0.015821797531922737,0.159423828125,0.23709432842830816,0.1388713059326013,0.12421206245198846,0.010000000000000005
232,48,48,0.0,-0.008611613671140125,0.001648912320282155,,,,0.695093377182881,0.2813313802083333,-0.0007898366396451214,0.0069804567319806665,,2.1876917903621993,0.0,0.5629585394923006,0.9619140625,0.6092035211622715,0.6663405448198318,0.3759988093127807,0.3521258890007933,,,,0.019938262061865924,0.196533203125,0.23639873942981163,0.13755055082341036,0.10322034110625584,0.010000000000000005
236,48,48,0.0,-0.013552462837348381,0.001777817478190021,,,,0.743347122023503,0.136474609375,-0.00063014460344372,0.007645302432744454,,2.362224062283834,0.0,0.5523531128862694,0.963134765625,0.6179091880718867,0.7459649965167046,0.3690302489946286,0.3662066801140706,,,,0.01655958627088694,0.17317708333333334,0.23528016296525797,0.13541079126298428,0.109827627427876,0.010000000000000005
240,48,48,0.0,0.0034966335903542736,0.0018678245081294638,,,,0.7070038182040056,0.255126953125,-0.0006882670725948022,0.0072212379503374296,,2.483554057776928,0.0,0.541844051968769,0.96240234375,0.603675439953804,0.7006870607535044,0.3684516344219446,0.4701348909487327,,,,0.020168618706520647,0.213623046875,0.23435484680036703,0.13362732032934824,0.1111386598398288,0.010000000000000005
244,48,48,0.0,-0.006782139515659462,0.001756648845912423,,,,0.6712630552550157,0.33251953125,-0.0007614466230734251,0.006787637374751891,,2.398195080459118,0.0,0.5314417279141485,0.962158203125,0.587438857803742,0.6616509308417639,0.36411504695812863,0.4137232309828202,,,,0.02342524205353887,0.21663411458333334,0.23380641701320806,0.13255978748202324,0.1121397673462828,0.010000000000000005
248,48,48,0.0,-0.010429827651629845,0.0016886572217723976,,,,0.7122478373348713,0.19059244791666666,-0.0007224464631387187,0.00760082959701928,,2.3687708005309105,0.0,0.5211564065603621,0.96337890625,0.5993451438844204,0.7108910245199999,0.398864525059859,0.36182834953069687,,,,0.02231511119559097,0.21346028645833334,0.2334948523590962,0.13195520422110954,0.1209426421361665,0.010000000000000005
252,48,48,0.0,-0.0088356863707304,0.0020341534012307725,,,,0.7252695051332315,0.19401041666666666,-0.0006570673685928341,0.007193015849528213,,2.4615199118852615,0.0,0.5109982382778273,0.962158203125,0.603615672638019,0.712892409414053,0.4010314668218295,0.488858200609684,,,,0.022778319820645265,0.216796875,0.23306703101843596,0.13111849843213955,0.11411018731693427,0.010000000000000005
256,48,48,0.0,-0.01172225431461508,0.0020935720604029484,,,,0.7689313292503357,0.23307291666666666,-0.0006590720665068753,0.0077483794108654065,,2.3697965517640114,0.0,0.5009772479522246,0.961669921875,0.6295197444657484,0.7464337609708309,0.4434464170287053,0.4404166645059983,,,,0.017222404033721734,0.17569986979166666,0.23284015090515217,0.13066549257685742,0.12079445831477642,0.010000000000000005
260,48,48,0.0,-0.008990795176941901,0.0022074357208718234,,,,0.760907456278801,0.13802083333333334,-0.0006324876097399587,0.00708684025448747,,2.584041712184747,0.0,0.49110332509115895,0.96142578125,0.6103409398347139,0.6980093121528625,0.4231115660319726,0.37709598895162344,,,,0.01635776694699113,0.156005859375,0.23251627261439958,0.13002394481251636,0.11908564530313015,0.010000000000000005
264,48,48,0.0,-0.0003608631280561288,0.002009967698541004,,,,0.7329101314147314,0.17325846354166666,-0.0006775612940449113,0.007766990301509698,,2.6601384629805884,0.0,0.4813862140643996,0.96337890625,0.6204980686306953,0.7240150061746439,0.43126572978993255,0.5241336015363535,,,,0.02142549086905395,0.19132486979166666,0.23164410144090652,0.12833513567845026,0.11230025595674913,0.010000000000000005
268,48,48,0.0,-0.022368338114271562,0.0015435415722701389,,,,0.6313986318806807,0.3277180989583333,-0.0009118319915918013,0.008257073893522223,,2.385879784822464,0.0,0.4718355044873697,0.96240234375,0.6102235155800978,0.7212072263161341,0.41127206323047477,0.45868717692792416,,,,0.01483214707817145,0.156494140625,0.23114898800849915,0.12737730580071607,0.13076843895638982,0.010000000000000005
272,36,48,0.0,-0.005004045760465993,0.002116732364003029,,,,0.7171690000428094,0.19856770833333334,-0.0007484569343634777,0.0077282048554884065,,2.748218890693453,0.0,0.46246062175735136,0.9622395833333334,0.6051957723167207,0.6895396063725153,0.4019850641489029,0.49273249838087296,,,,0.021400545659061108,0.19140625,0.23087862216764027,0.12684060840143097,0.12930626111725965,0.010000000000000004
276,48,48,0.0,-0.017266497927873086,0.0028846070539051047,,,,0.8085815198719501,0.10408528645833333,-0.0005883369667571969,0.008307075797347352,,2.894403782983621,0.0,0.4532708177517542,0.96337890625,0.6156193303565184,0.8025593149165312,0.48419278487563133,0.42952006310224533,,,,0.01549517229917304,0.15494791666666666,0.23059320449829102,0.12626083381474018,0.13291262354080877,0.010000000000000005
280,48,48,0.0,-0.010640016126368815,0.0020566412810391435,,,,0.7619932728509108,0.17431640625,-0.0006467582588811638,0.007276503243095552,,2.410998657345772,0.0,0.44427516169763465,0.962646484375,0.6217728542784849,0.7916839284201463,0.47017977014184,0.27091428575416404,,,,0.01598195862364567,0.18025716145833334,0.23010621902843317,0.12531368636215726,0.1210352755151689,0.010000000000000005
284,48,48,0.0,-0.01646786384905378,0.0018484827038870815,,,,0.6910035473604997,0.2657063802083333,-0.0007540706683357712,0.007289391690089057,,2.328521447877089,0.0,0.43548253122145875,0.962890625,0.613428125778834,0.7265628402431806,0.4369879799584548,0.47962621102730435,,,,0.01283630892430665,0.149658203125,0.22966728080064058,0.12445727828890085,0.12025053209314744,0.010000000000000005
