episode,avg_reward,best_avg_reward,reward_above_threshold,avg_lyap,avg_barrier,avg_std,avg_abs_action,avg_mean_V,avg_std_V,avg_std_barrier,avg_lyap_violation,avg_lyap_mean_dV,avg_lyap_in_ball,lyap_stable,lyap_collapsed,barrier_collapsed,exploration_cleared,reward_trend_per_window,reward_trend_t,plateau_streak,plateaued,stable,checks_since_best
301,229.896833462064,229.896833462064,True,0.01032459812004596,0.05034965779983423,0.10945859602874235,0.03743234692799253,0.2519889428694215,0.21939120168635057,0.12634369862369363,0.4517687386345296,-0.0010890039841176496,0.4787345340564137,False,False,False,True,185.43483951716573,5.8822262431390815,0,False,False,0
305,216.3383160583371,229.896833462064,True,0.010448335131306002,0.04838158282181544,0.1094590958983948,0.038072328659011015,0.25372568135341955,0.22308583268600085,0.12681774056575718,0.45828066403489726,-0.0010296156192904195,0.47443476365435683,False,False,False,True,159.57549028539404,4.981524204277028,0,False,False,1
307,223.67761172083522,229.896833462064,True,0.010552218493137932,0.04713981138738168,0.10946090247792503,0.039845114703371466,0.25178044800838784,0.22429051569677766,0.12612022121496025,0.46019606736621677,-0.001029895119381402,0.47502721172003515,False,False,False,True,154.46897667450156,4.843567348371196,0,False,False,2
309,223.78258708261183,229.896833462064,True,0.01063717478225174,0.04620572947666034,0.10946262956907356,0.040402684086704596,0.25539068041871943,0.22823818468503534,0.12701706242496297,0.45767464380533907,-0.0010478469372321977,0.47389114408620764,False,False,False,True,165.51562099288526,5.230868728323793,0,False,False,3
312,214.89345312733144,229.896833462064,True,0.01068894524824351,0.046601407359527905,0.10946379060236118,0.040395766044116856,0.25457204759623564,0.23073343845409527,0.12872552865864859,0.45780823730996667,-0.0010307253081195417,0.47692685843933197,False,False,False,True,165.82751586306676,5.192339908344324,0,False,False,4
314,215.5416866648426,229.896833462064,True,0.010766116074505375,0.04676060208354131,0.10946433030379314,0.040631491156841906,0.2553835138294196,0.23175094872417432,0.12691212964303317,0.4593930675071619,-0.0010469687755665015,0.47755836878149277,False,False,False,True,158.75327702401717,4.998908149561606,0,False,False,5
316,217.51531886192595,229.896833462064,True,0.01075424801993428,0.044512219674282885,0.10946376638797421,0.040567165191677045,0.256551545571595,0.23189095879298827,0.126540494822557,0.45994072690428717,-0.001046749737834431,0.4770782254281497,False,False,False,True,151.80191890344366,4.809847761737169,0,False,False,6
318,218.51385446177545,229.896833462064,True,0.010650107244146058,0.04362568311533699,0.10946239144097836,0.03978329304132668,0.2536866786017541,0.23415910575598006,0.12712901203065283,0.45505423334737616,-0.0011173412568248908,0.4865481856500818,False,False,False,True,153.13097246967664,4.881903010793873,0,False,False,7
320,218.37817684100347,229.896833462064,True,0.010438473742882103,0.04234822404012824,0.10946169274726085,0.040182632655607495,0.24943725380396087,0.23621505255559608,0.12882240747825965,0.45144183225929735,-0.001137166090307938,0.49504916226225226,False,False,False,True,152.71752915886333,4.898552160120241,0,False,False,8
322,231.3809293236717,231.3809293236717,True,0.010146650080666102,0.0404269793430262,0.10946178116081726,0.03999490618931188,0.24869293127179382,0.24002349965333467,0.12970343175758087,0.44901934067408245,-0.0011321640689306912,0.49464551625507214,False,False,False,True,144.0855081812047,4.659217232424588,0,False,False,0
324,232.86538517931982,232.86538517931982,True,0.010085420948841298,0.04009735659642574,0.10946370935555369,0.04000684286537949,0.2501728078409556,0.2430412478626721,0.12851239121001629,0.45093362418313826,-0.0011098519671633317,0.49011589405792105,False,False,False,True,152.29557032948148,4.946828832202783,0,False,False,0
326,235.15424719292292,235.15424719292292,True,0.009889923692874922,0.041274729073287865,0.10946651289520401,0.04010256164622241,0.2502615522652391,0.2453046089644352,0.12920487180041768,0.4451522108581331,-0.0011400641975196125,0.49185417535759157,False,False,False,True,164.70497568312936,5.391714886297474,0,False,False,0
328,235.75148374702184,235.75148374702184,True,0.009760898749421662,0.04139501205359082,0.10946697793560962,0.039999086954557,0.24611909362147485,0.24460081777697992,0.12851639362052084,0.43949315347191364,-0.0011583880543038763,0.4994046312357699,False,False,False,True,156.7311669104539,5.173153910700923,0,False,False,0
330,235.53910822186427,235.75148374702184,True,0.009617138726753184,0.04327976913681061,0.10946620695573825,0.039955509905629454,0.24601624220580104,0.247136455058815,0.12808190705254677,0.43253873907443563,-0.001196179707692192,0.5072838629817679,False,False,False,True,147.94793611892115,4.927812789400335,0,False,False,1
332,236.07840668384677,236.07840668384677,True,0.009553460286568023,0.04134907559981377,0.10946519477884212,0.03978547257415597,0.2446690368318251,0.24860304164448901,0.12746701123089427,0.43138192780315876,-0.0012005893218535733,0.507542651986319,False,False,False,True,145.08890613047052,4.855121538039319,0,False,False,0
335,229.4090116222989,236.07840668384677,True,0.009546710011070698,0.03974267356846082,0.10946341674434881,0.04018800311817951,0.24341662446007378,0.24901688115316487,0.12658954386392404,0.4350197708855073,-0.0011609543199387956,0.505549993957319,False,False,False,True,143.19921489205478,4.7274892491963065,0,False,False,1
337,232.55618650431495,236.07840668384677,True,0.009304836470659616,0.03928232595762459,0.10946035024059553,0.04019090965951957,0.24088300243611377,0.2497228778987413,0.12692511376096974,0.43250117047379416,-0.0012007115350171724,0.510816921015817,False,False,False,True,152.36732722220015,5.0468732109200545,0,False,False,2
339,233.35848278370176,236.07840668384677,True,0.009026443096970777,0.038708745360296844,0.10945309261673145,0.03976500336476234,0.23462391661051368,0.2478815308727679,0.126310934176639,0.424928512849978,-0.0012737024505085292,0.5211378155246613,False,False,False,True,159.34308655548924,5.288339976990906,0,False,False,3
341,234.26101243175972,236.07840668384677,True,0.008951081378391892,0.03801261180972992,0.10944303225297185,0.03942022643602705,0.23293958564791534,0.24739440930563777,0.1260166901821596,0.4298919464062368,-0.0012495801780407839,0.5200391828363377,False,False,False,True,163.8198439193962,5.445366390346378,0,False,False,4
343,235.26605502975283,236.07840668384677,True,0.00883098466066359,0.03645560116080258,0.10943084904805771,0.0393670355459483,0.2331612504789576,0.2486241925463435,0.12443172106268033,0.43226768683996947,-0.0012461730642773963,0.5210108625983435,False,False,False,True,170.03829610799988,5.671974946518255,0,False,False,5
345,240.75354557316712,240.75354557316712,True,0.0086385351878966,0.03631520686709944,0.10941758824083658,0.03861031463454729,0.23015543561620957,0.2490165401826657,0.12356410283033574,0.4349588951628124,-0.0012451121687211035,0.5267709538931884,False,False,False,True,168.0306845230605,5.6502927991876035,0,False,False,0
347,241.15350335937114,241.15350335937114,True,0.008303560291501021,0.03625599682757942,0.10940427124603753,0.0381435360539601,0.22355940071348507,0.24907829761505124,0.12518352926191356,0.42785170537730055,-0.0013403058464455677,0.5397946825044022,False,False,False,True,177.8531410346402,6.024541596183113,0,False,False,0
