episode,policy_loss,value_loss,lyap_penalty,dynamics_loss,barrier_loss,approx_kl,clip_fraction,mean_std,mean_raw_log_std,alpha
2,0.03125951811671257,457.1861572265625,0.029421361163258553,1.1349256038665771,1.6040771007537842,0.10893991589546204,0.48125001788139343,0.7885010242462158,0.4318775236606598,0.9802265618354915
4,-0.0017268273513764143,429.0709228515625,0.026645878329873085,1.2275511026382446,1.208521842956543,0.00036824759445153177,0.05972222238779068,1.6186788082122803,2.552231550216675,0.9608441125278288
6,0.0020971749909222126,401.42291259765625,0.026534585282206535,1.2258334159851074,1.1728575229644775,0.000319144397508353,0.03611111268401146,1.640247106552124,3.1767070293426514,0.9418449208830277
8,-0.001270768465474248,373.3133850097656,0.028151415288448334,1.2764390707015991,1.399078607559204,0.004065322689712048,0.03125,1.628570795059204,3.0315423011779785,0.9232214085793908
10,0.00190803746227175,347.9371643066406,0.03123484179377556,1.3650559186935425,1.7585699558258057,0.004656752571463585,0.03402777761220932,1.5740728378295898,2.677717924118042,0.9049661471446958
12,0.0013473378494381905,323.41827392578125,0.03089503012597561,1.4548085927963257,2.059803009033203,0.01186382956802845,0.0763888880610466,1.4211448431015015,2.287681818008423,0.8870718549931568
14,0.0020731184631586075,301.2733154296875,0.03138674050569534,1.5246068239212036,2.2768774032592773,0.027922796085476875,0.17152778804302216,1.2332960367202759,1.9714781045913696,0.8695313945209737
16,0.004708091728389263,281.44085693359375,0.031088851392269135,1.5736021995544434,2.445723533630371,0.02583765797317028,0.1909722238779068,1.1531399488449097,1.8352729082107544,0.8523377692593145
18,0.016683030873537064,264.2296447753906,0.02963266521692276,1.5955805778503418,2.5081911087036133,0.018016498535871506,0.18819445371627808,1.1503846645355225,1.7995185852050781,0.8354841210835904
20,0.002547396579757333,248.74147033691406,0.029661137610673904,1.5998895168304443,2.53350830078125,0.0261240117251873,0.13125000894069672,1.1798887252807617,1.8204337358474731,0.8189637274779153
22,0.010035601444542408,234.321533203125,0.031437985599040985,1.594743251800537,2.5080795288085938,0.016009939834475517,0.12708333134651184,1.218371868133545,1.8518744707107544,0.8027699988536554
24,0.005892680957913399,218.77513122558594,0.029203219339251518,1.586869716644287,2.4779834747314453,0.015264827758073807,0.09166666865348816,1.2625007629394531,1.9038513898849487,0.7868964759210001
26,0.0024100197479128838,205.1044921875,0.02998960390686989,1.5759992599487305,2.4521803855895996,0.013610775582492352,0.05416666716337204,1.3016624450683594,1.9571075439453125,0.7713368271125066
28,-0.0015162574127316475,191.25457763671875,0.029948333278298378,1.5625847578048706,2.429928779602051,-0.001800263300538063,0.06458333134651184,1.327239751815796,1.9970983266830444,0.7560848460575893
30,0.001208236557431519,177.27899169921875,0.030333789065480232,1.5498850345611572,2.422987937927246,0.006292873993515968,0.05138888955116272,1.332599401473999,2.010171890258789,0.7411344491069477
32,0.0018063558964058757,164.16683959960938,0.030497923493385315,1.5364083051681519,2.4274067878723145,0.009571370668709278,0.04930555820465088,1.3309943675994873,2.01121187210083,0.7264796729059444
34,0.002467608544975519,150.77769470214844,0.03056866116821766,1.5225762128829956,2.4440741539001465,0.007177275139838457,0.06319444626569748,1.3226137161254883,2.0065295696258545,0.7121146720159665
36,0.0032376395538449287,137.7125244140625,0.030652174726128578,1.5094904899597168,2.465122699737549,0.008472150191664696,0.0625,1.3222013711929321,2.0060160160064697,0.6980337165828195
38,0.004941553808748722,125.96556091308594,0.030797448009252548,1.4973669052124023,2.485229969024658,0.009141245856881142,0.05763889104127884,1.3246424198150635,2.009904623031616,0.6842311900512271
40,0.006031693425029516,113.9009780883789,0.02985740825533867,1.4863307476043701,2.5069310665130615,0.009518380276858807,0.0625,1.3334776163101196,2.019904375076294,0.6707015869245212
42,0.0004270580247975886,102.64685821533203,0.030127573758363724,1.476386547088623,2.524225950241089,0.005020042881369591,0.04444444552063942,1.3513578176498413,2.038313150405884,0.6574395105686315
44,0.0008095635566860437,91.59153747558594,0.03031233698129654,1.466949701309204,2.540868043899536,0.005375994369387627,0.04097222164273262,1.373488426208496,2.0626657009124756,0.644439671059498
46,0.002074562245979905,80.99213409423828,0.029766488820314407,1.4605218172073364,2.5593526363372803,0.0013407983351498842,0.03680555522441864,1.3995031118392944,2.0912063121795654,0.6316968830730468
