episode,minibatches,minibatches_possible,first_mb_kl,policy_loss,value_loss,mean_V,std_V,std_barrier,lyap_violation_rate,lyap_in_ball_rate,lyap_mean_dV,lyap_worst_slack,lyap_penalty,dynamics_loss,barrier_loss,approx_kl,clip_fraction,mean_std,mean_raw_log_std,mean_abs_action,alpha
34,24,24,3.259629011154175e-09,-0.0034551945670197406,17.91555933157603,1.2025549958149593,0.21413072322805723,0.3262547055880229,0.4736328125,0.0,0.0009929068134321521,0.25441893624762696,0.011494435195345432,1.5423762996991475,0.8063633367419243,0.006300396819521363,0.07506510413562258,0.22495250714321932,0.11522904597222805,0.07093293080106378,0.5933805862753282
36,24,24,6.28642737865448e-09,-0.0013536859381323059,11.539706627527872,1.2685889452695847,0.2701403107494116,0.4034135403732459,0.48434244965513545,0.0,-0.00024244351758776853,0.2643635741745432,0.015316182010186216,1.5110201438268025,0.8082530299822489,0.010390311435912736,0.1272786462213844,0.22853438990811506,0.12234979153921206,0.0662999739870429,0.5754399373371567
38,24,24,4.889443516731262e-09,-0.008843220498723289,24.69415505727132,1.409186859925588,0.271751847739021,0.3821289936701457,0.4967447916666667,0.0,-0.00015869658576169363,0.2655539841701587,0.014228945481590927,1.4664327750603359,0.683370885749658,0.012664654204854742,0.15888671825329462,0.23171252819399038,0.12858687279125056,0.08358307772626479,0.5580417174769964
40,24,24,5.122274160385132e-09,0.0013679296631986897,15.09180716673533,1.3237387885649998,0.17939754823843637,0.444364911566178,0.5029622415701548,0.0,0.0002444193426830073,0.2509879457453887,0.014254550255524615,1.4667119085788727,0.8988372335831324,0.010811855861296257,0.13580729191501936,0.23465340646604696,0.1342891032497088,0.08838892417649429,0.5411695265464634
42,24,24,8.614733815193176e-09,-0.006729509079984079,16.68329018354416,1.285104751586914,0.22741167806088924,0.43575763205687207,0.5013671877483526,0.0,-0.0007317968411371112,0.29069052388270694,0.01417376690854629,1.5430825750033061,0.9033613950014114,0.013911286844328666,0.17480468781044087,0.23792145835856596,0.14055327822764715,0.08448917418718338,0.5248074602497722
44,24,24,9.778887033462524e-09,-0.00856977529656433,14.797310332457224,1.1616108467181523,0.20384886860847473,0.39140183478593826,0.5074544275800387,0.0,-0.00010592756249631445,0.3519469952831666,0.01736871913696329,1.5397937893867493,1.158803587158521,0.017828225099947304,0.18186848983168602,0.24104110399881998,0.14646323770284653,0.07301781605929136,0.508940095151809
46,24,24,7.916241884231567e-09,-0.002720171663289269,12.57778020699819,1.2214275350173314,0.14406816940754652,0.38003448645273846,0.5186848950882753,0.0,-0.00014410315391918024,0.29334728326648474,0.019588962973405916,1.5356854051351547,0.9524092872937521,0.011597006266432194,0.1406575528283914,0.24444766715168953,0.15284058513740698,0.06885319870586197,0.4935524741394807
48,24,24,9.080395102500916e-09,-0.007324184873141348,12.946381469567617,1.146970768769582,0.20013041297594705,0.408638180543979,0.4942057269314925,0.0,-0.0008962967743476232,0.3549656141549349,0.02196063908437888,1.5027228991190593,1.225638156135877,0.015528795804129913,0.17783203131208816,0.2479478350530068,0.15931484289467335,0.0684956683156391,0.4786300923226386
50,24,24,7.2177499532699585e-09,-0.01264510105829686,12.702783326307932,1.2149526178836823,0.20565518053869405,0.3781200634936492,0.5170572896798452,0.0,-9.993237320789679e-05,0.3036578136185805,0.02216152093994121,1.5050763636827469,1.0315062527855237,0.015371411922387779,0.16494140680879354,0.25140601707001525,0.1656345184892416,0.07432922876129548,0.46415888336127803
52,24,24,7.683411240577698e-09,-0.015694312838604674,10.556319574515024,1.2939324428637822,0.23142856607834497,0.3498896410067876,0.501009114086628,0.0,-0.00018536199786467478,0.41127776727080345,0.025781437754631042,1.5264972746372223,0.7881523370742798,0.012377690097006658,0.14899088628590107,0.2549871653318405,0.1721019260585308,0.0700323845570286,0.45012520620613355
54,24,24,1.0244548320770264e-08,-0.010413281406120708,15.959892908732096,1.2161807070175807,0.2090938730786244,0.3972104514638583,0.5195963519314925,0.0,0.00016477724420838058,0.3529928922653198,0.02681551322651406,1.532078151901563,0.7651620532075564,0.011525920698962485,0.14368489601959786,0.25858992834885913,0.17853116989135742,0.07549879762033622,0.43651583224016605
56,12,24,8.847564458847046e-09,0.004747270839288831,17.303455114364624,1.1920312543710072,0.2067322606841723,0.3913499712944031,0.5235026056567827,0.0,0.00012255891730698446,0.3591693540414174,0.0244636080848674,1.5599742829799652,1.0958821028470993,0.021200379356741905,0.17968750124176344,0.2613029231627782,0.18332529067993164,0.07016158693780501,0.42331793280882096
58,24,24,1.0011717677116394e-08,0.0024613053149854145,26.655580441157024,1.2343835930029552,0.2042420171201229,0.45207470655441284,0.5222005198399226,0.0,0.000281079390939946,0.3008609066406886,0.017962674299875896,1.5694049000740051,0.6469716789821783,0.014518013873991245,0.17360026141007742,0.26382586856683093,0.187743387495478,0.0870176525786519,0.4105190671273078
60,24,24,2.561137080192566e-09,-0.013213597470894456,13.940930763880411,1.2655914276838303,0.2202374997238318,0.41570600991447765,0.5179687514901161,0.0,-0.00010580316787430395,0.381369477758805,0.027221048328404624,1.613009512424469,0.8134689504901568,0.01684924373209166,0.17890625012417635,0.2669028465946515,0.19308619139095148,0.06645464695369203,0.39810717055349726
62,24,24,7.916241884231567e-09,-0.0015745374063650768,13.545938809712728,1.3200293332338333,0.21916185381511846,0.2929915748536587,0.5067708343267441,0.0,3.731558050882692e-05,0.35447641213734943,0.030974300966287654,1.677435467640559,0.6701487849156061,0.020184298695918795,0.20322265724341074,0.27013665934403736,0.19864648456374803,0.06056740880012512,0.3860705432153814
64,12,24,6.984919309616089e-09,0.014991861380015811,12.749244610468546,1.2130499978860219,0.1970784179866314,0.32718083014090854,0.5080078144868215,0.0,-6.619856382409732e-05,0.2995467434326808,0.025626621674746275,1.6147006551424663,0.6095725198586782,0.021286524677028257,0.24869791666666666,0.2724816973010699,0.20264630888899168,0.06829079861442248,0.37439783898238105
66,24,24,3.725290298461914e-09,-0.007558517080421249,16.5535413424174,1.157864918311437,0.17371495005985102,0.3778502518932025,0.5057617189983526,0.0,-0.00014028639028159282,0.28602514043450356,0.026244203637664516,1.616484800974528,0.7538465733329455,0.016025041751466535,0.13294270851959786,0.2748421976963679,0.2066403323163589,0.06776439243306716,0.3630780547701012
68,24,24,6.752088665962219e-09,-0.007838601130060852,15.544506510098776,1.1861739257971446,0.23097234219312668,0.40535571177800495,0.5039062475164732,0.0,-0.0005025324935559183,0.3361638641605775,0.030886995994175475,1.6353164464235306,0.9249047487974167,0.014224951786066716,0.1639648446192344,0.2782055164376895,0.21228656048576036,0.07058675556133191,0.35210052016845217
70,24,24,9.313225746154785e-09,-0.0069525808018321795,15.790734052658081,1.2657268544038136,0.23133697112401327,0.5235727950930595,0.5020507834851742,0.0,-9.861674334388226e-05,0.3142076823860407,0.030120862182229757,1.5925492942333221,0.7397807960708936,0.018483223403260734,0.2047526047875484,0.28125859672824544,0.21736478929718336,0.07587358479698499,0.3414548873833602
72,24,24,8.149072527885437e-09,-0.007838885843132934,14.851370215415955,1.2875430683294933,0.23288181610405445,0.3868061788380146,0.5053059893349806,0.0,-3.8096579373814166e-05,0.3650512465586265,0.030995415601258475,1.6618118683497112,0.5080602889259657,0.011876696614005292,0.13274739583721384,0.2843981422483921,0.2225411223868529,0.06260843869919579,0.3311311214825911
74,24,24,3.4924596548080444e-09,-0.011667142001291117,13.451895932356516,1.1427060614029567,0.22185156804819903,0.4004935622215271,0.5129882817467054,0.0,-0.0010065706931830694,0.36028642021119595,0.029557477527608473,1.651431476076444,0.6579513351122538,0.018144871913439903,0.20185547011593977,0.2877671842773755,0.2280452655007442,0.08129886630922556,0.3211194909364821
76,24,24,6.984919309616089e-09,-0.011294131865724921,31.81280819574992,1.1257810046275456,0.23456722187499204,0.41043921435872716,0.5356119771798452,0.0,0.001379916519113067,0.34203950377802056,0.030992660904303193,1.6267144133647282,0.6561177745461464,0.012752249002611885,0.16881510491172472,0.29090819756189984,0.23313197741905847,0.0741078918799758,0.31141055844467586
78,24,24,8.847564458847046e-09,-0.005175016587600112,17.476889808972675,1.0584147547682126,0.25509923820694286,0.3720996131499608,0.5186848938465118,0.0,-6.156497571889001e-05,0.31815097977717716,0.025097466617201764,1.6582920253276825,1.0191984971364338,0.016819984496881563,0.21591796912252903,0.2938672589759032,0.2378835305571556,0.08346107850472133,0.3019951720402015
80,24,24,8.149072527885437e-09,0.004354773438535631,20.706963777542114,1.1967504272858303,0.22760292080541453,0.30035530651609105,0.5100911445915699,0.0,-0.00020639793183363508,0.46416966741283733,0.03609498574708899,1.6367115477720897,1.0679586653908093,0.023808856717854116,0.25670572948486853,0.2968341012795766,0.24261045704285303,0.07215946804111202,0.2928644564625236
82,24,24,7.2177499532699585e-09,-0.005718271558483441,10.807049135367075,1.1750622540712357,0.23423667065799236,0.3752310772736867,0.5218098958333334,0.0,9.257595714492102e-05,0.4558415773014228,0.04095151958366235,1.6439551264047623,1.2398787637551625,0.015779819058176752,0.18222656349341074,0.29983125254511833,0.2473491132259369,0.06909147913878162,0.28400980479142146
84,24,24,7.450580596923828e-09,-0.008870219346135855,11.952038943767548,1.2173317273457844,0.239315257097284,0.3401993624866009,0.502897135913372,0.0,-0.00026245177529441815,0.5189083479344845,0.05160198453813791,1.6113514999548595,1.0535271242260933,0.012002634136782339,0.14934895932674408,0.30289318536718685,0.2521515681097905,0.06453890446573496,0.27542287033381646
86,24,24,8.614733815193176e-09,-0.012293934569849322,20.981021960576374,1.1908967047929764,0.2281066949168841,0.3715482751528422,0.5058919278283914,0.0,-0.0007426347001455724,0.515186515947183,0.047985575161874294,1.6042275081078212,1.0689914748072624,0.01666637689534885,0.1555338545391957,0.30639005949099857,0.25759173681338626,0.07626782637089491,0.2670955587558985
88,24,24,9.546056389808655e-09,0.0007953240225712458,18.171136101086933,1.0996285478274028,0.20691078280409178,0.3619886214534442,0.5127929697434107,0.0,-0.0007320860434750406,0.47875935956835747,0.03789028478786349,1.5925461848576863,1.2236751317977905,0.02217075344136295,0.2108723958954215,0.3091931144396464,0.2619183138012886,0.07849304315944512,0.2590200204531323
90,18,24,6.28642737865448e-09,-0.0003286435320559475,21.8011089430915,1.1557201147079468,0.19891566452052858,0.3617378936873542,0.5143663171264861,0.0,-0.00010944472160190344,0.5464030669795142,0.046090309197703995,1.5946433941523235,1.0707224872377183,0.02560265717976209,0.2504774315489663,0.31145329111152226,0.26538778179221684,0.09401098431812392,0.2511886431509581
92,24,24,1.0710209608078003e-08,-0.006977192087409397,28.551058650016785,1.2224934647480648,0.23484977024296919,0.37150056411822635,0.5059895838300387,0.0,-0.0013766007226270933,0.5049502824743589,0.051731006087114416,1.6432508279879887,1.3216654385129611,0.02173673006473109,0.1895507819329699,0.3137778739134471,0.26893415798743564,0.09420516652365525,0.24359404472920265
94,24,24,1.1175870895385742e-08,-0.0022106366038012006,24.045639038085938,1.1874465942382812,0.23007232695817947,0.41836756467819214,0.5211588529249033,0.0,0.0003709581699998428,0.4667218600710233,0.04288656155889233,1.6560641378164291,0.9874464571475983,0.020649211811056983,0.2247395838300387,0.3165082819759846,0.27307449902097386,0.09802227312078078,0.2362290662634461
96,12,24,1.0943040251731873e-08,0.0025297634808036187,23.634063323338825,1.1630327602227528,0.17060712228218713,0.4590277721484502,0.5201822916666666,0.0,0.001612824232627948,0.4095141291618347,0.0361953346679608,1.5874378581841786,0.9540835718313853,0.029475833347532898,0.26191406324505806,0.318506417175134,0.2760883917411168,0.10742804656426112,0.2290867652767772
98,18,24,9.080395102500916e-09,-0.011685455321437783,16.69585869047377,1.1712430583106146,0.21899095012081993,0.47325072520309025,0.5212673611111112,0.0,-0.0006504800920892092,0.562716523806254,0.052977686954869166,1.6264954606691997,1.2517246935102675,0.023103343801469438,0.22916666749450895,0.31997103492418927,0.2782886823018392,0.11652571087082227,0.22216040919558114
100,24,24,7.450580596923828e-09,-0.006401429418474436,22.33602039019267,0.5437978195647398,0.10493709752336144,0.3865401254345973,0.5052408861617247,0.0,-1.6062846649826195e-06,0.21221713131914535,0.016671248013153672,1.4905512283245723,0.4908644420405229,0.024729212794530515,0.19082031305879354,0.3220559035738309,0.2814077325165272,0.13218286571403345,0.21544346900318845
102,18,24,9.546056389808655e-09,-0.002256780138446225,16.26629368464152,0.3774355997641881,0.055919811957412295,0.2031872065530883,0.5053819451067183,0.0,-0.00015424647588386305,0.10572108916110462,0.011084244431306919,1.2736055652300518,0.09395752350489299,0.02490890679311835,0.21727430572112402,0.32422684960895115,0.28464004894097644,0.11429876337448756,0.208929613085404
104,12,24,1.210719347000122e-08,0.010717157429705063,23.75468683242798,0.4701164737343788,0.049770837339262165,0.15942094226678213,0.5168619801600774,0.0,5.373224848881364e-05,0.15281233688195547,0.01230491690027217,1.0750097036361694,0.09065637737512589,0.025571436466028292,0.24348958457509676,0.32579139371713,0.2869593525926272,0.12664205891390642,0.20261270126211436
106,12,24,9.080395102500916e-09,0.010586017199481526,34.98692226409912,0.45329924921194714,0.05994151905179024,0.1282385252416134,0.5112630228201548,0.0,3.468058033225437e-05,0.12236714363098145,0.011781936356176933,1.0116810550292332,0.07514280422280233,0.03142979180362696,0.274153646081686,0.327022743721803,0.2887788911660512,0.11685043076674144,0.19648677899934675
108,24,24,8.149072527885437e-09,-0.012353962597747644,16.536516586939495,0.41951884329319,0.05196550007288655,0.10741790290921926,0.5069661463300387,0.0,0.00018232251022709534,0.10433797631412745,0.00943206351560851,0.8836023310820261,0.07316259061917663,0.020382238037806626,0.20774739608168602,0.3289972481628259,0.2916852496564388,0.11003041826188564,0.19054607179632474
110,18,24,9.546056389808655e-09,-0.004133743854860465,22.6370071305169,0.38105696936448413,0.06341039513548215,0.11350847822096613,0.5046875013245476,0.0,-0.0003510026241807888,0.10215778979990217,0.010487676184210513,0.7731749481625028,0.05227777320477697,0.021689626763367817,0.19704861069718996,0.3315613832738664,0.29544233944680953,0.11798484789000617,0.18478497974222916
112,12,24,8.149072527885437e-09,0.013727494049817324,19.1003315448761,0.4128529950976372,0.0682024530445536,0.07780252272884051,0.5206380188465118,0.0,0.00012911292530285814,0.08953482347230117,0.00872467337952306,0.6866039882103602,0.038465852538744606,0.02638479203839476,0.24635416766007742,0.3332633177439372,0.29792451361815137,0.1175766009837389,0.17919807223753334
114,24,24,1.234002411365509e-08,-0.013829997135568798,22.86171531677246,0.3404705027739207,0.053235905865828194,0.10142144591857989,0.5126302093267441,0.0,-6.0368400833491855e-05,0.08354302526762088,0.0065351534479608136,0.6916279469927152,0.10837271623313427,0.023500131763285026,0.23720703180879354,0.33496325338880223,0.3003936919073264,0.1223973057543238,0.1737800828749375
116,24,24,1.257285475730896e-08,-0.016663936626476545,21.387586673100788,0.35526493688424426,0.07449968329941233,0.11426189976433913,0.5173828129967054,0.0,0.0001485560176964403,0.11075147210309903,0.009654276383419832,0.5787907366951307,0.07371234412615497,0.015385739951549718,0.1632161463300387,0.3372958165903886,0.3037671794493993,0.11157216100643079,0.16852590447507512
118,18,24,1.0477378964424133e-08,-0.005933126641644372,19.243658542633057,0.43665654626157546,0.0838001709845331,0.08195843961503771,0.5108506944444444,0.0,0.0003949896296641479,0.11409459739095634,0.011272592573530145,0.5502785344918569,0.04194437319205867,0.01901370608377167,0.15243055505885017,0.3395433906051848,0.3070031719075309,0.1252887083424462,0.16343058427231374
120,18,24,1.0011717677116394e-08,-0.000628266069624159,29.296625826093887,0.442379257745213,0.055620402097702026,0.06900903727445337,0.5117187516556846,0.0,5.169253886884285e-05,0.10467629900409116,0.008854244913284978,0.46371445722050136,0.04575019288394186,0.020799774275575247,0.16202257035507095,0.3413676569859187,0.30961841344833374,0.10391763639118937,0.15848931924611132
122,12,24,1.0477378964424133e-08,0.0090923798076498,18.533157745997112,0.4212389489014943,0.06269779553016026,0.07570167941351731,0.49850260466337204,0.0,-0.00022942986591563871,0.12412639086445172,0.00805071551197519,0.4384918585419655,0.05316691007465124,0.029610857697358977,0.2979817713300387,0.3426065345605214,0.3113891656200091,0.1134294904768467,0.15369745159352716
124,24,24,1.234002411365509e-08,-0.0005347984842956066,14.528242508570353,0.42871003970503807,0.0684461339066426,0.07920745232452948,0.517122395336628,0.0,-9.245741421182174e-05,0.09143364988267422,0.008288769303665807,0.40936901172002155,0.03270589536987245,0.02609793994148883,0.22932942708333334,0.3440701787670453,0.3134746539096038,0.11692391925801833,0.14905046433861957
126,24,24,1.0477378964424133e-08,-0.009472189742761353,19.20980163415273,0.4542458690702915,0.060477206483483315,0.0787469232454896,0.5175781262417635,0.0,4.218213780404767e-05,0.09520232739547889,0.007776863038695107,0.3706737694640954,0.03584567333261172,0.010356165439588949,0.1389322920391957,0.3464945467809836,0.31691597650448483,0.10360585059970617,0.14454397707459285
128,24,24,1.0244548320770264e-08,-0.009559100668411702,13.9912335673968,0.480753584454457,0.05540825643887123,0.09043506377687056,0.5109375007450581,0.0,-0.00015935739732716078,0.1060414311165611,0.009269982071903845,0.3454373975594838,0.05280988779850304,0.01687900411585967,0.17861328180879354,0.348737479497989,0.32008452092607814,0.11300347403933604,0.140173741834677
130,24,24,1.0477378964424133e-08,-0.013990181304203967,17.575111508369446,0.41669928282499313,0.0569686257901291,0.10628196131438017,0.5132812485098839,0.0,-0.00014116381498752162,0.09445669486497839,0.008099042635876685,0.3666184258957704,0.06542264204472303,0.01548245998371082,0.18636067770421505,0.3510098221401374,0.3232796813050906,0.1341590496400992,0.13593563908785264
132,24,24,1.5133991837501526e-08,-0.006618987439045061,17.069278836250305,0.3796473480761051,0.059342334512621164,0.0969338199744622,0.5058268258968989,0.0,4.2133107247839995e-05,0.07309888458500306,0.007203844686349233,0.3344045343498389,0.03766684730847677,0.017567642838306103,0.21383463653425375,0.3529493510723114,0.32599443197250366,0.1214925351863106,0.1318256738556407
134,24,24,8.847564458847046e-09,-0.0009084711394583186,24.312496105829876,0.38346124564607936,0.059259139777471624,0.09635366220027208,0.5073567728201548,0.0,-0.000194998011769106,0.07773913303390145,0.006361950111264984,0.3190203669170539,0.043458225360761084,0.01949602299525092,0.21054687537252903,0.35456297919154167,0.32824571803212166,0.1287100799381733,0.12783997194630237
136,24,24,8.381903171539307e-09,-0.016138033892881747,19.537673791249592,0.3994212361673514,0.06940656636531155,0.09848869033157825,0.506608072668314,0.0,0.00011880127082501228,0.09940067275116841,0.007432936360904326,0.35187945018212,0.04933877211684982,0.01709690593512884,0.18531901109963655,0.3553066626191139,0.3292803056538105,0.13546999854346117,0.12397477630289444
138,24,24,9.080395102500916e-09,-0.011472011770820245,19.23395760854085,0.43735512470205623,0.06340574923281868,0.09123355615884066,0.508821614086628,0.0,0.00028184621866482,0.09913634788244963,0.008532892757405838,0.30249032005667686,0.04903041416158279,0.019273991356991853,0.19010416666666666,0.35658760989705723,0.3310578502714634,0.14423135854303837,0.12022644346174129
140,18,24,1.4668330550193787e-08,-0.001162824427915944,16.512323538462322,0.3964190036058426,0.06114907169507609,0.10066866998871167,0.5177951388888888,0.0,-1.9472645362839103e-05,0.07805551319486564,0.0072392423171550035,0.30032361216015285,0.030309763737022877,0.023417992181041174,0.2267795147167312,0.3578626232014762,0.33282457457648384,0.14713920818434822,0.11659144011798311
142,24,24,1.210719347000122e-08,-0.009875323701029023,19.17985800902049,0.37830357626080513,0.07793273031711578,0.09363268719365199,0.4998372395833333,0.0,-8.500047867225173e-05,0.07877008616924286,0.007365216927913328,0.3113264838854472,0.04589056922122836,0.013097419034844885,0.14694010466337204,0.35920659452676773,0.3346833139657974,0.15786523558199406,0.11306633979496393
144,6,24,1.30385160446167e-08,0.030262647196650505,25.415228207906086,0.35452204942703247,0.0711995530873537,0.09881391500433286,0.5122395853201548,0.0,-3.8523089187947335e-05,0.0940899985531966,0.007396414798373978,0.35061023632685345,0.04560313870509466,0.05014791960517565,0.39453125,0.3599040110905965,0.33564677834510803,0.20777981728315353,0.1096478196143185
146,18,24,1.3969838619232178e-08,2.1904913915528192e-05,19.08902057011922,0.3622862332397037,0.06350271610750093,0.09281043791108662,0.5229166663355298,0.0,0.00023651556047197018,0.09628420240349239,0.008535056969978742,0.2831500487195121,0.04902010980165667,0.030001547161696687,0.28697916699780357,0.3604143112897873,0.3363499674532149,0.1436735201213095,0.10633265716371615
148,6,24,1.1408701539039612e-08,0.03860102190325657,15.831217765808105,0.3798529903093974,0.07033421968420346,0.09651260574658711,0.5104166666666666,0.0,-0.00020598156212751442,0.07906729107101758,0.008048356743529439,0.2856215238571167,0.07172610859076183,0.03194853574192772,0.31041666865348816,0.3610338320334752,0.33720239996910095,0.14687238881985346,0.10311772745930552
150,24,24,9.778887033462524e-09,0.009858035443661114,20.985744555791218,0.36960820357004803,0.07976146787405014,0.12590866722166538,0.49905598784486455,0.0,-4.475882027084784e-05,0.08455238134289782,0.008489580786166092,0.3214307564000289,0.07156819865728418,0.022982675446352612,0.24020182341337204,0.3617483985920747,0.3381829299032688,0.16252312374611697,0.10000000000000003
152,24,24,1.0477378964424133e-08,-0.013192330487072468,13.328730146090189,0.386445793012778,0.08340429607778788,0.10846205955992143,0.5258789074917635,0.0,-3.140668801885719e-05,0.07095202275862296,0.0068038278065311415,0.2859529952208201,0.05221556654820839,0.017387894418789074,0.1586263027663032,0.362823319931825,0.33965568989515305,0.15570122065643469,0.09697653591082493
154,24,24,1.1175870895385742e-08,-0.007342004411232968,20.219042897224426,0.4315097878376643,0.08922026834140222,0.1008341833949089,0.49980468675494194,0.0,-7.924170980307584e-05,0.08238654909655452,0.00794374025038754,0.29294367258747417,0.05030792703231176,0.020099330082302913,0.19820963591337204,0.3636208735406399,0.34074947113792103,0.17016072509189448,0.09404448517263518
156,24,24,1.280568540096283e-08,-0.017173440467255812,14.024238765239716,0.43685003742575645,0.06232402318467697,0.09108706843107939,0.5191731750965118,0.0,0.0002809745443907256,0.08121400000527501,0.007962177255346129,0.27701416922112304,0.03441087373842796,0.020514440887685243,0.21360677077124515,0.36449943234523136,0.341955969731013,0.16364415610829988,0.09120108393559097
