episode,avg_reward,best_avg_reward,reward_above_threshold,avg_lyap,avg_barrier,avg_std,avg_abs_action,avg_mean_V,avg_std_V,lyap_collapsed,barrier_collapsed,exploration_cleared,reward_trend_per_window,reward_trend_t,plateau_streak,plateaued,stable,checks_since_best
340,71.59870263281255,71.94705299572288,True,0.02652228322889035,5.88274898139692e-06,0.7393662080582645,0.5298204947469963,0.7889248373607793,0.058280803338210604,False,True,True,23.84622987716239,6.500604759255941,0,False,False,1
342,72.25851626047768,72.25851626047768,True,0.026454188388824046,5.88274898139692e-06,0.7389557540830638,0.5310818383884099,0.7874704586962858,0.05821938157443786,False,True,True,23.50500270111948,6.399235175842273,0,False,False,0
344,72.44831044188027,72.44831044188027,True,0.02644336977068128,5.821232859185936e-06,0.7385597253425253,0.5329396051251225,0.7870517089549037,0.058257089860530374,False,True,True,24.6401320346626,6.757023631896678,0,False,False,0
346,73.04338886359218,73.04338886359218,True,0.026377160717836683,2.8018372783359764e-06,0.738122133248382,0.531301023148828,0.7846407437904013,0.05839270924787142,False,True,True,24.503345536442698,6.65984817234843,0,False,False,0
348,74.06964060332437,74.06964060332437,True,0.026356784606145482,1.8877755186016052e-06,0.7376412640843126,0.5299553535878657,0.7856959095845618,0.058231314972767415,False,True,True,25.286531905606193,6.824448112855867,0,False,False,0
350,74.08321485245737,74.08321485245737,True,0.026338623812059973,1.5612851408756494e-06,0.7371476407680246,0.5291331904629866,0.785186686987678,0.05815369108329631,False,True,True,24.903560153706955,6.697438679325634,0,False,False,0
352,73.45102584004945,74.08321485245737,True,0.02635155473706416,1.5612851408756494e-06,0.7366373716129196,0.5288209953241878,0.7856178207115992,0.057891555722906364,False,True,True,24.40110835495445,6.544836924238053,0,False,False,1
354,73.1628781017859,74.08321485245737,True,0.02642187526863482,0.0,0.7361571358723771,0.5227703917357656,0.7882390540507104,0.058110164845776226,False,True,True,23.925996687960094,6.404692454880476,0,False,False,2
356,72.6505117795511,74.08321485245737,True,0.026504704795984758,0.0,0.7356962502416636,0.5184335362580088,0.792641843193107,0.05810964780652687,False,True,True,24.593436416496836,6.644578567589735,0,False,False,3
358,71.76493529688616,74.08321485245737,True,0.026441947275048328,0.0,0.7352203144381443,0.5136548385024071,0.7906143336660332,0.057054311114673795,False,True,True,24.97042193275263,6.753738502120439,0,False,False,4
360,71.41001562941997,74.08321485245737,True,0.026427833972653997,2.3715317992254212e-06,0.7347532892806663,0.5105316871984138,0.7886273863828844,0.0570442926759521,False,True,True,25.523576422186437,6.935304667118921,0,False,False,5
362,69.8829241756492,74.08321485245737,True,0.026407205445381506,2.4834586415383655e-06,0.7343200140529209,0.49999392494145367,0.7858242425239748,0.05682392786256968,False,True,True,23.955376207708905,6.4413017413902445,0,False,False,6
364,69.05365437214282,74.08321485245737,True,0.026451937912497676,2.859079619889194e-06,0.7339309421264464,0.4925544318018688,0.7853533015069034,0.057141325583991896,False,True,True,24.32709939582846,6.581166737142242,0,False,False,7
366,68.83368243961661,74.08321485245737,True,0.026422782131056817,2.859079619889194e-06,0.7335730662776365,0.4889000952864687,0.7841687192519504,0.05704137904879948,False,True,True,24.087365848411103,6.492453777197741,0,False,False,8
368,67.53116446961133,74.08321485245737,True,0.026473933523003423,4.861954781492588e-06,0.7332087442278863,0.48503335052066376,0.7865467469725342,0.05672424793139928,False,True,True,24.116030255078034,6.503057022400571,0,False,False,9
370,67.21939654734486,74.08321485245737,True,0.026503633489159663,4.8858992455633495e-06,0.7327840618375275,0.4829710548536645,0.7874289628118275,0.056806875030613616,False,True,True,22.52463276975035,6.003508030089311,0,False,False,10
372,67.75925022371044,74.08321485245737,True,0.026587733573332016,5.038123192788488e-06,0.7322676346119907,0.48019541837275026,0.7895194677429065,0.057131238861216446,False,True,True,22.836472823351322,6.057784612296131,0,False,False,11
374,68.33398386563385,74.08321485245737,True,0.02666275065987268,5.187095908670219e-06,0.7317262078738874,0.4817810770124197,0.7910170190450216,0.05763735170993539,False,True,True,23.124524813221704,6.157581442516678,0,False,False,12
376,67.84448635958692,74.08321485245737,True,0.02668799611791554,5.187095908670219e-06,0.7312149660454856,0.47484649320443467,0.7909935669766531,0.05756394165154133,False,True,True,22.455528235589163,5.947361460934982,0,False,False,13
378,67.7666108190461,74.08321485245737,True,0.02672364935408243,5.187095908670219e-06,0.7307323109772471,0.475267556682229,0.7921639611737594,0.05744411711477572,False,True,True,22.87067469052744,6.037540947352157,0,False,False,14
380,67.37646114842683,74.08321485245737,True,0.02677802198385406,5.187095908670219e-06,0.7302476579944293,0.4763736719472541,0.7942585475328896,0.057391036208719014,False,True,True,23.315189610718257,6.160624583393568,0,False,False,15
382,66.26258566524153,74.08321485245737,True,0.02679521789800169,5.187095908670219e-06,0.7297956537869241,0.4781241794841157,0.7953145855416854,0.0574751969996012,False,True,True,23.276352598585124,6.136402481966841,0,False,False,16
384,65.94106305910208,74.08321485245737,True,0.026792731172301704,5.187095908670219e-06,0.7293102783461413,0.4814125583817561,0.7960684261388249,0.057733704054003784,False,True,True,23.926984350350452,6.377248450260684,0,False,False,17
386,65.32753731908934,74.08321485245737,True,0.02682837413287618,5.187095908670219e-06,0.7288032220055659,0.48615711877743406,0.7987135357326932,0.05777851790707145,False,True,True,24.30311282661969,6.597558852337814,0,False,False,18
388,63.699663079651415,74.08321485245737,True,0.026869844242982156,5.187095908670219e-06,0.7282974187284708,0.4891924200786485,0.8016337938606739,0.05785546995595925,False,True,True,23.65423426768336,6.431349866370465,0,False,False,19
390,63.675745272180954,74.08321485245737,True,0.0268846302267371,5.187095908670219e-06,0.7277358292291563,0.4926424702836408,0.8029786209265393,0.05814375849181993,False,True,True,24.080535557267044,6.557704979659684,0,False,False,20
392,63.89258809224491,74.08321485245737,True,0.026924209573513103,5.187095908670219e-06,0.7271227218210699,0.4977513075702721,0.8054213885217905,0.05847035149474524,False,True,True,24.218789615837487,6.593157815539602,0,False,False,21
394,63.743299352574375,74.08321485245737,True,0.026914614494631273,5.187095908670219e-06,0.7264632426202298,0.5029707905732923,0.8051214177161455,0.058075590584323634,False,True,True,25.00791600728846,6.812283705303078,0,False,False,22
396,64.14541188790331,74.08321485245737,True,0.02685592288746395,5.187095908670219e-06,0.7257462448957893,0.508516339543793,0.8011119239860112,0.057773669659056594,False,True,True,25.021265363752367,6.823350569235252,0,False,False,23
398,63.14500600267531,74.08321485245737,True,0.026826704993274893,5.310038128274957e-06,0.7250188880910475,0.5169709083934626,0.7988253923753896,0.05786007482092827,False,True,True,25.292014852147624,6.913513611226666,0,False,False,24
400,64.48812846474684,74.08321485245737,True,0.026860862666378833,2.938506329049536e-06,0.7242584975643289,0.5239518483479818,0.8004776159094439,0.05791668744706032,False,True,True,26.079621529655558,7.0325262359591365,0,False,False,25
402,65.95594093103973,74.08321485245737,True,0.026870632108249182,2.8265794867365914e-06,0.723503337138229,0.5356470510984461,0.7996369409478372,0.05810642867452569,False,True,True,26.533460724027982,7.1164086408219775,0,False,False,26
404,66.95516926291012,74.08321485245737,True,0.026776035741851147,2.4509585083857627e-06,0.7227571763926084,0.5442405076697469,0.7960672848340539,0.0577511666290876,False,True,True,27.383903951140947,7.3523308164177115,0,False,False,27
406,67.1337673095983,74.08321485245737,True,0.02680598623119294,2.4509585083857627e-06,0.7220199218640726,0.5466874229618245,0.7968892604112626,0.058505184071448946,False,True,True,26.895311551016263,7.20789002663955,0,False,False,28
408,67.42358620893359,74.08321485245737,True,0.026810514822136606,4.480833467823686e-07,0.7213079563031595,0.5504913832578394,0.7983996847023568,0.058705738047137856,False,True,True,26.239684282267245,7.011592682882372,0,False,False,29
410,68.72319690216472,74.08321485245737,True,0.026754283982639515,4.241388827116073e-07,0.7206655814001957,0.5522553728479478,0.797650666286548,0.05859353058816245,False,True,True,27.01830458072704,7.113375831146058,0,False,False,30
412,70.89981256230948,74.08321485245737,True,0.026643136001398993,2.7191493548646877e-07,0.7200686710162294,0.5544343400953544,0.7943733815103771,0.05870297021336026,False,True,True,28.89845242483366,7.5207490116926765,0,False,False,31
414,72.30334632407396,74.08321485245737,True,0.026521533042088978,1.2294221960473805e-07,0.7194311956978505,0.5587704724528723,0.790992877094282,0.05796041728721725,False,True,True,28.89448149599337,7.514929136075312,0,False,False,32
416,74.58093551860632,74.58093551860632,True,0.026480024064787562,1.2294221960473805e-07,0.718727171462443,0.5667067567714386,0.7895804936273232,0.05791501171059079,False,True,True,31.103624001726065,7.909699741926933,0,False,False,0
418,76.08690507597997,76.08690507597997,True,0.026435620707666706,1.2294221960473805e-07,0.7179847526467508,0.5667730835783813,0.7881450113736921,0.0580441603385326,False,True,True,33.10587247347977,8.44821224299996,0,False,False,0
420,77.09759244095476,77.09759244095476,True,0.026415112234341603,1.2294221960473805e-07,0.7171928203354277,0.5683020756683416,0.7876553822308779,0.05814156877394352,False,True,True,32.53295579151858,8.264115943836543,0,False,False,0
422,78.6621472751729,78.6621472751729,True,0.026422292213990457,1.2294221960473805e-07,0.7163088219447267,0.5684959856379364,0.7873440999123786,0.05811210591604726,False,True,True,34.73585351454686,8.396147897288799,0,False,False,0
424,79.11026119249135,79.11026119249135,True,0.026415403682686807,1.2294221960473805e-07,0.7154533602711226,0.5671470617461536,0.7846721664485005,0.057680780399176804,False,True,True,34.22652385603541,8.272624268936532,0,False,False,0
426,81.29026152940918,81.29026152940918,True,0.02644226111652744,1.2294221960473805e-07,0.7146445240825414,0.565493553235299,0.7821991427491108,0.05765100437630381,False,True,True,35.153043246514954,8.4425869091435,0,False,False,0
428,81.71215359236719,81.71215359236719,True,0.026406739549970044,1.2294221960473805e-07,0.7138410548783012,0.5653775140022238,0.7794586919662025,0.057813812994087735,False,True,True,35.68185843698118,8.463580590512565,0,False,False,0
430,82.39831042124348,82.39831042124348,True,0.026370002324175502,1.2294221960473805e-07,0.7130973399099377,0.5635326060776908,0.7777718877212869,0.057409960916265844,False,True,True,35.74537980692896,8.455389345717343,0,False,False,0
432,81.71832343852597,82.39831042124348,True,0.0262925626231461,1.2294221960473805e-07,0.7123963347739645,0.5601943762352068,0.7739818860259322,0.05716030649685612,False,True,True,34.73601461005029,8.089118027273184,0,False,False,1
434,82.22756157582215,82.39831042124348,True,0.026265561676377225,1.2294221960473805e-07,0.7116887762314745,0.5626488418628772,0.7736646328535345,0.057459340640343734,False,True,True,34.681059608404425,7.998112335431937,0,False,False,2
436,83.28095043270181,83.28095043270181,True,0.026213969323887597,1.2294221960473805e-07,0.7109678371912905,0.5605144661540786,0.7719962389932739,0.05749233771736424,False,True,True,34.09108305174288,7.836088416539858,0,False,False,0
438,83.92033453766686,83.92033453766686,True,0.026205420023244292,0.0,0.7101844819055664,0.5597121888771653,0.7718288055724567,0.05764216069752972,False,True,True,33.8314011759796,7.76904204788058,0,False,False,0
440,84.47953874232587,84.47953874232587,True,0.026173562407752288,0.0,0.7093395783255498,0.5592980642906494,0.771277963494261,0.05756376823151691,False,True,True,33.87821473450559,7.808629341222964,0,False,False,0
442,85.14733928655815,85.14733928655815,True,0.026139425085340107,0.0,0.7083950908233723,0.5558596921256848,0.7718792427331208,0.057571889473021866,False,True,True,33.85488644864955,7.799720193418309,0,False,False,0
444,85.11204407754676,85.14733928655815,True,0.02620223110701625,0.0,0.7074229425891783,0.55219777928797,0.7736257546891767,0.05777279308484397,False,True,True,32.85935197441886,7.464815264647144,0,False,False,1
446,85.32989432763512,85.32989432763512,True,0.026220077454262986,0.0,0.7064087666608769,0.5529706306623842,0.7744146263019905,0.05682342524541486,False,True,True,32.759416549844794,7.423655872545698,0,False,False,0
448,86.23164512981974,86.23164512981974,True,0.026199663573560877,0.0,0.7053276668029903,0.5525033940739855,0.7712829276091522,0.057062045960320204,False,True,True,32.3437041714275,7.3123893903725685,0,False,False,0
450,85.5442235925604,86.23164512981974,True,0.026171168967766327,0.0,0.704190857339688,0.5557399571431105,0.7689168529378042,0.05699195028494365,False,True,True,31.692478672798075,7.1105291789495135,0,False,False,1
452,85.29650542685384,86.23164512981974,True,0.026251018601775433,0.0,0.7030385065861422,0.558684729088587,0.772424158743686,0.05710064401906547,False,True,True,30.618148041538973,6.909045432239547,0,False,False,2
454,85.72282234004946,86.23164512981974,True,0.026337775886364545,0.0,0.7019299433086857,0.5594504210345372,0.7760923929098579,0.057513567116675955,False,True,True,30.8881737535217,6.97345608538712,0,False,False,3
456,85.78149571140766,86.23164512981974,True,0.026334670080798633,0.0,0.7008622147594437,0.5585650966060582,0.7759634588741593,0.05731868120898127,False,True,True,29.483649032620622,6.638797396892843,0,False,False,4
458,87.04385249861663,87.04385249861663,True,0.026324277483232583,1.1103521804519308e-06,0.6998058323268637,0.5626169226311071,0.7754191036853525,0.057192972537384125,False,True,True,29.762442824276047,6.64765446356412,0,False,False,0
460,87.13084159342999,87.13084159342999,True,0.026337960411117155,1.7399610593808272e-06,0.6987908043004947,0.5654016717101888,0.7750272575351926,0.05722249301569067,False,True,True,30.167323396251057,6.735797847387915,0,False,False,0
462,85.92014853830376,87.13084159342999,True,0.02632418268882302,1.7399610593808272e-06,0.6978264191535988,0.57102489136912,0.775272224057052,0.057449432578398796,False,True,True,29.243770630446047,6.475577962857812,0,False,False,1
464,85.80992886851149,87.13084159342999,True,0.0263266337073568,1.7399610593808272e-06,0.6968531731553751,0.5757746323604475,0.7760562955091397,0.0574350773274541,False,True,True,28.533187192247997,6.330957355526251,0,False,False,2
466,84.88688871045508,87.13084159342999,True,0.026295834163561314,2.659415819531811e-06,0.6958705534989184,0.5808382343576112,0.7769595283187098,0.057652890141065595,False,True,True,28.27582802503058,6.254887732937947,0,False,False,3
468,84.74014665361264,87.13084159342999,True,0.026320422698997637,2.659415819531811e-06,0.6949227277227124,0.5841990811618591,0.7782343837536044,0.05749745026132036,False,True,True,27.4898573392853,6.063517860977581,0,False,False,4
470,84.48047299744269,87.13084159342999,True,0.026348699192925724,2.659415819531811e-06,0.6939708131092668,0.5878478213392124,0.7786908835586573,0.05743366391609678,False,True,True,25.136731268383148,5.534744062467008,0,False,False,5
472,82.7611453084187,87.13084159342999,True,0.026362969301584542,2.659415819531811e-06,0.6929746955670794,0.5937880794075554,0.7792320491539106,0.05762901621461478,False,True,True,23.50740944898162,5.144221816234966,0,False,False,6
474,83.18407849635707,87.13084159342999,True,0.026376502772891948,2.659415819531811e-06,0.6919714641691459,0.5942199614595133,0.7787358896599874,0.05734923098758428,False,True,True,22.8409856445384,4.983895922724635,0,False,False,7
476,82.40826532350702,87.13084159342999,True,0.02641156215768665,2.659415819531811e-06,0.6909983046390493,0.5988340935020735,0.7791533102177911,0.05792745623121396,False,True,True,22.512931004614508,4.910116113168955,0,False,False,8
478,81.86319109771198,87.13084159342999,True,0.02640322126375248,2.821505904648802e-06,0.6900693890986721,0.6008090672054976,0.7787779601497782,0.05797507282972073,False,True,True,22.46316410643193,4.902855540732021,0,False,False,9
480,82.09565690745173,87.13084159342999,True,0.026403662279916158,2.821505904648802e-06,0.6892149896709004,0.6018218783943942,0.7767383121781879,0.05800750147400783,False,True,True,23.510286830024995,5.138996426193642,0,False,False,10
482,83.6682838651425,87.13084159342999,True,0.02639182265930235,2.821505904648802e-06,0.6884716667272527,0.6039242470919184,0.7754353568785721,0.05803523212365543,False,True,True,23.082503659550092,5.051980121991042,0,False,False,11
484,83.069099577448,87.13084159342999,True,0.026342440071877922,3.6369224744703386e-06,0.6877672425988648,0.6078213250885407,0.7754903247786892,0.05779271123982553,False,True,True,21.733495721173746,4.7183177076537035,0,False,False,12
486,83.11204980761308,87.13084159342999,True,0.026301979080825634,3.6369224744703386e-06,0.6870952640556627,0.6130008114294873,0.7752356483704513,0.05778571317851957,False,True,True,21.255990019330273,4.606214460851925,0,False,False,13
488,83.85197845925646,87.13084159342999,True,0.026322377171729593,3.6369224744703386e-06,0.6864722850008141,0.6176579982456234,0.7762889200614559,0.05708842085312223,False,True,True,22.534682149694444,4.856926292564327,0,False,False,14
490,83.44843619456371,87.13084159342999,True,0.026377070981026113,3.6369224744703386e-06,0.6859167658206489,0.6192762338866791,0.7773465481897195,0.05732090744034697,False,True,True,22.253829199759174,4.80542979344946,0,False,False,15
492,81.67717406151635,87.13084159342999,True,0.026376397564955478,3.6369224744703386e-06,0.6853995661354726,0.6179155070334674,0.7764964304864407,0.056923520805624614,False,True,True,19.328397869571987,4.11541483926381,0,False,False,16
494,82.89634842126152,87.13084159342999,True,0.026370807029565596,3.6369224744703386e-06,0.6849107074654763,0.6166907031089067,0.7753551363945006,0.05632598635274916,False,True,True,20.47939593009887,4.306758683576632,0,False,False,17
496,82.56468561598793,87.13084159342999,True,0.026425893525851684,3.6369224744703386e-06,0.6844500827706523,0.618337770923972,0.7750360054274399,0.0561816306086257,False,True,True,19.13101445391839,4.027077430325308,0,False,False,18
498,81.8893162271895,87.13084159342999,True,0.02648572138019113,2.526570294018408e-06,0.6840142784019311,0.6185363780293199,0.7756366566237475,0.056202271073642694,False,True,True,18.26186128744673,3.8448408232577393,0,False,False,19
500,82.16494121648358,87.13084159342999,True,0.02653051285435342,1.8969614150895118e-06,0.6835864715278149,0.6187197170737717,0.7770614256875381,0.056216639875330855,False,True,True,17.676304497638945,3.718367528725386,0,False,False,20
502,82.06119990000342,87.13084159342999,True,0.026571152387704283,1.8969614150895118e-06,0.6831801212082308,0.6183445540153317,0.7781339573777383,0.05590324106677952,False,True,True,18.15467781911117,3.7992216800287943,0,False,False,21
504,81.85274612185508,87.13084159342999,True,0.026585062362978022,1.8969614150895118e-06,0.6828100271936921,0.6195588801056147,0.779509569497572,0.05602720133287625,False,True,True,17.9295646349992,3.7483967740544744,0,False,False,22
506,82.34821294430031,87.13084159342999,True,0.026593019971106607,9.775066549385277e-07,0.6824536774721411,0.6229463050762811,0.779531947688924,0.055718789648057696,False,True,True,18.0405896527921,3.78576018979789,0,False,False,23
508,79.8630555973808,87.13084159342999,True,0.02659207441352514,9.775066549385277e-07,0.6820711256729233,0.6248343446602423,0.7782659579068423,0.05560077046716792,False,True,True,16.115792208508797,3.0763761870122477,0,False,False,24
510,80.12413630441262,87.13084159342999,True,0.026598357239789844,9.775066549385277e-07,0.6816937127461037,0.6278473700086276,0.7771216817614104,0.05581290058067275,False,True,True,17.039104388063123,3.252013389429473,0,False,False,25
512,83.15297308861297,87.13084159342999,True,0.026556055132661842,9.775066549385277e-07,0.6814214133967957,0.6301637996815973,0.7730889305472374,0.05586866799276322,False,True,True,21.695657153482905,4.004130238589424,0,False,False,26
514,83.38238612096985,87.13084159342999,True,0.026505413575149663,9.775066549385277e-07,0.6811935060140162,0.6330041189988453,0.771136795108517,0.05601024911738932,False,True,True,22.12250805656865,4.090138994365468,0,False,False,27
516,84.13463714011088,87.13084159342999,True,0.026514337311447082,9.775066549385277e-07,0.6809847849110764,0.6380853650884496,0.7732621085726553,0.05565919270480259,False,True,True,23.37814238005628,4.289042296917119,0,False,False,28
518,83.6771669592841,87.13084159342999,True,0.02651874265348953,8.154165698215365e-07,0.6808395450313888,0.6433944751818975,0.7743786936418877,0.05559378667320641,False,True,True,23.409485869011387,4.299985420667242,0,False,False,29
520,82.1261401366191,87.13084159342999,True,0.026554417550667297,8.154165698215365e-07,0.6807050067310533,0.6492196421449383,0.7773014675618873,0.05560743729325217,False,True,True,18.83904662450825,3.2717006327918274,0,False,False,30
522,83.50981241981135,87.13084159342999,True,0.026614586100913586,8.154165698215365e-07,0.6805653907151686,0.6567994712748462,0.7814734109780854,0.05558486879648019,False,True,True,19.674180630796688,3.3976879238307536,0,False,False,31
524,83.7368594790409,87.13084159342999,True,0.026644190716453724,0.0,0.6804246122431425,0.6596122817653749,0.7830926297646429,0.05582790214620116,False,True,True,18.750842288713535,3.2443193034150535,0,False,False,32
526,84.12089306368281,87.13084159342999,True,0.026655959502224706,0.0,0.6802853613884913,0.6603157254349854,0.7837726433037056,0.05625749529960254,False,True,True,19.045930031482218,3.2948805138716746,0,False,False,33
528,84.50673014391865,87.13084159342999,True,0.026655180264626526,0.0,0.6801587113696668,0.6616507271718648,0.7855362268578675,0.05676253229483134,False,True,True,20.340544128612095,3.540093240458079,0,False,False,34
530,84.94893945268848,87.13084159342999,True,0.026654553846714807,0.0,0.6799757934899793,0.6652515066787601,0.788240485948821,0.05667560709536903,False,True,True,22.148128082754365,3.8073175092761256,0,False,False,35
532,85.50252198842412,87.13084159342999,True,0.02661425511921859,0.0,0.6797567644259994,0.6720881795510649,0.7876285936062535,0.056506184105657865,False,True,True,24.713912699295488,4.2432117085295245,0,False,False,36
534,87.51007282234414,87.51007282234414,True,0.026542440168042143,0.0,0.6795130539478527,0.6770458234474064,0.7860391916707159,0.05669644731614324,False,True,True,26.462619360594733,4.518248502328243,0,False,False,0
536,88.56272447307038,88.56272447307038,True,0.026435833535571062,0.0,0.6792365390600429,0.6824026740052636,0.7841602209748494,0.05681647482431597,False,True,True,27.36110858992709,4.6643218956466805,0,False,False,0
538,88.12203943957276,88.56272447307038,True,0.026368860520112013,0.0,0.678960791747603,0.6848005808268984,0.7835817240799468,0.05692381505440506,False,True,True,29.68740458215122,5.130596712206017,0,False,False,1
540,89.00472287806998,89.00472287806998,True,0.026305398162609583,0.0,0.6786793776063454,0.6873164387419821,0.7830936184152962,0.0568532407335523,False,True,True,29.706038973258416,5.117364363690199,0,False,False,0
542,91.53265822363495,91.53265822363495,True,0.02627538685919717,0.0,0.6784168398835593,0.6892344491556288,0.7825600314264497,0.05686227720127337,False,True,True,31.005870236970242,5.327037514385731,0,False,False,0
544,91.6321849587498,91.6321849587498,True,0.02623540384617324,0.0,0.6781482299375864,0.6910929478084048,0.7818392246340713,0.05696359073174082,False,True,True,31.99797981837032,5.470361021375913,0,False,False,0
546,93.24810629593105,93.24810629593105,True,0.026193931795811903,0.0,0.6778618136006924,0.6907472648347418,0.7809970553343495,0.05712847548743917,False,True,True,33.35552137067617,5.706431018424865,0,False,False,0
548,94.67517078258446,94.67517078258446,True,0.026140166528057306,0.0,0.6775650145072076,0.692095674512287,0.7804841074471672,0.05745430517062131,False,True,True,35.53219973574854,6.120844237848131,0,False,False,0
550,94.5727332592938,94.67517078258446,True,0.02613419143793484,0.0,0.6772515039270123,0.689915956867238,0.781322954243256,0.057433561279645405,False,True,True,34.20916311710935,5.849365800666493,0,False,False,1
552,94.59131185299454,94.67517078258446,True,0.026187337162749225,0.0,0.6768742566928267,0.6880544761609699,0.7855247510597111,0.05759851125638106,False,True,True,33.1534758599285,5.65918185228675,0,False,False,2
554,94.45488431198021,94.67517078258446,True,0.026210520412617677,0.0,0.6764971304063996,0.6852385675948528,0.7877256895312006,0.05742901994639802,False,True,True,31.6560618150353,5.387073440705525,0,False,False,3
556,94.96199212292149,94.96199212292149,True,0.02615816289067476,0.0,0.6761520097860032,0.6821852202009824,0.7849317404338056,0.05749878513161094,False,True,True,31.11560464486519,5.290749440782709,0,False,False,0
558,97.0155839015369,97.0155839015369,True,0.02612792697942091,0.0,0.6757985050686532,0.6793981511352791,0.7824545850977302,0.05755257419465731,False,True,True,30.251807280574614,5.110414126254225,0,False,False,0
560,96.78762216181738,97.0155839015369,True,0.02605183346895501,0.0,0.6754888373530574,0.6773237985041407,0.778943955898285,0.057328564916840866,False,True,True,29.564583118791425,4.99954874631284,0,False,False,1
