episode,minibatches,minibatches_possible,first_mb_kl,policy_loss,value_loss,mean_V,std_V,lyap_penalty,dynamics_loss,barrier_loss,approx_kl,clip_fraction,mean_std,mean_raw_log_std,mean_abs_action,alpha
174,24,24,8.381903171539307e-09,-0.005088601727038622,20.358946005503338,0.7937550743420919,0.05568042304366827,0.027571007997418445,0.14705752860754728,0.0,0.010657862139244875,0.11455078174670537,0.7334934050838152,0.36778224383791286,0.3208591764171918,0.06918309709189364
176,24,24,5.820766091346741e-09,-0.003525517415255308,24.96610736846924,0.7515479698777199,0.054983198177069426,0.0265268759491543,0.13594321378817162,3.3444693751031686e-05,0.01291107364037695,0.13404947922875485,0.7342052161693573,0.3686680657168229,0.2891562767326832,0.06709137099554113
178,24,24,6.05359673500061e-09,-0.00038334416846434277,18.772855321566265,0.7805916368961334,0.05574139254167676,0.027815466979518533,0.12958638494213423,0.0,0.02046865121034595,0.1981079395239552,0.7351668005188307,0.3698643098274867,0.30665502076347667,0.06506288748655574
180,24,24,6.984919309616089e-09,-0.00850823319827517,11.872061610221863,0.8281920974453291,0.056124409971137844,0.02733101082655291,0.0735252108424902,0.0,0.007307571523900454,0.07158203143626451,0.7363592237234116,0.3713473938405514,0.3057224129637082,0.06309573444801934
182,24,24,8.614733815193176e-09,-0.014359887378911177,12.025090674559275,0.777548206349214,0.05657911719754338,0.02643073086316387,0.0891047033170859,5.299789336277172e-06,0.008634114802892631,0.10364583383003871,0.7375373418132464,0.3728119631608327,0.30950022861361504,0.06118805757518219
184,24,24,1.0011717677116394e-08,0.0021766859960431852,13.937510132789612,0.7704090053836504,0.055047346744686365,0.02686282239543895,0.14313749813785157,0.0,0.019441939308308065,0.16663411476959786,0.7385537500182787,0.3740743435919285,0.3228932209312916,0.059338058627532796
186,24,24,7.683411240577698e-09,-0.004282473431279262,21.01158179839452,0.7698393588264784,0.056834508664906025,0.026891134912148118,0.09348806863029797,0.0,0.010493409344538426,0.10979817761108279,0.7397971351941427,0.37561841929952305,0.3188534341752529,0.05754399373371568
188,24,24,9.313225746154785e-09,-0.00895150937139988,16.83188231786092,0.7660656695564588,0.05397352343425155,0.026385885663330555,0.09137940624107917,6.777330175585424e-07,0.008621933889420083,0.07645014238854249,0.7409457564353943,0.37704408292969066,0.30311158547798794,0.0558041717476996
190,24,24,1.1874362826347351e-08,-0.013361424896478033,17.89406015475591,0.8129576320449511,0.05582928750663996,0.028097862921034295,0.14470821401725212,1.7109623513533734e-05,0.015617466104837755,0.1477539069019258,0.7420248861114184,0.37838246176640195,0.33417731275161106,0.054116952654646354
192,24,24,6.752088665962219e-09,-0.006444849267912407,48.366732239723206,0.7697041183710098,0.05046441266313195,0.026174431744342048,0.15492437593638897,1.1502943076872421e-05,0.021517668860421207,0.18489583333333334,0.7429502233862877,0.37952959289153415,0.31981848056117695,0.05248074602497723
194,24,24,1.0477378964424133e-08,-0.01328713120892644,17.86427330970764,0.7809335341056188,0.05201894495015343,0.02688861459804078,0.1307050927231709,0.0,0.011716971455219513,0.1160481773937742,0.7435250679651896,0.3802420397599538,0.29439681644241017,0.05089400951518089
196,24,24,7.450580596923828e-09,-0.009671693939405182,15.707214454809824,0.7801340619723002,0.05618235329166055,0.02672262458751599,0.13396111223846674,9.427042186871404e-07,0.012384537238782892,0.12747395892317095,0.7442758580048879,0.3811723279456298,0.2754914127290249,0.049355247413948054
198,24,24,8.847564458847046e-09,-0.009282946586608887,18.606878638267517,0.7651627461115519,0.0590422546180586,0.026944085334738094,0.15576484240591526,7.130335628365476e-05,0.015895283228019252,0.15934244822710752,0.7451599364479383,0.3822673012812932,0.2607021809866031,0.04786300923226383
200,24,24,8.149072527885437e-09,-0.007018818520009518,10.924907286961874,0.7815075342853864,0.05340060809006294,0.026750929653644562,0.13447627363105616,0.0,0.009475035874250656,0.0859049482581516,0.745342085758845,0.38249287257591885,0.29190698514382046,0.04641588833612779
202,24,24,8.381903171539307e-09,0.007590859449313332,19.355356057484943,0.7971931745608648,0.0555903084265689,0.027430704173942406,0.15354617685079575,5.764468369306996e-07,0.01902444175599764,0.1357114560281237,0.7459622273842493,0.3832606052358945,0.32405931130051613,0.045012520620613346
204,24,24,6.05359673500061e-09,-0.0060247129295021296,20.848148504892986,0.802383673687776,0.057763222915430866,0.028279360849410295,0.17669182953735194,3.3545566111570224e-06,0.021191091975197196,0.21201171912252903,0.7464346860845884,0.3838452721635501,0.28242772569259006,0.043651583224016605
