step,x_before,y_before,target_x,target_y,x_after,y_after,battery_before,battery_after,battery_delta,reward,action_dx_norm,action_dy_norm
0,446.0342030055392,413.975571585667,426.21796841691616,433.93754668332326,426.64897233954486,433.4270303056497,100.0,99.91772304072899,-0.08227695927101308,-0.33075510812431375,-0.9908117651939392,0.9980987906455994
1,426.64897233954486,433.4270303056497,407.103348560248,453.0731503770608,405.0921436764607,453.162834212078,99.91772304072899,99.83596909702601,-0.08175394370297795,-0.3588107836589204,-0.9772811532020569,0.9823060035705566
2,405.0921436764607,453.162834212078,385.1125580288777,455.07483212639227,383.79221908622185,455.7407786941171,99.83596909702601,99.74899747460536,-0.08697162242064849,-0.2531721659841862,-0.9989792704582214,0.09559989720582962
3,383.79221908622185,455.7407786941171,363.8963240819494,474.03931690212494,364.0146087655836,476.42256178596955,99.74899747460536,99.66664309697418,-0.08235437763117659,-0.35409775876561217,-0.9947947859764099,0.9149268865585327
4,364.0146087655836,476.42256178596955,344.1352790841871,494.3450547669266,343.6466142629594,494.58418464318254,99.66664309697418,99.58495287063273,-0.08169022634145051,-0.335294197598156,-0.9939664602279663,0.8961246609687805
5,343.6466142629594,494.58418464318254,323.66662997951215,513.2256774868105,324.06518142197285,515.3921468821225,99.58495287063273,99.50255932781809,-0.08239354281464273,-0.3587172683723687,-0.9989991784095764,0.9320746660232544
6,324.06518142197285,515.3921468821225,304.0985333201662,520.1824234095272,305.2084969952683,521.7657520724044,99.50255932781809,99.41652036639863,-0.08603896141946166,-0.23695479327557692,-0.9983324408531189,0.2395138293504715
7,305.2084969952683,521.7657520724044,285.2695664837937,541.1607677889572,285.5864348136427,540.7945068445548,99.41652036639863,99.33352886025644,-0.08299150614219286,-0.34483299292116365,-0.9969465136528015,0.9697508215904236
8,285.5864348136427,540.7945068445548,265.6174864493849,544.768171843563,264.543903816297,545.8048843245974,99.33352886025644,99.2464612450932,-0.08706761516323525,-0.2682449108666507,-0.9984474182128906,0.1986832469701767
9,264.543903816297,545.8048843245974,244.5639042740607,565.3024200301638,244.3137127046259,566.6938816360125,99.2464612450932,99.16518099010936,-0.08128025498383806,-0.3711692767504322,-0.9990000128746033,0.9748767614364624
10,244.3137127046259,566.6938816360125,224.44838105484564,585.969716673244,224.07712534768262,587.4505638443305,99.16518099010936,99.08244544270062,-0.08273554740874545,-0.37548012625747673,-0.9932665824890137,0.9637917280197144
11,224.07712534768262,587.4505638443305,204.14795283181348,599.8535408340766,204.45315746016144,597.7790512401939,99.08244544270062,98.99713482156443,-0.08531062113618759,-0.27989701177160686,-0.9964586496353149,0.6201488375663757
